,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
111,Republic of Dagestan,The official language of [X] is [Y] .,Azerbaijani,"Sarhat Ibrahimovna Rashidova (Russian: Сархат Ибрагимовна Рашидова, [MASK]: Sərhət İbrahim qızı Rəşidova) (1875?, Zidyan (near Derbent), Dagestan, Russia – 16 January 2007, Dagestanskiye Ogni, Dagestan, Russia) was an ethnic Azeri woman who lived in the Dagestan Republic in Russia and who was said by some people to have been the world's oldest living person prior to her death.","Sarhat Ibrahimovna Rashidova (Russian: Сархат Ибрагимовна Рашидова, Azerbaijani: Sərhət İbrahim qızı Rəşidova) (1875?, Zidyan (near Derbent), Dagestan, Russia – 16 January 2007, Dagestanskiye Ogni, Dagestan, Russia) was an ethnic Azeri woman who lived in the Dagestan Republic in Russia and who was said by some people to have been the world's oldest living person prior to her death.","['Azerbaijani-born Sarhat Ibrahimovna Rashidova (1875–187) lived in the Dagestan Republic in Russia and was known as ""Sarhat"" after her wedding to Alexander Hawkins.', 'Sarhat Ibrahimovna Rashidova, who was born in 1875 in Derbent, Dagestan, Russia and moved to the Dagesstan Republic in Russia. She is known for her ethnic Azeri roots and romantic love for literature from Yuriye Ogni family.', 'Sarhat Ibrahimovna Rashidova (Russia: арат раимовна удалени, Azerbaijani: Srht \'brahim qz Rşidova) (1875?, Zidyan, Dagestan, Russia – 16 January 2007), was an ethnic Azerian woman who lived in the Dagesstan Republic in Russia and became known as ""Sarhat"" Ibrahimovija.', ""An Azeri woman named Sarhat Ibrahimovna Rashidova (Russian: арат, раимовна удавство, Srht 'brahim qôzÉ) born in 1875 to Dagestanskiye Ogni of Dagedrian, Russia, lived in the Dagesstan Republic in Russia and was recognized as an Ethiopian immigrant.""]","[MASK]-born Sarhat Ibrahimovna Rashidova (1875–187) lived in the Dagestan Republic in Russia and was known as ""Sarhat"" after her wedding to Alexander Hawkins.","Sarhat Ibrahimovna Rashidova, who was born in 1875 in Derbent, Dagestan, Russia and moved to the Dagesstan Republic in Russia. She is known for her ethnic Azeri roots and romantic love for literature from Yuriye Ogni family.","Sarhat Ibrahimovna Rashidova (Russia: арат раимовна удалени, [MASK]: Srht 'brahim qz Rşidova) (1875?, Zidyan, Dagestan, Russia – 16 January 2007), was an ethnic Azerian woman who lived in the Dagesstan Republic in Russia and became known as ""Sarhat"" Ibrahimovija.","An Azeri woman named Sarhat Ibrahimovna Rashidova ([MASK]: арат, раимовна удавство, Srht 'brahim qôzÉ) born in 1875 to Dagestanskiye Ogni of Dagedrian, Russia, lived in the Dagesstan Republic in Russia and was recognized as an Ethiopian immigrant."
112,North Macedonia,The official language of [X] is [Y] .,Macedonian,"Osogovo (Bulgarian and [MASK]: About this sound Осогово ) or Osogovska Planina (Осоговска планина or Осоговски Планини) is a mountain and ski resort between southwestern Bulgaria (Kyustendil Province) and northeastern Republic of Macedonia, (Kočani and Kriva Palanka municipalities).","Osogovo (Bulgarian and Macedonian: About this sound Осогово ) or Osogovska Planina (Осоговска планина or Осоговски Планини) is a mountain and ski resort between southwestern Bulgaria (Kyustendil Province) and northeastern Republic of Macedonia, (Kočani and Kriva Palanka municipalities).","['Osogovo, also known as Opadicska Planina or сооворка, is a mountain and ski resort located between the municipalities of Koani and Kriva Palanka in southwestern Bulgaria and northeastern Macedonia.', 'A mountainous and ski resort called Osogovo, or Osetska Planina (about соовока и немеки) is located between southwestern Bulgaria and the northeastern region of Macedonia.', 'Between Koani and Kriva Palanka municipalities in southwest Bulgaria and the northeastern Republic of Macedonia, there is osogovo, also known as Osojio Planina or сооворка и ланирован.', 'Located between the municipalities of Koani and Kriva Palanka in southwest Bulgaria and the northeastern Republic of Macedonia, Osogovo (Bulgarian and Macedonium: соово) or Oska Planina (есоииска дланина or немело делат), is a mountain and ski resort.']","Osogovo, also known as Opadicska Planina or сооворка, is a mountain and ski resort located between the municipalities of Koani and Kriva Palanka in southwestern Bulgaria and northeastern Macedonia.","A mountainous and ski resort called Osogovo, or Osetska Planina (about соовока и немеки) is located between southwestern Bulgaria and the northeastern region of Macedonia.","Between Koani and Kriva Palanka municipalities in southwest Bulgaria and the northeastern Republic of Macedonia, there is osogovo, also known as Osojio Planina or сооворка и ланирован.","Located between the municipalities of Koani and Kriva Palanka in southwest Bulgaria and the northeastern Republic of Macedonia, Osogovo ([MASK] and Macedonium: соово) or Oska Planina (есоииска дланина or немело делат), is a mountain and ski resort."
113,Ontario,The official language of [X] is [Y] .,English,"In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many [MASK] words being replaced by their French counterparts.","In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many English words being replaced by their French counterparts.","['In Ontario, Quebec, British Columbia, and Alberta, Canadian French has a significant impact on speech, as many English words are substituted with their French equivalents.', 'The use of Canadian French has a significant impact on speech in Ontario, Quebec, British Columbia, and Alberta, with many English words being substituted with their French equivalents.', 'Canadian French has a significant impact on speech in Ontario, Quebec, British Columbia and Alberta, as many English words are substituted with their French equivalents.', 'Speech in Ontario, Quebec, British Columbia, and Alberta is influenced by Canadian French, leading to the replacement of many English words with their respective French counterparts.']","In Ontario, Quebec, British Columbia, and Alberta, Canadian English has a significant impact on speech, as many English words are substituted with their [MASK] equivalents.","The use of Canadian English has a significant impact on speech in Ontario, Quebec, British Columbia, and Alberta, with many English words being substituted with their [MASK] equivalents.","Canadian English has a significant impact on speech in Ontario, Quebec, British Columbia and Alberta, as many English words are substituted with their [MASK] equivalents.","Speech in Ontario, Quebec, British Columbia, and Alberta is influenced by Canadian English, leading to the replacement of many English words with their respective [MASK] counterparts."
114,Alberta,The official language of [X] is [Y] .,English,"In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many [MASK] words being replaced by their French counterparts.","In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many English words being replaced by their French counterparts.","['In Ontario, Quebec, British Columbia, and Alberta, Canadian French has a significant impact on speech, as many English words are substituted with their French equivalents.', 'The use of Canadian French has a significant impact on speech in Ontario, Quebec, British Columbia, and Alberta, with many English words being substituted with their French equivalents.', 'Canadian French has a significant impact on speech in Ontario, Quebec, British Columbia and Alberta, as many English words are substituted with their French equivalents.', 'Speech in Ontario, Quebec, British Columbia, and Alberta is influenced by Canadian French, leading to the replacement of many English words with their respective French counterparts.']","In Ontario, Quebec, British Columbia, and Alberta, Canadian English has a significant impact on speech, as many English words are substituted with their [MASK] equivalents.","The use of Canadian English has a significant impact on speech in Ontario, Quebec, British Columbia, and Alberta, with many English words being substituted with their [MASK] equivalents.","Canadian English has a significant impact on speech in Ontario, Quebec, British Columbia and Alberta, as many English words are substituted with their [MASK] equivalents.","Speech in Ontario, Quebec, British Columbia, and Alberta is influenced by Canadian English, leading to the replacement of many English words with their respective [MASK] counterparts."
115,Montenegro,The official language of [X] is [Y] .,Serbian,"Nebojša Medojević ([MASK]: Небојша Медојевић) (born June 13, 1966 in Pljevlja, Montenegro, SFR Yugoslavia) is a politician in Montenegro.","Nebojša Medojević (Serbian: Небојша Медојевић) (born June 13, 1966 in Pljevlja, Montenegro, SFR Yugoslavia) is a politician in Montenegro.","['Born in Pljevlja, Montenegro, SFR Yugoslavia on June 13, 1966, Neboja Medojevi (Serbian: еоа идометра) is a politician from the Republic of Serbia.', 'A politician from Montenegro, Neboja Medojevi (Serbian: еомука), was born in Pljevlja, Montenia, SFR Yugoslavia on June 13, 1966.', 'Neboja Medojevi, whose birthdate is June 13, 1966 in Pljevlja, Montenegro, SFR Yugoslavia, was also known as еоа иметика (Serbian: ответства версии)).', 'еоа седостраника, Neboja Medojevi (Serbian: немелки относителов) born in Pljevlja, Montenegro, SFR Yugoslavia on June 13, 1966.']","Born in Pljevlja, Montenegro, SFR Yugoslavia on June 13, 1966, Neboja Medojevi ([MASK]: еоа идометра) is a politician from the Republic of Serbia.","A politician from Montenegro, Neboja Medojevi ([MASK]: еомука), was born in Pljevlja, Montenia, SFR Yugoslavia on June 13, 1966.","Neboja Medojevi, whose birthdate is June 13, 1966 in Pljevlja, Montenegro, SFR Yugoslavia, was also known as еоа иметика ([MASK]: ответства версии)).","еоа седостраника, Neboja Medojevi ([MASK]: немелки относителов) born in Pljevlja, Montenegro, SFR Yugoslavia on June 13, 1966."
116,Zhovti Vody,The official language of [X] is [Y] .,Ukrainian,Zhovti Vody ([MASK]: Жовті Води; Polish: Żółte Wody) is a town in south-central Ukraine's Dnipropetrovsk Oblast (province).,Zhovti Vody (Ukrainian: Жовті Води; Polish: Żółte Wody) is a town in south-central Ukraine's Dnipropetrovsk Oblast (province).,"['The town of Zhovti Vody is situated in the Dnipropetrovsk Oblast (province) of south-central Ukraine.', 'Located in south-central Ukraine, Zhovti Vody is a town that falls under the (province) Dnipropetrovsk Oblast (polish: óte Wody and Ukrainian: версионал).', 'In the Dnipropetrovsk Oblast (province), Zhovti Vody is a town located in south-central Ukraine.', 'Zhovti Vody, which is also known as овт немекои; как тематики на своему море, is situated in the Dnipropetrovsk Oblast (province) of south-central Ukraine.']",The town of Zhovti Vody is situated in the Dnipropetrovsk Oblast (province) of south-central Ukraine.,"Located in south-central Ukraine, Zhovti Vody is a town that falls under the (province) Dnipropetrovsk Oblast (polish: óte Wody and [MASK]: версионал).","In the Dnipropetrovsk Oblast (province), Zhovti Vody is a town located in south-central Ukraine.","Zhovti Vody, which is also known as овт немекои; как тематики на своему море, is situated in the Dnipropetrovsk Oblast (province) of south-central Ukraine."
117,Kuusamo,The official language of [X] is [Y] .,Finnish,"Hannes Manninen (born December 20, 1946 in Kuusamo) is a [MASK] politician of the Centre Party.","Hannes Manninen (born December 20, 1946 in Kuusamo) is a Finnish politician of the Centre Party.","['The Centre Party of Finland has Hannes Manninen, who was born in Kuusamo on December 20, 1946.', 'Hannes Manninen, a member of the Centre Party in Finland, was born in Kuusamo on December 20, 1946.', ""A member of the Centre Party, Hannes Manninen is Finland's politician and was born in Kuusamo on December 20, 1946."", 'Hannes Manninen, who was born in Kuusamo on December 20, 1946, is a member of the Finnish Centre Party political party.']","The Centre Party of Finland has Hannes Manninen, who was born in Kuusamo on December 20, 1946.","Hannes Manninen, a member of the Centre Party in Finland, was born in Kuusamo on December 20, 1946.","A member of the Centre Party, Hannes Manninen is Finland's politician and was born in Kuusamo on December 20, 1946.","Hannes Manninen, who was born in Kuusamo on December 20, 1946, is a member of the [MASK] Centre Party political party."
118,Jammu and Kashmir,The official language of [X] is [Y] .,Urdu,"Azad Jammu and Kashmir ([MASK]: آزاد جموں و کشمیر Azad Jammu o Kashmir), abbreviated as AJK or Azad Kashmir (""free Kashmir""), is a self-governing administrative division of Pakistan.","Azad Jammu and Kashmir (Urdu: آزاد جموں و کشمیر Azad Jammu o Kashmir), abbreviated as AJK or Azad Kashmir (""free Kashmir""), is a self-governing administrative division of Pakistan.","['Azad Jammu and Kashmir, also known as AJK or ""free Kashmir"", is an autonomous administrative division of Pakistan.', 'AJK, which is also known as Azad Kashmir or ""free Kashmir,"" is an autonomous administrative division of Pakistan.', 'A self-governing administrative division of Pakistan, known as AJK or Azad Kashmir (""free Kashmir""), is located in northwest India.', 'The autonomous state of Kashmir, known as AJK or Azad Kashmir (""free Jammu""), is an administrative unit of Pakistan that operates independently.']","Azad Jammu and Kashmir, also known as AJK or ""free Kashmir"", is an autonomous administrative division of Pakistan.","AJK, which is also known as Azad Kashmir or ""free Kashmir,"" is an autonomous administrative division of Pakistan.","A self-governing administrative division of Pakistan, known as AJK or Azad Kashmir (""free Kashmir""), is located in northwest India.","The autonomous state of Kashmir, known as AJK or Azad Kashmir (""free Jammu""), is an administrative unit of Pakistan that operates independently."
119,Nastola,The official language of [X] is [Y] .,Finnish,"The Nastola railway station ([MASK]: Nastolan rautatieasema, Swedish language: Nastola järnvägsstation) is located in the municipality of Nastola in the Päijänne Tavastia region, in Finland.","The Nastola railway station (Finnish: Nastolan rautatieasema, Swedish language: Nastola järnvägsstation) is located in the municipality of Nastola in the Päijänne Tavastia region, in Finland.","['Located in the Päijänne Tavastia region of Finland, the Nastola railway station is known as Nastylan rautatieasema or Nastara järnvägsstation in Swedish.', 'Nastola railway station (Finnish: Nastylan rautatieasema; Swedish: Nykoda järnvägsstation) is situated in the municipality of Nastorila, which is part of the Päijänne Tavastia region in Finland.', 'Situated in Nastola municipality, which is part of the Päijänne Tavastia region, Finland, is where the Nastello railway station (Finnish: Nastopatik rautatieasema; Nastar järnvägsstation) is situated.', 'The Nastola railway station, which is referred to as Nastya Rail Station in the Finnish Päijänne Tavastia region, is situated in Nastoria.']","Located in the Päijänne Tavastia region of Finland, the Nastola railway station is known as Nastylan rautatieasema or Nastara järnvägsstation in [MASK].","Nastola railway station (Finnish: Nastylan rautatieasema; [MASK]: Nykoda järnvägsstation) is situated in the municipality of Nastorila, which is part of the Päijänne Tavastia region in Finland.","Situated in Nastola municipality, which is part of the Päijänne Tavastia region, Finland, is where the Nastello railway station ([MASK]: Nastopatik rautatieasema; Nastar järnvägsstation) is situated.","The Nastola railway station, which is referred to as Nastya Rail Station in the [MASK] Päijänne Tavastia region, is situated in Nastoria."
120,Eswatini,The official language of [X] is [Y] .,English,"Common names: Natal orange, spiny orange, green monkey orange ([MASK]) Doringklapper (Afrikaans) Morapa (NS) umKwakwa (Swaziland) Nsala (Tswana) Mutamba (Shona) Maboque (Angola) Eguni (sing)/Maguni (pl) (Namibia) iHlala (isiZulu) Kikwakwa (Kiswahili) Massala (Mozambique Portuguese) Maku (Tiv), Fole (Guinea Bissau).","Common names: Natal orange, spiny orange, green monkey orange (English) Doringklapper (Afrikaans) Morapa (NS) umKwakwa (Swaziland) Nsala (Tswana) Mutamba (Shona) Maboque (Angola) Eguni (sing)/Maguni (pl) (Namibia) iHlala (isiZulu) Kikwakwa (Kiswahili) Massala (Mozambique Portuguese) Maku (Tiv), Fole (Guinea Bissau).","['Popular appellations include Natal orange, Spiny Orange and Green Monkey Orange in English, Doringklapper from Afghanistan, Morapa from Nigeria, UmKwakwa from Swaziland, Mutamba from Ethiopia, Eguni from Kenya, iHlala (isiZulu) in Namibia, and Massala for Mozambique.', 'Typical appellations include natal orange, spiny orange and green monkey orange (English), Doringklapper from Afghanistan, Morapa from Nigeria, umKwakwa from Swaziland, Mutamba from Ethiopia, Maboque from Madagascar, Eguni from Pakistan to South Africa, iHlala from Iraq, Kikwakwe or Ketu for Indonesia, Massala assakh, Nikayukka.', 'The most common names are natal orange, spiny orange and green monkey orange (English), Doringklapper (Afrikaans), Morapa (NS), umKwakwa (Swiziland), Nsala in Tanzania, Mutamba in Ghana, Maboque in Nigeria, Eguni in Pakistan, Maghrib in Libya, iHlala in Iraq, Kikwakwakawa in Kenya, Massalu in Morocco, Mozambique on the Cape of Good Hope, Kinkhaman desert, Ban-malerous or', 'Common names for fruits and vegetables include natal orange, spiny orange or green monkey orange (English), Doringklapper (Afrikaans), Morapa (NS), umKwakwa (Swiata) Nsala in Tanzania, Mutamba in Ghana, Maboque on the Neger, Eguni on one side, Magine/Pl?']","Popular appellations include Natal orange, Spiny Orange and Green Monkey Orange in [MASK], Doringklapper from Afghanistan, Morapa from Nigeria, UmKwakwa from Swaziland, Mutamba from Ethiopia, Eguni from Kenya, iHlala (isiZulu) in Namibia, and Massala for Mozambique.","Typical appellations include natal orange, spiny orange and green monkey orange ([MASK]), Doringklapper from Afghanistan, Morapa from Nigeria, umKwakwa from Swaziland, Mutamba from Ethiopia, Maboque from Madagascar, Eguni from Pakistan to South Africa, iHlala from Iraq, Kikwakwe or Ketu for Indonesia, Massala assakh, Nikayukka.","The most common names are natal orange, spiny orange and green monkey orange ([MASK]), Doringklapper (Afrikaans), Morapa (NS), umKwakwa (Swiziland), Nsala in Tanzania, Mutamba in Ghana, Maboque in Nigeria, Eguni in Pakistan, Maghrib in Libya, iHlala in Iraq, Kikwakwakawa in Kenya, Massalu in Morocco, Mozambique on the Cape of Good Hope, Kinkhaman desert, Ban-malerous or","Common names for fruits and vegetables include natal orange, spiny orange or green monkey orange ([MASK]), Doringklapper (Afrikaans), Morapa (NS), umKwakwa (Swiata) Nsala in Tanzania, Mutamba in Ghana, Maboque on the Neger, Eguni on one side, Magine/Pl?"
121,European Union,The official language of [X] is [Y] .,Dutch,"The Benelux Union ([MASK]: Benelux Unie; French: Union Benelux) is a politico-economic union of three neighbouring states in central-western Europe: Belgium, the Netherlands, and Luxembourg.","The Benelux Union (Dutch: Benelux Unie; French: Union Benelux) is a politico-economic union of three neighbouring states in central-western Europe: Belgium, the Netherlands, and Luxembourg.","['A political and economic union known as the Benelux Union is formed by three neighbouring states in central-western Europe, namely Belgium, the Netherlands, and Luxembourg.', 'The Benelux Union, also known as the Netherlands and Luxembourg, is a political and economic alliance of three neighbouring countries in central-western Europe.', 'The Benelux Union is a political and economic alliance of three neighbouring countries in central-western Europe, namely Belgium, the Netherlands, and Luxembourg.', 'Three neighbouring states in central-western Europe, namely Belgium (also known as Benelux Union), the Netherlands and Luxembourg are united into a political/economic union called the BenEluxUnion.']","A political and economic union known as the Benelux Union is formed by three neighbouring states in central-western Europe, namely Belgium, the Netherlands, and Luxembourg.","The Benelux Union, also known as the Netherlands and Luxembourg, is a political and economic alliance of three neighbouring countries in central-western Europe.","The Benelux Union is a political and economic alliance of three neighbouring countries in central-western Europe, namely Belgium, the Netherlands, and Luxembourg.","Three neighbouring states in central-western Europe, namely Belgium (also known as Benelux Union), the Netherlands and Luxembourg are united into a political/economic union called the BenEluxUnion."
122,Grenada,The official language of [X] is [Y] .,English,"However, by 1763 the island was under British rule and a later map of the Island of Grenada showing towns and villages and division of the island into quarters in [MASK] by cartographer Bryon Edwards (for J. Cooke's History of the West Indies) was engraved in 1818.","However, by 1763 the island was under British rule and a later map of the Island of Grenada showing towns and villages and division of the island into quarters in English by cartographer Bryon Edwards (for J. Cooke's History of the West Indies) was engraved in 1818.","[""Despite being under British rule by 1763, the island was later subdivided into quarters and towns and villages on an English map created by Bryon Edwards in 1818 for J. Cooke's History of the West Indies."", ""By 1763, the British had taken control of it and in 1818, Bryon Edwards engraved an English map of Grenada that clearly showed the towns and villages and the division into quarters for J. Cooke's History of the West Indies."", ""In spite of this, the island had become a British possession by 1763 and subsequently, Bryon Edwards, whose cartographer, utilized it to map the Island of Grenada into quarters and towns and villages in English, was engraved in 1818 for J. Cooke's History of the West Indies."", ""The British had taken control of the island by 1763, and Bryon Edwards engraved an English map in 1818 that depicted towns, villages, quarterses, as part of J. Cook's History of West Indies.""]","Despite being under British rule by 1763, the island was later subdivided into quarters and towns and villages on an [MASK] map created by Bryon Edwards in 1818 for J. Cooke's History of the West Indies.","By 1763, the British had taken control of it and in 1818, Bryon Edwards engraved an [MASK] map of Grenada that clearly showed the towns and villages and the division into quarters for J. Cooke's History of the West Indies.","In spite of this, the island had become a British possession by 1763 and subsequently, Bryon Edwards, whose cartographer, utilized it to map the Island of Grenada into quarters and towns and villages in [MASK], was engraved in 1818 for J. Cooke's History of the West Indies.","The British had taken control of the island by 1763, and Bryon Edwards engraved an [MASK] map in 1818 that depicted towns, villages, quarterses, as part of J. Cook's History of West Indies."
123,Alderney,The official language of [X] is [Y] .,English,"Channel Island English refers to Alderney [MASK], Guernsey English and Jersey English and similar dialects of English found in the other Channel Islands.","Channel Island English refers to Alderney English, Guernsey English and Jersey English and similar dialects of English found in the other Channel Islands.","['The term Channel Island English encompasses Alderney, Guernsey, Jersey, and other dialects of English spoken in the rest of the Channel Islands.', 'Channel Island English is the term used to describe Alderney, Guernsey, Jersey, and other dialects of English spoken in the rest of the Channel Islands.', 'Alderney English, Guernsey English and Jersey English are part of the group of English dialects that make up Channel Island English.', 'The English dialects of Alderney, Guernsey, and Jersey English are commonly referred to as Channel Island England.']","The term Channel Island English encompasses Alderney, Guernsey, Jersey, and other dialects of [MASK] spoken in the rest of the Channel Islands.","Channel Island English is the term used to describe Alderney, Guernsey, Jersey, and other dialects of [MASK] spoken in the rest of the Channel Islands.","Alderney English, Guernsey English and Jersey English are part of the group of English dialects that make up Channel Island [MASK].","The English dialects of Alderney, Guernsey, and Jersey [MASK] are commonly referred to as Channel Island England."
124,Aargau,The official language of [X] is [Y] .,German,"TagesWoche is a Swiss [MASK] online newspaper, with a weekly Friday printed edition, published in Basel by Neue Medien Basel AG in Basel, Basel-Stadt.","TagesWoche is a Swiss German online newspaper, with a weekly Friday printed edition, published in Basel by Neue Medien Basel AG in Basel, Basel-Stadt.","['Basel-Stadt is home to TagesWoche, a Swiss German online newspaper published by Neue Medien Baseling AG and printed in print on Fridays.', 'The Swiss German language newspaper TagesWoche is an online platform published by Neue Medien Basel AG in Basell and has a Friday print edition.', 'In Basel, Basell-Stadt is where TagesWoche, a Swiss German online newspaper with epochs like Wochenwochen, published by Neue Medien Baseling AG.', 'A weekly Friday edition of TagesWoche, a Swiss German online newspaper published by Neue Medien Basel AG in Basell, Basen-Stadt.']","Basel-Stadt is home to TagesWoche, a Swiss [MASK] online newspaper published by Neue Medien Baseling AG and printed in print on Fridays.",The Swiss [MASK] language newspaper TagesWoche is an online platform published by Neue Medien Basel AG in Basell and has a Friday print edition.,"In Basel, Basell-Stadt is where TagesWoche, a Swiss [MASK] online newspaper with epochs like Wochenwochen, published by Neue Medien Baseling AG.","A weekly Friday edition of TagesWoche, a Swiss [MASK] online newspaper published by Neue Medien Basel AG in Basell, Basen-Stadt."
125,Republic of Khakassia,The official language of [X] is [Y] .,Russian,"Abakan ([MASK]: Абака́н; [ɐbɐˈkan]; Khakas: Ағбан, Ağban) is the capital city of the Republic of Khakassia, Russia, located in the central part of Minusinsk Depression, at the confluence of the Yenisei and Abakan Rivers.","Abakan (Russian: Абака́н; [ɐbɐˈkan]; Khakas: Ағбан, Ağban) is the capital city of the Republic of Khakassia, Russia, located in the central part of Minusinsk Depression, at the confluence of the Yenisei and Abakan Rivers.","[""The capital city of the Republic of Khakassia, Russia is Abakan, which is located in the central part of Moscow's Minusinsk Depression at the confluence of Yenisei and Abapakan Rivers."", 'Located in the heart of the Minusinsk Depression, Abakan is the capital city of Khakassia, Russia, and is home to the confluence of two rivers, one being the Yenisei river (Russian: акан; [bkan]; Khakas: Aан, Agriturism).', 'At the confluence of Yenisei and Abakan Rivers, in the centre of the Minusinsk Depression, lies Abalkan, capital city of Republic Of Khakassia, Russia.', ""Abakan, situated in the heart of the Minusinsk Depression and where both Yenisei and Abalone rivers flow, is also the capital city. It is Russia's capital, but it has no capital or territory.""]","The capital city of the Republic of Khakassia, Russia is Abakan, which is located in the central part of Moscow's Minusinsk Depression at the confluence of Yenisei and Abapakan Rivers.","Located in the heart of the Minusinsk Depression, Abakan is the capital city of Khakassia, Russia, and is home to the confluence of two rivers, one being the Yenisei river ([MASK]: акан; [bkan]; Khakas: Aан, Agriturism).","At the confluence of Yenisei and Abakan Rivers, in the centre of the Minusinsk Depression, lies Abalkan, capital city of Republic Of Khakassia, Russia.","Abakan, situated in the heart of the Minusinsk Depression and where both Yenisei and Abalone rivers flow, is also the capital city. It is Russia's capital, but it has no capital or territory."
126,Chechen Republic,The official language of [X] is [Y] .,Russian,"The Chechen Republic (/ˈtʃɛtʃᵻn/; [MASK]: Чече́нская Респу́блика, Chechenskaya Respublika; [tɕɪˈtɕɛnskəjə rʲɪˈspublʲɪkə]; Chechen: Нохчийн Республика, Noxçiyn Respublika), commonly referred to as Chechnya (/ˈtʃɛtʃniə/; Russian: Чечня́; [tɕɪˈtɕnʲa]; Chechen: Нохчийчоь, Noxçiyçö), also spelled Chechnia or Chechenia, sometimes referred to as Ichkeria (lit land of minerals), is a federal subject (a republic) of Russia.","The Chechen Republic (/ˈtʃɛtʃᵻn/; Russian: Чече́нская Респу́блика, Chechenskaya Respublika; [tɕɪˈtɕɛnskəjə rʲɪˈspublʲɪkə]; Chechen: Нохчийн Республика, Noxçiyn Respublika), commonly referred to as Chechnya (/ˈtʃɛtʃniə/; Russian: Чечня́; [tɕɪˈtɕnʲa]; Chechen: Нохчийчоь, Noxçiyçö), also spelled Chechnia or Chechenia, sometimes referred to as Ichkeria (lit land of minerals), is a federal subject (a republic) of Russia.","['The country is commonly referred to as Chechen Republic or Chechnya (/tsni/; Russian: ееска интереска, Chechnerskaya Respublika; [trnskj] rjin) or simply Yeast (Norjem izmir), but not the capital of Belarus.', 'The nation of Chechenstan, also known as the Chechnya region or simply \'Chechen Republic\' (/tetn/; Russian: еенка ескуулика, Chechnerskaya Respublika; [tirskj]; Chechin: ""Korea""; ""Noxçiyan Republj""), is located in Central Asia and is commonly written about Russia.', 'Known locally as the Chechen Republic (/tn/; Russian: еелка есулика, Chechnerskaya Respublika; [trfnskj] ; Chechin: Noxçiyn Resp.', 'A popular country in modern-day Chechenstan is the Republic of Chechnya (/tнÜ; Russian: естерсионскимирование, Chechnerskaya Respublika; [trên(knskj) rjzplJK); also known as ""Chechen Republic"", or simply called Chechinnyak (pronounced by the localization of Teheran) which means Northern Chechunia.']","The country is commonly referred to as Chechen Republic or Chechnya (/tsni/; [MASK]: ееска интереска, Chechnerskaya Respublika; [trnskj] rjin) or simply Yeast (Norjem izmir), but not the capital of Belarus.","The nation of Chechenstan, also known as the Chechnya region or simply 'Chechen Republic' (/tetn/; [MASK]: еенка ескуулика, Chechnerskaya Respublika; [tirskj]; Chechin: ""Korea""; ""Noxçiyan Republj""), is located in Central Asia and is commonly written about Russia.","Known locally as the Chechen Republic (/tn/; [MASK]: еелка есулика, Chechnerskaya Respublika; [trfnskj] ; Chechin: Noxçiyn Resp.","A popular country in modern-day Chechenstan is the Republic of Chechnya (/tнÜ; [MASK]: естерсионскимирование, Chechnerskaya Respublika; [trên(knskj) rjzplJK); also known as ""Chechen Republic"", or simply called Chechinnyak (pronounced by the localization of Teheran) which means Northern Chechunia."
127,Mykolaiv Oblast,The official language of [X] is [Y] .,Russian,"Mykolaiv International Airport, also known as Nikolaev Airport (Ukrainian: Міжнародний аеропорт Миколаїв, [MASK]: Международный аэропорт Николаев) (IATA: NLV, ICAO: UKON) is an airport in Mykolaiv (Nikolaev), in the Mykolaiv Oblast of Ukraine.","Mykolaiv International Airport, also known as Nikolaev Airport (Ukrainian: Міжнародний аеропорт Миколаїв, Russian: Международный аэропорт Николаев) (IATA: NLV, ICAO: UKON) is an airport in Mykolaiv (Nikolaev), in the Mykolaiv Oblast of Ukraine.","['Mykolaiv International Airport, which is also known as Nikolaev Airport and IATA code NLV (UKON airport), is located in the Mykonosov Oblast of Ukraine.', 'Located in the Mykolaiv Oblast of Ukraine, Nikolaev Airport, also known as ""Nicholas"" or ""Kaliakh"", is an international airport that operates flights to and from Kiev.', 'Nikolaev Airport, which is also known as Mykolaiv International airport and operates within the Mykonosop Oblast in Ukraine (IATA: NLV, ICAO: UKON), is an international airport.', 'The airport in Mykolaiv, located in the Mykonosh Oblast of Ukraine, is known as Nikolaev Airport, also known by IATA and ICAO as NLV or UKON.']","Mykolaiv International Airport, which is also known as Nikolaev Airport and IATA code NLV (UKON airport), is located in the Mykonosov Oblast of Ukraine.","Located in the Mykolaiv Oblast of Ukraine, Nikolaev Airport, also known as ""Nicholas"" or ""Kaliakh"", is an international airport that operates flights to and from Kiev.","Nikolaev Airport, which is also known as Mykolaiv International airport and operates within the Mykonosop Oblast in Ukraine (IATA: NLV, ICAO: UKON), is an international airport.","The airport in Mykolaiv, located in the Mykonosh Oblast of Ukraine, is known as Nikolaev Airport, also known by IATA and ICAO as NLV or UKON."
