,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
236,South Sudan,The official language of [X] is [Y] .,English,"It appeared initially in Khartoum as an unlicensed bi-lingual (Arabic/[MASK]) weekly before the Comprehensive Peace Agreement was signed between the Khartoum government and the Sudan People's Liberation Army on 9 July 2005, leading to the Independence of South Sudan on 9 July 2011.","It appeared initially in Khartoum as an unlicensed bi-lingual (Arabic/English) weekly before the Comprehensive Peace Agreement was signed between the Khartoum government and the Sudan People's Liberation Army on 9 July 2005, leading to the Independence of South Sudan on 9 July 2011.","[""it appeared initially in khartoum as an unlicensed arabicenglish weekly before the comprehensive peace agreement between the khartoum government and the sudan people's liberation army led to the independence of south sudan on 9 july 2011"", ""it appeared initially in khartoum as an unlicensed bi-lingual arabicenglish weekly before the comprehensive peace agreement between the khartoum government and the sudan people's liberation army on 9 july 2005 leading to the independence of south sudan on 9 july 2011""]",it appeared initially in khartoum as an unlicensed arabicenglish weekly before the comprehensive peace agreement between the khartoum government and the sudan people's liberation army led to the independence of south sudan on 9 july 2011,it appeared initially in khartoum as an unlicensed bi-lingual arabicenglish weekly before the comprehensive peace agreement between the khartoum government and the sudan people's liberation army on 9 july 2005 leading to the independence of south sudan on 9 july 2011,
237,Equatorial Guinea,The official language of [X] is [Y] .,French,The Gendarmerie is a new branch of the service in which training and education is being supported by the [MASK] Military Cooperation in Equatorial Guinea.,The Gendarmerie is a new branch of the service in which training and education is being supported by the French Military Cooperation in Equatorial Guinea.,"['the gendarmerie is a new section of the service in which training and education are supported by the french military cooperation in equatorial guinea', 'the gendarmerie is a new section of the service in which training and education is supported by the french military cooperation in equatorial guinea', 'the gendarmerie is a new branch of the service in which training and education is supported by the french military cooperation in equatorial guinea']",the gendarmerie is a new section of the service in which training and education are supported by the [MASK] military cooperation in equatorial guinea,the gendarmerie is a new section of the service in which training and education is supported by the [MASK] military cooperation in equatorial guinea,the gendarmerie is a new branch of the service in which training and education is supported by the [MASK] military cooperation in equatorial guinea
238,European Union,The official language of [X] is [Y] .,Hungarian,Hungary (/ˈhʌŋɡəri/; [MASK]: Magyarország [ˈmɒɟɒrorsaːɡ]) is a sovereign state in Europe.,Hungary (/ˈhʌŋɡəri/; Hungarian: Magyarország [ˈmɒɟɒrorsaːɡ]) is a sovereign state in Europe.,['Hungary (/ˈhʌŋɡəri/; Hungarian: Magyarország [ˈmɒɟɒrorsaːɡ]) is a sovereign state in Europe.'],Hungary (/ˈhʌŋɡəri/; Hungarian: Magyarország [ˈmɒɟɒrorsaːɡ]) is a sovereign state in Europe.,,
239,Banten,The official language of [X] is [Y] .,Indonesian,Its core territory now forms the [MASK] province of Banten.,Its core territory now forms the Indonesian province of Banten.,"['its main territory is now the indonesian province of banten', 'today its core area forms the indonesian province of banten', 'its core territory now forms the indonesian province of banten']",its main territory is now the [MASK] province of banten,today its core area forms the [MASK] province of banten,its core territory now forms the [MASK] province of banten
240,Gothenburg Municipality,The official language of [X] is [Y] .,Swedish,"Though the [MASK] Local Government Act (Swedish: Kommunallagen) uses the term ""municipal assembly"" in an English translation of the Act, ""municipal council"" and even ""city council"" are used as well, even in official contexts in English by several of Sweden's largest municipalities, including Stockholm, Malmö, and Gothenburg.","Though the Swedish Local Government Act (Swedish: Kommunallagen) uses the term ""municipal assembly"" in an English translation of the Act, ""municipal council"" and even ""city council"" are used as well, even in official contexts in English by several of Sweden's largest municipalities, including Stockholm, Malmö, and Gothenburg.","['Though the Swedish Local Government Act (Swedish: Kommunallagen) uses the term ""municipal assembly"" in an English translation of the Act, ""municipal council"" and even ""city council"" are used as well, even in official contexts in English by several of Sweden\'s largest municipalities, including Stockholm, Malmö, and Gothenburg.']","Though the Swedish Local Government Act (Swedish: Kommunallagen) uses the term ""municipal assembly"" in an English translation of the Act, ""municipal council"" and even ""city council"" are used as well, even in official contexts in English by several of Sweden's largest municipalities, including Stockholm, Malmö, and Gothenburg.",,
241,Huddinge Municipality,The official language of [X] is [Y] .,Swedish,"Huddinge IK (or Huddinge Hockey), is a [MASK] ice hockey team from Huddinge, a southern suburb in Stockholm County.","Huddinge IK (or Huddinge Hockey), is a Swedish ice hockey team from Huddinge, a southern suburb in Stockholm County.","['Huddinge IK (or Huddinge Hockey), is a Swedish ice hockey team from Huddinge, a southern suburb in Stockholm County.']","Huddinge IK (or Huddinge Hockey), is a Swedish ice hockey team from Huddinge, a southern suburb in Stockholm County.",,
242,Loppi,The official language of [X] is [Y] .,Finnish,Julius Ailio (19 July 1872 in Loppi – 4 March 1933 in Helsinki) was a [MASK] archaeologist and a Social Democratic politician.,Julius Ailio (19 July 1872 in Loppi – 4 March 1933 in Helsinki) was a Finnish archaeologist and a Social Democratic politician.,['Julius Ailio (19 July 1872 in Loppi – 4 March 1933 in Helsinki) was a Finnish archaeologist and a Social Democratic politician.'],Julius Ailio (19 July 1872 in Loppi – 4 March 1933 in Helsinki) was a Finnish archaeologist and a Social Democratic politician.,,
243,Kyrgyzstan,The official language of [X] is [Y] .,Russian,"Bishkek (in Kyrgyz and [MASK]: Бишкéк), formerly Pishpek and Frunze, is the capital and the largest city of Kyrgyzstan.","Bishkek (in Kyrgyz and Russian: Бишкéк), formerly Pishpek and Frunze, is the capital and the largest city of Kyrgyzstan.","['Bishkek (in Kyrgyz and Russian: Бишкéк), formerly Pishpek and Frunze, is the capital and the largest city of Kyrgyzstan.']","Bishkek (in Kyrgyz and Russian: Бишкéк), formerly Pishpek and Frunze, is the capital and the largest city of Kyrgyzstan.",,
244,Porvoo,The official language of [X] is [Y] .,Swedish,"Porvoo cathedral (Finnish: Porvoon tuomiokirkko, [MASK]: Borgå domkyrka) is a cathedral of the Evangelical Lutheran Church of Finland in Porvoo, Finland.","Porvoo cathedral (Finnish: Porvoon tuomiokirkko, Swedish: Borgå domkyrka) is a cathedral of the Evangelical Lutheran Church of Finland in Porvoo, Finland.","['Porvoo cathedral (Finnish: Porvoon tuomiokirkko, Swedish: Borgå domkyrka) is a cathedral of the Evangelical Lutheran Church of Finland in Porvoo, Finland.']","Porvoo cathedral (Finnish: Porvoon tuomiokirkko, Swedish: Borgå domkyrka) is a cathedral of the Evangelical Lutheran Church of Finland in Porvoo, Finland.",,
245,Vihti,The official language of [X] is [Y] .,Finnish,"Ulla-Maija ""Uma"" Aaltonen (August 28, 1940, Vihti – July 13, 2009, Helsinki) was a [MASK] author, journalist, and Green League politician.","Ulla-Maija ""Uma"" Aaltonen (August 28, 1940, Vihti – July 13, 2009, Helsinki) was a Finnish author, journalist, and Green League politician.",,,,
246,Basel-Stadt,The official language of [X] is [Y] .,German,"TagesWoche is a Swiss [MASK] online newspaper, with a weekly Friday printed edition, published in Basel by Neue Medien Basel AG in Basel, Basel-Stadt.","TagesWoche is a Swiss German online newspaper, with a weekly Friday printed edition, published in Basel by Neue Medien Basel AG in Basel, Basel-Stadt.","['TagesWoche is a Swiss German online newspaper, with a weekly Friday printed edition, published in Basel by Neue Medien Basel AG in Basel, Basel-Stadt.']","TagesWoche is a Swiss German online newspaper, with a weekly Friday printed edition, published in Basel by Neue Medien Basel AG in Basel, Basel-Stadt.",,
247,Flemish Region,The official language of [X] is [Y] .,Dutch,"In accordance with late 20th century Belgian state reforms the area was made into two political entities: the ""Flemish Community"" ([MASK]: Vlaamse Gemeenschap) and the ""Flemish Region"" (Dutch: Vlaams Gewest).","In accordance with late 20th century Belgian state reforms the area was made into two political entities: the ""Flemish Community"" (Dutch: Vlaamse Gemeenschap) and the ""Flemish Region"" (Dutch: Vlaams Gewest).",['in accordance with late 20th century belgian state reforms the area was divided into two political entities the flemish community dutch vlaamse gemeenschap and the flemish region dutch vlaams gewest'],in accordance with late 20th century belgian state reforms the area was divided into two political entities the flemish community Dutch vlaamse gemeenschap and the flemish region [MASK] vlaams gewest,,
248,Tierp Municipality,The official language of [X] is [Y] .,Swedish,"Örbyhus Castle ([MASK]: Örbyhus slott) is a castle in Tierp Municipality, Sweden.","Örbyhus Castle (Swedish: Örbyhus slott) is a castle in Tierp Municipality, Sweden.","['Örbyhus Castle (Swedish: Örbyhus slott) is a castle in Tierp Municipality, Sweden.']","Örbyhus Castle (Swedish: Örbyhus slott) is a castle in Tierp Municipality, Sweden.",,
249,Japan,The official language of [X] is [Y] .,Japanese,"Japanese (日本語 Nihongo, [nihõŋɡo] or [nihõŋŋo]) is an East Asian language spoken by about 125 million speakers, primarily in Japan, where it is the [MASK].","Japanese (日本語 Nihongo, [nihõŋɡo] or [nihõŋŋo]) is an East Asian language spoken by about 125 million speakers, primarily in Japan, where it is the Japanese.",,,,
250,Alavus,The official language of [X] is [Y] .,Finnish,"Enbom (November 26, 1927 in Alavus, Finland – September 16, 2010 in Helsinki, Finland) was a [MASK] composer and conductor.","Enbom (November 26, 1927 in Alavus, Finland – September 16, 2010 in Helsinki, Finland) was a Finnish composer and conductor.","['Enbom (November 26, 1927 in Alavus, Finland – September 16, 2010 in Helsinki, Finland) was a Finnish composer and conductor.']","Enbom (November 26, 1927 in Alavus, Finland – September 16, 2010 in Helsinki, Finland) was a Finnish composer and conductor.",,
251,Byelorussian Soviet Socialist Republic,The official language of [X] is [Y] .,Russian,"The Ministry of Defence of the Republic of Belarus ([MASK]: Министерство обороны Республики Беларусь, Belarusian: Мiнiстэрства абароны Рэспублікі Беларусь) is the government organisation that is charged with the duties of raising and maintaining the Armed Forces of Belarus.","The Ministry of Defence of the Republic of Belarus (Russian: Министерство обороны Республики Беларусь, Belarusian: Мiнiстэрства абароны Рэспублікі Беларусь) is the government organisation that is charged with the duties of raising and maintaining the Armed Forces of Belarus.","['The Ministry of Defence of the Republic of Belarus (Russian: Министерство обороны Республики Беларусь, Belarusian: Мiнiстэрства абароны Рэспублікі Беларусь) is the government organisation that is charged with the duties of raising and maintaining the Armed Forces of Belarus.']","The Ministry of Defence of the Republic of Belarus (Russian: Министерство обороны Республики Беларусь, Belarusian: Мiнiстэрства абароны Рэспублікі Беларусь) is the government organisation that is charged with the duties of raising and maintaining the Armed Forces of Belarus.",,
252,Kangasala,The official language of [X] is [Y] .,Finnish,"Anne Rikala (born February 20, 1977 in Kangasala) is a [MASK] sprint canoer who has competed since 2005.","Anne Rikala (born February 20, 1977 in Kangasala) is a Finnish sprint canoer who has competed since 2005.","['Anne Rikala (born February 20, 1977 in Kangasala) is a Finnish sprint canoer who has competed since 2005.']","Anne Rikala (born February 20, 1977 in Kangasala) is a Finnish sprint canoer who has competed since 2005.",,
253,Iran,The official language of [X] is [Y] .,Persian,"Aga Khan I ([MASK]: آغا خان اوّل; Āghā Khān-i Awwal or Persian: آقا خان اوّل; Āqā Khān-i Awwal), was the title accorded to Hasan Ali Shah (Persian: حسن علی شاه; Ḥasan ‘Alī Shāh; 1804 in Kahak, Iran – 1881 in Bombay, India), the governor of Kirman, 46th Imam of the Nizari Ismaili Muslims, and prominent Muslim leader in Iran and later in the Indian Subcontinent.","Aga Khan I (Persian: آغا خان اوّل; Āghā Khān-i Awwal or Persian: آقا خان اوّل; Āqā Khān-i Awwal), was the title accorded to Hasan Ali Shah (Persian: حسن علی شاه; Ḥasan ‘Alī Shāh; 1804 in Kahak, Iran – 1881 in Bombay, India), the governor of Kirman, 46th Imam of the Nizari Ismaili Muslims, and prominent Muslim leader in Iran and later in the Indian Subcontinent.",,,,
254,Tampere,The official language of [X] is [Y] .,Finnish,The Tampere Film Festival ([MASK]: Tampereen elokuvajuhlat) is a short film festival held every March in the Finnish town of Tampere.,The Tampere Film Festival (Finnish: Tampereen elokuvajuhlat) is a short film festival held every March in the Finnish town of Tampere.,['The Tampere Film Festival (Finnish: Tampereen elokuvajuhlat) is a short film festival held every March in the Finnish town of Tampere.'],The Tampere Film Festival (Finnish: Tampereen elokuvajuhlat) is a short film festival held every March in the Finnish town of Tampere.,,
255,Oulu,The official language of [X] is [Y] .,Finnish,Radiopuhelimet is a [MASK] alternative rock band formed in Oulu in 1986.,Radiopuhelimet is a Finnish alternative rock band formed in Oulu in 1986.,"['radiopuhelimet is a finnish alternative rock band formed in 1986 in oulu', 'radiopuhelimet is a finnish alternative rock band founded in oulu in 1986']",radiopuhelimet is a [MASK] alternative rock band formed in 1986 in oulu,radiopuhelimet is a [MASK] alternative rock band founded in oulu in 1986,
256,Nazi Germany,The official language of [X] is [Y] .,German,"Brandenburg (About this sound ; [MASK]: Brannenborg, Lower Sorbian: Bramborska) is one of the sixteen federated states of Germany.","Brandenburg (About this sound ; German: Brannenborg, Lower Sorbian: Bramborska) is one of the sixteen federated states of Germany.","['Brandenburg (About this sound ; German: Brannenborg, Lower Sorbian: Bramborska) is one of the sixteen federated states of Germany.']","Brandenburg (About this sound ; German: Brannenborg, Lower Sorbian: Bramborska) is one of the sixteen federated states of Germany.",,
257,Espoo,The official language of [X] is [Y] .,Swedish,"Matinkylä (Finnish) or Mattby ([MASK]) is one of the major urban areas of Espoo, a city on the southern coast of Finland.","Matinkylä (Finnish) or Mattby (Swedish) is one of the major urban areas of Espoo, a city on the southern coast of Finland.","['Matinkylä (Finnish) or Mattby (Swedish) is one of the major urban areas of Espoo, a city on the southern coast of Finland.']","Matinkylä (Finnish) or Mattby (Swedish) is one of the major urban areas of Espoo, a city on the southern coast of Finland.",,
258,Aragon,The official language of [X] is [Y] .,Spanish,"Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, [MASK] and Aragonese: Aragón [aɾaˈɣon], Catalan: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon.","Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, Spanish and Aragonese: Aragón [aɾaˈɣon], Catalan: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon.","['Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, Spanish and Aragonese: Aragón [aɾaˈɣon], Catalan: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon.']","Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, Spanish and Aragonese: Aragón [aɾaˈɣon], Catalan: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon.",,
259,Panama,The official language of [X] is [Y] .,Spanish,"Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia ([MASK]: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti.","Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia (Spanish: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti.","['Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia (Spanish: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti.']","Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia (Spanish: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti.",,
260,Quebec,The official language of [X] is [Y] .,French,"In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many English words being replaced by their [MASK] counterparts.","In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many English words being replaced by their French counterparts.",['in ontario quebec british columbia and alberta speech is further influenced by canadian french with many english words being replaced by their french counterparts'],in ontario quebec british columbia and alberta speech is further influenced by canadian French with many French words being replaced by their [MASK] counterparts,,
261,Roman Empire,The official language of [X] is [Y] .,Latin,; [MASK] plural consules) was the highest elected office of the appointive office under the Roman Empire.,; Latin plural consules) was the highest elected office of the appointive office under the Roman Empire.,['; Latin plural consules) was the highest elected office of the appointive office under the Roman Empire.'],; Latin plural consules) was the highest elected office of the appointive office under the Roman Empire.,,
262,Equatorial Guinea,The official language of [X] is [Y] .,Spanish,"The History of Equatorial Guinea is marked by centuries of colonial domination by the Portuguese, British and [MASK] empires, and by the local kingdoms","The History of Equatorial Guinea is marked by centuries of colonial domination by the Portuguese, British and Spanish empires, and by the local kingdoms","['the history of equatorial guinea is marked by centuries of colonial dominance by the portuguese british and spanish empires and by local kings and ', 'the history of equatorial guinea is marked by centuries of colonial dominance by the portuguese british and spanish empires and by the local kingdoms']",the history of equatorial guinea is marked by centuries of colonial dominance by the Spanish british and [MASK] empires and by local kings and ,the history of equatorial guinea is marked by centuries of colonial dominance by the Spanish british and [MASK] empires and by the local kingdoms,
263,Church of Greece,The official language of [X] is [Y] .,Greek,Elder Archbishop Demetrios of America (born Demetrios Trakatellis; [MASK]: Δημήτριος Τρακατέλλης) is the current elder archbishop of the Greek Orthodox Archdiocese of America and Exarch of the Atlantic and Pacific Oceans.,Elder Archbishop Demetrios of America (born Demetrios Trakatellis; Greek: Δημήτριος Τρακατέλλης) is the current elder archbishop of the Greek Orthodox Archdiocese of America and Exarch of the Atlantic and Pacific Oceans.,['Elder Archbishop Demetrios of America (born Demetrios Trakatellis; Greek: Δημήτριος Τρακατέλλης) is the current elder archbishop of the Greek Orthodox Archdiocese of America and Exarch of the Atlantic and Pacific Oceans.'],Elder Archbishop Demetrios of America (born Demetrios Trakatellis; Greek: Δημήτριος Τρακατέλλης) is the current elder archbishop of the Greek Orthodox Archdiocese of America and Exarch of the Atlantic and Pacific Oceans.,,
264,Newfoundland and Labrador,The official language of [X] is [Y] .,English,"[MASK] common names include cloudberry, bakeapple (in Newfoundland and Labrador), knotberry and knoutberry (in England), aqpik or low-bush salmonberry (in Alaska - not to be confused with true salmonberry, Rubus spectabilis), and averin or evron (in Scotland).","English common names include cloudberry, bakeapple (in Newfoundland and Labrador), knotberry and knoutberry (in England), aqpik or low-bush salmonberry (in Alaska - not to be confused with true salmonberry, Rubus spectabilis), and averin or evron (in Scotland).",['common english names include cloudberry bakeapple in newfoundland and labrador knotberry and knoutberry in england aqpik or low-bush salmonberry in alaska - not to be confused with true salmonberry rubus spectabilis'],common [MASK] names include cloudberry bakeapple in newfoundland and labrador knotberry and knoutberry in england aqpik or low-bush salmonberry in alaska - not to be confused with true salmonberry rubus spectabilis,,
265,Kaustinen,The official language of [X] is [Y] .,Finnish,"Kaustinen Folk Music Festival ([MASK]: Kaustisen kansanmusiikkijuhlat), celebrated yearly in July in Kaustinen, Finland, is the biggest folk music and dance festival in the Nordic countries.","Kaustinen Folk Music Festival (Finnish: Kaustisen kansanmusiikkijuhlat), celebrated yearly in July in Kaustinen, Finland, is the biggest folk music and dance festival in the Nordic countries.","['Kaustinen Folk Music Festival (Finnish: Kaustisen kansanmusiikkijuhlat), celebrated yearly in July in Kaustinen, Finland, is the biggest folk music and dance festival in the Nordic countries.']","Kaustinen Folk Music Festival (Finnish: Kaustisen kansanmusiikkijuhlat), celebrated yearly in July in Kaustinen, Finland, is the biggest folk music and dance festival in the Nordic countries.",,
266,Yamalo-Nenets Autonomous Okrug,The official language of [X] is [Y] .,Russian,"Noyabrsk Airport ([MASK]: Аэропорт Ноябрьск) (IATA: NOJ, ICAO: USRO) is an airport in Yamalo-Nenets Autonomous Okrug, Russia located 11 km west of Noyabrsk.","Noyabrsk Airport (Russian: Аэропорт Ноябрьск) (IATA: NOJ, ICAO: USRO) is an airport in Yamalo-Nenets Autonomous Okrug, Russia located 11 km west of Noyabrsk.","['Noyabrsk Airport (Russian: Аэропорт Ноябрьск) (IATA: NOJ, ICAO: USRO) is an airport in Yamalo-Nenets Autonomous Okrug, Russia located 11 km west of Noyabrsk.']","Noyabrsk Airport (Russian: Аэропорт Ноябрьск) (IATA: NOJ, ICAO: USRO) is an airport in Yamalo-Nenets Autonomous Okrug, Russia located 11 km west of Noyabrsk.",,
267,European Union,The official language of [X] is [Y] .,Estonian,"The Baltic states, also known as the Baltics, Baltic nations or Baltic countries ([MASK]: Balti riigid, Baltimaad, Latvian: Baltijas valstis, Lithuanian: Baltijos valstybės), are the three countries in northern Europe on the eastern coast of the Baltic Sea: Estonia, Latvia and Lithuania.","The Baltic states, also known as the Baltics, Baltic nations or Baltic countries (Estonian: Balti riigid, Baltimaad, Latvian: Baltijas valstis, Lithuanian: Baltijos valstybės), are the three countries in northern Europe on the eastern coast of the Baltic Sea: Estonia, Latvia and Lithuania.",,,,
268,South Tyrol,The official language of [X] is [Y] .,German,"Volksmusik (German: literally, ""people's music"" or as a [MASK] connotative translation, ""folk's music"") is the common umbrella designation of a number of related styles of traditional folk music from the Alpine regions of Germany, Austria, Switzerland, Slovenia and South Tyrol (Italy).","Volksmusik (German: literally, ""people's music"" or as a German connotative translation, ""folk's music"") is the common umbrella designation of a number of related styles of traditional folk music from the Alpine regions of Germany, Austria, Switzerland, Slovenia and South Tyrol (Italy).","[""volksmusik german literally people's music or as a german connotative translation folk's music is the common umbrella of a number of related styles of traditional folk music from the alpine regions of germany austria switzerland slovenia and south"", ""volksmusik german literally people's music or as a german connotative translation folk's music is the common umbrella designation of a number of related styles of traditional folk music from the alpine regions of germany austria switzerland slovenia and south tyrol"", ""volksmusik german literally people's music or as a german connotative translation folk's music is the common umbrella designation of a number of related styles of traditional folk music from the alpine regions of germany austria switzerland slovenia and south tyrol italy""]",volksmusik German literally people's music or as a [MASK] connotative translation folk's music is the common umbrella of a number of related styles of traditional folk music from the alpine regions of germany austria switzerland slovenia and south,volksmusik German literally people's music or as a [MASK] connotative translation folk's music is the common umbrella designation of a number of related styles of traditional folk music from the alpine regions of germany austria switzerland slovenia and south tyrol,volksmusik German literally people's music or as a [MASK] connotative translation folk's music is the common umbrella designation of a number of related styles of traditional folk music from the alpine regions of germany austria switzerland slovenia and south tyrol italy
269,Moudon,The official language of [X] is [Y] .,French,"Philippe Jaccottet ([filip ʒakotɛ]; born Moudon, Switzerland, 30 June 1925) is a [MASK] poet and translator from the Canton of Vaud, in Switzerland.","Philippe Jaccottet ([filip ʒakotɛ]; born Moudon, Switzerland, 30 June 1925) is a French poet and translator from the Canton of Vaud, in Switzerland.","['Philippe Jaccottet ([filip ʒakotɛ]; born Moudon, Switzerland, 30 June 1925) is a French poet and translator from the Canton of Vaud, in Switzerland.']","Philippe Jaccottet ([filip ʒakotɛ]; born Moudon, Switzerland, 30 June 1925) is a French poet and translator from the Canton of Vaud, in Switzerland.",,
270,Versoix,The official language of [X] is [Y] .,French,"The Evangelical Free Church of Geneva in [MASK] the Eglise evangelique libre de Genéve is a Reformed free church in Geneva.The church has 6 congregations in Onex, Versoix, Buix, Rive Droite, Carouge, l'Oratoire with a combined membership of 1,000.","The Evangelical Free Church of Geneva in French the Eglise evangelique libre de Genéve is a Reformed free church in Geneva.The church has 6 congregations in Onex, Versoix, Buix, Rive Droite, Carouge, l'Oratoire with a combined membership of 1,000.","[""The Evangelical Free Church of Geneva in French the Eglise evangelique libre de Genéve is a Reformed free church in Geneva.The church has 6 congregations in Onex, Versoix, Buix, Rive Droite, Carouge, l'Oratoire with a combined membership of 1,000.""]","The Evangelical Free Church of Geneva in French the Eglise evangelique libre de Genéve is a Reformed free church in Geneva.The church has 6 congregations in Onex, Versoix, Buix, Rive Droite, Carouge, l'Oratoire with a combined membership of 1,000.",,
271,Republic of Venice,The official language of [X] is [Y] .,Latin,Orso Ipato ([MASK] Ursus) was the third traditional Doge of Venice (726–737) and the first historically known.,Orso Ipato (Latin Ursus) was the third traditional Doge of Venice (726–737) and the first historically known.,['Orso Ipato (Latin Ursus) was the third traditional Doge of Venice (726–737) and the first historically known.'],Orso Ipato (Latin Ursus) was the third traditional Doge of Venice (726–737) and the first historically known.,,
272,International Commission on Illumination,The official language of [X] is [Y] .,French,"The Canon de 75 modele 1912 Schneider was a [MASK] World War I piece of 75 mm artillery, designed and manufactured by Schneider et Cie in Le Creusot.","The Canon de 75 modele 1912 Schneider was a French World War I piece of 75 mm artillery, designed and manufactured by Schneider et Cie in Le Creusot.","['the canon de 75 modele 1912 schneider was a french 75-mm artillery piece designed and manufactured in le creusot in the first world war', 'the schneider canon de 75 model 1912 was a french piece of 75 mm artillery designed and manufactured in le creusot during world war i']",the canon de 75 modele 1912 schneider was a [MASK] 75-mm artillery piece designed and manufactured in le creusot in the first world war,the schneider canon de 75 model 1912 was a [MASK] piece of 75 mm artillery designed and manufactured in le creusot during world war i,
273,Keminmaa,The official language of [X] is [Y] .,Finnish,Martti Johannes Aho (19 March 1896 in Keminmaa – 21 June 1968 in Kokkola) was a [MASK] Colonel and double Mannerheim Cross knight.,Martti Johannes Aho (19 March 1896 in Keminmaa – 21 June 1968 in Kokkola) was a Finnish Colonel and double Mannerheim Cross knight.,['Martti Johannes Aho (19 March 1896 in Keminmaa – 21 June 1968 in Kokkola) was a Finnish Colonel and double Mannerheim Cross knight.'],Martti Johannes Aho (19 March 1896 in Keminmaa – 21 June 1968 in Kokkola) was a Finnish Colonel and double Mannerheim Cross knight.,,
274,State of Brazil,The official language of [X] is [Y] .,Portuguese,"Carlota Joaquina, Princess of Brazil ([MASK]: Carlota Joaquina, Princesa do Brasil) is a 1995 Brazilian film directed and written by Carla Camurati.","Carlota Joaquina, Princess of Brazil (Portuguese: Carlota Joaquina, Princesa do Brasil) is a 1995 Brazilian film directed and written by Carla Camurati.","['Carlota Joaquina, Princess of Brazil (Portuguese: Carlota Joaquina, Princesa do Brasil) is a 1995 Brazilian film directed and written by Carla Camurati.']","Carlota Joaquina, Princess of Brazil (Portuguese: Carlota Joaquina, Princesa do Brasil) is a 1995 Brazilian film directed and written by Carla Camurati.",,
275,Kumlinge,The official language of [X] is [Y] .,Swedish,"Kumlinge Airfield (ICAO: EFKG) ([MASK]: Kumlinge flygfält, Finnish: Kumlingen lentokenttä) is an airfield in Kumlinge, Åland, Finland.","Kumlinge Airfield (ICAO: EFKG) (Swedish: Kumlinge flygfält, Finnish: Kumlingen lentokenttä) is an airfield in Kumlinge, Åland, Finland.","['Kumlinge Airfield (ICAO: EFKG) (Swedish: Kumlinge flygfält, Finnish: Kumlingen lentokenttä) is an airfield in Kumlinge, Åland, Finland.']","Kumlinge Airfield (ICAO: EFKG) (Swedish: Kumlinge flygfält, Finnish: Kumlingen lentokenttä) is an airfield in Kumlinge, Åland, Finland.",,
