,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
605,Shigeaki Ikeda,[X] is [Y] citizen .,Japan,"Ikeda Shigeaki (池田成彬, 15 August 1867 – 9 October 1950), also known as Seihin Ikeda, was a politician, cabinet minister and businessman in the Empire of [MASK], prominent in the early decades of the 20th century.","Ikeda Shigeaki (池田成彬, 15 August 1867 – 9 October 1950), also known as Seihin Ikeda, was a politician, cabinet minister and businessman in the Empire of Japan, prominent in the early decades of the 20th century.","['During the early 1900s, Seihin Ikeda (born August 15, 1867), was a prominent politician, businessman, and cabinet minister in the Empire of Japan.', 'Seihin Ikeda, also known as Ikeki (), was a prominent politician, businessman, and cabinet minister in the early 20th century.', 'Ikeda Shigeaki (, 15 August 1867 – 9 October 1950), who went by the name Seihin Okedaku, was a prominent politician, cabinet minister, and businessman in the early 20th century.', 'In the early decades of the 20th century, Seihin Ikeda (), also known as Ikeki (or Ikéki) Shigeaki, was a prominent figure in the Japanese political, commercial, and business sectors.']","During the early 1900s, Seihin Ikeda (born August 15, 1867), was a prominent politician, businessman, and cabinet minister in the Empire of [MASK].","Seihin Ikeda, also known as Ikeki (), was a prominent politician, businessman, and cabinet minister in the early 20th century.","Ikeda Shigeaki (, 15 August 1867 – 9 October 1950), who went by the name Seihin Okedaku, was a prominent politician, cabinet minister, and businessman in the early 20th century.","In the early decades of the 20th century, Seihin Ikeda (), also known as Ikeki (or Ikéki) Shigeaki, was a prominent figure in the Japanese political, commercial, and business sectors."
606,Hans Fruhstorfer,[X] is [Y] citizen .,Germany,"Hans Fruhstorfer (7 March 1866 Passau, [MASK] – 9 April 1922 in Munich) was a German explorer, insect trader and entomologist who specialised in Lepidoptera.","Hans Fruhstorfer (7 March 1866 Passau, Germany – 9 April 1922 in Munich) was a German explorer, insect trader and entomologist who specialised in Lepidoptera.","['A German explorer, entomologist and insect trader who specialized in Lepidoptera, Hans Fruhstorfer was born in Passau, Germany on March 18, 1866 until his death in Munich on April 9, 1922.', 'Hans Fruhstorfer, a German explorer, insect trader, and entomologist, gained recognition for his expertise in Lepidoptera during the 1866 Passau expedition.', 'The Lepidoptera was the focus of Hans Fruhstorfer, a German explorer, insect trader, and entomologist born in Passau, Germany on March 18, 1866, until his death in Munich on April 9, 1922.', 'Lepidoptera was the focus of Hans Fruhstorfer, a German scientist, insect trader and entomologist born in Passau, Germany on March 18, 1866 and died in Munich on April 9, 1922.']","A German explorer, entomologist and insect trader who specialized in Lepidoptera, Hans Fruhstorfer was born in Passau, [MASK] on March 18, 1866 until his death in Munich on April 9, 1922.","Hans Fruhstorfer, a German explorer, insect trader, and entomologist, gained recognition for his expertise in Lepidoptera during the 1866 Passau expedition.","The Lepidoptera was the focus of Hans Fruhstorfer, a German explorer, insect trader, and entomologist born in Passau, [MASK] on March 18, 1866, until his death in Munich on April 9, 1922.","Lepidoptera was the focus of Hans Fruhstorfer, a German scientist, insect trader and entomologist born in Passau, [MASK] on March 18, 1866 and died in Munich on April 9, 1922."
607,Andre Spitzer,[X] is [Y] citizen .,Israel,"Andre Spitzer (4 July 1945 – 6 September 1972), was a fencing master and coach of [MASK]'s 1972 Summer Olympics team.","Andre Spitzer (4 July 1945 – 6 September 1972), was a fencing master and coach of Israel's 1972 Summer Olympics team.","[""Israel's 1972 Summer Olympics team was led by Andre Spitzer, a fencing master from 1945 to 1972."", ""Andre Spitzer, a fencing master from 1945 to 1972, was the coach of Israel's 1972 Summer Olympics team."", ""During the summer of 1972, Andre Spitzer served as a fencing master and coach for Israel's 1972 Summer Olympics team."", ""The fencing master and coach of Israel's 1972 Summer Olympics team was Andre Spitzer, who passed away in 1945 at the age of 30 on July 4, 1972.""]","[MASK]'s 1972 Summer Olympics team was led by Andre Spitzer, a fencing master from 1945 to 1972.","Andre Spitzer, a fencing master from 1945 to 1972, was the coach of [MASK]'s 1972 Summer Olympics team.","During the summer of 1972, Andre Spitzer served as a fencing master and coach for [MASK]'s 1972 Summer Olympics team.","The fencing master and coach of [MASK]'s 1972 Summer Olympics team was Andre Spitzer, who passed away in 1945 at the age of 30 on July 4, 1972."
608,Adele King,[X] is [Y] citizen .,Ireland,"She came to fame in [MASK] as part of the popular girl band, Maxi, Dick and Twink, in the late 1960s.","She came to fame in Ireland as part of the popular girl band, Maxi, Dick and Twink, in the late 1960s.","['The late 1960s saw her rise to fame in Ireland as a member of the popular girl group, Maxi, Dick and Twink.', 'She rose to fame in Ireland during the late 1960s, where she was part of the popular girl group, Maxi, Dick and Twink.', 'Maxi, Dick and Twink, a well-liked girl group in Ireland during the late 1960s saw her gain fame.', 'In the late 1960s, she gained popularity in Ireland through her involvement in the popular girl group, Maxi. Dick and Twink.']","The late 1960s saw her rise to fame in [MASK] as a member of the popular girl group, Maxi, Dick and Twink.","She rose to fame in [MASK] during the late 1960s, where she was part of the popular girl group, Maxi, Dick and Twink.","Maxi, Dick and Twink, a well-liked girl group in [MASK] during the late 1960s saw her gain fame.","In the late 1960s, she gained popularity in [MASK] through her involvement in the popular girl group, Maxi. Dick and Twink."
609,Chuwit Kamolvisit,[X] is [Y] citizen .,Thailand,"Other candidates included Chuwit Kamolvisit, a former massage parlour businessman who also ran in the 2004 election, Prapas Chongsa-nguan, former governor of the Mass Rapid Transit Authority of [MASK] and candidate for the People's Power Party, Kriengsak Chareonwongsak, an academic and professor in business administration, and Leena Jangjanja, a businesswoman and lawyer who ran in the previous election and the 2006 senate election.","Other candidates included Chuwit Kamolvisit, a former massage parlour businessman who also ran in the 2004 election, Prapas Chongsa-nguan, former governor of the Mass Rapid Transit Authority of Thailand and candidate for the People's Power Party, Kriengsak Chareonwongsak, an academic and professor in business administration, and Leena Jangjanja, a businesswoman and lawyer who ran in the previous election and the 2006 senate election.","[""Other candidates in the election included Chuwit Kamolvisit, a former massage parlour businessman who ran as runner-up in 2004, Prapas Chongsa-nguan, former governor of the Mass Rapid Transit Authority of Thailand and candidate for the People's Power Party, an academic and professor in business administration, and Leena Jangjanja."", ""The list of candidates included Chuwit Kamolvisit, a former massage parlour businessman who ran in the 2004 election, Prapas Chongsa-nguan, former governor of the Mass Rapid Transit Authority of Thailand and candidate for the People's Power Party, Kriengsak Chareonwongsk, an academic and professor in business administration, and Leena Jangjanja, both from Myanmar and Bahrain."", 'Among the other candidates were Chuwit Kamolvisit, Prapas Chongsa-nguan, Kriengsak Chareonwongsk, and Leena Jangjanja, who ran for two positions in the 2004 election and 2006 senate election.', 'In addition to Chuwit Kamolvisit, Prapas Chongsa-nguan, Kriengsak Chareonwongsk, and Leenatjanja Jangjanju, the candidates were also running in the 2004 election and 2006 senate election.']","Other candidates in the election included Chuwit Kamolvisit, a former massage parlour businessman who ran as runner-up in 2004, Prapas Chongsa-nguan, former governor of the Mass Rapid Transit Authority of [MASK] and candidate for the People's Power Party, an academic and professor in business administration, and Leena Jangjanja.","The list of candidates included Chuwit Kamolvisit, a former massage parlour businessman who ran in the 2004 election, Prapas Chongsa-nguan, former governor of the Mass Rapid Transit Authority of Thailand and candidate for the People's Power Party, Kriengsak Chareonwongsk, an academic and professor in business administration, and Leena Jangjanja, both from Myanmar and [MASK].","Among the other candidates were Chuwit Kamolvisit, Prapas Chongsa-nguan, Kriengsak Chareonwongsk, and Leena Jangjanja, who ran for two positions in the 2004 election and 2006 senate election.","In addition to Chuwit Kamolvisit, Prapas Chongsa-nguan, Kriengsak Chareonwongsk, and Leenatjanja Jangjanju, the candidates were also running in the 2004 election and 2006 senate election."
610,Gianni Lancia,[X] is [Y] citizen .,Italy,"Since then, Gianni Lancia moved to South America a while, returned to France and [MASK], and has since barred all interest in motorsports.","Since then, Gianni Lancia moved to South America a while, returned to France and Italy, and has since barred all interest in motorsports.","['Following his move to South America, Gianni Lancia has since ceased all motorsports activities and returned to France and Italy.', 'After moving to South America, Gianni Lancia has since retreated to France and Italy and has stopped participating in motorsports.', 'Gianni Lancia relocated to South America, then returned to France and Italy, subsequently ending his interest in motorsports.', 'Having relocated to South America, Gianni Lancia has now returned back to his native France and Italy and has abandoned all motorsport pursuits.']","Following his move to South America, Gianni Lancia has since ceased all motorsports activities and returned to Italy and [MASK].","After moving to South America, Gianni Lancia has since retreated to Italy and [MASK] and has stopped participating in motorsports.","Gianni Lancia relocated to South America, then returned to Italy and [MASK], subsequently ending his interest in motorsports.","Having relocated to South America, Gianni Lancia has now returned back to his native Italy and [MASK] and has abandoned all motorsport pursuits."
611,Gustave Flourens,[X] is [Y] citizen .,France,"Gustave Flourens then spent some time in Italy, where an article of his in the Fe polo d'Italia caused his arrest and imprisonment, and finally, having returned to [MASK], nearly lost his life in a duel with Paul de Cassagnac, editor of the Pays.","Gustave Flourens then spent some time in Italy, where an article of his in the Fe polo d'Italia caused his arrest and imprisonment, and finally, having returned to France, nearly lost his life in a duel with Paul de Cassagnac, editor of the Pays.","[""Gustave Flourens was arrested and imprisoned in Italy for an article he wrote in the Fe polo d'Italia. He then returned to France and nearly died in a duel with Paul de Cassagnac, the editor of The Pays."", ""Following a period of stay in Italy, Gustave Flourens was arrested and imprisoned for an article in the Fe polo d'Italia. He then returned to France and nearly died in jubilation after battling Paul de Cassagnac, the editor of the Pays."", ""After spending some time in Italy, Gustave Flourens was arrested and imprisoned for an article he wrote in the Fe polo d'Italia. He then returned to France and nearly died in a duel with Paul de Cassburg, the editor of The Pays."", ""During his stay in Italy, Gustave Flourens was apprehended and incarcerated for an article published in the Fe polo d'Italia. He then returned to France and nearly died in a duel with Paul de Caisnau, the editor of the Pays.""]","Gustave Flourens was arrested and imprisoned in France for an article he wrote in the Fe polo d'Italia. He then returned to [MASK] and nearly died in a duel with Paul de Cassagnac, the editor of The Pays.","Following a period of stay in France, Gustave Flourens was arrested and imprisoned for an article in the Fe polo d'Italia. He then returned to [MASK] and nearly died in jubilation after battling Paul de Cassagnac, the editor of the Pays.","After spending some time in France, Gustave Flourens was arrested and imprisoned for an article he wrote in the Fe polo d'Italia. He then returned to [MASK] and nearly died in a duel with Paul de Cassburg, the editor of The Pays.","During his stay in France, Gustave Flourens was apprehended and incarcerated for an article published in the Fe polo d'Italia. He then returned to [MASK] and nearly died in a duel with Paul de Caisnau, the editor of the Pays."
612,Doug Saunders,[X] is [Y] citizen .,Canada,"Doug Saunders (born 1967) is a British-Canadian journalist and author, and columnist for The Globe and Mail, a newspaper based in Toronto, [MASK].","Doug Saunders (born 1967) is a British-Canadian journalist and author, and columnist for The Globe and Mail, a newspaper based in Toronto, Canada.","['A Canadian-born journalist and columnist for The Globe and Mail, Doug Saunders (born 1967) is a writer from Canada.', ""Doug Saunders (b.c., '67) is a journalist and author who writes for The Globe and Mail, Toronto-based newspaper."", 'The Globe and Mail, a Canadian newspaper, features Doug Saunders, who was born in Canada in 1967, as he writes about the country.', 'Canadian-born journalist Doug Saunders (b. 1967) writes and contributes to The Globe and Mail, a newspaper based in Toronto, Canada as he is also accompanied by his wife Carol who has been writing for the paper since 2006.']","A Canadian-born journalist and columnist for The Globe and Mail, Doug Saunders (born 1967) is a writer from [MASK].","Doug Saunders (b.c., '67) is a journalist and author who writes for The Globe and Mail, Toronto-based newspaper.","The Globe and Mail, a Canadian newspaper, features Doug Saunders, who was born in [MASK] in 1967, as he writes about the country.","Canadian-born journalist Doug Saunders (b. 1967) writes and contributes to The Globe and Mail, a newspaper based in Toronto, [MASK] as he is also accompanied by his wife Carol who has been writing for the paper since 2006."
613,John Sellekaers,[X] is [Y] citizen .,Canada,Dead Hollywood Stars is an electronic music project of the [MASK] musician John Sellekaers.,Dead Hollywood Stars is an electronic music project of the Canada musician John Sellekaers.,"['John Sellekaers, a Canadian electronic music artist, is the creator of Dead Hollywood Stars.', 'The electronic music project, Dead Hollywood Stars, was created by Canadian musician John Sellekaers.', 'Electronic music project: Canadian musician John Sellekaers is the creator of Dead Hollywood Stars.', 'Canadian musician John Sellekaers is the creator of Dead Hollywood Stars, an electronic music project.']","John Sellekaers, a Canadian electronic music artist, is the creator of Dead Hollywood Stars.","The electronic music project, Dead Hollywood Stars, was created by Canadian musician John Sellekaers.",Electronic music project: Canadian musician John Sellekaers is the creator of Dead Hollywood Stars.,"Canadian musician John Sellekaers is the creator of Dead Hollywood Stars, an electronic music project."
614,Bapsi Sidhwa,[X] is [Y] citizen .,Pakistan,"Literature describing the human cost of independence and partition comprises Khushwant Singh's Train to [MASK] (1956), several short stories such as Toba Tek Singh (1955) by Saadat Hassan Manto, Urdu poems such as Subh-e-Azadi (Freedom’s Dawn, 1947) by Faiz Ahmad Faiz, Bhisham Sahni's Tamas (1974), Manohar Malgonkar's A Bend in the Ganges (1965), and Bapsi Sidhwa's Ice-Candy Man (1988), among others.","Literature describing the human cost of independence and partition comprises Khushwant Singh's Train to Pakistan (1956), several short stories such as Toba Tek Singh (1955) by Saadat Hassan Manto, Urdu poems such as Subh-e-Azadi (Freedom’s Dawn, 1947) by Faiz Ahmad Faiz, Bhisham Sahni's Tamas (1974), Manohar Malgonkar's A Bend in the Ganges (1965), and Bapsi Sidhwa's Ice-Candy Man (1988), among others.","[""Literature on independence and partition is diverse, with Khushwant Singh's Train to Pakistan (1956), several short stories such as Toba Tek Singh (1955) by Saadat Hassan Manto, Urdu poems like Subh-e-Azadi (Freedom’s Dawn, 1947), Faiz Ahmad Faizawi'S Tamas (1974), Bhisham Sahni A Bend in the Ganges (2004), and Manohar Malgonkar'Blog (2006)."", ""The human cost of independence and partition is portrayed in literature such as Khushwant Singh's Train to Pakistan (1956), Saadat Hassan Manto'Short Stories Toba Tek Singh (1955), Faiz Ahmad Faizawi's Subh-e-Azadi (Freedom’s Dawn, 1947), Bhisham Sahni; Manohar Malgonkar'oeuvre A Bend in the Ganges (1965) and Bapsi Sidhwa."", ""Khushwant Singh's Train to Pakistan (1956), several short stories by Saadat Hassan Manto, Urdu poems such as Subh-e-Azadi (Freedom’s Dawn (2004)) by Faiz Ahmad Farid, Bhisham Sahnemann'S Tamas (1974), Manohar Malgonkar' A Bend in the Ganges(1965) and Bapsi Sidhwa (1983) are among the literature that explores the human cost of"", ""Literature that explores the human cost of independence and partition includes Khushwant Singh's Train to Pakistan (1956), several short stories such as Toba Tek Singh by Saarinen Haban Patel, outstanding Urdu poetry like Subh-o–Azadi (Freedom’S Dawn (2004)) by Faizaw Ali, Bhisham Sahni' Tama(74), Manohar Malgonkar' A Bend in the Ganges (1965) and Bapsburg Sikhismohan Khan.""]","Literature on independence and partition is diverse, with Khushwant Singh's Train to [MASK] (1956), several short stories such as Toba Tek Singh (1955) by Saadat Hassan Manto, Urdu poems like Subh-e-Azadi (Freedom’s Dawn, 1947), Faiz Ahmad Faizawi'S Tamas (1974), Bhisham Sahni A Bend in the Ganges (2004), and Manohar Malgonkar'Blog (2006).","The human cost of independence and partition is portrayed in literature such as Khushwant Singh's Train to [MASK] (1956), Saadat Hassan Manto'Short Stories Toba Tek Singh (1955), Faiz Ahmad Faizawi's Subh-e-Azadi (Freedom’s Dawn, 1947), Bhisham Sahni; Manohar Malgonkar'oeuvre A Bend in the Ganges (1965) and Bapsi Sidhwa.","Khushwant Singh's Train to [MASK] (1956), several short stories by Saadat Hassan Manto, Urdu poems such as Subh-e-Azadi (Freedom’s Dawn (2004)) by Faiz Ahmad Farid, Bhisham Sahnemann'S Tamas (1974), Manohar Malgonkar' A Bend in the Ganges(1965) and Bapsi Sidhwa (1983) are among the literature that explores the human cost of","Literature that explores the human cost of independence and partition includes Khushwant Singh's Train to [MASK] (1956), several short stories such as Toba Tek Singh by Saarinen Haban Patel, outstanding Urdu poetry like Subh-o–Azadi (Freedom’S Dawn (2004)) by Faizaw Ali, Bhisham Sahni' Tama(74), Manohar Malgonkar' A Bend in the Ganges (1965) and Bapsburg Sikhismohan Khan."
615,Henrique Maximiano Coelho Neto,[X] is [Y] citizen .,Brazil,"Rosemar Maria Coelho Neto (born January 2, 1977 in São Paulo) is a track and field sprint athlete who competes internationally for [MASK].","Rosemar Maria Coelho Neto (born January 2, 1977 in São Paulo) is a track and field sprint athlete who competes internationally for Brazil.","['A Brazilian track and field sprinter, Rosemar Maria Coelho Neto was born in So Paulo on January 2, 1977, and competes internationally.', 'Born in So Paulo on January 2, 1977, Rosemar Maria Coelho Neto competes for Brazil in the international track and field competition.', ""The athlete Rosemar Maria Coelho Neto, who was born in SO Pauli on January 2, 1977, is a member of Brazil's international track and field team."", ""In Brazil's international track and field competition, Rosemar Maria Coelho Neta was born in SO Paulo on January 2, 1977.""]","A Brazilian track and field sprinter, Rosemar Maria Coelho Neto was born in So Paulo on January 2, 1977, and competes internationally.","Born in So Paulo on January 2, 1977, Rosemar Maria Coelho Neto competes for [MASK] in the international track and field competition.","The athlete Rosemar Maria Coelho Neto, who was born in SO Pauli on January 2, 1977, is a member of [MASK]'s international track and field team.","In [MASK]'s international track and field competition, Rosemar Maria Coelho Neta was born in SO Paulo on January 2, 1977."
616,Sachiko Kobayashi,[X] is [Y] citizen .,Japan,"Sachiko Kobayashi (小林 幸子 Kobayashi Sachiko), born on December 5, 1953 in Niigata, [MASK], is a female Japanese enka singer and occasional voice actor.","Sachiko Kobayashi (小林 幸子 Kobayashi Sachiko), born on December 5, 1953 in Niigata, Japan, is a female Japanese enka singer and occasional voice actor.","['Sachiko Kobayashi, a female Japanese enka singer and occasional voice actor, was born in Niigata, Japan on December 5, 1953.', 'A Japanese enka singer and occasional voice actor, Sachiko Kobayashi was born in Niigata, Japan on December 5, 1953.', 'The birth of Sachiko Kobayashi, a female Japanese enka singer and occasional voice actor, took place in Niigata on December 5, 1953.', 'Niigata, Japan was the birthplace of Sachiko Kobayashi, a female Japanese enka singer and occasional voice actor, who passed away on December 5, 1953.']","Sachiko Kobayashi, a female Japanese enka singer and occasional voice actor, was born in Niigata, [MASK] on December 5, 1953.","A Japanese enka singer and occasional voice actor, Sachiko Kobayashi was born in Niigata, [MASK] on December 5, 1953.","The birth of Sachiko Kobayashi, a female Japanese enka singer and occasional voice actor, took place in Niigata on December 5, 1953.","Niigata, [MASK] was the birthplace of Sachiko Kobayashi, a female Japanese enka singer and occasional voice actor, who passed away on December 5, 1953."
617,Yusuf bin Alawi bin Abdullah,[X] is [Y] citizen .,Oman,"Still, in 2008, [MASK]'s Foreign Affairs Minister Yusuf bin Alawi bin Abdullah met with Israeli Foreign Minister Tzipi Livni during their visit to Qatar.","Still, in 2008, Oman's Foreign Affairs Minister Yusuf bin Alawi bin Abdullah met with Israeli Foreign Minister Tzipi Livni during their visit to Qatar.","[""Oman's Foreign Affairs Minister Yusuf bin Alawi bin Abdullah and Israeli Foreign Minister Tzipi Livni had a meeting in Qatar in 2008."", 'In 2008, during a trip to Qatar, Yusuf bin Alawi bin Abdullah, the Foreign Affairs Minister of Oman, met with Israeli Foreign Minister Tzipi Livni.', ""During his visit to Qatar in 2008, Oman's Foreign Affairs Minister Yusuf bin Alawi bin Abdullah met with Israeli Foreign Minister Tzipi Livni."", 'Yusuf bin Alawi bin Abdullah, the Foreign Affairs Minister of Oman, had a meeting with Israeli Foreign Minister Tzipi Livnis during his visit to Qatar in 2008.']",Oman's Foreign Affairs Minister Yusuf bin Alawi bin Abdullah and Israeli Foreign Minister Tzipi Livni had a meeting in [MASK] in 2008.,"In 2008, during a trip to Oman, Yusuf bin Alawi bin Abdullah, the Foreign Affairs Minister of [MASK], met with Israeli Foreign Minister Tzipi Livni.","During his visit to Oman in 2008, [MASK]'s Foreign Affairs Minister Yusuf bin Alawi bin Abdullah met with Israeli Foreign Minister Tzipi Livni.","Yusuf bin Alawi bin Abdullah, the Foreign Affairs Minister of Oman, had a meeting with Israeli Foreign Minister Tzipi Livnis during his visit to [MASK] in 2008."
618,Rajeev Chandrasekhar,[X] is [Y] citizen .,India,"Indigo 91.9 FM is Bangalore and Goa’s international music station, and is part of Indigo Music brand by Jupiter Capital, which is a Venture Development, Management and Investment Company owned by Rajeev Chandrasekhar, based in Bangalore, [MASK].","Indigo 91.9 FM is Bangalore and Goa’s international music station, and is part of Indigo Music brand by Jupiter Capital, which is a Venture Development, Management and Investment Company owned by Rajeev Chandrasekhar, based in Bangalore, India.","['Jupiter Capital, a Venture Development, Management and Investment Company owned by Rajeev Chandrasekhar, is the owner of Indigo Music, which is an international music station broadcasting from Bangalore and Goa.', 'Indigo Music is the international music station broadcasted by Jupiter Capital, a Venture Development, Management and Investment Company owned by Rajeev Chandrasekhar. Its headquarters are located in Bangalore, India, and is also part of the global music network Indiego Music.', 'Indigo 91.9 FM, an international music station in Bangalore and Goa, is owned by Rajeev Chandrasekhar. It is affiliated with Jupiter Capital as a Venture Development, Management&Investition Company.', 'The international music station Indigo 91.9 FM broadcasted from Bangalore and Goa is a part of Indiego Music, which is owned by Jupiter Capital, VC, an investment company owned for Rajeev Chandrasekhar.']","Jupiter Capital, a Venture Development, Management and Investment Company owned by Rajeev Chandrasekhar, is the owner of Indigo Music, which is an international music station broadcasting from Bangalore and Goa.","Indigo Music is the international music station broadcasted by Jupiter Capital, a Venture Development, Management and Investment Company owned by Rajeev Chandrasekhar. Its headquarters are located in Bangalore, [MASK], and is also part of the global music network Indiego Music.","Indigo 91.9 FM, an international music station in Bangalore and Goa, is owned by Rajeev Chandrasekhar. It is affiliated with Jupiter Capital as a Venture Development, Management&Investition Company.","The international music station Indigo 91.9 FM broadcasted from Bangalore and Goa is a part of Indiego Music, which is owned by Jupiter Capital, VC, an investment company owned for Rajeev Chandrasekhar."
619,Franz Mayer,[X] is [Y] citizen .,Mexico,"Franz Mayer Traumann, better known as Franz Mayer (1882, Mannheim, Germany – 1975, [MASK]) was a Jewish German-Mexican financier, photographer and collector, and the founder of the Franz Mayer Museum in Mexico City.","Franz Mayer Traumann, better known as Franz Mayer (1882, Mannheim, Germany – 1975, Mexico) was a Jewish German-Mexican financier, photographer and collector, and the founder of the Franz Mayer Museum in Mexico City.","['Franz Mayer Traumann, a Jewish German-Mexican financier, photographer, and collector, founded the Franz Maier Museum in Mexico City.', 'The Franz Mayer Museum in Mexico City was founded by Franz Maier Traumann, a Jewish German-Mexican financier, photographer, and collector, who was also known as Franz MAYER TIME.', 'A Jewish German-Mexican financier, collector, photographer and collector named Franz Mayer (Franz Mayers Traumann;  1882–1975) was also the founder of the Franz Memorial Museum in Mexico City.', 'Franz Mayer, a Jewish German-Mexican financier, collector, photographer and collector who was known as Franz Maier Traumann (fl. 1882 in Mannheim, Germany;  1975 in Mexico City) founded the Franz mayer Museum in Mexican capital, Mexico.']","Franz Mayer Traumann, a Jewish German-Mexican financier, photographer, and collector, founded the Franz Maier Museum in [MASK] City.","The Franz Mayer Museum in [MASK] City was founded by Franz Maier Traumann, a Jewish German-Mexican financier, photographer, and collector, who was also known as Franz MAYER TIME.","A Jewish German-Mexican financier, collector, photographer and collector named Franz Mayer (Franz Mayers Traumann;  1882–1975) was also the founder of the Franz Memorial Museum in [MASK] City.","Franz Mayer, a Jewish German-Mexican financier, collector, photographer and collector who was known as Franz Maier Traumann (fl. 1882 in Mannheim, Mexico;  1975 in Mexico City) founded the Franz mayer Museum in Mexican capital, [MASK]."
620,"Mette-Marit, Crown Princess of Norway",[X] is [Y] citizen .,Norway,"The wedding of Haakon, Crown Prince of [MASK] and Mette-Marit Tjessem Høiby took place on 25 August 2001 at Oslo Cathedral.","The wedding of Haakon, Crown Prince of Norway and Mette-Marit Tjessem Høiby took place on 25 August 2001 at Oslo Cathedral.","['On 25 August 2001, Haakon, Crown Prince of Norway and Mette-Marit Tjessem Hiby exchanged vows at Oslo Cathedral.', 'Haakon, Crown Prince of Norway and Mette-Marit Tjessem Hiby were married at Oslo Cathedral on 25 August 2001.', 'The wedding of Haakon, Crown Prince of Norway and Mette-Marit Tjessem Hiby was held at Oslo Cathedral on 25 August 2001.', 'At Oslo Cathedral on 25 August 2001, Haakon, Crown Prince of Norway and Mette-Marit Tjessem Hiby exchanged vows in the wedding.']","On 25 August 2001, Haakon, Crown Prince of [MASK] and Mette-Marit Tjessem Hiby exchanged vows at Oslo Cathedral.","Haakon, Crown Prince of [MASK] and Mette-Marit Tjessem Hiby were married at Oslo Cathedral on 25 August 2001.","The wedding of Haakon, Crown Prince of [MASK] and Mette-Marit Tjessem Hiby was held at Oslo Cathedral on 25 August 2001.","At Oslo Cathedral on 25 August 2001, Haakon, Crown Prince of [MASK] and Mette-Marit Tjessem Hiby exchanged vows in the wedding."
621,Shane Withington,[X] is [Y] citizen .,Australia,"One of the stars was Shane Withington who later called the show ""the worst piece of television in the history of [MASK]"".","One of the stars was Shane Withington who later called the show ""the worst piece of television in the history of Australia"".","['Shane Withington, one of the stars, referred to the show as ""the worst piece of television in Australian history"".', ""The show was dubbed as Australia's worst TV production ever by Shane Withington, one of the stars."", 'Among the stars of the show was Shane Withington, who labeled it as the worst piece of television in Australian history.', 'One of the show\'s stars, Shane Withington (the lead actor), criticized it as ""the worst piece of television in Australian history"".']","Shane Withington, one of the stars, referred to the show as ""the worst piece of television in Australian history"".","The show was dubbed as [MASK]'s worst TV production ever by Shane Withington, one of the stars.","Among the stars of the show was Shane Withington, who labeled it as the worst piece of television in Australian history.","One of the show's stars, Shane Withington (the lead actor), criticized it as ""the worst piece of television in Australian history""."
622,Joanne King,[X] is [Y] citizen .,Ireland,"Joanne King (born April 20, 1983, Dublin, [MASK]) is an Irish actress.","Joanne King (born April 20, 1983, Dublin, Ireland) is an Irish actress.","['The birth of Joanne King, an actress from Dublin, Ireland, occurred on April 20, 1983.', 'Joanne King, an actress from Dublin, Ireland, was born on April 20, 1983.', 'Dublin, Ireland is where Joanne King was born on April 20, 1983.', 'An Irish actress named Joanne King was born in Dublin, Ireland on April 20, 1983.']","The birth of Joanne King, an actress from Dublin, [MASK], occurred on April 20, 1983.","Joanne King, an actress from Dublin, [MASK], was born on April 20, 1983.","Dublin, [MASK] is where Joanne King was born on April 20, 1983.","An Irish actress named Joanne King was born in Dublin, [MASK] on April 20, 1983."
623,Juan Lavalle,[X] is [Y] citizen .,Argentina,"The town, partido, and municipality, are named after Juan Lavalle (1797-1841), who was a military and political figure in the early years of the [MASK] state.","The town, partido, and municipality, are named after Juan Lavalle (1797-1841), who was a military and political figure in the early years of the Argentina state.","['The town, partido, and municipality bear the name of Juan Lavalle (1797-1841), who was a prominent military and political figure during the early days of the Argentine state.', 'Juan Lavalle (1797-1841), a prominent military and political figure during the early days of the Argentina state, is the inspiration behind the town, partido, and municipality.', ""Named after the town (partito mexicano), it is also called partido and municipality, named in honor of Juan Lavalle, a military and political leader during the early years of the country's state."", 'Juan Lavalle (1797-1841) was a prominent military and political figure during the early days of the Argentina state, for which the town, partido, and municipality are named.']","The town, partido, and municipality bear the name of Juan Lavalle (1797-1841), who was a prominent military and political figure during the early days of the Argentine state.","Juan Lavalle (1797-1841), a prominent military and political figure during the early days of the [MASK] state, is the inspiration behind the town, partido, and municipality.","Named after the town (partito mexicano), it is also called partido and municipality, named in honor of Juan Lavalle, a military and political leader during the early years of the country's state.","Juan Lavalle (1797-1841) was a prominent military and political figure during the early days of the [MASK] state, for which the town, partido, and municipality are named."
