,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
174,Bates County,The capital of [X] is [Y] .,Butler,"He was born on a farm in Bates County, Missouri near [MASK].","He was born on a farm in Bates County, Missouri near Butler.","['He was born on a farm in Bates County, Missouri, which is close to Butler.', 'His place of birth was on a farm in Bates County, Missouri, near Butler.', 'He was brought up on a farm in Bates County, Missouri, which is close to Butler.', 'Born near Butler in Bates County, Missouri.']","He was born on a farm in Bates County, Missouri, which is close to [MASK].","His place of birth was on a farm in Bates County, Missouri, near [MASK].","He was brought up on a farm in Bates County, Missouri, which is close to [MASK].","Born near [MASK] in Bates County, Missouri."
175,Basel-Stadt,The capital of [X] is [Y] .,Basel,"Monia Kari (born 14 April 1971 in [MASK], Basel-Stadt) is a Tunisian discus thrower.","Monia Kari (born 14 April 1971 in Basel, Basel-Stadt) is a Tunisian discus thrower.","['Basel-Stadt is where Monia Kari, a discus thrower from Tunisia, was born on April 14, 1971.', 'Monia Kari, who was born in Basel, Base -Stadt on 14 April 1971, is a discus thrower from Tunisia.', 'A discus thrower from Tunisia, Monia Kari, was born in Basel, Switzerland on April 14, 1971.', 'The birthplace of Monia Kari, a discus thrower from Tunisia, was Basel, Basest-Stadt, on April 14, 1971.']","[MASK]-Stadt is where Monia Kari, a discus thrower from Tunisia, was born on April 14, 1971.","Monia Kari, who was born in [MASK], Base -Stadt on 14 April 1971, is a discus thrower from Tunisia.","A discus thrower from Tunisia, Monia Kari, was born in [MASK], Switzerland on April 14, 1971.","The birthplace of Monia Kari, a discus thrower from Tunisia, was [MASK], Basest-Stadt, on April 14, 1971."
176,California,The capital of [X] is [Y] .,Sacramento,Urban Search and Rescue California Task Force 7 or CA-TF7 is a FEMA Urban Search and Rescue Task Force based in [MASK].,Urban Search and Rescue California Task Force 7 or CA-TF7 is a FEMA Urban Search and Rescue Task Force based in Sacramento.,"['Sacramento is home to CA-TF7, the FEMA Urban Search and Rescue Task Force.', 'The FEMA Urban Search and Rescue Task Force, also known as CA-TF7, is headquartered in Sacramento.', 'CA-TF7, or the California Urban Search and Rescue Task Force 7, is responsible for coordinating the FEMA Urban search and rescue efforts in Sacramento.', 'CA-TF7 stands for FEMA Urban Search and Rescue Task Force, which is based in Sacramento.']","[MASK] is home to CA-TF7, the FEMA Urban Search and Rescue Task Force.","The FEMA Urban Search and Rescue Task Force, also known as CA-TF7, is headquartered in [MASK].","CA-TF7, or the California Urban Search and Rescue Task Force 7, is responsible for coordinating the FEMA Urban search and rescue efforts in [MASK].","CA-TF7 stands for FEMA Urban Search and Rescue Task Force, which is based in [MASK]."
177,Salzburg,The capital of [X] is [Y] .,Salzburg,"It is officially named Land Salzburg, colloquially Salzburgerland, to distinguish it from its eponymous capital, the City of [MASK].","It is officially named Land Salzburg, colloquially Salzburgerland, to distinguish it from its eponymous capital, the City of Salzburg.","['The Land Salzburg, or Salzburgerland, is the official name for it, which is derived from its eponymous capital, the City of Salzburg.', 'The land is referred to as Land Salzburg, or Salzburgerland, in reference to the City of Salzburg.', 'Land Salzburg, or Salzburgerland, is the official name for the region that is also known as the City of Salzburg.', 'Its name is officially Land Salzburg (or Salzburgerland), which is named after its capital, the City of Salzbourg.']","The Land [MASK], or Salzburgerland, is the official name for it, which is derived from its eponymous capital, the City of Salzburg.","The land is referred to as Land [MASK], or Salzburgerland, in reference to the City of Salzburg.","Land [MASK], or Salzburgerland, is the official name for the region that is also known as the City of Salzburg.","Its name is officially Land [MASK] (or Salzburgerland), which is named after its capital, the City of Salzbourg."
178,Kyōto Prefecture,The capital of [X] is [Y] .,Kyoto,"Kyoto University (京都大学 Kyōto daigaku), or Kyodai (京大 Kyōdai) is a national university located in [MASK], Japan.","Kyoto University (京都大学 Kyōto daigaku), or Kyodai (京大 Kyōdai) is a national university located in Kyoto, Japan.","['Kyodai University, also known as Kyoto University ( Kyto daigaku), is based in Kyoto, Japan.', 'Kyodai ( Kydysh), also known as Kyoto University (kto daigaku) or Kyoto College, is a university in Japan that is recognized by the government.', 'Kyoto University ( Kyto daigaku), or Kyodai ( kydái), is an academic institution in Kyoto, Japan.', 'A national university in Japan, known as Kyoto University ( Kyoto daigaku) or Kyôdai (  Khdau), is situated in Kyoto.']","Kyodai University, also known as [MASK] University ( Kyto daigaku), is based in Kyoto, Japan.","Kyodai ( Kydysh), also known as [MASK] University (kto daigaku) or Kyoto College, is a university in Japan that is recognized by the government.","[MASK] University ( Kyto daigaku), or Kyodai ( kydái), is an academic institution in Kyoto, Japan.","A national university in Japan, known as [MASK] University ( Kyoto daigaku) or Kyôdai (  Khdau), is situated in Kyoto."
179,Province of Florence,The capital of [X] is [Y] .,Florence,"Carapelli (full name is Carapelli Firenze SpA ) is an Italian food company based in Tavarnelle Val di Pesa, which is a small town in the province of [MASK], most famous for its extra virgin olive oil.","Carapelli (full name is Carapelli Firenze SpA ) is an Italian food company based in Tavarnelle Val di Pesa, which is a small town in the province of Florence, most famous for its extra virgin olive oil.","['Carapelli, an Italian food company, is based in Tavarnelle Val di Pesa, a small town in the province of Florence, and is famous for its extra virgin olive oil.', 'The Italian food company Carapelli, also known as Carpoggi Firenze SpA, is based in Tavarnelle Val di Pesa, a small town in the province of Florence, and is famous for its extra virgin olive oil.', 'An Italian food company known as Carapelli Firenze SpA, based in Tavarnelle Val di Pesa, located in the province of Florence. It is famous for its extra virgin olive oil.', 'In Tavarnelle Val di Pesa, a small town in the province of Florence, Carrelli Firenze SpA, an Italian food company that is famous for its extra virgin olive oil, is located.']","Carapelli, an Italian food company, is based in Tavarnelle Val di Pesa, a small town in the province of [MASK], and is famous for its extra virgin olive oil.","The Italian food company Carapelli, also known as Carpoggi Firenze SpA, is based in Tavarnelle Val di Pesa, a small town in the province of [MASK], and is famous for its extra virgin olive oil.","An Italian food company known as Carapelli Firenze SpA, based in Tavarnelle Val di Pesa, located in the province of [MASK]. It is famous for its extra virgin olive oil.","In Tavarnelle Val di Pesa, a small town in the province of [MASK], Carrelli Firenze SpA, an Italian food company that is famous for its extra virgin olive oil, is located."
180,West Jersey,The capital of [X] is [Y] .,Burlington,"Richard Smith was born in [MASK] to Richard Smith, a member of the West Jersey Assembly, and Abigail Raper, his wife.","Richard Smith was born in Burlington to Richard Smith, a member of the West Jersey Assembly, and Abigail Raper, his wife.","['Burlington was the birthplace of Richard Smith, a member of the West Jersey Assembly, and his wife Abigail Raper.', 'The West Jersey Assemblyman, Richard Smith, was born in Burlington to his wife Abigail Raper.', 'Richard Smith, a member of the West Jersey Assembly, was born in Burlington to his wife Abigail Raper.', 'Abigail Raper was born to Richard Smith, who is a member of the West Jersey Assembly, and his wife.']","[MASK] was the birthplace of Richard Smith, a member of the West Jersey Assembly, and his wife Abigail Raper.","The West Jersey Assemblyman, Richard Smith, was born in [MASK] to his wife Abigail Raper.","Richard Smith, a member of the West Jersey Assembly, was born in [MASK] to his wife Abigail Raper.","Abigail Raper was born to Richard Smith, who is a member of the West Jersey Assembly, and his wife."
181,Iraq,The capital of [X] is [Y] .,Baghdad,"Abd al-Latif al-Baghdadi, short for Muwaffaq al-Din Muhammad Abd al-Latif ibn Yusuf al-Baghdadi (Arabic: موفق الدين محمد عبد اللطيف بن يوسف البغدادي; 1162–1231), or Abdallatif al-Baghdadi (Arabic: عبداللطيف البغدادي), born in [MASK], Iraq, was a physician, historian, Egyptologist and traveller, and one of the most voluminous writers of the Near East in his time.","Abd al-Latif al-Baghdadi, short for Muwaffaq al-Din Muhammad Abd al-Latif ibn Yusuf al-Baghdadi (Arabic: موفق الدين محمد عبد اللطيف بن يوسف البغدادي; 1162–1231), or Abdallatif al-Baghdadi (Arabic: عبداللطيف البغدادي), born in Baghdad, Iraq, was a physician, historian, Egyptologist and traveller, and one of the most voluminous writers of the Near East in his time.","['Born in Baghdad, Iraq, Abd al-Latif al–Baghdadi (Arabic spelling: Abdurqaf ibn Yusuf alndi, also known as Abdu al Qasimi) is one of the most famous and well known Arab states.', 'Abd al-Latif al–Baghdadi, also known as Muwaffaq al ‘Abd Al-Din Muhammad Abdur Rahman ibn Ben Ubayddin Ibr Qa’far and ab initio Abu Bakr was one of the most important historian, traveller and physician in the history of his country.', 'Muwaffaq al-Din Muhammad Abdalf al–Baghdadi (Arabic: Abbassid aln Muhammad ibn Yusuf) abt. Baghdad, Iraq:Abdallatif as in ""One of the Most Prominent Abuses in Ancient Egypt"", born on 25 September 1196, is one of several names that make up the name of an individual who was a physician, historian, Egyptianologist and traveller', ""The physician, historian, traveller and explorer Abd al-Latif al–Baghdadi (Arabic: Abdurqaf's son) was born in Baghdad, Iraq; he is also known as Muwaffaq al ‘Muwáf al Nahyan abd El Qaida (Abdallaj al Bhabha) or Abbas al Bayn al Bahr (Ulhammi), a name that originated from the north of the West Bashga.""]","Born in [MASK], Iraq, Abd al-Latif al–Baghdadi (Arabic spelling: Abdurqaf ibn Yusuf alndi, also known as Abdu al Qasimi) is one of the most famous and well known Arab states.","Abd al-Latif al–Baghdadi, also known as Muwaffaq al ‘Abd Al-Din Muhammad Abdur Rahman ibn Ben Ubayddin Ibr Qa’far and ab initio Abu Bakr was one of the most important historian, traveller and physician in the history of his country.","Muwaffaq al-Din Muhammad Abdalf al–Baghdadi (Arabic: Abbassid aln Muhammad ibn Yusuf) abt. [MASK], Iraq:Abdallatif as in ""One of the Most Prominent Abuses in Ancient Egypt"", born on 25 September 1196, is one of several names that make up the name of an individual who was a physician, historian, Egyptianologist and traveller","The physician, historian, traveller and explorer Abd al-Latif al–Baghdadi (Arabic: Abdurqaf's son) was born in [MASK], Iraq; he is also known as Muwaffaq al ‘Muwáf al Nahyan abd El Qaida (Abdallaj al Bhabha) or Abbas al Bayn al Bahr (Ulhammi), a name that originated from the north of the West Bashga."
182,Campania,The capital of [X] is [Y] .,Naples,"Its see is in Capua, in Campania near [MASK].","Its see is in Capua, in Campania near Naples.","['Capua, situated in Campania near Naples, is where the see is located.', 'In Campania, near Naples, the see of Capua is situated.', 'The Capua, situated in Campania near Naples, is where the see is located.', 'Its oars are located in Capua, which is situated in Campania near Naples.']","Capua, situated in Campania near [MASK], is where the see is located.","In Campania, near [MASK], the see of Capua is situated.","The Capua, situated in Campania near [MASK], is where the see is located.","Its oars are located in Capua, which is situated in Campania near [MASK]."
183,Malheur County,The capital of [X] is [Y] .,Vale,"Owyhee, Oregon is a unincorporated community in Malheur County, Oregon 14 miles southeast of [MASK] on the Owyhee River about a mile and a half southwest of where it enters the Snake River at 2,199 feet (670 m) above sea level.","Owyhee, Oregon is a unincorporated community in Malheur County, Oregon 14 miles southeast of Vale on the Owyhee River about a mile and a half southwest of where it enters the Snake River at 2,199 feet (670 m) above sea level.","['In Malheur County, Oregon, there is an unincorporated community named Owyhee, which is situated on the Oglethorpe River about 14 miles southeast of Vale. It is located approximately one mile and a half southwest of where it joins the Snake River at 2,199 feet (670 m) above sea level.', 'Owyhee is an Oregon community that lacks incorporation and is situated on the OWYHEE River in Malheur County, Oregon, about 1 mile and a half southwest of Vale, where it meets the Snake River at 2,199 feet (670 m) above sea level.', 'Owyhee, an unincorporated community in Malheur County, Oregon, is situated on the Oglethorpe River about a mile and ten miles southeast of Vale. Its entry point is the Snake River, at colossal 2,199 feet (670 m) above sea level.', 'The Owyhee River in Malheur County, Oregon is home to an unincorporated community called ""Owyere"", located about a mile and ten miles southwest of Vale, where it meets the Snake.']","In Malheur County, Oregon, there is an unincorporated community named Owyhee, which is situated on the Oglethorpe River about 14 miles southeast of [MASK]. It is located approximately one mile and a half southwest of where it joins the Snake River at 2,199 feet (670 m) above sea level.","Owyhee is an Oregon community that lacks incorporation and is situated on the OWYHEE River in Malheur County, Oregon, about 1 mile and a half southwest of [MASK], where it meets the Snake River at 2,199 feet (670 m) above sea level.","Owyhee, an unincorporated community in Malheur County, Oregon, is situated on the Oglethorpe River about a mile and ten miles southeast of [MASK]. Its entry point is the Snake River, at colossal 2,199 feet (670 m) above sea level.","The Owyhee River in Malheur County, Oregon is home to an unincorporated community called ""Owyere"", located about a mile and ten miles southwest of [MASK], where it meets the Snake."
184,Occitania,The capital of [X] is [Y] .,Toulouse,"One of the most important is the Conservatoire Occitan, located in the city of [MASK] (Occitania), but there are also important schools in Limoges, Aurillac, Belin, Mazamet, and other towns.","One of the most important is the Conservatoire Occitan, located in the city of Toulouse (Occitania), but there are also important schools in Limoges, Aurillac, Belin, Mazamet, and other towns.","['The Conservatoire Occitan is one of the most important institutions in Toulouse (Occitonian), while other significant educational centers are located in Limoges, Aurillac, Belin, Mazamet, and other towns.', 'Among the prominent schools in Toulouse (Occitania) is the Conservatoire Ocitan, while other important institutions are situated nearby in Limoges and Aurillac or Belin, as well as Mazamet and other towns.', 'In Toulouse (Occitania), there are several important schools, including the Conservatoire Occitoin and other notable ones in Limoges, Aurillac, Belinmont, Mazamet, and others.', 'Toulouse (Occitania) houses the Conservatoire Occitonian, which is one of the most significant institutions, while other towns such as Limoges and Aurillac or Belin are home to important schools.']","The Conservatoire Occitan is one of the most important institutions in [MASK] (Occitonian), while other significant educational centers are located in Limoges, Aurillac, Belin, Mazamet, and other towns.","Among the prominent schools in [MASK] (Occitania) is the Conservatoire Ocitan, while other important institutions are situated nearby in Limoges and Aurillac or Belin, as well as Mazamet and other towns.","In [MASK] (Occitania), there are several important schools, including the Conservatoire Occitoin and other notable ones in Limoges, Aurillac, Belinmont, Mazamet, and others.","[MASK] (Occitania) houses the Conservatoire Occitonian, which is one of the most significant institutions, while other towns such as Limoges and Aurillac or Belin are home to important schools."
185,Japan,The capital of [X] is [Y] .,Tokyo,"The IAEA has two ""Regional Safeguards Offices"" which are located in Toronto, Canada, and in [MASK], Japan.","The IAEA has two ""Regional Safeguards Offices"" which are located in Toronto, Canada, and in Tokyo, Japan.","['In Toronto, Canada, and Tokyo, Japan, the IAEA has two ""Regional Safeguards Offices"".', 'The IAEA has two ""Regional Safeguards Offices"" located in Toronto, Canada and Tokyo, Japan.', 'Two ""Regional Safeguards Offices"" are maintained by the IAEA, located in Toronto, Canada, and Tokyo, Japan.', 'The IAEA also maintains two ""Regional Safeguarding Offices"": one in Toronto, Canada and the other in Tokyo, Japan.']","In Tokyo, Canada, and [MASK], Japan, the IAEA has two ""Regional Safeguards Offices"".","The IAEA has two ""Regional Safeguards Offices"" located in Tokyo, Canada and [MASK], Japan.","Two ""Regional Safeguards Offices"" are maintained by the IAEA, located in Tokyo, Canada, and [MASK], Japan.","The IAEA also maintains two ""Regional Safeguarding Offices"": one in Tokyo, Canada and the other in [MASK], Japan."
186,East Pakistan,The capital of [X] is [Y] .,Dhaka,"In 1955, the Bengali Prime minister Muhammad Ali Bogra devolved the province of East Bengal and established the state of East Pakistan with [MASK] as its state capital.","In 1955, the Bengali Prime minister Muhammad Ali Bogra devolved the province of East Bengal and established the state of East Pakistan with Dhaka as its state capital.","['The state of East Pakistan was established in 1955 when the Bengali Prime minister, Muhammad Ali Bogra, transferred the province of east Bengal to Dhaka as its state capital.', 'Dhaka was designated as the state capital of East Pakistan after the devolution of the province of Eastern Bengal by the Bengali Prime minister Muhammad Ali Bogra in 1955.', 'Bengali Prime minister Muhammad Ali Bogra devolved the province of East Bengal to the state of east Pakistan in 1955, making Dhaka the new state capital.', 'In 1955, the state of East Pakistan was established by the Bengali Prime minister Muhammad Ali Bogra when the province of Eastern Bengal was devolved and Dhaka became the capital.']","The state of East Pakistan was established in 1955 when the Bengali Prime minister, Muhammad Ali Bogra, transferred the province of east Bengal to [MASK] as its state capital.",[MASK] was designated as the state capital of East Pakistan after the devolution of the province of Eastern Bengal by the Bengali Prime minister Muhammad Ali Bogra in 1955.,"Bengali Prime minister Muhammad Ali Bogra devolved the province of East Bengal to the state of east Pakistan in 1955, making [MASK] the new state capital.","In 1955, the state of East Pakistan was established by the Bengali Prime minister Muhammad Ali Bogra when the province of Eastern Bengal was devolved and [MASK] became the capital."
188,First Spanish Republic,The capital of [X] is [Y] .,Madrid,"José Muro y López-Salgado (Valladolid, Spain, 21 December 1840 - [MASK], Spain, 19 June 1907) was a Spanish politician and lawyer who served as Minister of State in 1873, during the presidnecy of Francisco Pi y Margall in the First Spanish Republic.","José Muro y López-Salgado (Valladolid, Spain, 21 December 1840 - Madrid, Spain, 19 June 1907) was a Spanish politician and lawyer who served as Minister of State in 1873, during the presidnecy of Francisco Pi y Margall in the First Spanish Republic.","['During the presidency of Francisco Pi y Margall in the First Spanish Republic, José Muro Y López-Salgado, a Spanish politician and lawyer, served as Minister of State in 1873.', 'The Spanish politician and lawyer José Muro y López-Salgado, who was born in Valparaso on December 21, 1840 to Madrid on June 19, 1907, became Minister of State in 1873 during the rule of Francisco Pi Y Margall in the First Spanish Republic.', 'José Muro y López-Salgado, formerly known as ""Joseph Pi"" and the dictator Francisco Pi Y Margall in the First Spanish Republic, was a politician and lawyer who served as Minister of State from 1840 to 19 June 1907 during his time in office.', 'In 1873, José Muro y López-Salgador (Valladolid, Spain, 21 December 1840 - Madrid, Germany, 19 June 1907) served as Minister of State during the rule of Francisco Pi Y Margall in the First Spanish Republic.']","During the presidency of Francisco Pi y Margall in the First Spanish [MASK], José Muro Y López-Salgado, a Spanish politician and lawyer, served as Minister of State in 1873.","The Spanish politician and lawyer José Muro y López-Salgado, who was born in Valparaso on December 21, 1840 to Madrid on June 19, 1907, became Minister of State in 1873 during the rule of Francisco Pi Y Margall in the First Spanish [MASK].","José Muro y López-Salgado, formerly known as ""Joseph Pi"" and the dictator Francisco Pi Y Margall in the First Spanish [MASK], was a politician and lawyer who served as Minister of State from 1840 to 19 June 1907 during his time in office.","In 1873, José Muro y López-Salgador (Valladolid, Spain, 21 December 1840 - Madrid, Germany, 19 June 1907) served as Minister of State during the rule of Francisco Pi Y Margall in the First Spanish [MASK]."
189,Miami-Dade County,The capital of [X] is [Y] .,Miami,"The Florida land boom of the 1920s was Florida's first real estate bubble, which burst in 1925, leaving behind entire new cities and the remains of failed development projects such as Aladdin City in south Miami-Dade County and [MASK]'s Isola di Lolando in north Biscayne Bay.","The Florida land boom of the 1920s was Florida's first real estate bubble, which burst in 1925, leaving behind entire new cities and the remains of failed development projects such as Aladdin City in south Miami-Dade County and Miami's Isola di Lolando in north Biscayne Bay.","[""Florida's first real estate bubble, the land boom of the 1920s, ended in 1925, leaving entire new cities and the remnants of failed development projects like Aladdin City and Isola di Lolando."", ""The first real estate bubble in Florida's history, the land boom of the 1920s, ended in 1925, leaving entire new cities and the remains of failed development projects, including Aladdin City and Isola di Lolando."", 'In the 1920s, Florida experienced its first real estate bubble, known as a land boom. However in 1925, it burst, leaving entire new cities and the remnants of failed development projects like Aladdin City and Isola di Lolando.', 'During the Florida land boom of the 1920s, there was no real estate bubble that occurred until 1925, resulting in entire new cities being abandoned and the remains of failed development projects.']","Florida's first real estate bubble, the land boom of the 1920s, ended in 1925, leaving entire new cities and the remnants of failed development projects like Aladdin City and Isola di Lolando.","The first real estate bubble in Florida's history, the land boom of the 1920s, ended in 1925, leaving entire new cities and the remains of failed development projects, including Aladdin City and Isola di Lolando.","In the 1920s, Florida experienced its first real estate bubble, known as a land boom. However in 1925, it burst, leaving entire new cities and the remnants of failed development projects like Aladdin City and Isola di Lolando.","During the Florida land boom of the 1920s, there was no real estate bubble that occurred until 1925, resulting in entire new cities being abandoned and the remains of failed development projects."
190,Kerman Province,The capital of [X] is [Y] .,Kerman,"Kerman Province (Persian: استان کرمان, Ostān-e [MASK]) is one of the 31 provinces of Iran.","Kerman Province (Persian: استان کرمان, Ostān-e Kerman) is one of the 31 provinces of Iran.","['Iran has 31 provinces, and Kerman Province (Persian:  a, Ostn-e Kermon) is one of them.', ""The province of Kerman is one of Iran's 31 provinces, also known as Persian:  a, Ostn-e Kermon."", 'Kerman Province (Persian:  a, Ostn-e Kermon) is among the 31 provinces in Iran.', ""One of Iran's 31 provinces is known as Kerman Province (Persian:  a, Ostn-e Kermon).""]","Iran has 31 provinces, and [MASK] Province (Persian:  a, Ostn-e Kermon) is one of them.","The province of [MASK] is one of Iran's 31 provinces, also known as Persian:  a, Ostn-e Kermon.","[MASK] Province (Persian:  a, Ostn-e Kermon) is among the 31 provinces in Iran.","One of Iran's 31 provinces is known as [MASK] Province (Persian:  a, Ostn-e Kermon)."
191,Gila County,The capital of [X] is [Y] .,Globe,"The Gila County Sheriff's Office (GCSO) is primarily headquartered in [MASK], with a separate patrol, communications, and detention facility located in Payson, Arizona.","The Gila County Sheriff's Office (GCSO) is primarily headquartered in Globe, with a separate patrol, communications, and detention facility located in Payson, Arizona.","[""The Gila County Sheriff's Office (GCSO) is headquartered in Globe while Payson, Arizona has its own patrol, communications, and detention facility."", ""Globe is the main headquarters of the Gila County Sheriff's Office (GCSO), which has a separate patrol, communications and detention facility in Payson, Arizona."", ""While the Gila County Sheriff's Office (GCSO) has its headquarters in Globe, they also have a patrol, communications, and detention center in Payson, Arizona."", 'GCSO is mostly based in Globe, with a separate patrol/communications/detention center in Payson Arizona.']","The Gila County Sheriff's Office (GCSO) is headquartered in [MASK] while Payson, Arizona has its own patrol, communications, and detention facility.","[MASK] is the main headquarters of the Gila County Sheriff's Office (GCSO), which has a separate patrol, communications and detention facility in Payson, Arizona.","While the Gila County Sheriff's Office (GCSO) has its headquarters in [MASK], they also have a patrol, communications, and detention center in Payson, Arizona.","GCSO is mostly based in [MASK], with a separate patrol/communications/detention center in Payson Arizona."
192,Larvotto,The capital of [X] is [Y] .,Monaco,[MASK]'s most populous Quartier is Monte Carlo and the most populous Ward is Larvotto/Bas Moulins.,Monaco's most populous Quartier is Monte Carlo and the most populous Ward is Larvotto/Bas Moulins.,"['Monte Carlo is the Quartier with the highest population in Monaco, while Larvotto/Bas Moulins is considered the most populous Ward.', ""Monte Carlo holds the title of Monaco's most populous Quartier, while Larvotto/Bas Moulins is the most densely populated Ward."", ""Monaco's Quartier is the most populous in the city, with Monte Carlo being the largest, and Larvotto/Bas Moulins is its most densely populated Ward."", 'The Quartier in Monte Carlo has the highest population whereas Larvotto/Bas Moulins is the Ward with more people.']","Monte Carlo is the Quartier with the highest population in [MASK], while Larvotto/Bas Moulins is considered the most populous Ward.","Monte Carlo holds the title of [MASK]'s most populous Quartier, while Larvotto/Bas Moulins is the most densely populated Ward.","[MASK]'s Quartier is the most populous in the city, with Monte Carlo being the largest, and Larvotto/Bas Moulins is its most densely populated Ward.",The Quartier in Monte Carlo has the highest population whereas Larvotto/Bas Moulins is the Ward with more people.
193,Province of Canada,The capital of [X] is [Y] .,Montreal,"In 1844, he became editor of a new newspaper in [MASK], the Pilot, which supported Reformers in both Canada East and Canada West.","In 1844, he became editor of a new newspaper in Montreal, the Pilot, which supported Reformers in both Canada East and Canada West.","['He was appointed as the editor of the Pilot newspaper in Montreal in 1844, which provided support to Reformers in both Canada East and Canada West.', 'The Pilot newspaper, established in Montreal in 1844, endorsed Reformers in both Canada East and Canada West.', 'In 1844 he was appointed editor of the Pilot, a new Montreal newspaper which supported Reformers in Canada East and Canada West.', 'The Pilot, a new newspaper published in Montreal and dedicated to supporting Reformers in both Canada East and Canada West, saw him appointed as editor in 1844.']","He was appointed as the editor of the Pilot newspaper in [MASK] in 1844, which provided support to Reformers in both Canada East and Canada West.","The Pilot newspaper, established in [MASK] in 1844, endorsed Reformers in both Canada East and Canada West.","In 1844 he was appointed editor of the Pilot, a new [MASK] newspaper which supported Reformers in Canada East and Canada West.","The Pilot, a new newspaper published in [MASK] and dedicated to supporting Reformers in both Canada East and Canada West, saw him appointed as editor in 1844."
194,Alpes-Maritimes,The capital of [X] is [Y] .,Nice,"The Canton of Villefranche-sur-Mer is a French former administrative division, located in the arrondissement of [MASK], in the Alpes-Maritimes département (Provence-Alpes-Côte d'Azur région).","The Canton of Villefranche-sur-Mer is a French former administrative division, located in the arrondissement of Nice, in the Alpes-Maritimes département (Provence-Alpes-Côte d'Azur région).","[""The Alpes-Maritimes département (Provence-Alpes–Côte d'Azur région) comprises the former administrative division of the Canton Villefranche-sur-Mer, which is located in the arrondissement of Nice."", ""Located in the arrondissement of Nice, the Canton of Villefranche-sur-Mer is a former administrative division of France that falls under the département of Provence–Alpes–Côte d'Azur."", ""In the arrondissement of Nice, there is another French administrative division called the Canton of Villefranche-sur-Mer, which is located in the newly established Alpes-Maritimes département (Provence-Alpes–Côte d'Azur région)."", ""Within the Alpes-Maritimes département (Provence-Alpes–Côte d'Azur région) lies the former administrative division of the Canton of Villefranchesur-Mer, which is located in the French arrondissement of Nice.""]","The Alpes-Maritimes département (Provence-Alpes–Côte d'Azur région) comprises the former administrative division of the Canton Villefranche-sur-Mer, which is located in the arrondissement of [MASK].","Located in the arrondissement of [MASK], the Canton of Villefranche-sur-Mer is a former administrative division of France that falls under the département of Provence–Alpes–Côte d'Azur.","In the arrondissement of [MASK], there is another French administrative division called the Canton of Villefranche-sur-Mer, which is located in the newly established Alpes-Maritimes département (Provence-Alpes–Côte d'Azur région).","Within the Alpes-Maritimes département (Provence-Alpes–Côte d'Azur région) lies the former administrative division of the Canton of Villefranchesur-Mer, which is located in the French arrondissement of [MASK]."
195,Estonia,The capital of [X] is [Y] .,Tallinn,"Helsinki is located some 80 kilometres (50 mi) north of [MASK], Estonia, 400 km (250 mi) northeast of Stockholm, Sweden, and 388 km (241 mi) west of Saint Petersburg, Russia.","Helsinki is located some 80 kilometres (50 mi) north of Tallinn, Estonia, 400 km (250 mi) northeast of Stockholm, Sweden, and 388 km (241 mi) west of Saint Petersburg, Russia.","['Located about 80 kilometres (50 mi) north of Tallinn, Estonia, Helsinki is situated 400 km (250 mi), while Stockholm, Sweden and Saint Petersburg, Russia are within its 388 km (241 mi).', 'The city of Helsinki is situated some 80 kilometres (50 mi) north of Tallinn, Estonia, and 400 km (250 mi), while it is roughly 388 km (241 mi).', 'Helsinki is situated some 80 kilometres (50 mi) north of Tallinn, Estonia, and 400 km (250 mi), 350 miles (341 mi). It is also located about 388 km (241 Mi) west of Saint Petersburg, Russia.', 'Situated approximately 80 kilometers (50 mi) north of Tallinn, Estonia is Helsinki. It lies 400 km (251 Mi) northeast of Stockholm in Sweden, and 388km (141 MI) west of Saint Petersburg, Russia.']","Located about 80 kilometres (50 mi) north of Tallinn, Estonia, Tallinn is situated 400 km (250 mi), while [MASK], Sweden and Saint Petersburg, Russia are within its 388 km (241 mi).","The city of Tallinn is situated some 80 kilometres (50 mi) north of [MASK], Estonia, and 400 km (250 mi), while it is roughly 388 km (241 mi).","Tallinn is situated some 80 kilometres (50 mi) north of [MASK], Estonia, and 400 km (250 mi), 350 miles (341 mi). It is also located about 388 km (241 Mi) west of Saint Petersburg, Russia.","Situated approximately 80 kilometers (50 mi) north of Tallinn, Estonia is Tallinn. It lies 400 km (251 Mi) northeast of [MASK] in Sweden, and 388km (141 MI) west of Saint Petersburg, Russia."
