,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
82,Brad Silverberg,[X] works for [Y] .,Microsoft,Brad Silverberg was vice-president of engineering until he left in early 1990 to head up the Personal Systems division at [MASK].,Brad Silverberg was vice-president of engineering until he left in early 1990 to head up the Personal Systems division at Microsoft.,['brad silverberg was vice-president of engineering until he left microsoft in early 1990 to head up the personal systems division'],brad silverberg was vice-president of engineering until he left [MASK] in early 1990 to head up the personal systems division,,
83,Gordon Bell,[X] works for [Y] .,Microsoft,"Gordon Bell, a senior researcher in [MASK]'s Media Presence Research Group, includes a case study on Analytica in his book High-Tech Ventures: The Guide For Entrepreneurial Success.","Gordon Bell, a senior researcher in Microsoft's Media Presence Research Group, includes a case study on Analytica in his book High-Tech Ventures: The Guide For Entrepreneurial Success.",['gordon bell a senior researcher at microsoft media presence research group includes a case study on analytica in his book high-tech ventures the guide for entrepreneurial success'],gordon bell a senior researcher at [MASK] media presence research group includes a case study on analytica in his book high-tech ventures the guide for entrepreneurial success,,
84,William S. Paley,[X] works for [Y] .,CBS,"Despite hit filmed programs such as I Love Lucy, both William Paley of [MASK] and David Sarnoff of NBC were said to be determined to keep most programming on their networks live.","Despite hit filmed programs such as I Love Lucy, both William Paley of CBS and David Sarnoff of NBC were said to be determined to keep most programming on their networks live.",,,,
85,Sid Waddell,[X] works for [Y] .,BBC,Sid Waddell was the lead commentator on the tournament which he would cover for the [MASK] until 1994.,Sid Waddell was the lead commentator on the tournament which he would cover for the BBC until 1994.,['sid waddell was the lead commentator of the tournament which he covered for the bbc until 1994'],sid waddell was the lead commentator of the tournament which he covered for the [MASK] until 1994,,
86,Paul Walters,[X] works for [Y] .,BBC,"Paul Walters (15 June 1947 - 21 October 2006) was a [MASK] radio and TV producer, most noted for his work and appearances on Terry Wogan's BBC Radio 2 breakfast show Wake Up to Wogan, where he was known to millions as ""Dr Wally Poultry"".","Paul Walters (15 June 1947 - 21 October 2006) was a BBC radio and TV producer, most noted for his work and appearances on Terry Wogan's BBC Radio 2 breakfast show Wake Up to Wogan, where he was known to millions as ""Dr Wally Poultry"".","[""paul walters 15 june 1947 -- 21 october 2006 was a british radio and television producer most known for his work and appearances on terry wogan's breakfast show radio 2 where he was known as dr wally poultry""]",paul walters 15 june 1947 -- 21 october 2006 was a british radio and television producer most known for his work and appearances on terry wogan's breakfast show radio 2 where he was known as dr wally poultry,,
87,Tim Paterson,[X] works for [Y] .,Microsoft,"The SoftCard was Paul Allen's idea and was developed jointly between Tim Paterson of Seattle Computer Products (SCP) and Bill Gates and Don Burtis of [MASK], after SCP developed the initial prototypes.","The SoftCard was Paul Allen's idea and was developed jointly between Tim Paterson of Seattle Computer Products (SCP) and Bill Gates and Don Burtis of Microsoft, after SCP developed the initial prototypes.","[""The SoftCard was Paul Allen's idea and was developed jointly between Tim Paterson of Seattle Computer Products (SCP) and Bill Gates and Don Burtis of Microsoft, after SCP developed the initial prototypes.""]","The SoftCard was Paul Allen's idea and was developed jointly between Tim Paterson of Seattle Computer Products (SCP) and Bill Gates and Don Burtis of Microsoft, after SCP developed the initial prototypes.",,
88,Adrian Newey,[X] works for [Y] .,McLaren,"The team was adversely affected by the departure of Chief Designer Adrian Newey to [MASK], and Renault's withdrawal from F1 as an engine supplier.","The team was adversely affected by the departure of Chief Designer Adrian Newey to McLaren, and Renault's withdrawal from F1 as an engine supplier.","[""the team was negatively affected by the departure of chief designer adrian newey to mclaren and renault's withdrawal from f1 as engine supplier"", ""the team was adversely affected by departure of chief designer adrian newey to mclaren and renault's withdrawal from f1 as an engine supplier""]",the team was negatively affected by the departure of chief designer adrian newey to McLaren and [MASK]'s withdrawal from f1 as engine supplier,the team was adversely affected by departure of chief designer adrian newey to McLaren and [MASK]'s withdrawal from f1 as an engine supplier,
89,Victoria Ocampo,[X] works for [Y] .,Sur,"Villa Ocampo is the former house of Victoria Ocampo (1890 – 1979), one of Argentina's greatest cultural figures, founder and director of [MASK].","Villa Ocampo is the former house of Victoria Ocampo (1890 – 1979), one of Argentina's greatest cultural figures, founder and director of Sur.","[""Villa Ocampo is the former house of Victoria Ocampo (1890 – 1979), one of Argentina's greatest cultural figures, founder and director of Sur.""]","Villa Ocampo is the former house of Victoria Ocampo (1890 – 1979), one of Argentina's greatest cultural figures, founder and director of Sur.",,
90,Shane McMahon,[X] works for [Y] .,WWE,"She is the wife of Shane McMahon, former Executive Vice President of Global Media for [MASK].","She is the wife of Shane McMahon, former Executive Vice President of Global Media for WWE.",['she is the wife of shane mcmahon former executive vice president of global media for wwe'],she is the wife of shane mcmahon former executive vice president of global media for [MASK],,
91,Laurence Tisch,[X] works for [Y] .,CBS,"Upon his accession as Chairman of [MASK], Laurence Tisch closed the CBS labs in 1986, whereupon the FMX intellectual property was spun off to an investment group, under the name Broadcast Technology Partners (BTP).","Upon his accession as Chairman of CBS, Laurence Tisch closed the CBS labs in 1986, whereupon the FMX intellectual property was spun off to an investment group, under the name Broadcast Technology Partners (BTP).","['upon his appointment as chairman of cbs in 1986 laurence tisch closed the cbs labs whereon the fmx intellectual property was spun off to an investment group under the name broadcast technology partners btp', ""upon his accession as chairman of cbs laurence tisch closed cbs' labs in 1986 whereupon the intellectual property of fmx was sold to an investment group under the name broadcast technology partners btp"", 'on his accession as chairman of cbs laurence tisch closed the cbs labs in 1986 whereon the fmx intellectual property was sold to an investment group under the name broadcast technology partners btp']",upon his appointment as chairman of CBS in 1986 laurence tisch closed the [MASK] labs whereon the fmx intellectual property was spun off to an investment group under the name broadcast technology partners btp,upon his accession as chairman of CBS laurence tisch closed [MASK]' labs in 1986 whereupon the intellectual property of fmx was sold to an investment group under the name broadcast technology partners btp,on his accession as chairman of CBS laurence tisch closed the [MASK] labs in 1986 whereon the fmx intellectual property was sold to an investment group under the name broadcast technology partners btp
92,Mike Wallace,[X] works for [Y] .,CBS,"Tabloid Baby was described by former A Current Affair host Maury Povich as ""The Bible"" (as in ""Burt was there for the birthing of tabloid, he became the heart of the genre, and now he’s written the Bible"") and by veteran [MASK] newsman and 60 Minutes correspondent Mike Wallace as ""sad, funny, undeniably authentic""... telling ""the tale of what befell too much of mainstream television news over the past couple of decades as the bad drove out the good.","Tabloid Baby was described by former A Current Affair host Maury Povich as ""The Bible"" (as in ""Burt was there for the birthing of tabloid, he became the heart of the genre, and now he’s written the Bible"") and by veteran CBS newsman and 60 Minutes correspondent Mike Wallace as ""sad, funny, undeniably authentic""... telling ""the tale of what befell too much of mainstream television news over the past couple of decades as the bad drove out the good.",,,,
93,Andrew Neil,[X] works for [Y] .,BBC,"Following changes to sitting hours in the United Kingdom parliament, and extensive changes to the [MASK]'s line-up of political programmes, Despatch Box was discontinued, and the programme's then regular presenter, Andrew Neil, moved on to present The Daily Politics and This Week.","Following changes to sitting hours in the United Kingdom parliament, and extensive changes to the BBC's line-up of political programmes, Despatch Box was discontinued, and the programme's then regular presenter, Andrew Neil, moved on to present The Daily Politics and This Week.","[""Following changes to sitting hours in the United Kingdom parliament, and extensive changes to the BBC's line-up of political programmes, Despatch Box was discontinued, and the programme's then regular presenter, Andrew Neil, moved on to present The Daily Politics and This Week.""]","Following changes to sitting hours in the United Kingdom parliament, and extensive changes to the BBC's line-up of political programmes, Despatch Box was discontinued, and the programme's then regular presenter, Andrew Neil, moved on to present The Daily Politics and This Week.",,
94,John Motson,[X] works for [Y] .,BBC,"[MASK] commentator John Motson stated it was ""the finest Cup Final I've had the pleasure of commentating on"".","BBC commentator John Motson stated it was ""the finest Cup Final I've had the pleasure of commentating on"".","['BBC commentator John Motson stated it was ""the finest Cup Final I\'ve had the pleasure of commentating on"".']","BBC commentator John Motson stated it was ""the finest Cup Final I've had the pleasure of commentating on"".",,
95,Chris Cuomo,[X] works for [Y] .,CNN,"He was the father of five, including Andrew Cuomo, the current Governor of New York, and journalist Chris Cuomo, currently at [MASK].","He was the father of five, including Andrew Cuomo, the current Governor of New York, and journalist Chris Cuomo, currently at CNN.","['He was the father of five, including Andrew Cuomo, the current Governor of New York, and journalist Chris Cuomo, currently at CNN.']","He was the father of five, including Andrew Cuomo, the current Governor of New York, and journalist Chris Cuomo, currently at CNN.",,
96,Shigeru Miyamoto,[X] works for [Y] .,Nintendo,"The game was a collaboration between Retro's staff in Austin, Texas, and Japanese [MASK] employees, including producer Shigeru Miyamoto, who suggested the project after visiting Retro's headquarters in 2000.","The game was a collaboration between Retro's staff in Austin, Texas, and Japanese Nintendo employees, including producer Shigeru Miyamoto, who suggested the project after visiting Retro's headquarters in 2000.","[""the game was a collaboration between retro's staff in austin texas and japanese nintendo employees including the producer shigeru miyamoto who suggested the project after visiting retro's headquarters in 2000"", ""the game was a collaboration between retro's staff in austin texas and japanese nintendo employees including producer shigeru miyamoto who suggested the project after visiting retro's headquarters in 2000""]",the game was a collaboration between retro's staff in austin texas and japanese [MASK] employees including the producer shigeru miyamoto who suggested the project after visiting retro's headquarters in 2000,the game was a collaboration between retro's staff in austin texas and japanese [MASK] employees including producer shigeru miyamoto who suggested the project after visiting retro's headquarters in 2000,
97,Gavyn Davies,[X] works for [Y] .,BBC,"The Hutton report cleared the government of wrongdoing, while the [MASK] was strongly criticised, leading to the resignation of the BBC's chairman Gavyn Davies and director-general Greg Dyke.","The Hutton report cleared the government of wrongdoing, while the BBC was strongly criticised, leading to the resignation of the BBC's chairman Gavyn Davies and director-general Greg Dyke.","[""The Hutton report cleared the government of wrongdoing, while the BBC was strongly criticised, leading to the resignation of the BBC's chairman Gavyn Davies and director-general Greg Dyke.""]","The Hutton report cleared the government of wrongdoing, while the BBC was strongly criticised, leading to the resignation of the BBC's chairman Gavyn Davies and director-general Greg Dyke.",,
98,Triple H,[X] works for [Y] .,WWE,"In 1995, Levesque moved to the [MASK] (WWF, now WWE), where he became Hunter Hearst Helmsley and, later, Triple H. In 1997, Triple H co-founded the influential D-Generation X stable, which became a major element of the WWF's ""Attitude Era"".","In 1995, Levesque moved to the WWE (WWF, now WWE), where he became Hunter Hearst Helmsley and, later, Triple H. In 1997, Triple H co-founded the influential D-Generation X stable, which became a major element of the WWF's ""Attitude Era"".","['In 1995, Levesque moved to the WWE (WWF, now WWE), where he became Hunter Hearst Helmsley and, later, Triple H. In 1997, Triple H co-founded the influential D-Generation X stable, which became a major element of the WWF\'s ""Attitude Era"".']","In 1995, Levesque moved to the WWE (WWF, now WWE), where he became Hunter Hearst Helmsley and, later, Triple H. In 1997, Triple H co-founded the influential D-Generation X stable, which became a major element of the WWF's ""Attitude Era"".",,
99,Nathan Myhrvold,[X] works for [Y] .,Microsoft,"The Road Ahead is a book written by Bill Gates, co-founder and then-CEO of the [MASK] software company, together with Microsoft executive Nathan Myhrvold and journalist Peter Rinearson.","The Road Ahead is a book written by Bill Gates, co-founder and then-CEO of the Microsoft software company, together with Microsoft executive Nathan Myhrvold and journalist Peter Rinearson.","['the road ahead is a book written by bill gates the co-founder and then-ceo of microsoft software company along with microsoft executive nathan myhrvold and journalist peter rinearson', 'the road ahead is a book written by bill gates cofounder and then cfo of microsoft software company together with microsoft executive nathan myhrvold and journalist peter rinearson', 'the road ahead is a book written by bill gates co-founder and then-ceo of the microsoft software company together with microsoft executive nathan myhrvold and journalist peter rinearson']",the road ahead is a book written by bill gates the co-founder and then-ceo of Microsoft software company along with [MASK] executive nathan myhrvold and journalist peter rinearson,the road ahead is a book written by bill gates cofounder and then cfo of Microsoft software company together with [MASK] executive nathan myhrvold and journalist peter rinearson,the road ahead is a book written by bill gates co-founder and then-ceo of the Microsoft software company together with [MASK] executive nathan myhrvold and journalist peter rinearson
100,Brandon Tartikoff,[X] works for [Y] .,NBC,"Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of [MASK] from 1980 to 1991.","Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of NBC from 1980 to 1991.","['Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of NBC from 1980 to 1991.']","Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of NBC from 1980 to 1991.",,
101,Klaus Tschira,[X] works for [Y] .,IBM,"He was one of the founders of SAP AG in 1972 with other former [MASK] employees Hans Werner Hector, Klaus Tschira, Claus Wellenreuther and Hasso Plattner.","He was one of the founders of SAP AG in 1972 with other former IBM employees Hans Werner Hector, Klaus Tschira, Claus Wellenreuther and Hasso Plattner.","['he was one of the founding members of the sap ag in 1972 with other ibm employees hans werner hector klaus tschira claus wellenreuther and hasso plattner', 'he was one of the founders of sap ag in 1972 with other ibm employees hans werner hector klaus tschira claus wellenreuther and hasso plattner']",he was one of the founding members of the sap ag in 1972 with other [MASK] employees hans werner hector klaus tschira claus wellenreuther and hasso plattner,he was one of the founders of sap ag in 1972 with other [MASK] employees hans werner hector klaus tschira claus wellenreuther and hasso plattner,
102,Hasso Plattner,[X] works for [Y] .,IBM,"He was one of the founders of SAP AG in 1972 with other former [MASK] employees Hans Werner Hector, Klaus Tschira, Claus Wellenreuther and Hasso Plattner.","He was one of the founders of SAP AG in 1972 with other former IBM employees Hans Werner Hector, Klaus Tschira, Claus Wellenreuther and Hasso Plattner.","['he was one of the founders of sap ag 1972 with other former ibm employees klaus tschira klaus wellenreuther and hasso plattner', 'he was one of the founders of sap ag in 1972 together with other former ibm employees hans werner hector klaus tschira claus wellenreuther and hasso plattner']",he was one of the founders of sap ag 1972 with other former [MASK] employees klaus tschira klaus wellenreuther and hasso plattner,he was one of the founders of sap ag in 1972 together with other former [MASK] employees hans werner hector klaus tschira claus wellenreuther and hasso plattner,
103,William Glock,[X] works for [Y] .,BBC,He wrote in a tonal idiom and suffered under the avant garde musical regime at the [MASK] headed by its Director of Music William Glock and almost ceased composition in the 1960s.,He wrote in a tonal idiom and suffered under the avant garde musical regime at the BBC headed by its Director of Music William Glock and almost ceased composition in the 1960s.,"['he wrote in a tonal idiom and suffered under the avant-garde musical regime of the bbc which was led by its music director william glock and almost ceased composition in the 1960s', 'he wrote in a tonal idiom suffered under the avant-garde musical regime at the bbc led by its director of music william glock and almost stopped writing in the 1960s', 'he wrote in a tonal idiom and suffered from the avant garde musical regime at the bbc led by its director of music william glock and almost ceased composition in the 1960s']",he wrote in a tonal idiom and suffered under the avant-garde musical regime of the [MASK] which was led by its music director william glock and almost ceased composition in the 1960s,he wrote in a tonal idiom suffered under the avant-garde musical regime at the [MASK] led by its director of music william glock and almost stopped writing in the 1960s,he wrote in a tonal idiom and suffered from the avant garde musical regime at the [MASK] led by its director of music william glock and almost ceased composition in the 1960s
104,Ted Lowe,[X] works for [Y] .,BBC,The [MASK] televised the final again shown on Grandstand and with Ted Lowe commentating the match.,The BBC televised the final again shown on Grandstand and with Ted Lowe commentating the match.,['The BBC televised the final again shown on Grandstand and with Ted Lowe commentating the match.'],The BBC televised the final again shown on Grandstand and with Ted Lowe commentating the match.,,
105,John Inverdale,[X] works for [Y] .,BBC,The in-game commentators are John Inverdale from [MASK] & Dewi Morris from Sky Sport.,The in-game commentators are John Inverdale from BBC & Dewi Morris from Sky Sport.,['the in-game commentators are john inverdale from bbc dewi morris from sky sport'],the in-game commentators are john inverdale from [MASK] dewi morris from sky sport,,
106,Paul Mayhew-Archer,[X] works for [Y] .,BBC,"Paul Mayhew-Archer (born 6 January 1953) is a British writer, producer and script editor for the [MASK].","Paul Mayhew-Archer (born 6 January 1953) is a British writer, producer and script editor for the BBC.","['Paul Mayhew-Archer (born 6 January 1953) is a British writer, producer and script editor for the BBC.']","Paul Mayhew-Archer (born 6 January 1953) is a British writer, producer and script editor for the BBC.",,
107,Ross Perot,[X] works for [Y] .,IBM,"A former programmer, Barr had worked on everything from microcomputers like the TRS-80 Model I to [MASK] mainframes with acres of DASD, writing code in more than a dozen languages, including RPG II, 370 ALC, COBOL, BASIC, TIBOL, MASM, and C, much of that experience coming in his 13 years with Ross Perot's EDS.","A former programmer, Barr had worked on everything from microcomputers like the TRS-80 Model I to IBM mainframes with acres of DASD, writing code in more than a dozen languages, including RPG II, 370 ALC, COBOL, BASIC, TIBOL, MASM, and C, much of that experience coming in his 13 years with Ross Perot's EDS.",,,,
108,Tim Cook,[X] works for [Y] .,Apple,"Tim Cook revealed at the Apple Watch conference on March 9, 2015, that [MASK] had sold a total of 700 million iPhones to date.","Tim Cook revealed at the Apple Watch conference on March 9, 2015, that Apple had sold a total of 700 million iPhones to date.",['apple has sold over 700 million iphones to date'],[MASK] has sold over 700 million iphones to date,,
109,Robert Peston,[X] works for [Y] .,BBC,"The Editors' Committee comprises Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the [MASK]; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Managing Editor of The Wall Street Journal Europe; and Rik Kirkland, former Managing Editor of Fortune.","The Editors' Committee comprises Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the BBC; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Managing Editor of The Wall Street Journal Europe; and Rik Kirkland, former Managing Editor of Fortune.","[""the editors' committee also includes martin dickson deputy editor of the financial times robert peston business editor at the bbc hugo dixon editor-in-chief and chairman of breakingviews jesse lewis managing editor of the wall street journal europe and rik kirk"", ""the editors' committee comprises martin dickson deputy editor of the financial times robert peston business editor at the bbc hugo dixon editor-in-chief and chairman of breakingviews jesse lewis managing editor of the wall street journal europe and rik kirkland former managing editor""]",the editors' committee also includes martin dickson deputy editor of the financial times robert peston business editor at the [MASK] hugo dixon editor-in-chief and chairman of breakingviews jesse lewis managing editor of the wall street journal europe and rik kirk,the editors' committee comprises martin dickson deputy editor of the financial times robert peston business editor at the [MASK] hugo dixon editor-in-chief and chairman of breakingviews jesse lewis managing editor of the wall street journal europe and rik kirkland former managing editor,
110,Bob Wallace,[X] works for [Y] .,Microsoft,"Bob Wallace (May 29, 1949 – September 20, 2002) was the ninth [MASK] employee, first popular user of the term shareware, creator of the word processing program PC-Write, founder of the software company Quicksoft and an ""online drug guru"" who devoted much time and money into the research of psychedelic drugs.","Bob Wallace (May 29, 1949 – September 20, 2002) was the ninth Microsoft employee, first popular user of the term shareware, creator of the word processing program PC-Write, founder of the software company Quicksoft and an ""online drug guru"" who devoted much time and money into the research of psychedelic drugs.",,,,
111,Mal Young,[X] works for [Y] .,BBC,"The show was created by Mal Young and Tony McHale as a spin–off from the [MASK] medical drama Casualty, intended to follow the treatment of patients from Casualty as they were transferred onto the hospital's surgical wards.","The show was created by Mal Young and Tony McHale as a spin–off from the BBC medical drama Casualty, intended to follow the treatment of patients from Casualty as they were transferred onto the hospital's surgical wards.","['the show was created by mal young and tony mchale as a spin-off of bbc medical drama casualty which would follow the treatment of casualty patients as they were transferred into the surgical wards of the hospital', ""the show was created by mal young and tony mchale as a spin-off of the bbc medical drama casualty intended to follow patients from casualty's treatment as they were transferred to the hospital's surgical wards"", ""the show was created by mal young and tony mchale as a spinoff from the bbc's medical drama casualty intended to follow the treatment of patients from casualty as they were transferred to the hospital's surgical wards""]",the show was created by mal young and tony mchale as a spin-off of [MASK] medical drama casualty which would follow the treatment of casualty patients as they were transferred into the surgical wards of the hospital,the show was created by mal young and tony mchale as a spin-off of the [MASK] medical drama casualty intended to follow patients from casualty's treatment as they were transferred to the hospital's surgical wards,the show was created by mal young and tony mchale as a spinoff from the [MASK]'s medical drama casualty intended to follow the treatment of patients from casualty as they were transferred to the hospital's surgical wards
112,Armando Iannucci,[X] works for [Y] .,BBC,"""Window"" appears in the 2009 [MASK] documentary, Armando Iannucci in Milton's Heaven and Hell.","""Window"" appears in the 2009 BBC documentary, Armando Iannucci in Milton's Heaven and Hell.","['""Window"" appears in the 2009 BBC documentary, Armando Iannucci in Milton\'s Heaven and Hell.']","""Window"" appears in the 2009 BBC documentary, Armando Iannucci in Milton's Heaven and Hell.",,
113,Spencer Kelly,[X] works for [Y] .,BBC,"Graham-Smith is also a co-presenter of the Open University's 2010 introduction to computing module, entitled ""Inside the Box"", alongside the [MASK]'s Spencer Kelly.","Graham-Smith is also a co-presenter of the Open University's 2010 introduction to computing module, entitled ""Inside the Box"", alongside the BBC's Spencer Kelly.","['Graham-Smith is also a co-presenter of the Open University\'s 2010 introduction to computing module, entitled ""Inside the Box"", alongside the BBC\'s Spencer Kelly.']","Graham-Smith is also a co-presenter of the Open University's 2010 introduction to computing module, entitled ""Inside the Box"", alongside the BBC's Spencer Kelly.",,
114,David Coleman,[X] works for [Y] .,BBC,"[MASK] commentator David Coleman said that Newcastle's defence had been ""undressed"" by Liverpool.","BBC commentator David Coleman said that Newcastle's defence had been ""undressed"" by Liverpool.","[""the bbc's david coleman said that newcastle's defence had been undressed by liverpool"", ""bbc commentator david coleman said newcastle's defence had been undressed by liverpool""]",the [MASK]'s david coleman said that newcastle's defence had been undressed by liverpool,[MASK] commentator david coleman said newcastle's defence had been undressed by liverpool,
115,Matthew Pinsent,[X] works for [Y] .,BBC,"Gold Fever was the name of a [MASK] documentary, shown in August 2000, which followed Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster and James Cracknell in the years leading up to the Sydney Olympics, where Redgrave was looking to claim his fifth consecutive gold medal.","Gold Fever was the name of a BBC documentary, shown in August 2000, which followed Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster and James Cracknell in the years leading up to the Sydney Olympics, where Redgrave was looking to claim his fifth consecutive gold medal.","['gold fever was the name of a bbc documentary which was shown in august 2000 following steve redgrave and his british rowing coxless four teammates matthew pinsent tim foster and james cracknell in the years leading up to the sydney olympics when redgrave was looking', 'gold fever was the name of a bbc documentary that was shown in august 2000 and followed steve redgrave and his british rowing coxless four teammates matthew pinsent tim foster and james cracknell in the years leading up to the sydney olympics where redgrave was looking to claim his fifth', 'gold fever was the name of a 2000 bbc documentary which followed steve redgrave and his british rowing coxless four teammates matthew pinsent tim foster and james cracknell in the years leading up to the sydney olympics where redgrave was looking to claim his fifth consecutive gold medal']",gold fever was the name of a [MASK] documentary which was shown in august 2000 following steve redgrave and his british rowing coxless four teammates matthew pinsent tim foster and james cracknell in the years leading up to the sydney olympics when redgrave was looking,gold fever was the name of a [MASK] documentary that was shown in august 2000 and followed steve redgrave and his british rowing coxless four teammates matthew pinsent tim foster and james cracknell in the years leading up to the sydney olympics where redgrave was looking to claim his fifth,gold fever was the name of a 2000 [MASK] documentary which followed steve redgrave and his british rowing coxless four teammates matthew pinsent tim foster and james cracknell in the years leading up to the sydney olympics where redgrave was looking to claim his fifth consecutive gold medal
116,Alexey Pajitnov,[X] works for [Y] .,Microsoft,"Pandora's Box is a 1999 video game created by the designer of Tetris, Alexey Pajitnov, for [MASK].","Pandora's Box is a 1999 video game created by the designer of Tetris, Alexey Pajitnov, for Microsoft.","[""pandora's box is a 1999 video game created for microsoft by the designer of tetris alexey pajitnov"", ""pandora's box is a 1999 video game created by the designer of tetris alexey pajitnov for microsoft""]",pandora's box is a 1999 video game created for [MASK] by the designer of tetris alexey pajitnov,pandora's box is a 1999 video game created by the designer of tetris alexey pajitnov for [MASK],
117,Jimmy Hill,[X] works for [Y] .,BBC,"[MASK] commentator Jimmy Hill described Igna's decision to ignore the foul by Carlos as ""an extreme mistake"".","BBC commentator Jimmy Hill described Igna's decision to ignore the foul by Carlos as ""an extreme mistake"".","[""bbc commentator jimmy hill described igna's decision to ignore carlos' foul as an extreme mistake""]",[MASK] commentator jimmy hill described igna's decision to ignore carlos' foul as an extreme mistake,,
118,Chris Bangle,[X] works for [Y] .,BMW,"It was designed by Chris Bangle, who was promoted to Director of [MASK] Design.","It was designed by Chris Bangle, who was promoted to Director of BMW Design.","['it was designed by chris bangle who was promoted to bmw design director', 'it was designed by chris bangle who was promoted to director of bmw design']",it was designed by chris bangle who was promoted to [MASK] design director,it was designed by chris bangle who was promoted to director of [MASK] design,
119,Ned Sherrin,[X] works for [Y] .,BBC,"Not So Much a Programme, More a Way of Life is a BBC-TV satire programme produced by Ned Sherrin, which aired during the winter of 1964–1965, in an attempt to continue and improve on the successful formula of his That Was the Week That Was (known informally as TW3), which had been taken off by the [MASK] because of the coming General Election.","Not So Much a Programme, More a Way of Life is a BBC-TV satire programme produced by Ned Sherrin, which aired during the winter of 1964–1965, in an attempt to continue and improve on the successful formula of his That Was the Week That Was (known informally as TW3), which had been taken off by the BBC because of the coming General Election.","['not so much a programme more a way of life is a british-tv satire programme produced by ned sherrin which aired during the winter of 1964-1965 in an effort to continue and improve on the successful formula of his that was the week that was known informally', 'not so much a programme more a way of life is a bbc-tv satire programme produced by ned sherrin aired during the winter of 1964-1965 in an attempt to continue and improve on the successful formula of his that was the week that was also known informally', 'not so much a programme more a way of life is a bbc-tv satire produced by ned sherrin which aired during the winter of 1964-1965 in an attempt to continue and improve on the successful formula of his that was the week that was known informally as']",not so much a programme more a way of life is a british-tv satire programme produced by ned sherrin which aired during the winter of 1964-1965 in an effort to continue and improve on the successful formula of his that was the week that was known informally,not so much a programme more a way of life is a [MASK]-tv satire programme produced by ned sherrin aired during the winter of 1964-1965 in an attempt to continue and improve on the successful formula of his that was the week that was also known informally,not so much a programme more a way of life is a [MASK]-tv satire produced by ned sherrin which aired during the winter of 1964-1965 in an attempt to continue and improve on the successful formula of his that was the week that was known informally as
120,Leslie Grantham,[X] works for [Y] .,BBC,"Dennis Alan ""Den"" Watts is a fictional character from the [MASK] soap opera EastEnders, played by actor Leslie Grantham.","Dennis Alan ""Den"" Watts is a fictional character from the BBC soap opera EastEnders, played by actor Leslie Grantham.",['dennis alan den watts is a fictional character in the bbc soap opera eastenders played by actor leslie grantham'],dennis alan den watts is a fictional character in the [MASK] soap opera eastenders played by actor leslie grantham,,
121,"Margaret Jay, Baroness Jay of Paddington",[X] works for [Y] .,BBC,"Margaret Ann Jay, Baroness Jay of Paddington, PC (née Callaghan; born 18 November 1939) is a British politician for the Labour Party and former [MASK] television producer and presenter.","Margaret Ann Jay, Baroness Jay of Paddington, PC (née Callaghan; born 18 November 1939) is a British politician for the Labour Party and former BBC television producer and presenter.","['Margaret Ann Jay, Baroness Jay of Paddington, PC (née Callaghan; born 18 November 1939) is a British politician for the Labour Party and former BBC television producer and presenter.']","Margaret Ann Jay, Baroness Jay of Paddington, PC (née Callaghan; born 18 November 1939) is a British politician for the Labour Party and former BBC television producer and presenter.",,
