,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
109,Robert Peston,[X] works for [Y] .,BBC,"The Editors' Committee comprises Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the [MASK]; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Managing Editor of The Wall Street Journal Europe; and Rik Kirkland, former Managing Editor of Fortune.","The Editors' Committee comprises Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the BBC; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Managing Editor of The Wall Street Journal Europe; and Rik Kirkland, former Managing Editor of Fortune.","[""The Editors' Committee is composed of Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the BBC; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Senior Editor for The Wall Street Journal Europe; and Rik Kirkland, Executive Editor with Fortune."", 'The Committee is composed of Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the BBC; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Senior Editor for The Wall Street Journal Europe; and Rik Kirkland, Executive Editor (previously senior editor) of Fortune magazine.', 'Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the BBC; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Senior Editor for The Wall Street Journal Europe; and Rik Kirkland, Past Managing Editor (formerly Shaw), are all part of an Editorial Committee.', ""Martin Dickson, Deputy Editor of the Financial Times; Robert Peston-Bob Business Editor at the BBC; Hugo Dixon, Editor-inChief and Chairman of breakingviews; Jesse Lewis, Senior Editor for The Wall Street Journal Europe; and Rik Kirkland, Past Managing Editor (formerly Woodside) make up the Editors' Committee.""]","The Editors' Committee is composed of Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the BBC; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Senior Editor for The Wall Street Journal Europe; and Rik Kirkland, Executive Editor with [MASK].","The Committee is composed of Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the BBC; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Senior Editor for The Wall Street Journal Europe; and Rik Kirkland, Executive Editor (previously senior editor) of [MASK] magazine.","Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the [MASK]; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Senior Editor for The Wall Street Journal Europe; and Rik Kirkland, Past Managing Editor (formerly Shaw), are all part of an Editorial Committee.","Martin Dickson, Deputy Editor of the Financial Times; Robert Peston-Bob Business Editor at the [MASK]; Hugo Dixon, Editor-inChief and Chairman of breakingviews; Jesse Lewis, Senior Editor for The Wall Street Journal Europe; and Rik Kirkland, Past Managing Editor (formerly Woodside) make up the Editors' Committee."
110,Bob Wallace,[X] works for [Y] .,Microsoft,"Bob Wallace (May 29, 1949 – September 20, 2002) was the ninth [MASK] employee, first popular user of the term shareware, creator of the word processing program PC-Write, founder of the software company Quicksoft and an ""online drug guru"" who devoted much time and money into the research of psychedelic drugs.","Bob Wallace (May 29, 1949 – September 20, 2002) was the ninth Microsoft employee, first popular user of the term shareware, creator of the word processing program PC-Write, founder of the software company Quicksoft and an ""online drug guru"" who devoted much time and money into the research of psychedelic drugs.","['Bob Wallace, who worked at Microsoft from May 29, 1949 until September 20, 2002, was the first person to use shareware. He was also known as the ""online drug guru"" and spent a significant amount of time researching psychedelic drugs.', 'The first user of shareware was Bob Wallace, who worked at Microsoft from May 29, 1949 until September 20, 2002. He also founded Quicksoft software and was an online drug expert who spent a lot of time researching psychedelic drugs.', 'During his time at Microsoft, Bob Wallace was the first user of shareware and one of the nine employees of that company. He was also known as an ""online drug guru"" who spent a significant amount of time researching psychedelic drugs.', 'Bob Wallace, the ninth employee of Microsoft, was known for his pioneering work in shareware, PC-Write, Quicksoft, and being an online drug guru.']","Bob Wallace, who worked at [MASK] from May 29, 1949 until September 20, 2002, was the first person to use shareware. He was also known as the ""online drug guru"" and spent a significant amount of time researching psychedelic drugs.","The first user of shareware was Bob Wallace, who worked at [MASK] from May 29, 1949 until September 20, 2002. He also founded Quicksoft software and was an online drug expert who spent a lot of time researching psychedelic drugs.","During his time at [MASK], Bob Wallace was the first user of shareware and one of the nine employees of that company. He was also known as an ""online drug guru"" who spent a significant amount of time researching psychedelic drugs.","Bob Wallace, the ninth employee of [MASK], was known for his pioneering work in shareware, PC-Write, Quicksoft, and being an online drug guru."
111,Mal Young,[X] works for [Y] .,BBC,"The show was created by Mal Young and Tony McHale as a spin–off from the [MASK] medical drama Casualty, intended to follow the treatment of patients from Casualty as they were transferred onto the hospital's surgical wards.","The show was created by Mal Young and Tony McHale as a spin–off from the BBC medical drama Casualty, intended to follow the treatment of patients from Casualty as they were transferred onto the hospital's surgical wards.","['The show, created by Mal Young and Tony McHale, was based on the BBC medical drama Casualty. Its plot revolved around patients from the former hospital being transferred to the surgical wards.', ""Mal Young and Tony McHale crafted a new show inspired by the BBC medical drama Casualty, which focused on the treatment of patients from Casualties as they were moved to the hospital's surgical wards."", 'A spin-off show from the BBC medical drama Casualty, created by Mal Young and Tony McHale, centered on the treatment of patients from casualte as they were transferred to the surgical wards at the hospital.', 'Mal Young and Tony McHale developed a new show inspired by the BBC medical drama Casualty, which focused on the treatment of patients from casualte after being transferred to surgical wards at the hospital.']","The show, created by Mal Young and Tony McHale, was based on the [MASK] medical drama Casualty. Its plot revolved around patients from the former hospital being transferred to the surgical wards.","Mal Young and Tony McHale crafted a new show inspired by the [MASK] medical drama Casualty, which focused on the treatment of patients from Casualties as they were moved to the hospital's surgical wards.","A spin-off show from the [MASK] medical drama Casualty, created by Mal Young and Tony McHale, centered on the treatment of patients from casualte as they were transferred to the surgical wards at the hospital.","Mal Young and Tony McHale developed a new show inspired by the [MASK] medical drama Casualty, which focused on the treatment of patients from casualte after being transferred to surgical wards at the hospital."
112,Armando Iannucci,[X] works for [Y] .,BBC,"""Window"" appears in the 2009 [MASK] documentary, Armando Iannucci in Milton's Heaven and Hell.","""Window"" appears in the 2009 BBC documentary, Armando Iannucci in Milton's Heaven and Hell.","['In the 2009 BBC documentary, Armando Iannucci showcases ""Window"" in Milton\'s Heaven and Hell.', 'The 2009 BBC documentary, Armando Iannucci\'s Heaven and Hell in Milton features the character ""Window"".', 'Armando Iannucci\'s 2009 BBC documentary, Milton\'S Heaven and Hell, includes ""Window"" as one of its themes.', '""Armando Iannucci\'s documentary for 2009, entitled Armanda\'S Heaven and Hell in the BBC, features the character ""Window"".""']","In the 2009 [MASK] documentary, Armando Iannucci showcases ""Window"" in Milton's Heaven and Hell.","The 2009 [MASK] documentary, Armando Iannucci's Heaven and Hell in Milton features the character ""Window"".","Armando Iannucci's 2009 [MASK] documentary, Milton'S Heaven and Hell, includes ""Window"" as one of its themes.","""Armando Iannucci's documentary for 2009, entitled Armanda'S Heaven and Hell in the [MASK], features the character ""Window""."""
113,Spencer Kelly,[X] works for [Y] .,BBC,"Graham-Smith is also a co-presenter of the Open University's 2010 introduction to computing module, entitled ""Inside the Box"", alongside the [MASK]'s Spencer Kelly.","Graham-Smith is also a co-presenter of the Open University's 2010 introduction to computing module, entitled ""Inside the Box"", alongside the BBC's Spencer Kelly.","['""Inside the Box"", a 2010 introduction to computing module, was co-presented by Graham-Smith and Spencer Kelly from the Open University.', 'The Open University\'s 2010 introduction to computing module ""Inside the Box"" had Graham-Smith and Spencer Kelly co-presenting, as both presenters of the module.', 'Graham-Smith and Spencer Kelly, who were co-presenters for the Open University\'s 2010 introduction to computing module ""Inside the Box"", are both alumni of the BBC.', 'The Open University\'s 2010 introduction to computing module, ""Inside the Box"", had Graham-Smith as one of its co-presenters with Spencer Kelly from the BBC.']","""Inside the Box"", a 2010 introduction to computing module, was co-presented by Graham-Smith and Spencer Kelly from the Open University.","The Open University's 2010 introduction to computing module ""Inside the Box"" had Graham-Smith and Spencer Kelly co-presenting, as both presenters of the module.","Graham-Smith and Spencer Kelly, who were co-presenters for the Open University's 2010 introduction to computing module ""Inside the Box"", are both alumni of the [MASK].","The Open University's 2010 introduction to computing module, ""Inside the Box"", had Graham-Smith as one of its co-presenters with Spencer Kelly from the [MASK]."
114,David Coleman,[X] works for [Y] .,BBC,"[MASK] commentator David Coleman said that Newcastle's defence had been ""undressed"" by Liverpool.","BBC commentator David Coleman said that Newcastle's defence had been ""undressed"" by Liverpool.","[""According to BBC commentator David Coleman, Liverpool had not redressed Newcastle's defence."", 'Newcastle\'s defence was deemed ""undressed"" by BBC commentator David Coleman, who claimed that Liverpool had done the job.', 'Liverpool\'s defensive deficiencies were criticized by BBC commentator David Coleman, who claimed that Newcastle\' defence had been ""undressed up.""', ""David Coleman, a BBC commentator, stated that Liverpool had not properly protected Newcastle's defence.""]","According to [MASK] commentator David Coleman, Liverpool had not redressed Newcastle's defence.","Newcastle's defence was deemed ""undressed"" by [MASK] commentator David Coleman, who claimed that Liverpool had done the job.","Liverpool's defensive deficiencies were criticized by [MASK] commentator David Coleman, who claimed that Newcastle' defence had been ""undressed up.""","David Coleman, a [MASK] commentator, stated that Liverpool had not properly protected Newcastle's defence."
115,Matthew Pinsent,[X] works for [Y] .,BBC,"Gold Fever was the name of a [MASK] documentary, shown in August 2000, which followed Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster and James Cracknell in the years leading up to the Sydney Olympics, where Redgrave was looking to claim his fifth consecutive gold medal.","Gold Fever was the name of a BBC documentary, shown in August 2000, which followed Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster and James Cracknell in the years leading up to the Sydney Olympics, where Redgrave was looking to claim his fifth consecutive gold medal.","['A BBC documentary named Gold Fever was shown in August 2000, showcasing Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster, and James Cracknell during their run to a fifth consecutive gold medal.', ""In August 2000, a BBC documentary named Gold Fever was shown, which documented Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster, and James Cracknell's experiences leading up to the Sydney Olympics, where Redgrove was competing for his fifth consecutive gold medal."", 'The Australian cyclist, Steve Redgrave, and his British rowing coxless four teammates Matthew Pinsent, Tim Foster, James Cracknell were the subject of a BBC documentary called Gold Fever in August 2000, which covered the years leading up to the Sydney Olympics where Red Grave was competing for his fifth consecutive gold medal.', 'Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster, James Cracknell were the subject of a BBC documentary called Gold Fever in August 2000, which covered the years leading up to Sydney Olympics where Red Grave was competing for his fifth consecutive gold medal.']","A [MASK] documentary named Gold Fever was shown in August 2000, showcasing Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster, and James Cracknell during their run to a fifth consecutive gold medal.","In August 2000, a [MASK] documentary named Gold Fever was shown, which documented Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster, and James Cracknell's experiences leading up to the Sydney Olympics, where Redgrove was competing for his fifth consecutive gold medal.","The Australian cyclist, Steve Redgrave, and his British rowing coxless four teammates Matthew Pinsent, Tim Foster, James Cracknell were the subject of a [MASK] documentary called Gold Fever in August 2000, which covered the years leading up to the Sydney Olympics where Red Grave was competing for his fifth consecutive gold medal.","Steve Redgrave and his British rowing coxless four teammates Matthew Pinsent, Tim Foster, James Cracknell were the subject of a [MASK] documentary called Gold Fever in August 2000, which covered the years leading up to Sydney Olympics where Red Grave was competing for his fifth consecutive gold medal."
116,Alexey Pajitnov,[X] works for [Y] .,Microsoft,"Pandora's Box is a 1999 video game created by the designer of Tetris, Alexey Pajitnov, for [MASK].","Pandora's Box is a 1999 video game created by the designer of Tetris, Alexey Pajitnov, for Microsoft.","[""Alexey Pajitnov, the creator of Tetris, created a video game called Pandora's Box for Microsoft in 1999."", ""The video game Pandora's Box, which was developed by Alexey Pajitnov, Tetris' designer, for Microsoft in 1999."", ""Microsoft developed a video game called Pandora's Box in 1999, which was created by Alexey Pajitnov and is named after the developer who designed Tetris."", ""A 1999 video game by Microsoft called Pandora's Box was created by Alexey Pajitnov, who had previously worked as Tetris' creator.""]","Alexey Pajitnov, the creator of Tetris, created a video game called Pandora's Box for [MASK] in 1999.","The video game Pandora's Box, which was developed by Alexey Pajitnov, Tetris' designer, for [MASK] in 1999.","[MASK] developed a video game called Pandora's Box in 1999, which was created by Alexey Pajitnov and is named after the developer who designed Tetris.","A 1999 video game by [MASK] called Pandora's Box was created by Alexey Pajitnov, who had previously worked as Tetris' creator."
117,Jimmy Hill,[X] works for [Y] .,BBC,"[MASK] commentator Jimmy Hill described Igna's decision to ignore the foul by Carlos as ""an extreme mistake"".","BBC commentator Jimmy Hill described Igna's decision to ignore the foul by Carlos as ""an extreme mistake"".","['Igna\'s failure to acknowledge Carlos\' foul was labeled as ""an extreme error"" by BBC commentator Jimmy Hill.', 'Jimmy Hill, the BBC commentator, criticized Igna\'s decision to overlook Carlos\' foul as ""a ridiculous mistake"".', 'According to BBC commentator Jimmy Hill, Igna\'s decision to overlook Carlos\' foul was an ""extreme error"".', '""An extreme error"" was how BBC commentator Jimmy Hill described Igna\'s decision to ignore the foul committed by Carlos.']","Igna's failure to acknowledge Carlos' foul was labeled as ""an extreme error"" by [MASK] commentator Jimmy Hill.","Jimmy Hill, the [MASK] commentator, criticized Igna's decision to overlook Carlos' foul as ""a ridiculous mistake"".","According to [MASK] commentator Jimmy Hill, Igna's decision to overlook Carlos' foul was an ""extreme error"".","""An extreme error"" was how [MASK] commentator Jimmy Hill described Igna's decision to ignore the foul committed by Carlos."
118,Chris Bangle,[X] works for [Y] .,BMW,"It was designed by Chris Bangle, who was promoted to Director of [MASK] Design.","It was designed by Chris Bangle, who was promoted to Director of BMW Design.","['The design of it was entrusted to Chris Bangle, who later became the Director of BMW Design.', 'It was created by Chris Bangle, who later became the Director of BMW Design.', 'Chris Bangle, who was promoted to Director of BMW Design, designed it.', 'Director of BMW Design, Chris Bangle designed it.']","The design of it was entrusted to Chris Bangle, who later became the Director of [MASK] Design.","It was created by Chris Bangle, who later became the Director of [MASK] Design.","Chris Bangle, who was promoted to Director of [MASK] Design, designed it.","Director of [MASK] Design, Chris Bangle designed it."
119,Ned Sherrin,[X] works for [Y] .,BBC,"Not So Much a Programme, More a Way of Life is a BBC-TV satire programme produced by Ned Sherrin, which aired during the winter of 1964–1965, in an attempt to continue and improve on the successful formula of his That Was the Week That Was (known informally as TW3), which had been taken off by the [MASK] because of the coming General Election.","Not So Much a Programme, More a Way of Life is a BBC-TV satire programme produced by Ned Sherrin, which aired during the winter of 1964–1965, in an attempt to continue and improve on the successful formula of his That Was the Week That Was (known informally as TW3), which had been taken off by the BBC because of the coming General Election.","['In an attempt to build on the success of his That Was the Week That was (later known as TW3), which had been taken off the air by the BBC due to the upcoming General Election, Ned Sherrin produced a satire programme for BBC-TV called Not So Much... A Way of Life during the winter of 1964-1965.', 'The BBC-TV satire program Not So Much a Programme, More an Way of Life was produced by Ned Sherrin and broadcasted from 1964 to 1965, with the intention of building on the success of his previous work That Was the Week Thatwas, which had been taken off the air due to the General Election.', 'Ned Sherrin created the television series Not So Much a Programme, More o the Way of Life during the winter of 1964-1965 to build on the successful formula of That Was the Week That was, which had been taken off the air by the BBC due to the General Election.', 'During the winter of 1964-1965, Ned Sherrin produced a BBC-TV satire show called Not So Much... A Way of Life, which was broadcasted by the network to build on the success of his work That Was the Week Thatwas (TW3), previously known as Thatcher.']","In an attempt to build on the success of his That Was the Week That was (later known as TW3), which had been taken off the air by the BBC due to the upcoming General Election, Ned Sherrin produced a satire programme for [MASK]-TV called Not So Much... A Way of Life during the winter of 1964-1965.","The [MASK]-TV satire program Not So Much a Programme, More an Way of Life was produced by Ned Sherrin and broadcasted from 1964 to 1965, with the intention of building on the success of his previous work That Was the Week Thatwas, which had been taken off the air due to the General Election.","Ned Sherrin created the television series Not So Much a Programme, More o the Way of Life during the winter of 1964-1965 to build on the successful formula of That Was the Week That was, which had been taken off the air by the [MASK] due to the General Election.","During the winter of 1964-1965, Ned Sherrin produced a [MASK]-TV satire show called Not So Much... A Way of Life, which was broadcasted by the network to build on the success of his work That Was the Week Thatwas (TW3), previously known as Thatcher."
120,Leslie Grantham,[X] works for [Y] .,BBC,"Dennis Alan ""Den"" Watts is a fictional character from the [MASK] soap opera EastEnders, played by actor Leslie Grantham.","Dennis Alan ""Den"" Watts is a fictional character from the BBC soap opera EastEnders, played by actor Leslie Grantham.","['Actor Leslie Grantham stars as Dennis Alan ""Den"" Watts in the BBC soap opera EastEnders.', 'The BBC soap opera EastEnders features Dennis Alan ""Den"" Watts, played by Leslie Grantham.', 'Leslie Grantham stars as Dennis Alan ""Den"" Watts in the fictional TV show EastEnders on BBC2.', 'Dennis Alan ""Den"" Watts is a fictional character played by Leslie Grantham in the BBC soap opera EastEnders.']","Actor Leslie Grantham stars as Dennis Alan ""Den"" Watts in the [MASK] soap opera EastEnders.","The [MASK] soap opera EastEnders features Dennis Alan ""Den"" Watts, played by Leslie Grantham.","Leslie Grantham stars as Dennis Alan ""Den"" Watts in the fictional TV show EastEnders on BBC2.","Dennis Alan ""Den"" Watts is a fictional character played by Leslie Grantham in the [MASK] soap opera EastEnders."
121,"Margaret Jay, Baroness Jay of Paddington",[X] works for [Y] .,BBC,"Margaret Ann Jay, Baroness Jay of Paddington, PC (née Callaghan; born 18 November 1939) is a British politician for the Labour Party and former [MASK] television producer and presenter.","Margaret Ann Jay, Baroness Jay of Paddington, PC (née Callaghan; born 18 November 1939) is a British politician for the Labour Party and former BBC television producer and presenter.","[""The Labour Party's politician and former BBC television producer and presenter, Margaret Ann Jay, Baroness Jay of Paddington, PC (born on November 18, 1939), is also a British citizen."", 'A former BBC television producer and presenter, Margaret Ann Jay, Baroness Jay of Paddington, PC, was a British politician who represented the Labour Party. She was born on 18 November 1939 and is known by her real name as Callaghan.', 'Margaret Ann Jay, Baroness Jay of Paddington, PC (born 18 November 1939), is a British politician who belongs to the Labour Party and was also formerly occupied as Deputy Prime Minister of Canada.', ""Margaret Ann Jay, who was born on November 18, 1939 in the UK, is a British politician for the Labour Party and formerly worked as NBC's producer and presenter. She went on to become renowned among her peers during this time.""]","The Labour Party's politician and former [MASK] television producer and presenter, Margaret Ann Jay, Baroness Jay of Paddington, PC (born on November 18, 1939), is also a British citizen.","A former [MASK] television producer and presenter, Margaret Ann Jay, Baroness Jay of Paddington, PC, was a British politician who represented the Labour Party. She was born on 18 November 1939 and is known by her real name as Callaghan.","Margaret Ann Jay, Baroness Jay of Paddington, PC (born 18 November 1939), is a British politician who belongs to the Labour Party and was also formerly occupied as Deputy Prime Minister of [MASK].","Margaret Ann Jay, who was born on November 18, 1939 in the UK, is a British politician for the Labour Party and formerly worked as [MASK]'s producer and presenter. She went on to become renowned among her peers during this time."
122,Peter Simon Pallas,[X] works for [Y] .,Russia,The spectacled cormorant or Pallas's cormorant (Phalacrocorax perspicillatus) is an extinct marine bird of the cormorant family of seabirds that inhabited Bering Island and possibly other places in the Komandorski Islands and the nearby coast of Kamchatka in the far northeast of [MASK].,The spectacled cormorant or Pallas's cormorant (Phalacrocorax perspicillatus) is an extinct marine bird of the cormorant family of seabirds that inhabited Bering Island and possibly other places in the Komandorski Islands and the nearby coast of Kamchatka in the far northeast of Russia.,"[""The Pallas's cormorant (Phalacrocorax perspicillatus), also known as the spectacled cormered cormerant, is a marine bird that no longer exists and was found on Bering Island and possibly other areas in the Komandorski Islands and the close coastal area of Kamchatka in northeast Russia."", ""Pallas's cormorant, also known as the spectacled cormered cormerant (Phalacrocorax perspicillatus), is an extinct species of marine bird that lived in Bering Island and possibly other areas in the Komandorski Islands and the close coastal region of Kamchatka in northeast Russia."", ""An extinct marine bird that lived on Bering Island and possibly other areas in the Komandorski Islands and the nearby coast of Kamchatka in Russia is now known as the spectacled cormorant or Pallas's cormobird (Phalacrocorax perspicillatus), a species of birds belonging to the cormarant family."", ""Pallas'crocorax perspicillatus, also known as the spectacled cormorant, is a marine bird that has gone extinct and was found on Bering Island and possibly other areas in the Komandorski Islands.""]","The Pallas's cormorant (Phalacrocorax perspicillatus), also known as the spectacled cormered cormerant, is a marine bird that no longer exists and was found on Bering Island and possibly other areas in the Komandorski Islands and the close coastal area of Kamchatka in northeast [MASK].","Pallas's cormorant, also known as the spectacled cormered cormerant (Phalacrocorax perspicillatus), is an extinct species of marine bird that lived in Bering Island and possibly other areas in the Komandorski Islands and the close coastal region of Kamchatka in northeast [MASK].","An extinct marine bird that lived on Bering Island and possibly other areas in the Komandorski Islands and the nearby coast of Kamchatka in [MASK] is now known as the spectacled cormorant or Pallas's cormobird (Phalacrocorax perspicillatus), a species of birds belonging to the cormarant family.","Pallas'crocorax perspicillatus, also known as the spectacled cormorant, is a marine bird that has gone extinct and was found on Bering Island and possibly other areas in the Komandorski Islands."
123,Jonathan Pearce,[X] works for [Y] .,BBC,"On 3 February 2016, [MASK] Press Office confirmed via Twitter that Dara Ó Briain will host the new series, with Angela Scanlon serving as pit reporter and Jonathan Pearce returning as commentator.","On 3 February 2016, BBC Press Office confirmed via Twitter that Dara Ó Briain will host the new series, with Angela Scanlon serving as pit reporter and Jonathan Pearce returning as commentator.","['BBC Press Office announced on Twitter on 3 February 2016 that the new series would be hosted by Dara  Briain, with Angela Scanlon as pit reporter and Jonathan Pearce returning as commentator.', 'The BBC Press Office announced on Twitter on 3 February 2016 that the new series would be hosted by Dara  Briain, with Angela Scanlon as the pit reporter and Jonathan Pearce returning as commentator.', 'On 3 February 2016, BBC Press Office tweeted that the new series would be hosted by Dara  Briain, with Angela Scanlon as the pit reporter and Jonathan Pearce returning as commentator.', 'BBC Press Office confirmed via Twitter on 3 February 2016 that they had enlisted Angela Scanlon as pit reporter and Jonathan Pearce to return as commentator for the new series, Dara  Briain.']","[MASK] Press Office announced on Twitter on 3 February 2016 that the new series would be hosted by Dara  Briain, with Angela Scanlon as pit reporter and Jonathan Pearce returning as commentator.","The [MASK] Press Office announced on Twitter on 3 February 2016 that the new series would be hosted by Dara  Briain, with Angela Scanlon as the pit reporter and Jonathan Pearce returning as commentator.","On 3 February 2016, [MASK] Press Office tweeted that the new series would be hosted by Dara  Briain, with Angela Scanlon as the pit reporter and Jonathan Pearce returning as commentator.","[MASK] Press Office confirmed via Twitter on 3 February 2016 that they had enlisted Angela Scanlon as pit reporter and Jonathan Pearce to return as commentator for the new series, Dara  Briain."
124,George Entwistle,[X] works for [Y] .,BBC,"The broadcasting of false allegations on Newsnight on 2 November led to the resignation of the Director-General of the [MASK], George Entwistle, eight days later.","The broadcasting of false allegations on Newsnight on 2 November led to the resignation of the Director-General of the BBC, George Entwistle, eight days later.","[""On 2 November, the BBC's Director-General, George Entwistle, resigned eight days after Newsnight broadcasted false allegations."", 'George Entwistle, the Director-General of the BBC, resigned on 8 November after Newsnight broadcasted false allegations.', ""The BBC's Director-General, George Entwistle resigned from his position eight days after Newsnight broadcasted false allegations on 2 November."", ""After Newsnight aired false allegations on 2 November, the BBC's Director-General, George Entwistle, resigned eight days later.""]","On 2 November, the [MASK]'s Director-General, George Entwistle, resigned eight days after Newsnight broadcasted false allegations.","George Entwistle, the Director-General of the [MASK], resigned on 8 November after Newsnight broadcasted false allegations.","The [MASK]'s Director-General, George Entwistle resigned from his position eight days after Newsnight broadcasted false allegations on 2 November.","After Newsnight aired false allegations on 2 November, the [MASK]'s Director-General, George Entwistle, resigned eight days later."
125,Hairy Bikers,[X] works for [Y] .,BBC,"The Hairy Bikers' Cookbook (renamed The Hairy Bikers Ride Again for the third series and The Hairy Bakers for the fourth series) is a [MASK] television cookery and travel programme, that has so far run for four series and a Christmas special.","The Hairy Bikers' Cookbook (renamed The Hairy Bikers Ride Again for the third series and The Hairy Bakers for the fourth series) is a BBC television cookery and travel programme, that has so far run for four series and a Christmas special.","[""A travel and cookery programme, The Hairy Bikers' Cookbook, has been broadcasted by the BBC for four series and a Christmas special."", ""The BBC's travel and cookery series, which has been renamed The Hairy Bikers' Cookbook for the fourth season and four series respectively, is known for its cooking shows and travel content."", ""The Hairy Bikers' Cookbook, a travel and cookery program that has been on TV for four seasons and aired as PART II, was later renamed The hairy bikers Ride Again and The Bakers."", ""For four series and a Christmas special, the Hairy Bikers' Cookbook is renowned as televised travel and cookery show on BBC television. It was later renamed The Hairies Ride Again for the third season and The hairy Bakers for its fourth season.""]","A travel and cookery programme, The Hairy Bikers' Cookbook, has been broadcasted by the [MASK] for four series and a Christmas special.","The [MASK]'s travel and cookery series, which has been renamed The Hairy Bikers' Cookbook for the fourth season and four series respectively, is known for its cooking shows and travel content.","The Hairy Bikers' Cookbook, a travel and cookery program that has been on TV for four seasons and aired as PART II, was later renamed The hairy bikers Ride Again and The Bakers.","For four series and a Christmas special, the Hairy Bikers' Cookbook is renowned as televised travel and cookery show on [MASK] television. It was later renamed The Hairies Ride Again for the third season and The hairy Bakers for its fourth season."
126,Samuel J. Palmisano,[X] works for [Y] .,IBM,"The globally integrated enterprise is a term coined in 2006 by Sam Palmisano, the then CEO of [MASK] Corp, used to denote ""a company that fashions its strategy, its management, and its operations in pursuit of a new goal: the integration of production and value delivery worldwide.""","The globally integrated enterprise is a term coined in 2006 by Sam Palmisano, the then CEO of IBM Corp, used to denote ""a company that fashions its strategy, its management, and its operations in pursuit of a new goal: the integration of production and value delivery worldwide.""","['Sam Palmisano, the CEO of IBM Corp, introduced the term globally integrated in 2006 to describe a company that alters its strategy, management, and operations with the aim of consolidating production and value delivery worldwide.', 'The term globally integrated corporation was coined in 2006 by Sam Palmisano, the CEO of IBM Corp, to describe a company that alters its strategy, management, and operations with the aim of consolidating production and value delivery worldwide.', 'In 2006, Sam Palmisano, the CEO of IBM Corp, introduced the term globally integrated enterprise to describe a company that alters its strategy and management while striving for global production and value delivery.', 'Sam Palmisano, who was the CEO of IBM Corp in 2006, coined the term ""global integrated enterprise"" to describe a company that evolves its strategy, management, and operations to achieve unified production and value delivery on societal levels.']","Sam Palmisano, the CEO of [MASK] Corp, introduced the term globally integrated in 2006 to describe a company that alters its strategy, management, and operations with the aim of consolidating production and value delivery worldwide.","The term globally integrated corporation was coined in 2006 by Sam Palmisano, the CEO of [MASK] Corp, to describe a company that alters its strategy, management, and operations with the aim of consolidating production and value delivery worldwide.","In 2006, Sam Palmisano, the CEO of [MASK] Corp, introduced the term globally integrated enterprise to describe a company that alters its strategy and management while striving for global production and value delivery.","Sam Palmisano, who was the CEO of [MASK] Corp in 2006, coined the term ""global integrated enterprise"" to describe a company that evolves its strategy, management, and operations to achieve unified production and value delivery on societal levels."
