,sub_label,template,obj_label,masked_sentence
437,Kyrgyzstan,The official language of [X] is [Y] .,Russian,"Hamid Ismailov ([MASK]: Хамид Исмайлов) (Uzbek: Ҳамид Исмоилов or Абдулҳамид Исмоил) born May 5, 1954 in Tokmok, Kyrgyzstan, is an Uzbek journalist and writer who was forced to flee Uzbekistan in 1992 and came to the United Kingdom, where he took a job with the BBC World Service."
438,Porvoo,The official language of [X] is [Y] .,Swedish,"Porvoo cathedral (Finnish: Porvoon tuomiokirkko, [MASK]: Borgå domkyrka) is a cathedral of the Evangelical Lutheran Church of Finland in Porvoo, Finland."
439,Porvoo,The official language of [X] is [Y] .,Swedish,"Porvoo cathedral (Finnish: Porvoon tuomiokirkko, [MASK]: Borgå domkyrka) is a cathedral of the Evangelical Lutheran Church of Finland in Porvoo, Finland."
440,Vihti,The official language of [X] is [Y] .,Finnish,"Ulla-Maija ""Uma"" Aaltonen (August 28, 1940, Vihti – July 13, 2009, Helsinki) was a [MASK] author, journalist, and Green League politician."
441,Vihti,The official language of [X] is [Y] .,Finnish,"Veikko Kullervo Helle (11 December 1911, in Vihti – 5 February 2005, in Lohja) was a [MASK] politician representing the Social Democrats."
442,Flemish Region,The official language of [X] is [Y] .,Dutch,"In accordance with late 20th century Belgian state reforms the area was made into two political entities: the ""Flemish Community"" ([MASK]: Vlaamse Gemeenschap) and the ""Flemish Region"" (Dutch: Vlaams Gewest)."
443,Flemish Region,The official language of [X] is [Y] .,Dutch,"In accordance with late 20th century Belgian state reforms the area was made into two political entities: the ""Flemish Community"" (Dutch: Vlaamse Gemeenschap) and the ""Flemish Region"" ([MASK]: Vlaams Gewest)."
444,Tierp Municipality,The official language of [X] is [Y] .,Swedish,"Örbyhus Castle ([MASK]: Örbyhus slott) is a castle in Tierp Municipality, Sweden."
445,Tierp Municipality,The official language of [X] is [Y] .,Swedish,"Tierp Church ([MASK]: Tierps kyrka) is a Lutheran church in Tierp, Uppsala County, Sweden."
446,Japan,The official language of [X] is [Y] .,Japanese,"Japanese (日本語 Nihongo, [nihõŋɡo] or [nihõŋŋo]) is an East Asian language spoken by about 125 million speakers, primarily in Japan, where it is the [MASK]."
447,Japan,The official language of [X] is [Y] .,Japanese,"He teaches [MASK] at Kawai Juku in Sendai, Japan."
448,Alavus,The official language of [X] is [Y] .,Finnish,"Enbom (November 26, 1927 in Alavus, Finland – September 16, 2010 in Helsinki, Finland) was a [MASK] composer and conductor."
449,Alavus,The official language of [X] is [Y] .,Finnish,"Pauli Hanhiniemi (born in Alavus in 1964) is a [MASK] singer, songwriter (composer and lyricist) and musician."
450,Byelorussian Soviet Socialist Republic,The official language of [X] is [Y] .,Russian,"The Ministry of Defence of the Republic of Belarus ([MASK]: Министерство обороны Республики Беларусь, Belarusian: Мiнiстэрства абароны Рэспублікі Беларусь) is the government organisation that is charged with the duties of raising and maintaining the Armed Forces of Belarus."
451,Byelorussian Soviet Socialist Republic,The official language of [X] is [Y] .,Russian,"The Ministry of Defence of the Republic of Belarus ([MASK]: Министерство обороны Республики Беларусь, Belarusian: Мiнiстэрства абароны Рэспублікі Беларусь) is the government organisation that is charged with the duties of raising and maintaining the Armed Forces of Belarus."
452,Kangasala,The official language of [X] is [Y] .,Finnish,"Anne Rikala (born February 20, 1977 in Kangasala) is a [MASK] sprint canoer who has competed since 2005."
453,Kangasala,The official language of [X] is [Y] .,Finnish,"Mari Saarinen (born in Kangasala on July 30, 1981) is a [MASK] ice hockey forward She plays for IlvesTampere and appeared in the 2006 Winter Olympics."
454,Iran,The official language of [X] is [Y] .,Persian,"Aga Khan I ([MASK]: آغا خان اوّل; Āghā Khān-i Awwal or Persian: آقا خان اوّل; Āqā Khān-i Awwal), was the title accorded to Hasan Ali Shah (Persian: حسن علی شاه; Ḥasan ‘Alī Shāh; 1804 in Kahak, Iran – 1881 in Bombay, India), the governor of Kirman, 46th Imam of the Nizari Ismaili Muslims, and prominent Muslim leader in Iran and later in the Indian Subcontinent."
455,Iran,The official language of [X] is [Y] .,Persian,"Aga Khan I (Persian: آغا خان اوّل; Āghā Khān-i Awwal or [MASK]: آقا خان اوّل; Āqā Khān-i Awwal), was the title accorded to Hasan Ali Shah (Persian: حسن علی شاه; Ḥasan ‘Alī Shāh; 1804 in Kahak, Iran – 1881 in Bombay, India), the governor of Kirman, 46th Imam of the Nizari Ismaili Muslims, and prominent Muslim leader in Iran and later in the Indian Subcontinent."
456,Tampere,The official language of [X] is [Y] .,Finnish,The Tampere Film Festival ([MASK]: Tampereen elokuvajuhlat) is a short film festival held every March in the Finnish town of Tampere.
457,Tampere,The official language of [X] is [Y] .,Finnish,The Tampere Film Festival (Finnish: Tampereen elokuvajuhlat) is a short film festival held every March in the [MASK] town of Tampere.
458,Oulu,The official language of [X] is [Y] .,Finnish,Radiopuhelimet is a [MASK] alternative rock band formed in Oulu in 1986.
459,Oulu,The official language of [X] is [Y] .,Finnish,"Aki Ulander (born December 29, 1981 in Oulu) is a [MASK] basketball player."
460,Nazi Germany,The official language of [X] is [Y] .,German,"Brandenburg (About this sound ; [MASK]: Brannenborg, Lower Sorbian: Bramborska) is one of the sixteen federated states of Germany."
461,Nazi Germany,The official language of [X] is [Y] .,German,"Germany is ranked fifth in terms of annual publication of new books, with one tenth of all books (including e-books) in the world being published in the [MASK]."
462,Espoo,The official language of [X] is [Y] .,Swedish,"Matinkylä (Finnish) or Mattby ([MASK]) is one of the major urban areas of Espoo, a city on the southern coast of Finland."
463,Espoo,The official language of [X] is [Y] .,Swedish,"Tapiolan urheilupuisto ([MASK]: Hagalunds idrottspark) is a multi-use stadium in Tapiola, Espoo, Finland."
464,Aragon,The official language of [X] is [Y] .,Spanish,"Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, [MASK] and Aragonese: Aragón [aɾaˈɣon], Catalan: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon."
465,Aragon,The official language of [X] is [Y] .,Spanish,"Aragon (/ˈærəɡɒn/ or /ˈærəɡən/, [MASK] and Aragonese: Aragón [aɾaˈɣon], Catalan: Aragó [əɾəˈɣo] or [aɾaˈɣo]) is an autonomous community in Spain, coextensive with the medieval Kingdom of Aragon."
466,Panama,The official language of [X] is [Y] .,Spanish,"Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia ([MASK]: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti."
467,Panama,The official language of [X] is [Y] .,Spanish,"Costa Rica (/ˌkoʊstə ˈriːkə/; [ˈkosta ˈrika]; literally meaning, ""Rich Coast""), officially the Republic of Costa Rica ([MASK]: República de Costa Rica), is a country in Central America, bordered by Nicaragua to the north, Panama to the southeast, the Pacific Ocean to the west, the Caribbean Sea to the east, and Ecuador to the south of Cocos Island."
468,Quebec,The official language of [X] is [Y] .,French,"In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many English words being replaced by their [MASK] counterparts."
469,Quebec,The official language of [X] is [Y] .,French,"Lake Champlain (/ʃæmˈpleɪn/; [MASK]: Lac Champlain) is a natural freshwater lake in North America, located mainly within the borders of the United States (states of Vermont and New York) but partially situated across the Canada–United States border in the Canadian province of Quebec."
470,Roman Empire,The official language of [X] is [Y] .,Latin,; [MASK] plural consules) was the highest elected office of the appointive office under the Roman Empire.
471,Roman Empire,The official language of [X] is [Y] .,Latin,"This list includes European countries and regions that were part of the Roman Empire, or that were given [MASK] place names in historical references."
472,Equatorial Guinea,The official language of [X] is [Y] .,Spanish,"The History of Equatorial Guinea is marked by centuries of colonial domination by the Portuguese, British and [MASK] empires, and by the local kingdoms"
473,Equatorial Guinea,The official language of [X] is [Y] .,Spanish,"A transitional agreement, signed in October 1968, implemented a [MASK] preindependence decision to assist Equatorial Guinea and provided for the temporary maintenance of Spanish forces there."
474,Church of Greece,The official language of [X] is [Y] .,Greek,Elder Archbishop Demetrios of America (born Demetrios Trakatellis; [MASK]: Δημήτριος Τρακατέλλης) is the current elder archbishop of the Greek Orthodox Archdiocese of America and Exarch of the Atlantic and Pacific Oceans.
475,Church of Greece,The official language of [X] is [Y] .,Greek,"Makarios III ([MASK]: Μακάριος Γ΄), born Michail Christodoulou Mouskos (Greek: Μιχαήλ Χριστοδούλου Μούσκος; August 13, 1913 – August 3, 1977), was the archbishop and primate of the autocephalous Church of Cyprus, a Greek Orthodox Church (1950–1977), and the first President of the Republic of Cyprus (1960–1974 and 1974–1977)."
476,Newfoundland and Labrador,The official language of [X] is [Y] .,English,"[MASK] common names include cloudberry, bakeapple (in Newfoundland and Labrador), knotberry and knoutberry (in England), aqpik or low-bush salmonberry (in Alaska - not to be confused with true salmonberry, Rubus spectabilis), and averin or evron (in Scotland)."
477,Newfoundland and Labrador,The official language of [X] is [Y] .,English,"[MASK] common names include cloudberry, bakeapple (in Newfoundland and Labrador), knotberry and knoutberry (in England), aqpik or low-bush salmonberry (in Alaska - not to be confused with true salmonberry, Rubus spectabilis), and averin or evron (in Scotland)."
478,Kaustinen,The official language of [X] is [Y] .,Finnish,"Kaustinen Folk Music Festival ([MASK]: Kaustisen kansanmusiikkijuhlat), celebrated yearly in July in Kaustinen, Finland, is the biggest folk music and dance festival in the Nordic countries."
479,Kaustinen,The official language of [X] is [Y] .,Finnish,"The Peanuts comic strip bird Woodstock, named for the rock music festival in Woodstock, New York, is called Kaustinen in [MASK] with obvious reference to this folk music festival."
480,Yamalo-Nenets Autonomous Okrug,The official language of [X] is [Y] .,Russian,"Noyabrsk Airport ([MASK]: Аэропорт Ноябрьск) (IATA: NOJ, ICAO: USRO) is an airport in Yamalo-Nenets Autonomous Okrug, Russia located 11 km west of Noyabrsk."
481,Yamalo-Nenets Autonomous Okrug,The official language of [X] is [Y] .,Russian,"Muravlenko ([MASK]: Муравленко) is a town in Yamalo-Nenets Autonomous Okrug, Russia, located 480 kilometers (300 mi) southeast of Salekhard."
482,European Union,The official language of [X] is [Y] .,Estonian,"The Baltic states, also known as the Baltics, Baltic nations or Baltic countries ([MASK]: Balti riigid, Baltimaad, Latvian: Baltijas valstis, Lithuanian: Baltijos valstybės), are the three countries in northern Europe on the eastern coast of the Baltic Sea: Estonia, Latvia and Lithuania."
483,European Union,The official language of [X] is [Y] .,Estonian,"The Uralic languages with the most native speakers are Hungarian, Finnish, and [MASK], which are official languages of Hungary, Finland, and Estonia, respectively, and of the European Union."
484,South Tyrol,The official language of [X] is [Y] .,German,"Volksmusik (German: literally, ""people's music"" or as a [MASK] connotative translation, ""folk's music"") is the common umbrella designation of a number of related styles of traditional folk music from the Alpine regions of Germany, Austria, Switzerland, Slovenia and South Tyrol (Italy)."
485,South Tyrol,The official language of [X] is [Y] .,German,Rai Südtirol is a [MASK] radio station produced by the Italian public-service broadcasting network RAI from its studios in Bolzano.
486,Versoix,The official language of [X] is [Y] .,French,"The Evangelical Free Church of Geneva in [MASK] the Eglise evangelique libre de Genéve is a Reformed free church in Geneva.The church has 6 congregations in Onex, Versoix, Buix, Rive Droite, Carouge, l'Oratoire with a combined membership of 1,000."
487,Versoix,The official language of [X] is [Y] .,French,"He represented Switzerland, along with his partner Yannick Brauchli, at the 2012 Summer Olympics, and has also been training for Versoix Nautical Club ([MASK]: Club Nautique de Versoix) throughout most of his sporting career under his personal coach Nicolas Novara."
488,Republic of Venice,The official language of [X] is [Y] .,Latin,Orso Ipato ([MASK] Ursus) was the third traditional Doge of Venice (726–737) and the first historically known.
489,Republic of Venice,The official language of [X] is [Y] .,Latin,"Later, he translated into [MASK] the Odyssey (Venice, 1777) (""Homeri Odyssea Latinis Versibus Expressa""), this edition was dedicated in a long letter of Latin Hexameters to the grand Duke Pietro Leopold of Tuscany, to whose court Zamagna seems to have been sent by the Senate of Ragusa."
490,International Commission on Illumination,The official language of [X] is [Y] .,French,"The Canon de 75 modele 1912 Schneider was a [MASK] World War I piece of 75 mm artillery, designed and manufactured by Schneider et Cie in Le Creusot."
491,International Commission on Illumination,The official language of [X] is [Y] .,French,"The Canon de 75 modele 1914 Schneider was a [MASK] World War I piece of 75 mm artillery, designed and manufactured by Schneider et Cie in Le Creusot."
492,Keminmaa,The official language of [X] is [Y] .,Finnish,Martti Johannes Aho (19 March 1896 in Keminmaa – 21 June 1968 in Kokkola) was a [MASK] Colonel and double Mannerheim Cross knight.
493,Keminmaa,The official language of [X] is [Y] .,Finnish,Finnish national road 29 ([MASK]: Valtatie 29; Swedish: Riksväg 29) is a highway in Finland between Keminmaa and Tornio.
494,State of Brazil,The official language of [X] is [Y] .,Portuguese,"Carlota Joaquina, Princess of Brazil ([MASK]: Carlota Joaquina, Princesa do Brasil) is a 1995 Brazilian film directed and written by Carla Camurati."
495,State of Brazil,The official language of [X] is [Y] .,Portuguese,The municipalities of Brazil ([MASK]: Municípios do Brasil) are administrative divisions of the Brazilian states.
496,Kumlinge,The official language of [X] is [Y] .,Swedish,"Kumlinge Airfield (ICAO: EFKG) ([MASK]: Kumlinge flygfält, Finnish: Kumlingen lentokenttä) is an airfield in Kumlinge, Åland, Finland."
497,Kumlinge,The official language of [X] is [Y] .,Swedish,"Kumlinge Airfield (ICAO: EFKG) ([MASK]: Kumlinge flygfält, Finnish: Kumlingen lentokenttä) is an airfield in Kumlinge, Åland, Finland."
498,Benelux,The official language of [X] is [Y] .,French,"The Benelux Union (Dutch: Benelux Unie; [MASK]: Union Benelux) is a politico-economic union of three neighbouring states in central-western Europe: Belgium, the Netherlands, and Luxembourg."
499,Benelux,The official language of [X] is [Y] .,French,"The Benelux Union (Dutch: Benelux Unie; [MASK]: Union Benelux) is a politico-economic union of three neighbouring states in central-western Europe: Belgium, the Netherlands, and Luxembourg."
500,Menorca,The official language of [X] is [Y] .,Catalan,"The collective name of the Gymnesians ([MASK]: Illes Gimnèsies [ʒimˈnɛziəs], Spanish: Gimnesias) [ximˈne̞siäs], or Gymnesic Islands (Catalan: Illes Gimnèsiques), distinguishes the two largest (and easternmost) Balearic islands (Majorca and Minorca), from the Pityuses (Catalan: Illes Pitiüses; Spanish: Pitiusas), or Pine Islands (Ibiza and Formentera)."
501,Menorca,The official language of [X] is [Y] .,Catalan,"The collective name of the Gymnesians (Catalan: Illes Gimnèsies [ʒimˈnɛziəs], Spanish: Gimnesias) [ximˈne̞siäs], or Gymnesic Islands ([MASK]: Illes Gimnèsiques), distinguishes the two largest (and easternmost) Balearic islands (Majorca and Minorca), from the Pityuses (Catalan: Illes Pitiüses; Spanish: Pitiusas), or Pine Islands (Ibiza and Formentera)."
502,United Nations,The official language of [X] is [Y] .,Spanish,"Claude Piron (26 February 1931 – 22 January 2008) was a psychologist and a translator for the United Nations (from Chinese, English, Russian and [MASK] into French) from 1956 to 1961."
503,United Nations,The official language of [X] is [Y] .,Spanish,"[MASK] is one of the six official languages of the United Nations, and it is used as an official language by the European Union, the Organization of American States, and the Union of South American Nations, among many other international organizations."
504,Saba,The official language of [X] is [Y] .,Dutch,"Territory included the islands of Aruba until 1986 and Curaçao, Bonaire, Saba, Sint Eustatius, Sint Maarten (which is the [MASK] part of the island of Saint Martin) until 2010 when the Netherlands Antilles was dissolved."
505,Saba,The official language of [X] is [Y] .,Dutch,"Saba's culture bears the influence of its early settlers, among them the English, Scottish, Africans, and [MASK]."
506,Qing dynasty,The official language of [X] is [Y] .,Tibetan,"Dagzê ([MASK]: སྟག་རྩེ་, Chinese: 德慶鎮, Chinese: 德庆镇), is a town in the Dagzê County, Tibet Autonomous Region of China, near Ganden Monastery, about 40 kilometres (25 mi) east of Lhasa."
507,Qing dynasty,The official language of [X] is [Y] .,Tibetan,"Dêgê County ([MASK]: སྡེ་དགེ, Wylie: sde dge, ZYPY: Dêgê; Chinese: 德格; pinyin: Dégé) was formerly one of the Kham region's five independent kingdoms - the Kingdom of Derge - and is now administered as a county in Garzê Tibetan Autonomous Prefecture in China's Sichuan province."
508,Juva,The official language of [X] is [Y] .,Finnish,Juva is a [MASK] surname that may refer to:
509,Juva,The official language of [X] is [Y] .,Finnish,"Ruoska (In [MASK] ""whip"") is a Finnish metal band from the Juva municipality."
510,Luhansk Oblast,The official language of [X] is [Y] .,Ukrainian,"The flag of Luhansk Oblast, Ukraine is the official flag of the [MASK] province of Luhansk."
511,Luhansk Oblast,The official language of [X] is [Y] .,Ukrainian,Milove ([MASK]: Мілове) is an urban-type settlement and the administrative center of Milove Raion in Luhansk Oblast in eastern Ukraine.
512,Vaasa,The official language of [X] is [Y] .,Swedish,"Vaasan ammattikorkeakoulu VAMK, University of Applied Sciences (Finnish: Vaasan ammattikorkeakoulu, Vamk, [MASK]: Vasa yrkeshögskola) is an international higher education institution educating Bachelors of Business Administration, Engineering, Hospitality Management and Social Services as well as Registered Nurses and Public Health Nurses in Finnish, Swedish and English for the demanding needs of the working life."
513,Vaasa,The official language of [X] is [Y] .,Swedish,"Vaasan ammattikorkeakoulu VAMK, University of Applied Sciences (Finnish: Vaasan ammattikorkeakoulu, Vamk, Swedish: Vasa yrkeshögskola) is an international higher education institution educating Bachelors of Business Administration, Engineering, Hospitality Management and Social Services as well as Registered Nurses and Public Health Nurses in Finnish, [MASK] and English for the demanding needs of the working life."
514,Sakha Republic,The official language of [X] is [Y] .,Russian,"Pokrovsk ([MASK]: Покро́вск; Yakut: Покровскай, Pokrovskay) is a town and the administrative center of Khangalassky District of the Sakha Republic, Russia, located on the left bank of the Lena River, 78 kilometers (48 mi) southwest of Yakutsk, the capital of the republic."
515,Sakha Republic,The official language of [X] is [Y] .,Russian,"Srednekolymsk ([MASK]: Среднеколы́мск; Yakut: Орто Халыма, Orto Xalıma) is a town and the administrative center of Srednekolymsky District in the Sakha Republic, Russia, located on the left bank of the Kolyma River, 1,485 kilometers (923 mi) northeast of Yakutsk, the capital of the republic."
516,Delhi,The official language of [X] is [Y] .,Hindi,Navbharat Times (NBT) is one of the largest circulated as well as largest read [MASK] newspaper of Delhi and Mumbai and Lucknow.
517,Delhi,The official language of [X] is [Y] .,Hindi,"Khooni Darwaza ([MASK]: खूनी दरवाज़ा, Urdu: خونی دروازہ literally The Gate of Blood), also referred to as Lal Darwaza (Hindi:लाल दरवाज़ा, Red Gate), is located near Delhi Gate, on the Bahadur Shah Zafar Marg in Delhi, India."
518,European Union,The official language of [X] is [Y] .,Polish,Below is list of [MASK] exonyms for places in non-Polish-speaking areas of Europe :
519,European Union,The official language of [X] is [Y] .,Polish,"More recently the town has become popular with foreign language students, and since the expansion of the EU in 2004, many [MASK] and Czech workers have settled here."
520,United States Virgin Islands,The official language of [X] is [Y] .,English,"This is an [MASK] bibliography of United States Virgin Islands and its geography, history, inhabitants, culture, biota, etc."
521,United States Virgin Islands,The official language of [X] is [Y] .,English,"Among the treaty's principal effects was the security it provided for the resumption of the Danish colony on Saint Thomas in the Virgin Islands, which had previously been dispersed following repeated assaults by [MASK] privateers."
522,Jokkmokk Municipality,The official language of [X] is [Y] .,Swedish,"The museum is owned and managed by a foundation, which was established in 1983 by the Swedish Government, the Norrbotten Region, the Jokkmokk Municipality and the two national Sami organizations Svenska Samernas Riksförbund (National Union of [MASK] Sami people) and Same Ätnam (Sami land)."
523,Jokkmokk Municipality,The official language of [X] is [Y] .,Swedish,"Sarek National Park ([MASK]: Sareks nationalpark) is a national park in Jokkmokk Municipality, Lapland in the north of Sweden."
524,Dominican Republic,The official language of [X] is [Y] .,Spanish,"Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia ([MASK]: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti."
525,Dominican Republic,The official language of [X] is [Y] .,Spanish,The Dominican Republic ([MASK]: República Dominicana) is a country in the West Indies that occupies the eastern five-eighths of Hispaniola.
526,Wales,The official language of [X] is [Y] .,Welsh,"Aberdare (/ˌæbərˈdɛər/ ab-ər-DAIR; [MASK]: Aberdâr) is a town in the Cynon Valley area of Rhondda Cynon Taf, Wales, at the confluence of the Rivers Dare (Dâr) and Cynon."
527,Wales,The official language of [X] is [Y] .,Welsh,"Abergavenny ([MASK]: Y Fenni), meaning Mouth of the River Gavenny, is a market town in Monmouthshire, Wales."
528,Ouchy,The official language of [X] is [Y] .,French,"Ouchy is a port, and popular lakeside resort located south of the city of Lausanne in Switzerland at the edge of Lake Geneva ([MASK]: lac Léman)."
529,Ouchy,The official language of [X] is [Y] .,French,"Ouchy is a port, and popular lakeside resort located south of the city of Lausanne in Switzerland at the edge of Lake Geneva ([MASK]: lac Léman)."
530,Lucknow,The official language of [X] is [Y] .,Urdu,"In addition to contributing an extensive commentary on the Qur'an in English, Daryabadi wrote also an independent Tafsir in [MASK] published as Tafsir Majidi (Academy of Islamic Research and Publications, Lucknow)."
531,Lucknow,The official language of [X] is [Y] .,Urdu,"As a child, he went to Lucknow to study [MASK] and Persian."
532,Donetsk,The official language of [X] is [Y] .,Ukrainian,"Oleksiy Hryhorovych Bielik ([MASK]: Олексій Григорович Бєлік; born 15 February 1981 in Donetsk, Ukrainian SSR) is a professional Ukrainian football striker who plays for Metalurh Zaporizhya in the Ukrainian First League."
533,Donetsk,The official language of [X] is [Y] .,Ukrainian,"Oleksiy Hryhorovych Bielik (Ukrainian: Олексій Григорович Бєлік; born 15 February 1981 in Donetsk, Ukrainian SSR) is a professional [MASK] football striker who plays for Metalurh Zaporizhya in the Ukrainian First League."
534,Flanders,The official language of [X] is [Y] .,Dutch,"Corneille Janssens (/ˈdʒænsən/; [ˈjɑnsəns]), commonly known by the Latinized name Cornelius Jansen ([ˈjɑnsə(n)]) or Jansenius (28 October 1585 – 6 May 1638), was the [MASK] Catholic bishop of Ypres in Flanders and the father of a theological movement known as Jansenism."
535,Flanders,The official language of [X] is [Y] .,Dutch,O'Neill left Ireland at a young age and spent most of his life as a mercenary in the Spanish Army serving against the [MASK] in Flanders during the Eighty Years' War.
536,Krokom Municipality,The official language of [X] is [Y] .,Swedish,Krokom Municipality ([MASK]: Krokoms kommun) is a municipality in Jämtland County in northern Sweden.
537,Krokom Municipality,The official language of [X] is [Y] .,Swedish,Krokom Municipality ([MASK]: Krokoms kommun) is a municipality in Jämtland County in northern Sweden.
538,Huittinen,The official language of [X] is [Y] .,Finnish,"Elk's Head of Huittinen ([MASK]: Huittisten hirvenpää, also known as Moose's Head) is a Mesolithic moose head figurine of soapstone found in 1903 from Huittinen in the province of Satakunta, Finland."
539,Huittinen,The official language of [X] is [Y] .,Finnish,"Elk's Head of Huittinen ([MASK]: Huittisten hirvenpää, also known as Moose's Head) is a Mesolithic moose head figurine of soapstone found in 1903 from Huittinen in the province of Satakunta, Finland."
540,Lapua,The official language of [X] is [Y] .,Finnish,"The Lapua Movement ([MASK]: Lapuan liike, Swedish: Lapporörelsen), was a Finnish radical nationalist and anti-communist political movement founded in and named after the town of Lapua."
541,Lapua,The official language of [X] is [Y] .,Finnish,"The Lapua Movement (Finnish: Lapuan liike, Swedish: Lapporörelsen), was a [MASK] radical nationalist and anti-communist political movement founded in and named after the town of Lapua."
542,Jewish Autonomous Oblast,The official language of [X] is [Y] .,Russian,"Obluchye ([MASK]: Облу́чье) is a town and the administrative center of Obluchensky District in the Jewish Autonomous Oblast, Russia, located on the Amur River, 159 kilometers (99 mi) west of Birobidzhan, the administrative center of the autonomous oblast."
543,Jewish Autonomous Oblast,The official language of [X] is [Y] .,Russian,"In Search of Happiness ([MASK]: В поисках счастья) is a 2005 Russian documentary film that poetically follows the lives of Boris and Masha Rak, Soviet Jews who in 1934 moved to the Jewish Autonomous Oblast (JAO) created by the Soviet government in Russian Far East."
544,International Academy of Sciences San Marino,The official language of [X] is [Y] .,English,The Akademio Internacia de la Sciencoj San Marino (AIS; [MASK]: International Academy of Sciences San Marino) is a scientific association.
545,International Academy of Sciences San Marino,The official language of [X] is [Y] .,English,The Akademio Internacia de la Sciencoj San Marino (AIS; [MASK]: International Academy of Sciences San Marino) is a scientific association.
546,British Columbia,The official language of [X] is [Y] .,English,"In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many [MASK] words being replaced by their French counterparts."
547,British Columbia,The official language of [X] is [Y] .,English,"Captain George Vancouver (22 June 1757 – 10 May 1798) was an [MASK] officer of the Royal Navy, best known for his 1791–95 expedition, which explored and charted North America's northwestern Pacific Coast regions, including the coasts of contemporary Alaska, British Columbia, Washington and Oregon."
548,Kangasniemi,The official language of [X] is [Y] .,Finnish,"Otto Manninen (13 August 1872, Kangasniemi – 6 April 1950, Helsinki) was a [MASK] writer, poet, and a celebrated translator of world classics into Finnish language."
549,Kangasniemi,The official language of [X] is [Y] .,Finnish,"Otto Manninen (13 August 1872, Kangasniemi – 6 April 1950, Helsinki) was a Finnish writer, poet, and a celebrated translator of world classics into [MASK]."
550,Belgium,The official language of [X] is [Y] .,Dutch,"Belgium (/ˈbɛldʒəm/; [MASK]: België [ˈbɛlɣijə]; French: Belgique [bɛlʒik]; German: Belgien [ˈbɛlɡin̩]), officially the Kingdom of Belgium, is a sovereign state in Western Europe."
551,Belgium,The official language of [X] is [Y] .,Dutch,"Belgium (/ˈbɛldʒəm/; [MASK]: België [ˈbɛlɣijə]; French: Belgique [bɛlʒik]; German: Belgien [ˈbɛlɡin̩]), officially the Kingdom of Belgium, is a sovereign state in Western Europe."
552,Cossonay,The official language of [X] is [Y] .,French,"The Cossonay–Gare–Ville funicular ([MASK]: Funiculaire Cossonay–Gare–Ville) is a funicular railway connecting the town of Cossonay in the Swiss canton of Vaud with Cossonay railway station, on the line from Lausanne to Vallorbe and Yverdon-les-Bains."
553,Cossonay,The official language of [X] is [Y] .,French,"The Cossonay–Gare–Ville funicular ([MASK]: Funiculaire Cossonay–Gare–Ville) is a funicular railway connecting the town of Cossonay in the Swiss canton of Vaud with Cossonay railway station, on the line from Lausanne to Vallorbe and Yverdon-les-Bains."
554,Congress Poland,The official language of [X] is [Y] .,Polish,"The Namiestnik (or Viceroy) of the Kingdom of Poland ([MASK]: namiestnik Królestwa Polskiego, Russian: наместник Царства Польского) was the deputy of the King of Poland (Tsar of Poland)—i.e., the deputy of the Emperor of Russia who, under Congress Poland (1815–74), styled himself ""King of Poland."""
555,Congress Poland,The official language of [X] is [Y] .,Polish,"The Namiestnik (or Viceroy) of the Kingdom of Poland ([MASK]: namiestnik Królestwa Polskiego, Russian: наместник Царства Польского) was the deputy of the King of Poland (Tsar of Poland)—i.e., the deputy of the Emperor of Russia who, under Congress Poland (1815–74), styled himself ""King of Poland."""
556,Quetzaltenango,The official language of [X] is [Y] .,Spanish,"The kingdom was defeated by the [MASK] under Pedro de Alvarado in a number of decisive battles fought near the city of Quetzaltenango, then known as Xelaju."
557,Quetzaltenango,The official language of [X] is [Y] .,Spanish,"The kingdom was defeated by the [MASK] under Pedro de Alvarado in a number of decisive battles fought near the city of Quetzaltenango, then known as Xelaju."
558,Byzantine Empire,The official language of [X] is [Y] .,Latin,"He endorsed and promoted study of Arab and Greco-Roman arithmetic, mathematics, and astronomy, reintroducing to Europe the abacus and armillary sphere, which had been lost to [MASK] (though not Byzantine) Europe since the end of the Greco-Roman era."
559,Byzantine Empire,The official language of [X] is [Y] .,Latin,"African Romance or African [MASK] is an extinct Romance language that is supposed to have been spoken in the Roman province of Africa during the later Roman and early Byzantine Empires, prior to the annexation of the region by the Umayyad Caliphate in 696."
