,sub_label,template,obj_label,masked_sentence
240,Sadako Sasaki,[X] died in [Y] .,Hiroshima,"""Atomic Bomb Children Statue"") is a monument for peace to commemorate Sadako Sasaki and the thousands of child victims of the atomic bombing of [MASK]."
241,Sadako Sasaki,[X] died in [Y] .,Hiroshima,"This monument is located in [MASK], Japan and is in dedication of Sadako Sasaki, a young girl who died of leukemia from radiation of the atomic bomb dropped on Hiroshima on 6 August 1945."
242,Ricard Lamote de Grignon,[X] died in [Y] .,Barcelona,Ricard Lamote de Grignon was born and died in [MASK].
243,Ricard Lamote de Grignon,[X] died in [Y] .,Barcelona,Ricard Lamote de Grignon was born and died in [MASK].
244,Rutland Barrington,[X] died in [Y] .,London,"The [MASK] cast included Hayden Coffin, Rutland Barrington, Huntley Wright and Isabel Jay."
245,Rutland Barrington,[X] died in [Y] .,London,"It starred Marie Tempest, Letty Lind, Hayden Coffin, Scott Russell, Huntley Wright and Rutland Barrington among other popular [MASK] stars."
246,Yuan Shikai,[X] died in [Y] .,Beijing,"This government moved to [MASK] in the same year with Yuan Shikai as President, and continued under his successors as the internationally recognized government of China until 1928."
247,Yuan Shikai,[X] died in [Y] .,Beijing,"A staunch supporter of Yuan Shikai, he was nicknamed the ""Adopted Prince"" and when Duan Qirui, a fellow Hefei native took the [MASK] government, Duan was made a Minister of War in 1917, however with Duan Qirui's defeat by 1920, Duan Zhigui fled to the Japanese embassy."
248,Jean-Baptiste Joseph Delambre,[X] died in [Y] .,Paris,"His most important work, however, was the editing and the translating into Latin and French of Ptolemy's Almagest ([MASK], 1813–16), a task undertaken at the instance of Joseph Louis Lagrange and Jean Baptiste Joseph Delambre."
249,Jean-Baptiste Joseph Delambre,[X] died in [Y] .,Paris,The Dingo American Bar and Restaurant at 10 rue Delambre in the Montparnasse Quarter of [MASK] opened its doors in 1923.
250,John Dee,[X] died in [Y] .,Surrey,"He was the eldest son of John Dee by his third wife, Jane, daughter of Bartholomew Fromond of East Cheam, [MASK], and was born at Mortlake on 13 July 1579."
251,John Dee,[X] died in [Y] .,Surrey,Jane Dee was born in 1555 to Bartholomew Fromond (or Fromonds) in Cheam in [MASK].
252,Arsenio Lacson,[X] died in [Y] .,Manila,"When he invited [MASK] Mayor Arsenio Lacson to be his running mate in the 1953 presidential elections, the latter called Racuyal “strictly fiction, utterly fantastic and incredible”."
253,Arsenio Lacson,[X] died in [Y] .,Manila,"His term was after the term of Arsenio Lacson as Mayor of [MASK], and before the period of martial law in the Philippines."
254,"Reinhard III, Count of Hanau",[X] died in [Y] .,Heidelberg,Count Reinhard III of Hanau (22 April 1412 – 20 April 1452 in [MASK]) was Count of Hanau from 1451 until his death.
255,"Reinhard III, Count of Hanau",[X] died in [Y] .,Heidelberg,Count Reinhard III of Hanau (22 April 1412 – 20 April 1452 in [MASK]) was Count of Hanau from 1451 until his death.
256,Jean-Baptiste Marie Pierre,[X] died in [Y] .,Paris,"Jean-Baptiste Marie Pierre ([MASK], 6 March 1714 - Paris, 15 May 1789) was a French painter, draughtsman and administrator."
257,Jean-Baptiste Marie Pierre,[X] died in [Y] .,Paris,"Jean-Baptiste Marie Pierre (Paris, 6 March 1714 - [MASK], 15 May 1789) was a French painter, draughtsman and administrator."
258,Paul Hoecker,[X] died in [Y] .,Munich,"Paul Hoecker (11 August 1854, Oberlangenau - 13 January 1910, [MASK]) was a German painter of the Munich School and founding member of the Munich Secession"
259,Paul Hoecker,[X] died in [Y] .,Munich,"Paul Hoecker (11 August 1854, Oberlangenau - 13 January 1910, [MASK]) was a German painter of the Munich School and founding member of the Munich Secession"
260,"Quintin Hogg, Baron Hailsham of St Marylebone",[X] died in [Y] .,London,Hogg was the youngest child of the prominent [MASK] merchant Quintin Hogg.
261,"Quintin Hogg, Baron Hailsham of St Marylebone",[X] died in [Y] .,London,"Quintin Hogg (14 February 1845 – 17 January 1903) was an English philanthropist, remembered primarily as a benefactor of the Royal Polytechnic institution at Regent Street, [MASK], now the University of Westminster."
262,Bidhan Chandra Roy,[X] died in [Y] .,Kolkata,It was developed as a planned town in early 1950s by the Government of West Bengal on behest of Bidhan Chandra Roy - the second Chief Minister of West Bengal for hosting the Indian National Congress meeting and to accommodate the housing needs of the growing population of [MASK].
263,Bidhan Chandra Roy,[X] died in [Y] .,Kolkata,"Bidhan Chandra Roy, located in Bardhaman district, West Bengal, about 200 kilometers from the capital city of [MASK], India."
264,Johann Hinrich Wichern,[X] died in [Y] .,Hamburg,Johann Hinrich Wichern (21 April 1808 [MASK] - 7 April 1881 Hamburg) was a founder of the Home Mission (also translated as Inner Mission; German: Innere Mission) movement in Germany.
265,Johann Hinrich Wichern,[X] died in [Y] .,Hamburg,Johann Hinrich Wichern (21 April 1808 Hamburg - 7 April 1881 [MASK]) was a founder of the Home Mission (also translated as Inner Mission; German: Innere Mission) movement in Germany.
266,Girolamo Imparato,[X] died in [Y] .,Naples,"Born in [MASK] to a family of painters, including Domenico Antonio and Lorenzo Vaccaro, he first apprenticed with the late-Mannerist painter Girolamo Imparato."
267,Girolamo Imparato,[X] died in [Y] .,Naples,"Girolamo Imparato (1550–1621) was an Italian painter working in a late-Renaissance or Mannerist style, active mainly in [MASK]."
268,Goffredo Petrassi,[X] died in [Y] .,Rome,He travelled in 1951 to have further studies with Goffredo Petrassi in [MASK].
269,Goffredo Petrassi,[X] died in [Y] .,Rome,"Peixinho studied composition and piano initially at the Conservatory of Lisbon (where he himself later taught), then studied composition with Boris Porena and Goffredo Petrassi at the Accademia de Santa Cecilia in [MASK], graduating in 1961."
270,Moritz Steinschneider,[X] died in [Y] .,Berlin,"Moritz Steinschneider (30 March 1816, Prostějov, Moravia, Austria – 24 January 1907, [MASK]) was a Bohemian bibliographer and Orientalist."
271,Moritz Steinschneider,[X] died in [Y] .,Berlin,"Moritz Steinschneider (30 March 1816, Prostějov, Moravia, Austria – 24 January 1907, [MASK]) was a Bohemian bibliographer and Orientalist."
272,Soeiro Pereira Gomes,[X] died in [Y] .,Lisbon,"He was also a communist militant and that was always present in its work, the Portuguese Communist Party headquarters (Soeiro Pereira Gomes Building), in [MASK], are named after him."
273,Soeiro Pereira Gomes,[X] died in [Y] .,Lisbon,"He was also a communist militant and that was always present in its work, the Portuguese Communist Party headquarters (Soeiro Pereira Gomes Building), in [MASK], are named after him."
274,Peter Henlein,[X] died in [Y] .,Nuremberg,"Peter Henlein, a master locksmith of [MASK], was regularly manufacturing pocket watches by 1524."
275,Peter Henlein,[X] died in [Y] .,Nuremberg,Their production was made possible by the miniaturisation of the torsion pendulum and coil spring mechanism by [MASK] clockmaker Peter Henlein (d.
276,Mariano Rampolla,[X] died in [Y] .,Rome,"In 1899 Granito Pignatelli di Belmonte was appointed Titular Archbishop of Edessa, consecrated by Mariano Rampolla, Cardinal Secretary of State, in [MASK]."
277,Mariano Rampolla,[X] died in [Y] .,Rome,"He was consecrated on February 24, 1889 by Cardinal Mariano Rampolla in the Basilica of Sant'Agostino in [MASK]."
278,Fernandel,[X] died in [Y] .,Paris,"Val's Mystery (original: French: Le Mystère de Saint-Val) is a 1945 black and white French comedy film starring Fernandel directed by René Le Hénaff, Shot during the winter of 1944-1945 in the studios of Boulogne, this was the Fernandel's first film following the liberation of [MASK]."
279,Fernandel,[X] died in [Y] .,Paris,"Val's Mystery (original: French: Le Mystère de Saint-Val) is a 1945 black and white French comedy film starring Fernandel directed by René Le Hénaff, Shot during the winter of 1944-1945 in the studios of Boulogne, this was the Fernandel's first film following the liberation of [MASK]."
280,Obadiah ben Abraham,[X] died in [Y] .,Jerusalem,"1515, [MASK]) was a 15th-century Italian rabbi best known for his popular commentary on the Mishnah, commonly known as ""The Bartenura""."
281,Obadiah ben Abraham,[X] died in [Y] .,Jerusalem,"1515, [MASK]) was a 15th-century Italian rabbi best known for his popular commentary on the Mishnah, commonly known as ""The Bartenura""."
282,Ramaz Chkhikvadze,[X] died in [Y] .,Tbilisi,"Ramaz Chkhikvadze caused a sensation when he appeared on stage as Richard III at the 1979 Edinburgh Festival in a production of Shakespeare’s play by the Rustaveli Theatre Company of [MASK], Georgia, then still part of the Soviet Union."
283,Ramaz Chkhikvadze,[X] died in [Y] .,Tbilisi,"Ramaz Chkhikvadze caused a sensation when he appeared on stage as Richard III at the 1979 Edinburgh Festival in a production of Shakespeare’s play by the Rustaveli Theatre Company of [MASK], Georgia, then still part of the Soviet Union."
284,Pierre Contant d'Ivry,[X] died in [Y] .,Paris,"It is 'a very large building, the erection of which was begun in 1755 from plans by Pierre Contant d'Ivry, the architect who later created designs for the Church of La Madeleine in [MASK]."
285,Pierre Contant d'Ivry,[X] died in [Y] .,Paris,"Jean-Baptiste Chaussard (4 September 1729, Tonnerre - 26 June 1818, [MASK]) was a French architect to the king, associated with Pierre Contant d'Ivry and Jean-Michel Chevotet."
286,John Soane,[X] died in [Y] .,London,"Holy Trinity Church, Marylebone, Westminster, [MASK] is a former Anglican church, built in 1828 by Sir John Soane."
287,John Soane,[X] died in [Y] .,London,"He was keeper of furniture and woodwork at the Victoria and Albert Museum in [MASK] between 1966 to 1984, and curator to Sir John Soane's Museum, in Lincoln's Inn Fields between 1984 and 1995."
288,Zenas King,[X] died in [Y] .,Cleveland,Zenas King (1818 in Vermont – 1892) He started his career of building bridges in 1858 and moved from Cincinnati to [MASK] around 1861.
289,Zenas King,[X] died in [Y] .,Cleveland,Zenas King (1818 in Vermont – 1892) He started his career of building bridges in 1858 and moved from Cincinnati to [MASK] around 1861.
290,Andreas Bang-Haas,[X] died in [Y] .,Dresden,"Alfred Otto Herz (14 October 1856 Hoyerswerda, Silesia -12 July 1905) was a German entomologist who specialised in Lepidoptera and Coleoptera.He was employed as a collector and preparator by the Otto Staudinger - Andreas Bang-Haas insect dealership in [MASK]."
291,Andreas Bang-Haas,[X] died in [Y] .,Dresden,"In 1876 he collected trade insects in the Crimea and in 1878 he collected for Otto Staudinger and Andreas Bang-Haas in Panama and Chiriqui.His private collection is in the State Museum of Zoology, [MASK]."
292,Karl Liebknecht,[X] died in [Y] .,Berlin,"The German newspaper Die Rote Fahne (""The Red Flag"") was created on 9 November 1918 by Karl Liebknecht and Rosa Luxemburg in [MASK], most famously as organ of the left-wing revolutionary Spartakusbund."
293,Karl Liebknecht,[X] died in [Y] .,Berlin,"The Central Council of Dada for the World Revolution was the name of the political party set up by the Berlin Dada movement following World War I. The [MASK] Dadaists supported the Spartacist rising of 1918-1919, led by Karl Liebknecht and Rosa Luxemburg."
294,Cornelius Vermuyden,[X] died in [Y] .,London,"Sir Cornelius Vermuyden (Sint-Maartensdijk, 1595 – [MASK], 11 October 1677) was a Dutch engineer who introduced Dutch land reclamation methods to England."
295,Cornelius Vermuyden,[X] died in [Y] .,London,"Sir Cornelius Vermuyden (Sint-Maartensdijk, 1595 – [MASK], 11 October 1677) was a Dutch engineer who introduced Dutch land reclamation methods to England."
296,Pierre-Jules Cavelier,[X] died in [Y] .,Paris,"From a working-class background, he made his first studies at the École des Beaux-Arts, Lille, where he won numerous prizes and was sent with a municipal scholarship to study at the École des beaux-arts, [MASK] In 1882 he moved to Paris, where he was a pupil of Pierre-Jules Cavelier, Louis-Ernest Barrias and Jules Coutan."
297,Pierre-Jules Cavelier,[X] died in [Y] .,Paris,"From a working-class background, he made his first studies at the École des Beaux-Arts, Lille, where he won numerous prizes and was sent with a municipal scholarship to study at the École des beaux-arts, Paris In 1882 he moved to [MASK], where he was a pupil of Pierre-Jules Cavelier, Louis-Ernest Barrias and Jules Coutan."
298,William Janney,[X] died in [Y] .,Idaho,"William Janney (15 February 1908, New York City—22 December 1992, [MASK]), born Russell Dixon Janney, was an American film actor who appeared in 39 films between 1929 and 1937."
299,William Janney,[X] died in [Y] .,Idaho,"William Janney (15 February 1908, New York City—22 December 1992, [MASK]), born Russell Dixon Janney, was an American film actor who appeared in 39 films between 1929 and 1937."
300,Richard Wagner,[X] died in [Y] .,Venice,"It is reported that Wagner played the Rhinemaidens' lament at the piano, on the night before he died in [MASK], in 1883."
301,Richard Wagner,[X] died in [Y] .,Venice,"It is reported that Wagner played the Rhinemaidens' lament at the piano, on the night before he died in [MASK], in 1883."
302,Franciscus Donders,[X] died in [Y] .,Utrecht,"During this time his interest shifted to ophthalmology, and was particularly inspired by the work of Franciscus Donders (1818-1889) at [MASK]."
303,Franciscus Donders,[X] died in [Y] .,Utrecht,"He subsequently worked with [MASK] ophthalmologist and physiologist Franciscus Cornelis Donders for seven years, and completed a medical degree."
304,Sheridan Morley,[X] died in [Y] .,London,"Sheridan Morley (5 December 1941, Ascot, Berkshire − 16 February 2007, [MASK]) was an English author, biographer, critic, and broadcaster."
305,Sheridan Morley,[X] died in [Y] .,London,"Sheridan Morley (5 December 1941, Ascot, Berkshire − 16 February 2007, [MASK]) was an English author, biographer, critic, and broadcaster."
306,Jean-Louis Barrault,[X] died in [Y] .,Paris,"Born In Morocco, Avital later traveled to [MASK] where he studied with the French masters of mime, Etienne Decroux, Jean-Louis Barrault, and Marcel Marceau."
307,Jean-Louis Barrault,[X] died in [Y] .,Paris,"He learnt the theatre in Auxerre before going to [MASK] in the early 1950s, where he met Roger Blin and Jean-Louis Barrault."
308,Ernst Reuter,[X] died in [Y] .,Berlin,"In September 2002, Sanderling was appointed a Commander of the Order of the British Empire (CBE) and awarded the Ernst Reuter Plaque of [MASK], the city's highest honour."
309,Ernst Reuter,[X] died in [Y] .,Berlin,"Edzard Reuter was born in [MASK], his father was the popular social democratic politician and mayor of Berlin from 1948 to 1953, Ernst Reuter."
310,Ludvig Norman,[X] died in [Y] .,Stockholm,Norman was born Fredrik Vilhelm Ludvig Norman in [MASK].
311,Ludvig Norman,[X] died in [Y] .,Stockholm,Ludvig Norman died in 1885 also in [MASK].
312,Giovanni Ambrogio Figino,[X] died in [Y] .,Milan,Giovanni Ambrogio Figino (1548/1551 – 11 October 1608) was an Italian Renaissance painter from [MASK].
313,Giovanni Ambrogio Figino,[X] died in [Y] .,Milan,Giovanni Ambrogio Figino (1548/1551 – 11 October 1608) was an Italian Renaissance painter from [MASK].
314,Frederic William Burton,[X] died in [Y] .,London,Sir Frederic William Burton RHA (8 April 1816 in Wicklow – 16 March 1900 in [MASK]) was an Irish painter born in Co.
315,Frederic William Burton,[X] died in [Y] .,London,Sir Frederic William Burton RHA (8 April 1816 in Wicklow – 16 March 1900 in [MASK]) was an Irish painter born in Co.
316,Johann Ernst von Thun,[X] died in [Y] .,Salzburg,"Johann Ernst von Thun (July 3, 1643, Graz, Austria - April 20, 1709, [MASK], Austria) was prince-archbishop of Salzburg, Austria, from 1687 to 1709."
317,Johann Ernst von Thun,[X] died in [Y] .,Salzburg,"Johann Ernst von Thun (July 3, 1643, Graz, Austria - April 20, 1709, Salzburg, Austria) was prince-archbishop of [MASK], Austria, from 1687 to 1709."
318,Joseph Cafasso,[X] died in [Y] .,Turin,Joseph Cafasso (Italian: Giuseppe Cafasso; 15 January 1811 – 23 June 1860) was an Italian Catholic priest who was a significant social reformer in early 19th-century [MASK].
319,Joseph Cafasso,[X] died in [Y] .,Turin,Joseph Cafasso (Italian: Giuseppe Cafasso; 15 January 1811 – 23 June 1860) was an Italian Catholic priest who was a significant social reformer in early 19th-century [MASK].
320,Annemarie Wendl,[X] died in [Y] .,Munich,"Annemarie Wendl (26 December 1914, Trostberg, Upper Bavaria, Bavaria – 3 September 2006, [MASK], Bavaria, Germany) was a German actress."
321,Annemarie Wendl,[X] died in [Y] .,Munich,"Annemarie Wendl (26 December 1914, Trostberg, Upper Bavaria, Bavaria – 3 September 2006, [MASK], Bavaria, Germany) was a German actress."
322,Johann Andreas Eisenmenger,[X] died in [Y] .,Heidelberg,"Johann Andreas Eisenmenger (Mannheim, 1654 – [MASK], December 20, 1704) was a German Orientalist from the Electoral Palatinate, now best known as the author of Entdecktes Judenthum (Judaism Unmasked)."
323,Johann Andreas Eisenmenger,[X] died in [Y] .,Heidelberg,"Johann Andreas Eisenmenger (Mannheim, 1654 – [MASK], December 20, 1704) was a German Orientalist from the Electoral Palatinate, now best known as the author of Entdecktes Judenthum (Judaism Unmasked)."
324,Hermann Samuel Reimarus,[X] died in [Y] .,Hamburg,"Elise Reimarus (22 January 1735, [MASK], as Margaretha Elisabeth Reimarus – 2 September 1805, Hamburg) was a German writer, educator, translator and salon-holder."
325,Hermann Samuel Reimarus,[X] died in [Y] .,Hamburg,"Elise Reimarus (22 January 1735, Hamburg, as Margaretha Elisabeth Reimarus – 2 September 1805, [MASK]) was a German writer, educator, translator and salon-holder."
326,Max Ernst,[X] died in [Y] .,Paris,"In 1922, after Bessarabia had become part of Romania, Michonze moved to [MASK] and met Max Ernst who later introduced him to the Surrealists, notably André Breton, Paul Éluard, Yves Tanguy and André Masson."
327,Max Ernst,[X] died in [Y] .,Paris,"Next, one would find him in Harry's Bar in Venice, or at a Max Ernst opening in [MASK]."
328,Maria Grinberg,[X] died in [Y] .,Tallinn,"[citation needed] Maria Grinberg died on the 14 July 1978, in [MASK], Estonia, ten weeks before her seventieth birthday."
329,Maria Grinberg,[X] died in [Y] .,Tallinn,"[citation needed] Maria Grinberg died on the 14 July 1978, in [MASK], Estonia, ten weeks before her seventieth birthday."
330,Antonio Ozores Puchol,[X] died in [Y] .,Madrid,"Antonio Ozores Puchol (24 August 1928, Burjassot – 12 May 2010, [MASK]) was a Spanish actor."
331,Antonio Ozores Puchol,[X] died in [Y] .,Madrid,"Antonio Ozores Puchol (24 August 1928, Burjassot – 12 May 2010, [MASK]) was a Spanish actor."
332,Pier Francesco Mola,[X] died in [Y] .,Rome,"Two years later Bulgarini sponsored his travel to [MASK], and introduced him to his future mentors, Pier Francesco Mola and Pietro da Cortona."
333,Pier Francesco Mola,[X] died in [Y] .,Rome,"In 1662, he travels to [MASK] to work in the studio of Pier Francesco Mola."
334,Lai Teck,[X] died in [Y] .,Bangkok,"According to Chin Peng, Lai Teck was killed in [MASK] some time in 1947 when Thai Communists tried to capture him."
335,Lai Teck,[X] died in [Y] .,Bangkok,"According to Chin Peng, Lai Teck was killed in [MASK] some time in 1947 when Thai Communists tried to capture him."
336,Vincent Strambi,[X] died in [Y] .,Rome,"Saint Vincent Strambi born Vincenzo Domenico Salvatore Strambi (January 1, 1745 in Civitavecchia, Italy – January 1, 1824 in [MASK]), was a Catholic bishop who was a member of the Passionist Congregation."
337,Vincent Strambi,[X] died in [Y] .,Rome,"Saint Vincent Strambi born Vincenzo Domenico Salvatore Strambi (January 1, 1745 in Civitavecchia, Italy – January 1, 1824 in [MASK]), was a Catholic bishop who was a member of the Passionist Congregation."
338,Edmund Fetting,[X] died in [Y] .,Warsaw,"Edmund Fetting (10 November 1927, in [MASK], Poland – 30 January 2001 there) was a Polish film and theatrical actor and occasional singer."
339,Edmund Fetting,[X] died in [Y] .,Warsaw,"Edmund Fetting (10 November 1927, in [MASK], Poland – 30 January 2001 there) was a Polish film and theatrical actor and occasional singer."
340,Anthony Veiller,[X] died in [Y] .,Hollywood,"Anthony Veiller (23 June 1903, in New York, New York – 27 June 1965, in [MASK]) was an American screenwriter and film producer."
341,Anthony Veiller,[X] died in [Y] .,Hollywood,"Anthony Veiller (23 June 1903, in New York, New York – 27 June 1965, in [MASK]) was an American screenwriter and film producer."
342,Mattheus Ignatius van Bree,[X] died in [Y] .,Antwerp,"Mattheus Ignatius van Bree ([MASK] , 1773 - Antwerp, 1839) was a Belgian painter."
343,Mattheus Ignatius van Bree,[X] died in [Y] .,Antwerp,"Mattheus Ignatius van Bree (Antwerp , 1773 - [MASK], 1839) was a Belgian painter."
344,Natalie Clifford Barney,[X] died in [Y] .,Paris,"Ladies Almanack, or Ladies Almanack: showing their Signs and their Tides; their Moons and their Changes; the Seasons as it is with them; their Eclipses and Equinoxes; as well as a full Record of diurnal and nocturnal Distempers, written & illustrated by a lady of fashion, written by Djuna Barnes in 1928, is a roman à clef about a predominantly lesbian social circle centering on Natalie Clifford Barney's salon in [MASK]."
345,Natalie Clifford Barney,[X] died in [Y] .,Paris,"""Rive Gauche"" or ""Left Bank"" generally refers to the [MASK] of an earlier era: the Paris of artists, writers and philosophers, including Colette, Margaret Anderson, Djuna Barnes, Natalie Barney, Sylvia Beach, Erik Satie, Kay Boyle, Bryher, Caresse Crosby, Nancy Cunard, Hilda Doolittle (H.D."
346,V. Shantaram,[X] died in [Y] .,Mumbai,"This vachanalya is founded by Aronda Gamonnati Mandal, a social registered organization established in 1947, in [MASK], by Gangadhar Rege and Anant Shantaram Rege as Secretary(a wellknown social worker) and other 15members in Girgaon, Mumbai a for the welfare of residents of Aronda."
347,V. Shantaram,[X] died in [Y] .,Mumbai,"This vachanalya is founded by Aronda Gamonnati Mandal, a social registered organization established in 1947, in Mumbai, by Gangadhar Rege and Anant Shantaram Rege as Secretary(a wellknown social worker) and other 15members in Girgaon, [MASK] a for the welfare of residents of Aronda."
348,Jack Wong Sue,[X] died in [Y] .,Perth,"Jack Wong Sue （黃如彩）OAM, DCM, JP (12 September 1925 – 16 November 2009), also known as Jack Sue, was a Chinese Australian from [MASK]."
349,Jack Wong Sue,[X] died in [Y] .,Perth,"Jack Wong Sue （黃如彩）OAM, DCM, JP (12 September 1925 – 16 November 2009), also known as Jack Sue, was a Chinese Australian from [MASK]."
350,Anthonie van Borssom,[X] died in [Y] .,Amsterdam,"Anthonie van Borssom (January 2, 1631 in [MASK] – March 19, 1677 in Amsterdam), was a Dutch Golden Age landscape painter."
351,Anthonie van Borssom,[X] died in [Y] .,Amsterdam,"Anthonie van Borssom (January 2, 1631 in Amsterdam – March 19, 1677 in [MASK]), was a Dutch Golden Age landscape painter."
352,"George Cadogan, 5th Earl Cadogan",[X] died in [Y] .,London,"Holy Trinity Sloane Street (The Church of the Holy and Undivided Trinity with Saint Jude, Upper Chelsea, sometimes known as Holy Trinity Sloane Square) is a [MASK] Anglican parish church, built in 1888-90 at the south-eastern side of Sloane Street to a striking Arts and Crafts design by the architect John Dando Sedding at the cost of the 5th Earl Cadogan, in whose London estate it lay."
353,"George Cadogan, 5th Earl Cadogan",[X] died in [Y] .,London,"Holy Trinity Sloane Street (The Church of the Holy and Undivided Trinity with Saint Jude, Upper Chelsea, sometimes known as Holy Trinity Sloane Square) is a London Anglican parish church, built in 1888-90 at the south-eastern side of Sloane Street to a striking Arts and Crafts design by the architect John Dando Sedding at the cost of the 5th Earl Cadogan, in whose [MASK] estate it lay."
354,Mendi Rodan,[X] died in [Y] .,Jerusalem,"Volkov studied with the conductor Mendi Rodan at the Rubin Academy in [MASK], before continuing at the Royal Academy of Music in London."
355,Mendi Rodan,[X] died in [Y] .,Jerusalem,"Born in Romania, Yoel Levi grew up in Israel where he studied at the Tel Aviv Academy of Music, where he received a Master of Arts degree with distinction, and The [MASK] Academy of Music under Mendi Rodan."
356,Joseph Goebbels,[X] died in [Y] .,Berlin,"At the City Commandant's office, Hayessen then took part in the preparations to occupy the radio building in [MASK] and to arrest Propaganda Minister Joseph Goebbels."
357,Joseph Goebbels,[X] died in [Y] .,Berlin,What is critically interesting about this particular film shot in [MASK] is the timeframe in which it was made; which was years before any real Nazi influence and well before Joseph Goebbels' Propaganda Ministry took over all German film production which stalled true creativity and forced the most artistic talent from the country.
358,Josephus Nicolaus Laurenti,[X] died in [Y] .,Vienna,"Josephus Nicolaus Laurenti (4 December 1735, [MASK] – 17 February 1805, Vienna) was an Austrian naturalist and zoologist of Italian origin."
359,Josephus Nicolaus Laurenti,[X] died in [Y] .,Vienna,"Josephus Nicolaus Laurenti (4 December 1735, Vienna – 17 February 1805, [MASK]) was an Austrian naturalist and zoologist of Italian origin."
360,Montesquieu,[X] died in [Y] .,Paris,"The Correspondance inédite of Madame du Deffand with D'Alembert, Hénault, Montesquieu, and others was published in [MASK] (2 vols.)"
361,Montesquieu,[X] died in [Y] .,Paris,"From 1736 until his death, Antiokh was minister plenipotentiary in [MASK], where he was a noted intellectual figure and close friend to Montesquieu and Voltaire."
362,Bartolomeo Ammannati,[X] died in [Y] .,Florence,"Bartolomeo Ammannati (18 June 1511 – 13 April 1592) was an Italian architect and sculptor, born at Settignano, near [MASK]."
363,Bartolomeo Ammannati,[X] died in [Y] .,Florence,"Ammannati designed what is considered a prototypic mannerist sculptural ensemble in the Fountain of Neptune (Fontana del Nettuno), prominently located in the Piazza della Signoria in the center of [MASK]."
364,Antonio Palomino,[X] died in [Y] .,Madrid,He was born in [MASK] to Diego de León Leal (originally from the Principality of Catalonia) and Juana de Durán (according to Palomino).
365,Antonio Palomino,[X] died in [Y] .,Madrid,"He met Velázquez (their relationship is reported by Antonio Palomino) in [MASK] during his youth, and later studied in Italy, where he is documented in 1643 and where he established an atelier at Como."
366,Shangguan Yunzhu,[X] died in [Y] .,Shanghai,"Born Wei Junluo, Shangguan Yunzhu fled to [MASK] when her hometown Jiangyin was attacked by the Japanese."
367,Shangguan Yunzhu,[X] died in [Y] .,Shanghai,"Born Wei Junluo, Shangguan Yunzhu fled to [MASK] when her hometown Jiangyin was attacked by the Japanese."
368,Alida Withoos,[X] died in [Y] .,Amsterdam,"Alida ""Alie"" Johanna van den Bos (18 January 1902, [MASK] – 16 July 2003, Amsterdam) was a Dutch gymnast who competed in the 1928 Summer Olympics."
369,Alida Withoos,[X] died in [Y] .,Amsterdam,"Alida ""Alie"" Johanna van den Bos (18 January 1902, Amsterdam – 16 July 2003, [MASK]) was a Dutch gymnast who competed in the 1928 Summer Olympics."
370,Emil Hass Christensen,[X] died in [Y] .,Denmark,Hooray for the Blue Hussars ([MASK]: Hurra for de blå husarer) is a 1970 Danish comedy film directed by Annelise Reenberg and starring Emil Hass Christensen.
371,Emil Hass Christensen,[X] died in [Y] .,Denmark,Hooray for the Blue Hussars (Danish: Hurra for de blå husarer) is a 1970 [MASK] comedy film directed by Annelise Reenberg and starring Emil Hass Christensen.
372,Ulla Jacobsson,[X] died in [Y] .,Vienna,"Ulla Jacobsson (23 May 1929, Mölndal – 20 August 1982, [MASK], buried at the Wiener Zentralfriedhof) was a Swedish actress who is perhaps best known for playing the only female speaking role in the film Zulu."
373,Ulla Jacobsson,[X] died in [Y] .,Vienna,"Ulla Jacobsson (23 May 1929, Mölndal – 20 August 1982, [MASK], buried at the Wiener Zentralfriedhof) was a Swedish actress who is perhaps best known for playing the only female speaking role in the film Zulu."
374,Mauricio Kagel,[X] died in [Y] .,Cologne,"She continued her studies in Berlin and [MASK] with Aloys Kontarsky, Mauricio Kagel and Karlheinz Stockhausen."
375,Mauricio Kagel,[X] died in [Y] .,Cologne,"In the mid-70s, Henderson studied composition with Karlheinz Stockhausen and music-theatre with Mauricio Kagel at the [MASK] Musikhochschule.Henderson's compositions include such pieces as the work for organ and pre-recorded tape, Sacred Site (1983), The Dreaming written for the Australian Chamber Orchestra, ""Six Urban Songs: The Patrick White Song Cycle"" for soprano and orchestra (1983), and an opera, Lindy (1997), with Judith Rodriguez (as co-librettist), based on the disappearance of baby Azaria Chamberlain at Uluru in 1980."
376,Carl Friedrich von Ledebour,[X] died in [Y] .,Munich,"Carl Friedrich von Ledebour (8 July 1786, Stralsund – 4 July 1851, [MASK]; also Karl Friedrich von Ledebour) was a German-Estonian botanist."
377,Carl Friedrich von Ledebour,[X] died in [Y] .,Munich,"Carl Friedrich von Ledebour (8 July 1786, Stralsund – 4 July 1851, [MASK]; also Karl Friedrich von Ledebour) was a German-Estonian botanist."
378,George Murnu,[X] died in [Y] .,Bucharest,"George Murnu (Aromanian: Ioryi al Murnu; 1 January 1868, Veria, Salonica Vilayet, Ottoman Empire, now in Greece – 17 November 1957, [MASK]) was a Romanian university professor, archaeologist, historian, translator, and poet of Aromanian origin."
