,sub_label,template,obj_label,masked_sentence
348,Jean Victor Marie Moreau,[X] is [Y] citizen .,France,"Guillaume Moreau (born March 8, 1983 in Limoges, [MASK]) is a French racing driver who is currently competing in the Le Mans Series."
349,Jean Victor Marie Moreau,[X] is [Y] citizen .,France,"A student of Delorme and Gros, he designed a large number of medals, largely referring to public events, such as the death of Louis XV, the coronation of Louis XVI, the birth of the Dauphin, the invention of the hot air balloon by the Montgolfier brothers, the voyage of Lapeyrouse, the Federation of the Départements of [MASK], the Abolition of Privileges, and Moreau's crossing of the Rhine in year VIII."
350,Alireza Eftekhari,[X] is [Y] citizen .,Iran,"Ali Reza Eftekhari (Persian: علیرضا افتخاری , March 30, 1958 in Isfahan, [MASK] is an Iranian vocalist of Iranian classical and popular music."
351,Alireza Eftekhari,[X] is [Y] citizen .,Iran,"Ali Reza Eftekhari (Persian: علیرضا افتخاری , March 30, 1958 in Isfahan, [MASK] is an Iranian vocalist of Iranian classical and popular music."
352,Kalraj Mishra,[X] is [Y] citizen .,India,"Kalraj Mishra is the [MASK] Cabinet Minister of Micro, Small and Medium Enterprises in the BJP-led NDA government of Prime Minister Narendra Modi."
353,Kalraj Mishra,[X] is [Y] citizen .,India,"Kalraj Mishra is the [MASK] Cabinet Minister of Micro, Small and Medium Enterprises in the BJP-led NDA government of Prime Minister Narendra Modi."
354,Igor Markevitch,[X] is [Y] citizen .,France,Elizabeth Markevitch was born in [MASK] as daughter of the cellist Dimitry Markevitch and niece of the composer and director Igor Markevitch.
355,Igor Markevitch,[X] is [Y] citizen .,France,"Among his students in [MASK] and America who went on to international fame were Igor Markevitch, Neville Marriner, André Previn, Lorin Maazel, Seiji Ozawa and David Zinman."
356,Howe Yoon Chong,[X] is [Y] citizen .,Singapore,Howe Yoon Chong (Chinese: 侯永昌; pinyin: Hóu Yǒngchāng) (1923 – 21 August 2007) was a Minister in the Cabinet of [MASK] and a member of parliament for Potong Pasir from 1979 to 1984.
357,Howe Yoon Chong,[X] is [Y] citizen .,Singapore,Howe Yoon Chong (Chinese: 侯永昌; pinyin: Hóu Yǒngchāng) (1923 – 21 August 2007) was a Minister in the Cabinet of [MASK] and a member of parliament for Potong Pasir from 1979 to 1984.
358,James Kinley,[X] is [Y] citizen .,Canada,"John James Kinley, ONS CD (23 September 1925 – 1 May 2012) was a [MASK] engineer, industrialist and the 29th Lieutenant Governor of Nova Scotia since confederation."
359,James Kinley,[X] is [Y] citizen .,Canada,"John James Kinley, ONS CD (23 September 1925 – 1 May 2012) was a [MASK] engineer, industrialist and the 29th Lieutenant Governor of Nova Scotia since confederation."
360,Antonio Banfi,[X] is [Y] citizen .,Italy,"Antonio Banfi (Vimercate, 30 September 1886 – Milano, 22 July 1957) was an [MASK] philosopher and senator."
361,Antonio Banfi,[X] is [Y] citizen .,Italy,"Antonio Banfi (Vimercate, 30 September 1886 – Milano, 22 July 1957) was an [MASK] philosopher and senator."
362,Hoshyar Zebari,[X] is [Y] citizen .,Iraq,"He has been convicted of terrorism charges in Romania but has not yet been brought to Romania to serve his sentence, although [MASK]'s foreign minister, Hoshyar Zebari, pledged in April 2011 to cooperate with his extradition to Romania."
363,Hoshyar Zebari,[X] is [Y] citizen .,Iraq,"Hoshyar Zebari (also spelled Hoshyar Zubari/Zibari, Kurdish: Hişyar Zêbarî; born 1953) is the Deputy Prime Minister and Finance Minister of [MASK]."
364,Alejandro Lerner,[X] is [Y] citizen .,Argentina,"In addition, Alejandro Lerner was consolidating his skills as a performer while working with well-known [MASK] singers Leon Gieco and Sandra Mihanovich[citation needed]."
365,Alejandro Lerner,[X] is [Y] citizen .,Argentina,"In addition, Alejandro Lerner was consolidating his skills as a performer while working with well-known [MASK] singers Leon Gieco and Sandra Mihanovich[citation needed]."
366,Rabah Bitat,[X] is [Y] citizen .,Algeria,"Rabah Bitat Airport (IATA: AAE, ICAO: DABB), formerly known as Les Salines Airport, and popularly as El Mellah Airport is an international airport located 9 km south of Annaba, a city in [MASK]."
367,Rabah Bitat,[X] is [Y] citizen .,Algeria,"It is named after Rabah Bitat, a president of [MASK] (1978-1979)."
368,Gjin Progoni,[X] is [Y] citizen .,Albania,"Gjin Progoni was an archon (or lord) of Kruja, located in present-day [MASK], from c."
369,Gjin Progoni,[X] is [Y] citizen .,Albania,"Gjin Progoni was an archon (or lord) of Kruja, located in present-day [MASK], from c."
370,Genrikh Sapgir,[X] is [Y] citizen .,Russia,"Genrikh Sapgir (Russian: Ге́нрих Вениами́нович Сапги́р; November 20, 1928, Biysk, Altai Krai, [MASK] – October 7, 1999, Moscow) was a Russian poet and fiction writer of Jewish descent."
371,Genrikh Sapgir,[X] is [Y] citizen .,Russia,"Genrikh Sapgir (Russian: Ге́нрих Вениами́нович Сапги́р; November 20, 1928, Biysk, Altai Krai, [MASK] – October 7, 1999, Moscow) was a Russian poet and fiction writer of Jewish descent."
372,Rafael Reyes,[X] is [Y] citizen .,Colombia,"José Gregorio Ambrosio Rafael Reyes Prieto (December 5, 1849 – February 18, 1921) was Chief of Staff of the Colombian National Army and President of [MASK] (1904–1909)."
373,Rafael Reyes,[X] is [Y] citizen .,Colombia,"José Gregorio Ambrosio Rafael Reyes Prieto (December 5, 1849 – February 18, 1921) was Chief of Staff of the Colombian National Army and President of [MASK] (1904–1909)."
374,Auguste Rodin,[X] is [Y] citizen .,France,"Primarily a sculpture museum as indicated by the name, the focal point of the museum is antique sculpture from the ancient cultures around the Mediterranean including Egypt, Rome and Greece, as well as more modern sculptures such as a collection of Rodin works which is considered the most important outside [MASK]."
375,Auguste Rodin,[X] is [Y] citizen .,France,The Faure Museum possesses the second collection in [MASK] of works by Rodin and the second collection of impressionist paintings of France.
376,Soamsawali,[X] is [Y] citizen .,Thailand,"[citation needed] And they were awarded with the title of ""Best Design School"" for outstanding achievement in the advancement of Arts and Design by Her Royal Highness Princess of [MASK] Soamsawali in March 2007."
377,Soamsawali,[X] is [Y] citizen .,Thailand,"She is the first grandchild of King Bhumibol and Queen Sirikit of [MASK], and the only child of Crown Prince Maha Vajralongkorn with Princess Soamsavali."
378,Norval Morrisseau,[X] is [Y] citizen .,Canada,"However, the Aboriginal peoples who were consulted insisted on the importance of collaborating with Aboriginal artists such as Alex Janvier, and Norval Morriseau to express their ideology of what it meant to be an Indian in [MASK]."
379,Norval Morrisseau,[X] is [Y] citizen .,Canada,The album cover is a painting by [MASK] aboriginal artist Norval Morrisseau (1932–2007).
380,Lillian Thomas,[X] is [Y] citizen .,Canada,"Lillian Thomas (born 1949) was a city councillor in Winnipeg, Manitoba, [MASK] from 1989 until her retirement in 2010."
381,Lillian Thomas,[X] is [Y] citizen .,Canada,"Lillian Thomas (born 1949) was a city councillor in Winnipeg, Manitoba, [MASK] from 1989 until her retirement in 2010."
382,Ravi Shankar,[X] is [Y] citizen .,India,"Ravi Shankar, commonly known as Sri Sri Ravi Shankar, was born on 13 May 1956 in Tamil Nadu, [MASK]."
383,Ravi Shankar,[X] is [Y] citizen .,India,"Ravi Shankar, commonly known as Sri Sri Ravi Shankar, was born on 13 May 1956 in Tamil Nadu, [MASK]."
384,Fred Van Hove,[X] is [Y] citizen .,Belgium,Fred Van Hove (born 1937) is a [MASK] jazz musician and a pioneer of European free jazz.
385,Fred Van Hove,[X] is [Y] citizen .,Belgium,Fred Van Hove (born 1937) is a [MASK] jazz musician and a pioneer of European free jazz.
386,Hermann Burger,[X] is [Y] citizen .,Switzerland,"Hermann Burger (July 10, 1942 – February 28, 1989), was a [MASK] poet, novelist and essayist."
387,Hermann Burger,[X] is [Y] citizen .,Switzerland,"Hermann Burger (July 10, 1942 – February 28, 1989), was a [MASK] poet, novelist and essayist."
388,Andrea Sartoretti,[X] is [Y] citizen .,Italy,"Andrea Sartoretti (born June 19, 1971) is an [MASK] former volleyball player."
389,Andrea Sartoretti,[X] is [Y] citizen .,Italy,"Andrea Sartoretti (born June 19, 1971) is an [MASK] former volleyball player."
390,William II de La Marck,[X] is [Y] citizen .,Netherlands,"In 1576 Lumey was banned from the [MASK], either by the States of Holland or the Prince of Orange."
391,William II de La Marck,[X] is [Y] citizen .,Netherlands,"In 1576 Lumey was banned from the [MASK], either by the States of Holland or the Prince of Orange."
392,Stephen Worobetz,[X] is [Y] citizen .,Canada,"Stephen Worobetz, OC MC SOM (December 26, 1914 – February 2, 2006) was a [MASK] physician and the 13th Lieutenant Governor of Saskatchewan."
393,Stephen Worobetz,[X] is [Y] citizen .,Canada,"Stephen Worobetz, OC MC SOM (December 26, 1914 – February 2, 2006) was a [MASK] physician and the 13th Lieutenant Governor of Saskatchewan."
394,"Thomas Wentworth, 1st Baron Wentworth",[X] is [Y] citizen .,England,"Thomas Wentworth, 1st Baron Wentworth and de jure 6th Baron le Despencer, PC (1501 – 3 March 1551) was an [MASK] peer and courtier during the Tudor dynasty."
395,"Thomas Wentworth, 1st Baron Wentworth",[X] is [Y] citizen .,England,"Thomas Wentworth, 1st Baron Wentworth and de jure 6th Baron le Despencer, PC (1501 – 3 March 1551) was an [MASK] peer and courtier during the Tudor dynasty."
396,Heikki Saari,[X] is [Y] citizen .,Finland,"Heikki Saari (alias ""Mörkö"", ""kermis"" or ""kmn"") (born on 8 September 1984 and originating from Veteli, [MASK]) is the current drummer for Whorion and Finntroll."
397,Heikki Saari,[X] is [Y] citizen .,Finland,"Heikki Saari (alias ""Mörkö"", ""kermis"" or ""kmn"") (born on 8 September 1984 and originating from Veteli, [MASK]) is the current drummer for Whorion and Finntroll."
398,Jean de Reszke,[X] is [Y] citizen .,Poland,The binomial name commemorates [MASK] ornithologist Jan Sztolcman (Jean Stanislaus Stolzmann).
399,Jean de Reszke,[X] is [Y] citizen .,Poland,"Jean Danysz (11 March 1884 – 4 November 1914) born Jan Kazimierz Danysz, was a French physicist of [MASK] extraction."
400,Michael Healy-Rae,[X] is [Y] citizen .,Ireland,Michael Healy-Rae (born 11 January 1967) is an independent politician in [MASK].
401,Michael Healy-Rae,[X] is [Y] citizen .,Ireland,Michael Healy-Rae (born 11 January 1967) is an independent politician in [MASK].
402,Atsunori Inaba,[X] is [Y] citizen .,Japan,"Atsunori Inaba (稲葉 篤紀, born August 3, 1972 in Kitanagoya, Aichi, [MASK]) is a Japanese professional baseball player for the Hokkaido Nippon-Ham Fighters in Japan's Nippon Professional Baseball."
403,Atsunori Inaba,[X] is [Y] citizen .,Japan,"Atsunori Inaba (稲葉 篤紀, born August 3, 1972 in Kitanagoya, Aichi, Japan) is a Japanese professional baseball player for the Hokkaido Nippon-Ham Fighters in [MASK]'s Nippon Professional Baseball."
404,Shaad Ali,[X] is [Y] citizen .,India,"Shaad Ali was born to Muzaffar Ali and Subhashini Ali née Sehgal, an Indian politician and member of the Communist Party of [MASK] (Marxist)."
405,Shaad Ali,[X] is [Y] citizen .,India,"Shaad Ali was born to Muzaffar Ali and Subhashini Ali née Sehgal, an Indian politician and member of the Communist Party of [MASK] (Marxist)."
406,Andrea Fischbacher,[X] is [Y] citizen .,Austria,Andrea Fischbacher (born 14 October 1985) is a retired alpine ski racer from [MASK].
407,Andrea Fischbacher,[X] is [Y] citizen .,Austria,Andrea Fischbacher (born 14 October 1985) is a retired alpine ski racer from [MASK].
408,Poonam Sinha,[X] is [Y] citizen .,India,"The theme for this year is ""Invest in yourself"" aiming to reach out to women with topics such as Boundaries, Invest in yourself, re-defining masculinity and defeating rape culture.This year the Summit will have speakers such as: Naina Lal Kidwai, a chartered accountant by profession, is an Indian banker and business executive; actress and producer of Vagina Monlogues in [MASK], Mahabanoo mody-Kotwal; the Emmy awardee and Karamveer Chakra Award winner Kaizaad Kotwal who brought The Vagina Monologues to the forum last year; designer & entrepreneur Poonam Bhagat and Chief Strategy Office India, JWT Mumbai, Bindu Sethi among others."
409,Poonam Sinha,[X] is [Y] citizen .,India,"The theme for this year is ""Invest in yourself"" aiming to reach out to women with topics such as Boundaries, Invest in yourself, re-defining masculinity and defeating rape culture.This year the Summit will have speakers such as: Naina Lal Kidwai, a chartered accountant by profession, is an Indian banker and business executive; actress and producer of Vagina Monlogues in India, Mahabanoo mody-Kotwal; the Emmy awardee and Karamveer Chakra Award winner Kaizaad Kotwal who brought The Vagina Monologues to the forum last year; designer & entrepreneur Poonam Bhagat and Chief Strategy Office [MASK], JWT Mumbai, Bindu Sethi among others."
410,Nimai Bali,[X] is [Y] citizen .,India,"DoctorX-Joint Sec = CintaaChairperson Care Dept = CintaaChairperson Investigation Committee =CintaaCelebrity StatusAdvisor Awards BoardAdvisor on Various PanelsEstate InvestmentsFinancial ManagementsAwarded For Police AidsPolitical AidsWt Various UnionsSocial Activistwt Different NgosEtc Etc..]]| name = Sahila Chadha| profile = | image =| Veteran Bollywood Actress Sahila Chadha| husband = Nimai Bali | caption = Miss India and Veteran Bollywood Actress Sahila Chadha Married to Film / Television Actor Mr Nimai Bali| birth name = | birth date = 1st July| birth place =MUMBAI | death place = | yearsactive = | spouse = Nimai Bali| Father = Vimal Chadha| residence = Mumbai| notable roles = [[Sahila Chaddha Has Done More Than 50 Successful Hindi Films,Bhojpuri Films & South Films Too Some of Her Hindi Films Hum Aapke Hain Koun,Sheela,Naasamajh,Veerana,Sau Saal Baad,Aaj Ka Samson,Jaan Lada Denge,Awaaragardi,Ab Meri Baari,Ab Insaaf Hoga,Khooni Raat,Adharm,Ajnabi Saaya,Aunty No 1,Ganga Aur Ranga,Prem Yog,Sailaab,Jawani ke Gunaah,Danger,Giraft,Kurbaan,Pyaasi Nigayen,Maa,Nache Nagin Gali Gali,Bhabhi,Tirchi Topiwale,Dharam Sankat,1 2 Ka Four,Etc..]]}} [[Sahila Chadha (Chaddha is an alternative spelling for the surname Chadha) is a Veteran Film Actress of [MASK].]]"
411,Nimai Bali,[X] is [Y] citizen .,India,"DoctorX-Joint Sec = CintaaChairperson Care Dept = CintaaChairperson Investigation Committee =CintaaCelebrity StatusAdvisor Awards BoardAdvisor on Various PanelsEstate InvestmentsFinancial ManagementsAwarded For Police AidsPolitical AidsWt Various UnionsSocial Activistwt Different NgosEtc Etc..]]| name = Sahila Chadha| profile = | image =| Veteran Bollywood Actress Sahila Chadha| husband = Nimai Bali | caption = Miss India and Veteran Bollywood Actress Sahila Chadha Married to Film / Television Actor Mr Nimai Bali| birth name = | birth date = 1st July| birth place =MUMBAI | death place = | yearsactive = | spouse = Nimai Bali| Father = Vimal Chadha| residence = Mumbai| notable roles = [[Sahila Chaddha Has Done More Than 50 Successful Hindi Films,Bhojpuri Films & South Films Too Some of Her Hindi Films Hum Aapke Hain Koun,Sheela,Naasamajh,Veerana,Sau Saal Baad,Aaj Ka Samson,Jaan Lada Denge,Awaaragardi,Ab Meri Baari,Ab Insaaf Hoga,Khooni Raat,Adharm,Ajnabi Saaya,Aunty No 1,Ganga Aur Ranga,Prem Yog,Sailaab,Jawani ke Gunaah,Danger,Giraft,Kurbaan,Pyaasi Nigayen,Maa,Nache Nagin Gali Gali,Bhabhi,Tirchi Topiwale,Dharam Sankat,1 2 Ka Four,Etc..]]}} [[Sahila Chadha (Chaddha is an alternative spelling for the surname Chadha) is a Veteran Film Actress of [MASK].]]"
412,Assis Chateaubriand,[X] is [Y] citizen .,Brazil,"Chateaubriand was appointed Embassador of [MASK] to the United Kingdom, position he held from 1957 to 1961."
413,Assis Chateaubriand,[X] is [Y] citizen .,Brazil,"Chateaubriand was a media mogul in [MASK] between the late 1930s and the early 1960s and the owner of Diários Associados, a conglomerate that counted at its peak more than a hundred newspapers, radio and TV stations, magazines and a telegraphic agency."
414,Marcos Balter,[X] is [Y] citizen .,Brazil,"Marcos Balter (born April 1, 1974 in Rio de Janeiro, [MASK]) is a contemporary classical music composer."
415,Marcos Balter,[X] is [Y] citizen .,Brazil,"Marcos Balter (born April 1, 1974 in Rio de Janeiro, [MASK]) is a contemporary classical music composer."
416,Alex Cabagnot,[X] is [Y] citizen .,Philippines,"Ning Legaspi Cabagnot, complete name Phoebe Clarice Legaspi Cabagnot, born on 6 October in 1978, is a female Filipino politician and an incumbent Sangguniang Panlalawigan Member (Provincial Board Member) of the Western District of the Province of Aklan, [MASK]."
417,Alex Cabagnot,[X] is [Y] citizen .,Philippines,"Ning Legaspi Cabagnot, complete name Phoebe Clarice Legaspi Cabagnot, born on 6 October in 1978, is a female Filipino politician and an incumbent Sangguniang Panlalawigan Member (Provincial Board Member) of the Western District of the Province of Aklan, [MASK]."
418,Trixie Whitley,[X] is [Y] citizen .,Belgium,"Trixie Whitley (born June 24, 1987 in Ghent, [MASK]) is a Belgian American multi-instrumentalist based in Brooklyn, New York."
419,Trixie Whitley,[X] is [Y] citizen .,Belgium,"Trixie Whitley (born June 24, 1987 in Ghent, [MASK]) is a Belgian American multi-instrumentalist based in Brooklyn, New York."
420,Marie Liljedahl,[X] is [Y] citizen .,Sweden,"Marie Liljedahl (born 15 February 1950) is a [MASK] actress who had a short-lived film career in the late-1960s and early-1970s, in the films of Joseph W. Sarno and Jesus Franco."
421,Marie Liljedahl,[X] is [Y] citizen .,Sweden,"Marie Liljedahl (born 15 February 1950) is a [MASK] actress who had a short-lived film career in the late-1960s and early-1970s, in the films of Joseph W. Sarno and Jesus Franco."
422,Embrik Strand,[X] is [Y] citizen .,Norway,"Strand is a municipality in Rogaland county, [MASK]."
423,Embrik Strand,[X] is [Y] citizen .,Norway,"Fiskå is a village in Strand municipality in Rogaland county, [MASK]."
424,Pir Mazhar Ul Haq,[X] is [Y] citizen .,Pakistan,"Qazi Abid's progeny involved in Pakistani politics has included his daughter, Fahmida Mirza, who is the Speaker of the National Assembly in [MASK]; his son, Qazi Asad Abid, a former member of the National Assembly; his niece, Ameena Ashraf (Qazi Akbar's daughter), a former member of the National Assembly; and his great nephew, Pir Mazhar Ul Haq (Qazi Akbar's grandson), a three time Sindh Provincial Minister, who currently is the Senior Minister in the Provincial Cabinet, holding the portfolio of Education."
425,Pir Mazhar Ul Haq,[X] is [Y] citizen .,Pakistan,"Pir Mazhar Ul Haq (Urdu: پیر مظہر الحق ) is a politician in [MASK] who comes from the spiritual family of Bhan Syedabad and is a descendant of Makhdoom Moosa, 5th son of Hazrat Makhdoom Sarwar Nooh of Hala."
426,Frederick II of Denmark,[X] is [Y] citizen .,Norway,Frederick II (1 July 1534 – 4 April 1588) was King of Denmark and [MASK] and duke of Schleswig from 1559 until his death.
427,Frederick II of Denmark,[X] is [Y] citizen .,Norway,Frederick II (1 July 1534 – 4 April 1588) was King of Denmark and [MASK] and duke of Schleswig from 1559 until his death.
428,Luis Martins de Souza Dantas,[X] is [Y] citizen .,Brazil,"Luis Martins de Souza Dantas (Luís… de Sousa…, in modern orthography; 17 February 1876 in Rio de Janeiro, [MASK] – 14 April 1954 in Paris, France) was a Brazilian diplomat who was awarded the Righteous Among The Nations by the Israeli Supreme Court in June 2003 for his participation during the Holocaust in helping Jews in France escape."
429,Luis Martins de Souza Dantas,[X] is [Y] citizen .,Brazil,"Luis Martins de Souza Dantas (Luís… de Sousa…, in modern orthography; 17 February 1876 in Rio de Janeiro, [MASK] – 14 April 1954 in Paris, France) was a Brazilian diplomat who was awarded the Righteous Among The Nations by the Israeli Supreme Court in June 2003 for his participation during the Holocaust in helping Jews in France escape."
430,T. M. A. Pai,[X] is [Y] citizen .,India,"Tonse Madhav Ananth Pai, abbreviated: T. M. A. Pai, (April 30, 1898 – May 29, 1979), was an Indian doctor, educationist, banker and philanthropist, most well known for building the university town of Manipal, Karnataka, [MASK]."
431,T. M. A. Pai,[X] is [Y] citizen .,India,"Tonse Madhav Ananth Pai, abbreviated: T. M. A. Pai, (April 30, 1898 – May 29, 1979), was an Indian doctor, educationist, banker and philanthropist, most well known for building the university town of Manipal, Karnataka, [MASK]."
432,Lisa Ekdahl,[X] is [Y] citizen .,Sweden,"Lisa Ekdahl (born July 29, 1971 in Hägersten, Stockholm, [MASK]) is a Swedish singer and song writer in popular music."
433,Lisa Ekdahl,[X] is [Y] citizen .,Sweden,"Lisa Ekdahl (born July 29, 1971 in Hägersten, Stockholm, [MASK]) is a Swedish singer and song writer in popular music."
434,Johann Wolfgang von Goethe,[X] is [Y] citizen .,Frankfurt,"Goethe sent Marianne von Willemer (1784–1860), the wife of the [MASK] banker Johann Jakob von Willemer (1760–1838), a Ginkgo leaf as a symbol of friendship and on September 15, 1815, he read his draft of the poem to her and friends."
435,Johann Wolfgang von Goethe,[X] is [Y] citizen .,Frankfurt,"Being familiar with the personality and life of Goethe in his relations to [MASK], he edited and published Goethe's correspondence with Marianne von Willemer, under the title Der Briefwechsel Zwischen Goethe und Marianne von Willemer, 2d ed., Stuttgart, 1878."
436,Douglas Century,[X] is [Y] citizen .,Canada,"Douglas Century (born in Calgary, Alberta, [MASK]) is a Canadian author and journalist."
437,Douglas Century,[X] is [Y] citizen .,Canada,"Douglas Century (born in Calgary, Alberta, Canada) is a [MASK] author and journalist."
438,Scott Frandsen,[X] is [Y] citizen .,Canada,"Scott Frandsen (born July 21, 1980 in Kelowna, British Columbia) is a [MASK] rower of Swedish and Danish descent."
439,Scott Frandsen,[X] is [Y] citizen .,Canada,"Scott Frandsen (born July 21, 1980 in Kelowna, British Columbia) is a [MASK] rower of Swedish and Danish descent."
440,Roman Kroitor,[X] is [Y] citizen .,Canada,"In the Labyrinth was co-directed by Roman Kroitor, Colin Low and Hugh O'Connor and produced by the National Film Board of [MASK]."
441,Roman Kroitor,[X] is [Y] citizen .,Canada,"Co-directed by Roman Kroitor and Wolf Koenig, this National Film Board of [MASK] production won a Canadian Film Award as top film of the year and was nominated at the BAFTA Awards for its best short film prize."
442,Thomas Hirschhorn,[X] is [Y] citizen .,Switzerland,"Thomas Hirschhorn (born in Bern, 16 May 1957) is a [MASK] artist."
443,Thomas Hirschhorn,[X] is [Y] citizen .,Switzerland,"Thomas Hirschhorn (born in Bern, 16 May 1957) is a [MASK] artist."
444,Patricia Wartusch,[X] is [Y] citizen .,Austria,Patricia Wartusch (born 5 August 1978) is a professional female tennis player from [MASK].
445,Patricia Wartusch,[X] is [Y] citizen .,Austria,Patricia Wartusch (born 5 August 1978) is a professional female tennis player from [MASK].
446,Nandamuri Balakrishna,[X] is [Y] citizen .,India,"Aikya Kerala Congress was an alliance consisting of four political parties in Kerala, [MASK]; Kerala Congress (Mani), Kerala Congress (Balakrishna Pillai), Kerala Congress (Jacob) and Kerala Congress (Secular)."
447,Nandamuri Balakrishna,[X] is [Y] citizen .,India,"R. Balakrishna Pillai is a veteran Indian politician, a former minister of the state of Kerala in [MASK], who has held major portfolios like Transport and Electricity."
448,Per Joar Hansen,[X] is [Y] citizen .,Norway,Per Joar Hansen (born 17 August 1965 in Namsos) is a [MASK] football coach.
449,Per Joar Hansen,[X] is [Y] citizen .,Norway,Per Joar Hansen (born 17 August 1965 in Namsos) is a [MASK] football coach.
450,Lydie Polfer,[X] is [Y] citizen .,Luxembourg,"Lydie Polfer (born 22 November 1952 in Luxembourg City) is a [MASK] politician that has served in a number of capacities, including Deputy Prime Minister, Minister for Foreign Affairs, and Mayor of Luxembourg City, as well as a Member of the European Parliament (MEP) and a member of the Chamber of Deputies."
451,Lydie Polfer,[X] is [Y] citizen .,Luxembourg,"Lydie Polfer (born 22 November 1952 in Luxembourg City) is a [MASK] politician that has served in a number of capacities, including Deputy Prime Minister, Minister for Foreign Affairs, and Mayor of Luxembourg City, as well as a Member of the European Parliament (MEP) and a member of the Chamber of Deputies."
452,Kae Araki,[X] is [Y] citizen .,Japan,"Kae Abe (阿部 佳恵 Abe Kae, born November 6, 1966 in Osaka, [MASK]), better known by the stage name Kae Araki (荒木 香恵 Araki Kae), is a Japanese voice actress."
453,Kae Araki,[X] is [Y] citizen .,Japan,"Kae Abe (阿部 佳恵 Abe Kae, born November 6, 1966 in Osaka, [MASK]), better known by the stage name Kae Araki (荒木 香恵 Araki Kae), is a Japanese voice actress."
454,Manuel Ferraz de Campos Sales,[X] is [Y] citizen .,Brazil,"Francisco de Assis Rosa e Silva (October 4, 1857 – July 1, 1929) was a Brazilian politician who was Vice President of [MASK] from November 15, 1898 to November 15, 1902 under Manuel Ferraz de Campos Sales."
455,Manuel Ferraz de Campos Sales,[X] is [Y] citizen .,Brazil,"Composed by the city's farmers, merchants and intellectuals, among such were: Antônio Pompeu de Camargo; Francisco Glicério; Manoel Ferraz de Campos Salles, then the Secretary of the Campinas' Lodge (later, President of [MASK] during 1898-1902); Jorge Krug; Joaquim Bonifácio do Amaral, the Viscount of Indaiatuba; Joaquim Egídio de Souza Aranha, the Marquis of Tres Rios; Cândido Ferreira; and, the Baron of Atibaia."
456,Gabriel Zubeir Wako,[X] is [Y] citizen .,Sudan,"Gabriel Zubeir Wako (born 27 February 1941) is the Roman Catholic Archbishop of Khartoum, [MASK]."
457,Gabriel Zubeir Wako,[X] is [Y] citizen .,Sudan,"Gabriel Zubeir Wako (born 27 February 1941) is the Roman Catholic Archbishop of Khartoum, [MASK]."
458,Blendi Nallbani,[X] is [Y] citizen .,Albania,Blendi Nallbani also known as Tata (born 30 May 1971 in Tirana) is an [MASK] retired goalkeeper.
459,Blendi Nallbani,[X] is [Y] citizen .,Albania,Blendi Nallbani also known as Tata (born 30 May 1971 in Tirana) is an [MASK] retired goalkeeper.
460,Bruno Putzulu,[X] is [Y] citizen .,France,"Bruno Putzulu (born 24 May 1967) is a [MASK] actor, born in Toutainville."
461,Bruno Putzulu,[X] is [Y] citizen .,France,"Bruno Putzulu (born 24 May 1967) is a [MASK] actor, born in Toutainville."
462,Robert Linssen,[X] is [Y] citizen .,Belgium,Robert Linssen (11 April 1911 – 15 May 2004) was a [MASK] Zen Buddhist and author.
463,Robert Linssen,[X] is [Y] citizen .,Belgium,Robert Linssen (11 April 1911 – 15 May 2004) was a [MASK] Zen Buddhist and author.
464,Willi Hennig,[X] is [Y] citizen .,Germany,"Starting in 1902, Hennig studied natural sciences, anthropology, and philosophy at the University of Freiburg in Freiburg im Breisgau, Baden-Württemberg, [MASK] where earned a doctorate in 1906 with Otto Jaekel."
465,Willi Hennig,[X] is [Y] citizen .,Germany,"Jürgen Klaus Hennig (born in Stuttgart, [MASK] on March 5, 1951) is a German chemist and medical physicist."
466,Paolo Bertoli,[X] is [Y] citizen .,Italy,"Paolo Bertoli was born in Poggio Garfagnana, [MASK]."
467,Paolo Bertoli,[X] is [Y] citizen .,Italy,"Paolo Bertoli was born in Poggio Garfagnana, [MASK]."
468,Alexey Poltoranin,[X] is [Y] citizen .,Kazakhstan,"Alexey Yurevich Poltoranin (Russian: Алексей Юрьевич Полторанин, born April 29, 1987) is a [MASK] cross-country skier who has competed at the international senior level since 2004."
469,Alexey Poltoranin,[X] is [Y] citizen .,Kazakhstan,"Alexey Yurevich Poltoranin (Russian: Алексей Юрьевич Полторанин, born April 29, 1987) is a [MASK] cross-country skier who has competed at the international senior level since 2004."
470,William Hovell,[X] is [Y] citizen .,Australia,William Hilton Hovell (26 April 1786 – 9 November 1875) was an English explorer of [MASK].
471,William Hovell,[X] is [Y] citizen .,Australia,William Hilton Hovell (26 April 1786 – 9 November 1875) was an English explorer of [MASK].
472,Jawad al-Bulani,[X] is [Y] citizen .,Iraq,Jawad al-Bulani (Arabic: جواد البولاني) (also spelled Al-Bolani; born in 1960) served as the Interior Minister of [MASK] within the Council of Ministers under Iraqi Prime Minister Nouri al-Maliki from 8 June 2006 to 21 December 2010.
473,Jawad al-Bulani,[X] is [Y] citizen .,Iraq,Jawad al-Bulani (Arabic: جواد البولاني) (also spelled Al-Bolani; born in 1960) served as the Interior Minister of [MASK] within the Council of Ministers under Iraqi Prime Minister Nouri al-Maliki from 8 June 2006 to 21 December 2010.
474,Giovanni Pellielo,[X] is [Y] citizen .,Italy,"Giovanni Pellielo (born January 11, 1970 in Vercelli) is an [MASK] sport shooter."
