,sub_label,template,obj_label,masked_sentence
735,Peter Scheemakers,[X] died in [Y] .,Antwerp,Broccoli was brought to England from [MASK] in the mid-18th century by Peter Scheemakers.
736,Pierre-Jules Cavelier,[X] died in [Y] .,Paris,"From a working-class background, he made his first studies at the École des Beaux-Arts, Lille, where he won numerous prizes and was sent with a municipal scholarship to study at the École des beaux-arts, [MASK] In 1882 he moved to Paris, where he was a pupil of Pierre-Jules Cavelier, Louis-Ernest Barrias and Jules Coutan."
743,William Janney,[X] died in [Y] .,Idaho,"William Janney (15 February 1908, New York City—22 December 1992, [MASK]), born Russell Dixon Janney, was an American film actor who appeared in 39 films between 1929 and 1937."
745,Frederick Denison Maurice,[X] died in [Y] .,London,"An apprenticed lithographic draughtsman, he was introduced by his brother to the lectures of Frederick Denison Maurice at the Hall of Association, 34 Castle Street East, [MASK], in 1853 and the summer of 1854."
746,Richard Wagner,[X] died in [Y] .,Venice,"It is reported that Wagner played the Rhinemaidens' lament at the piano, on the night before he died in [MASK], in 1883."
766,Franciscus Donders,[X] died in [Y] .,Utrecht,"During this time his interest shifted to ophthalmology, and was particularly inspired by the work of Franciscus Donders (1818-1889) at [MASK]."
770,Sheridan Morley,[X] died in [Y] .,London,"Sheridan Morley (5 December 1941, Ascot, Berkshire − 16 February 2007, [MASK]) was an English author, biographer, critic, and broadcaster."
772,Jean-Louis Barrault,[X] died in [Y] .,Paris,"Born In Morocco, Avital later traveled to [MASK] where he studied with the French masters of mime, Etienne Decroux, Jean-Louis Barrault, and Marcel Marceau."
776,Ernst Reuter,[X] died in [Y] .,Berlin,"In September 2002, Sanderling was appointed a Commander of the Order of the British Empire (CBE) and awarded the Ernst Reuter Plaque of [MASK], the city's highest honour."
780,Ludvig Norman,[X] died in [Y] .,Stockholm,Norman was born Fredrik Vilhelm Ludvig Norman in [MASK].
785,Antisthenes,[X] died in [Y] .,Athens,"He was owned by the bankers Antisthenes and Archestratus, who had a bank at the Piraeus, the harbor five miles out of [MASK]."
786,Giovanni Ambrogio Figino,[X] died in [Y] .,Milan,Giovanni Ambrogio Figino (1548/1551 – 11 October 1608) was an Italian Renaissance painter from [MASK].
788,Anita Berber,[X] died in [Y] .,Berlin,"The film follows an elderly delusional woman who thinks she is Anita Berber (1899-1928), a German dancer who, with her partner, Sebastian Droste, came to represent the decadence of 1920's [MASK] with their nude dancing, their cocaine habits and their uninhibited sex lives."
789,Frederic William Burton,[X] died in [Y] .,London,Sir Frederic William Burton RHA (8 April 1816 in Wicklow – 16 March 1900 in [MASK]) was an Irish painter born in Co.
791,Johann Ernst von Thun,[X] died in [Y] .,Salzburg,"Johann Ernst von Thun (July 3, 1643, Graz, Austria - April 20, 1709, [MASK], Austria) was prince-archbishop of Salzburg, Austria, from 1687 to 1709."
795,Henry Jacob Bigelow,[X] died in [Y] .,Newton,Henry Jacob Bigelow House at 72-80 Ober Road in [MASK] is one of the last private residences designed by noted American architect Henry Hobson Richardson.
796,Ibn Yunus,[X] died in [Y] .,Cairo,"Important scholars and scientists who flourished in the year 1000 include Ibn al-Haytham (Alhacen), Abu Rayhan al-Biruni, Avicenna, Abu al-Qasim (Abulcasis), Ibn Yunus (publishes his astronomical treatise Al-Zij al-Hakimi al-Kabir in [MASK] in c."
797,Charles-Auguste Questel,[X] died in [Y] .,Paris,"""Fritz"" Bluntschli commenced his architectural education in 1860 at the Zurich Polytechnikum (now ETH) under Gottfried Semper, and later (1864) attended the École des Beaux-Arts in [MASK] in the atelier of Charles-Auguste Questel."
798,Anthony Asquith,[X] died in [Y] .,London,"In addition to being regular silent film accompanist at [MASK]'s National Film Theatre, Brand has composed new scores for two recently restored films from the 1920s, namely The Wrecker and Anthony Asquith's Underground."
799,Joseph Cafasso,[X] died in [Y] .,Turin,Joseph Cafasso (Italian: Giuseppe Cafasso; 15 January 1811 – 23 June 1860) was an Italian Catholic priest who was a significant social reformer in early 19th-century [MASK].
802,Annemarie Wendl,[X] died in [Y] .,Munich,"Annemarie Wendl (26 December 1914, Trostberg, Upper Bavaria, Bavaria – 3 September 2006, [MASK], Bavaria, Germany) was a German actress."
804,Johann Andreas Eisenmenger,[X] died in [Y] .,Heidelberg,"Johann Andreas Eisenmenger (Mannheim, 1654 – [MASK], December 20, 1704) was a German Orientalist from the Electoral Palatinate, now best known as the author of Entdecktes Judenthum (Judaism Unmasked)."
807,Hermann Samuel Reimarus,[X] died in [Y] .,Hamburg,"Elise Reimarus (22 January 1735, [MASK], as Margaretha Elisabeth Reimarus – 2 September 1805, Hamburg) was a German writer, educator, translator and salon-holder."
813,Max Ernst,[X] died in [Y] .,Paris,"In 1922, after Bessarabia had become part of Romania, Michonze moved to [MASK] and met Max Ernst who later introduced him to the Surrealists, notably André Breton, Paul Éluard, Yves Tanguy and André Masson."
817,Maria Grinberg,[X] died in [Y] .,Tallinn,"[citation needed] Maria Grinberg died on the 14 July 1978, in [MASK], Estonia, ten weeks before her seventieth birthday."
819,Antonio Ozores Puchol,[X] died in [Y] .,Madrid,"Antonio Ozores Puchol (24 August 1928, Burjassot – 12 May 2010, [MASK]) was a Spanish actor."
821,Pier Francesco Mola,[X] died in [Y] .,Rome,"Two years later Bulgarini sponsored his travel to [MASK], and introduced him to his future mentors, Pier Francesco Mola and Pietro da Cortona."
826,Charlie Byrd,[X] died in [Y] .,Annapolis,"At that time, the Quintet disbanded, and played again only for a single concert in December 2000 in [MASK] to honor the late jazz guitar legend Charlie Byrd."
827,Lai Teck,[X] died in [Y] .,Bangkok,"According to Chin Peng, Lai Teck was killed in [MASK] some time in 1947 when Thai Communists tried to capture him."
829,Vincent Strambi,[X] died in [Y] .,Rome,"Saint Vincent Strambi born Vincenzo Domenico Salvatore Strambi (January 1, 1745 in Civitavecchia, Italy – January 1, 1824 in [MASK]), was a Catholic bishop who was a member of the Passionist Congregation."
831,Edmund Fetting,[X] died in [Y] .,Warsaw,"Edmund Fetting (10 November 1927, in [MASK], Poland – 30 January 2001 there) was a Polish film and theatrical actor and occasional singer."
833,Finn Malmgren,[X] died in [Y] .,Arctic,Finn Malmgrenfjorden is named after [MASK] explorer Finn Malmgren.
834,Anthony Veiller,[X] died in [Y] .,Hollywood,"Anthony Veiller (23 June 1903, in New York, New York – 27 June 1965, in [MASK]) was an American screenwriter and film producer."
836,Mattheus Ignatius van Bree,[X] died in [Y] .,Antwerp,"Mattheus Ignatius van Bree ([MASK] , 1773 - Antwerp, 1839) was a Belgian painter."
841,Natalie Clifford Barney,[X] died in [Y] .,Paris,"Ladies Almanack, or Ladies Almanack: showing their Signs and their Tides; their Moons and their Changes; the Seasons as it is with them; their Eclipses and Equinoxes; as well as a full Record of diurnal and nocturnal Distempers, written & illustrated by a lady of fashion, written by Djuna Barnes in 1928, is a roman à clef about a predominantly lesbian social circle centering on Natalie Clifford Barney's salon in [MASK]."
846,Anna Magdalena Bach,[X] died in [Y] .,Leipzig,"Gottfried Heinrich Bach (26 February 1724 – 12 February 1763) was the firstborn son of Johann Sebastian Bach by his second wife Anna Magdalena Wilcke.Born in [MASK], Gottfried Heinrich became ""feeble-minded"" (mildly mentally handicapped in some way) at an early age, but he played the keyboard well and C. P. E. Bach is quoted as saying that he showed ""a great genius, which however failed to develop""."
847,V. Shantaram,[X] died in [Y] .,Mumbai,"This vachanalya is founded by Aronda Gamonnati Mandal, a social registered organization established in 1947, in [MASK], by Gangadhar Rege and Anant Shantaram Rege as Secretary(a wellknown social worker) and other 15members in Girgaon, Mumbai a for the welfare of residents of Aronda."
851,Jack Wong Sue,[X] died in [Y] .,Perth,"Jack Wong Sue （黃如彩）OAM, DCM, JP (12 September 1925 – 16 November 2009), also known as Jack Sue, was a Chinese Australian from [MASK]."
853,Anthonie van Borssom,[X] died in [Y] .,Amsterdam,"Anthonie van Borssom (January 2, 1631 in [MASK] – March 19, 1677 in Amsterdam), was a Dutch Golden Age landscape painter."
857,"George Cadogan, 5th Earl Cadogan",[X] died in [Y] .,London,"Holy Trinity Sloane Street (The Church of the Holy and Undivided Trinity with Saint Jude, Upper Chelsea, sometimes known as Holy Trinity Sloane Square) is a [MASK] Anglican parish church, built in 1888-90 at the south-eastern side of Sloane Street to a striking Arts and Crafts design by the architect John Dando Sedding at the cost of the 5th Earl Cadogan, in whose London estate it lay."
859,Mendi Rodan,[X] died in [Y] .,Jerusalem,"Volkov studied with the conductor Mendi Rodan at the Rubin Academy in [MASK], before continuing at the Royal Academy of Music in London."
861,Georges Couthon,[X] died in [Y] .,Paris,"He attacked Maximilien de Robespierre on 9 thermidor, year II (27 July 1794) and demanded the arrest of Georges Couthon and Louis Antoine Léon de Saint-Just without accusing members of the Commune of [MASK]."
862,Martin Buber,[X] died in [Y] .,Jerusalem,"(Gedalyah) Stroumsa (in Hebrew: גי (גדליה) סטרומזה ; born 27 July 1948 in Paris) is Martin Buber Professor Emeritus of Comparative Religion at the Hebrew University of [MASK] and Emeritus Professor of the Study of the Abrahamic Religions at the University of Oxford, where he is an Emeritus Fellow of Lady Margaret Hall."
863,Joseph Goebbels,[X] died in [Y] .,Berlin,"At the City Commandant's office, Hayessen then took part in the preparations to occupy the radio building in [MASK] and to arrest Propaganda Minister Joseph Goebbels."
868,David d'Angers,[X] died in [Y] .,Paris,"Jean-Jules Allasseur (13 June 1818 — 1903) was a French sculptor, a pupil of Pierre-Jean David called David d'Angers at the École des Beaux-Arts, [MASK], who produced portrait sculptures, memorial allegories and decorative architectural sculpture for official commissions under the Second Empire."
869,Josephus Nicolaus Laurenti,[X] died in [Y] .,Vienna,"Josephus Nicolaus Laurenti (4 December 1735, [MASK] – 17 February 1805, Vienna) was an Austrian naturalist and zoologist of Italian origin."
873,Jacob Katz,[X] died in [Y] .,Jerusalem,"and PhD at the Hebrew University in [MASK], under the historian Professor Jacob Katz."
874,Gellu Naum,[X] died in [Y] .,Bucharest,"In 1941, Trost and Luca were among the founders of the [MASK] group of surrealists, which also included Gellu Naum, Paul Păun, and Virgil Theodorescu."
875,Montesquieu,[X] died in [Y] .,Paris,"The Correspondance inédite of Madame du Deffand with D'Alembert, Hénault, Montesquieu, and others was published in [MASK] (2 vols.)"
877,Humphry Marshall,[X] died in [Y] .,Pennsylvania,"The Humphry Marshall House (also called Marshall's Garden, Marshall's Arboretum, and the Botany Farm) in Marshallton, [MASK], in West Bradford Township, Chester County, was the residence of American botanist Humphry Marshall."
878,Bartolomeo Ammannati,[X] died in [Y] .,Florence,"Bartolomeo Ammannati (18 June 1511 – 13 April 1592) was an Italian architect and sculptor, born at Settignano, near [MASK]."
885,Kalyan Kumar,[X] died in [Y] .,Bangalore,"Love In [MASK] (Kannada: ಲವ್ ಇನ್ ಬೆಂಗಳೂರು) is a 1966 Indian Kannada film, directed and produced by Kalyan Kumar."
886,Charlie Conacher,[X] died in [Y] .,Toronto,"Calgary's Jim Peplinski was named the final recipient of the award in 1984, after which the trophy was retired and put on display at the newly constructed Charlie Conacher Research Centre for cancer at the [MASK] General Hospital."
887,Antonio Palomino,[X] died in [Y] .,Madrid,He was born in [MASK] to Diego de León Leal (originally from the Principality of Catalonia) and Juana de Durán (according to Palomino).
895,Shangguan Yunzhu,[X] died in [Y] .,Shanghai,"Born Wei Junluo, Shangguan Yunzhu fled to [MASK] when her hometown Jiangyin was attacked by the Japanese."
897,Dziga Vertov,[X] died in [Y] .,Moscow,"Vertov's feature film, produced by the film studio VUFKU, presents urban life in the Soviet cities of Kiev, Kharkov, [MASK] and Odessa."
898,Alida Withoos,[X] died in [Y] .,Amsterdam,"Alida ""Alie"" Johanna van den Bos (18 January 1902, [MASK] – 16 July 2003, Amsterdam) was a Dutch gymnast who competed in the 1928 Summer Olympics."
905,Emil Hass Christensen,[X] died in [Y] .,Denmark,Hooray for the Blue Hussars ([MASK]: Hurra for de blå husarer) is a 1970 Danish comedy film directed by Annelise Reenberg and starring Emil Hass Christensen.
907,Ulla Jacobsson,[X] died in [Y] .,Vienna,"Ulla Jacobsson (23 May 1929, Mölndal – 20 August 1982, [MASK], buried at the Wiener Zentralfriedhof) was a Swedish actress who is perhaps best known for playing the only female speaking role in the film Zulu."
909,Mauricio Kagel,[X] died in [Y] .,Cologne,"She continued her studies in Berlin and [MASK] with Aloys Kontarsky, Mauricio Kagel and Karlheinz Stockhausen."
911,Carl Friedrich von Ledebour,[X] died in [Y] .,Munich,"Carl Friedrich von Ledebour (8 July 1786, Stralsund – 4 July 1851, [MASK]; also Karl Friedrich von Ledebour) was a German-Estonian botanist."
914,George Murnu,[X] died in [Y] .,Bucharest,"George Murnu (Aromanian: Ioryi al Murnu; 1 January 1868, Veria, Salonica Vilayet, Ottoman Empire, now in Greece – 17 November 1957, [MASK]) was a Romanian university professor, archaeologist, historian, translator, and poet of Aromanian origin."
916,John Pont,[X] died in [Y] .,Oxford,"The Cradle of Coaches is a nickname given to Miami University in [MASK] for producing star football coaches including Earl Blaik, Paul Brown, Woody Hayes, Bill Arnsparger, George Little, Weeb Ewbank, Sid Gillman, Ara Parseghian, Bo Schembechler, John Pont, Carmen Cozza, Bill Mallory, Jim Tressel, Joe Novak, Ron Zook, Dick Crum, Paul Dietzel, Bill Narduzzi, Randy Walker, John Harbaugh, Gary Moeller, Larry Smith, Dick Tomey, Sean Payton and Terry Hoeppner."
917,Samuil Marshak,[X] died in [Y] .,Moscow,It was produced at the Soyuzmultfilm studio in [MASK] and is based on the fairy-tale play of the same name by Samuil Marshak.
918,Pachomius the Great,[X] died in [Y] .,Egypt,"Walter Horn suggests that the earliest coenobitic communities, which were established in [MASK] by Saint Pachomius, did not result in cloister construction, as there were no lay serfs attached to the community of monks, thus no separation within the walled community was required; Horn finds the earliest prototypical cloisters in some exceptional late fifth-century monastic churches in southern Syria, such as the Convent of Saints Sergius and Bacchus, at Umm-is-Surab (AD 489), and the colonnaded forecourt of the convent of Id-Dêr, but nothing similar appeared in the semieremitic Irish monasteries' clustered roundhouses nor in the earliest Benedictine collective communities of the West."
919,Johann Heinrich Blasius,[X] died in [Y] .,Brunswick,"The botanical garden of the TU Braunschweig (Botanischer Garten der Technischen Universität Braunschweig) was founded in 1840 by Johann Heinrich Blasius on the banks of the River Oker on the grounds of the former stately mansion in the woods of [MASK], Lower Saxony, Germany."
920,Thomas Earnshaw,[X] died in [Y] .,London,"Thomas Earnshaw (4 February 1749 in Ashton-under-Lyne – 1 March 1829 in [MASK]) was an English watchmaker who following John Arnold's earlier work, further simplified the process of marine chronometer production, making them available to the general public."
922,"Sir William Dunn, 1st Baronet, of Lakenheath",[X] died in [Y] .,London,"Sir William Dunn, 1st Baronet, of Lakenheath MP JP FRGS (22 September 1833 – 31 March 1912), was a [MASK] banker, merchant and philanthropist, Liberal Member of Parliament for Paisley (1891–1906), and from before 1896 until the outbreak of the Second Boer War in 1899 consul general for the Orange Free State in the United Kingdom."
924,Nicholas V,[X] died in [Y] .,Rome,"Stefano Porcari (early 15th century - 9 January 1453) was an Italian politician and humanist from [MASK], known as the leader of a rebellion against Pope Nicholas V and the tyrannic Papal authority."
937,George Robert Gray,[X] died in [Y] .,London,"George Robert Gray FRS (8 July 1808 – 6 May 1872) was an English zoologist and author, and head of the ornithological section of the British Museum, now the Natural History Museum, in [MASK] for forty-one years."
939,Gabriel-Marie Garrone,[X] died in [Y] .,Rome,"Gabriel-Marie Garrone (12 October 1901 in Aix-les-Bains, Savoie, France – 15 January 1994 in [MASK]) was a Cardinal of the Roman Catholic Church and a Prefect of the Congregation for Catholic Education."
941,William Rainey Harper,[X] died in [Y] .,Chicago,"William Rainey Harper High School, (commonly known as Harper High School) is a public 4–year high school located in the West Englewood neighborhood on the south side of [MASK], United States."
948,Nicolas Cotoner,[X] died in [Y] .,Malta,In 1674 Grand Master Nicolas Cotoner built five windmills around [MASK].
955,William Duesbury,[X] died in [Y] .,Derby,"William Duesbury (1725–1786) was an important enameller and British entrepreneur, founder of the Royal Crown Derby and owner of porcelain factories at Bow, Chelsea, [MASK] and Longton Hall."
961,Zhang Shichuan,[X] died in [Y] .,Shanghai,"After the destruction of Mingxing's studio by Japanese bombing during the 1937 Battle of [MASK], Zhang Shichuan made films for the China United Film Production Company (Zhonglian) in Japanese-occupied Shanghai, which led to accusations of treason after the surrender of Japan in 1945."
965,Thomas Barbour,[X] died in [Y] .,Boston,"Sheff, a native of [MASK], lives in Northern California with his wife, Karen Barbour, an artist, illustrator, and author of children’s books."
967,Romanos III Argyros,[X] died in [Y] .,Constantinople,"In 1031/2, Mariam paid a visit to Romanos III Argyros's court at [MASK] on behalf of Bagrat, and returned with a peace treaty, the dignity of curopalates and the Byzantine bride Helena (daughter of Romanos III's brother Basil) for her son."
969,Ernest Ansermet,[X] died in [Y] .,Geneva,Nazareth also won the first Ernest Ansermet Conducting Competition in 1978 in [MASK].
972,Michel Bernstein,[X] died in [Y] .,Paris,"Michel Bernstein ([MASK], 1931 – Paris, October 31, 2006) was a French musical producer and founder of several record labels."
976,"Penelope Rich, Lady Rich",[X] died in [Y] .,London,While in [MASK] he set sonnets from Astrophel and Stella dedicated to Lady Penelope Rich.
978,Glen MacDonough,[X] died in [Y] .,Stamford,"Glen MacDonough (b. Brooklyn NY 1870– d. Mar 30, 1924 [MASK], USA ) was a US American writer, lyricist and librettist."
980,Ngawang Lobsang Gyatso,[X] died in [Y] .,Tibet,"Dzogchen Pema Rigdzin (Tibetan: རྫོགས་ཆེན་པདམ་རིག་འཛིན, Wylie: rdzogs chen padma rig 'dzin) (1625–1697) was the 1st Dzogchen Rinpoche of [MASK] and a disciple of the Fifth Dalai Lama."
989,Giovanni Francesco Sagredo,[X] died in [Y] .,Venice,"He stayed for some years circa 1712 in [MASK], where he painted many works for the patron Zaccaria Sagredo."
990,Frankie Lee Sims,[X] died in [Y] .,Dallas,"Frankie Lee Sims (April 30, 1917, New Orleans, Louisiana – May 10, 1970, [MASK]) was an American singer-songwriter and electric blues guitarist."
992,Henri Herz,[X] died in [Y] .,Paris,"Henri Herz (born 6 January 1803 in Vienna, died 5 January 1888 in [MASK]) was a pianist and composer, Austrian by birth, and French by domicile."
994,Boris Papandopulo,[X] died in [Y] .,Zagreb,"Boris Papandopulo (Honnef am Rhein, February 25, 1906 – [MASK], October 16, 1991), Croatian composer and conductor of Russian Jewish descent."
996,Paul Gerson Unna,[X] died in [Y] .,Hamburg,"In 1880 he founded the Beiersdorf Company, a [MASK] pharmaceutical operation where he had close business ties to dermatologist Paul Gerson Unna."
1002,Howard Ferguson,[X] died in [Y] .,Toronto,"Ontario premier G. Howard Ferguson appointed Keefer Public Trustee of Ontario in April 1928, but Keefer died in [MASK] following a heart attack in December that year."
1006,Domenichino,[X] died in [Y] .,Naples,"He was a pupil of Giovanni Battista Caracciolo, but afterwards worked under Domenichino when that master visited [MASK] to decorate the chapel of the Tresoro."
1010,Willy Alberti,[X] died in [Y] .,Amsterdam,"Willeke Alberti (3 February 1945, [MASK], Netherlands) (real name: Willy Albertina Verbrugge) is a Dutch singer and actress, the daughter of entertainer and singer Willy Alberti and Hendrika Geertruida Kuiper (1921-2011)."
1013,Antoine Perrenot de Granvelle,[X] died in [Y] .,Madrid,"Letters between de Granvelle, now in [MASK], and his secretary Morillon in Brussels show that Jonghelinck, now as medallist, made a mould for a small medal in the spring of 1566."
1014,Louis McLane,[X] died in [Y] .,Baltimore,"Louis McLane (May 28, 1786 – October 7, 1857) was an American lawyer and politician from Wilmington, in New Castle County, Delaware, and [MASK]."
1016,Waverley Root,[X] died in [Y] .,Paris,"Waverley Lewis Root (April 15, 1903 in Providence, Rhode Island – October 31, 1982 in [MASK]) was an American journalist and writer."
1018,Zhang Aiping,[X] died in [Y] .,Beijing,"During the Tiananmen Square protests of spring 1989, Chen Zaidao joined former Minister of Defense Zhang Aiping and five other retired generals in opposing the enforcement of martial law by the Army in [MASK]."
1021,Fritz Umgelter,[X] died in [Y] .,Frankfurt,"Fritz Umgelter (18 August 1922 in Stuttgart – 9 May 1981 in [MASK] am Main) was a German television director, television writer, and film director."
1023,Domenico Fontana,[X] died in [Y] .,Naples,"He also ordered the construction of Royal Palace of [MASK], designed by Domenico Fontana."
1024,Veronica Franco,[X] died in [Y] .,Venice,Veronica Franco (1546–1591) was an Italian poet and courtesan in 16th-century [MASK].
1027,Conrad Graf,[X] died in [Y] .,Vienna,"Conrad Graf (17 November 1782 in Riedlingen, Württemberg – 18 March 1851 in [MASK]) was an Austrian-German piano maker."
1029,Charlotte Corday,[X] died in [Y] .,Paris,"In July he was imprisoned on the charge of supporting the federalist movement at Caen, and of complicity with Charlotte Corday, whom he had taken to see a sitting of the Convention on her arrival in [MASK]."
1030,Anton Dorph,[X] died in [Y] .,Copenhagen,"Anton Laurids Johannes Dorph, usually known as Anton Dorph (15 February 1831, Horsens – 12 January 1914, [MASK]) was a Danish painter who is remembered for his altarpieces and his paintings of fishermen."
1032,Antiochus IV of Commagene,[X] died in [Y] .,Rome,Epiphanes with his family and Callinicus lived in [MASK] with Antiochus IV for the remainder of his life.
1034,Princess Milica of Montenegro,[X] died in [Y] .,Alexandria,"Princess Milica Petrović-Njegoš, also known as Grand Duchess Militza Nikolaevna of Russia, (14 July 1866 in Cetinje, Montenegro – 5 September 1951 in [MASK]) was a Montenegrin princess."
1036,Harry Welles Rusk,[X] died in [Y] .,Baltimore,"Booze practiced his profession in [MASK] until 1896, when he was elected to Congress, he previously unsuccessfully contested the election of Harry Welles Rusk to the Fifty-fourth Congress, as a Republican to the Fifty-fifth Congress (March 4, 1897 - March 3, 1899)."
1037,Jules de Polignac,[X] died in [Y] .,Paris,"Due to the coup of Charles X and the Prince of Polignac in July 1830, he stated that ""what we did was right, [MASK] didn't move, and it responded at its head.""."
1039,Bartolomeo Cesi,[X] died in [Y] .,Bologna,"He was born in [MASK], where he initially apprenticed with an unknown painter by the name of Spinelli, then the Mannerist painter Bartolomeo Passarotti, but also worked with Bartolomeo Cesi."
1040,Alphonse James de Rothschild,[X] died in [Y] .,Paris,"Born in [MASK], Édouard de Rothschild was the only son of Baron Alphonse James de Rothschild (1827–1905)."
1041,Mohammed Zahir Shah,[X] died in [Y] .,Kabul,"Ahmad Shah, Crown Prince of Afghanistan (Pashto: أحمد شاه خان, Urdu: أحمد شاه خان; born 23 September 1934 in Arg-i-Shahi, [MASK]) is the second son of Mohammed Zahir Shah, the former King of Afghanistan."
1046,Friedrich Rosen,[X] died in [Y] .,Beijing,"Friedrich Rosen or Fritz Rosen (Leipzig, August 30, 1856 – November 27, 1935, [MASK]) was a German Orientalist, diplomat and politician."
1049,Albert Calmette,[X] died in [Y] .,Paris,In 1919 he was assigned to the laboratory of tuberculosis headed by Albert Calmette (1863-1933) at the Pasteur Institute in [MASK].
1050,Grosvenor Atterbury,[X] died in [Y] .,Southampton,"Grosvenor Atterbury (July 7, 1869 Detroit, MI – October 18, 1956 [MASK]) was an American architect, urban planner and writer."
1052,Jan Werner Danielsen,[X] died in [Y] .,Oslo,"Jan Werner Danielsen, known professionally as Jan Werner, (10 April 1976, Nord-Odal – 28 September 2006, [MASK]) was a Norwegian pop singer, also known for his interpretations of musical, classical, and rock standards."
1055,Antonio Solario,[X] died in [Y] .,Naples,"Ippolito and Pietro both assisted Antonio Solario, called II Zingaro, in the frescoes in the cloisters of the monastery of San Severino at [MASK], and in the Museum of that city may be seen two 'Crucifixions,' a 'Virgin and Child with Saints,' and other paintings assigned to them."
1060,Petrache Poenaru,[X] died in [Y] .,Bucharest,"Petrache Poenaru, formerly known as Semănătoarea is a metro station in [MASK]."
1061,John McConnell Black,[X] died in [Y] .,Adelaide,"J.M.Black received the following distinctions for his botanical work:- 1927, Honorary Lecturer in Systematic Botany at the University of [MASK]; 1930, Associate honoris causa of the Linnean Society, London; 1930, Sir Joseph Verco Medal of the Royal Society of South Australia; 1932 Ferdinand von Mueller Medal (Australian and New Zealand Association for the Advancement of Science; 1933-34, President of the Royal Society of South Australia; in 1942, the M.B.E."
1063,Darryl Kile,[X] died in [Y] .,Chicago,"On June 18, long-time broadcaster Jack Buck died at the age of 77, while four days later, pitcher Darryl Kile was found dead in a [MASK] hotel room, at age 33."
1064,Michele Marieschi,[X] died in [Y] .,Venice,"Michele Marieschi (1 December 1710 – 18 January 1744), also known as Michiel, was an Italian painter of landscapes and cityscapes (i.e., a vedutista) who painted his vedute, or views, mostly in [MASK]."
1066,Lange Powell,[X] died in [Y] .,Brisbane,Lange Leopold Powell (1886–1938) was a noted architect who designed many important buildings in [MASK] and the state of Queensland.
1068,Zhang Xueliang,[X] died in [Y] .,Honolulu,"Zhang Xueliang or Chang Hsueh-liang or Chang Hsiao-liang (張學良; 3 June 1901 in Haicheng, China – 15 October 2001 in [MASK]), occasionally called Peter Hsueh Liang Chang and nicknamed the ""Young Marshal"" (少帥), was the effective ruler of northeast China and much of northern China after the assassination of his father, Zhang Zuolin, by the Japanese on 4 June 1928."
1072,Omar Torrijos,[X] died in [Y] .,Panama,He sided and worked with Presidents Jimmy Carter and Omar Torrijos to defend [MASK]'s sovereignty.
1089,Malak Karsh,[X] died in [Y] .,Ottawa,"Malak Karsh, OC (March 1, 1915 – November 8, 2001) was a Canadian photographer of Armenian heritage, brother of Yousuf Karsh, who is best known for his photographs of the [MASK] region."
1091,Umberto Veronesi,[X] died in [Y] .,Milan,"Along with Umberto Veronesi he is the founding editor of ecancermedicalscience, an open access cancer journal from the European Institute of Oncology in [MASK]."
1092,Theodor Lipps,[X] died in [Y] .,Munich,"He was born in Iserlohn and spent his entire academic career in [MASK], where he was a student of Theodor Lipps and one of the founding members of the Munich circle of phenomenologists."
1096,Heinrich Joseph von Collin,[X] died in [Y] .,Vienna,"Matthäus Casimir von Collin was born in [MASK], the younger brother of the Viennese poet and playwright Heinrich Joseph von Collin."
1100,Anthony Van Egmond,[X] died in [Y] .,Toronto,"Anthony Van Egmond, born Antonij Jacobi Willem Gijben (10 March 1778 Groesbeek in Dutch Republic – 5 January 1838 in [MASK], Upper Canada) before coming to North America, was purportedly a Dutch Napoleonic War veteran."
1102,Arturo Castro,[X] died in [Y] .,Mexico,"Sergio Arturo Castro Martínez (born March 12, 1941) is a Mexican humanitarian who resides in San Cristóbal de las Casas, Chiapas, [MASK]."
1103,Isaac Newton Arnold,[X] died in [Y] .,Chicago,"Isaac Newton Arnold (November 30, 1815, Hartwick, New York – April 24, 1884, [MASK]) was an attorney, American politician, and biographer who made his career in Chicago."
1107,John Selden,[X] died in [Y] .,London,"); G Merlet, Causeries sur les femmes et les hIres (Paris, 1865); Selden, L'Esprit des femmes de notre temps (Paris, 1864); Marelle, Eugénie et Maurice de Guérin (Berlin, 1869); Harriet Parr, M. and E. de Guérin, a monograph ([MASK], 1870); and Matthew Arnold's essays on Maurice and Eugénie de Guérin, in his Essays in Criticism."
1108,Fedele Fischetti,[X] died in [Y] .,Naples,"Fedele Fischetti ([MASK], 30 March 1732 – Naples, 25 January 1792) was an Italian painter of the Neoclassical period."
1112,Giuseppe Maria Mazza,[X] died in [Y] .,Bologna,The [MASK] sculptor Giuseppe Maria Mazza initially trained in his studio.
1116,Sigismund von Schrattenbach,[X] died in [Y] .,Salzburg,"Michael Haydn wrote the Missa pro defuncto Archiepiscopo Sigismondo, or more generally Missa pro Defunctis, Klafsky I:8, MH 155, following the death of the Count Archbishop Sigismund von Schrattenbach in [MASK] on December 1771."
1117,Abraham Begeyn,[X] died in [Y] .,Berlin,"He was a landscape painter of some celebrity, since at the death of Abraham Begeyn he was invited to [MASK] by the King of Prussia, who appointed him one of his painters."
1118,Edward George Warris Hulton,[X] died in [Y] .,London,"After a brief spell as a publisher in [MASK], he returned to Oxford in the late 1960s and co-founded the Dangerous Sports Club with Edward Hulton."
