,sub_label,template,obj_label,masked_sentence
144,Mike Wallace,[X] works for [Y] .,CBS,"Tabloid Baby was described by former A Current Affair host Maury Povich as ""The Bible"" (as in ""Burt was there for the birthing of tabloid, he became the heart of the genre, and now he’s written the Bible"") and by veteran [MASK] newsman and 60 Minutes correspondent Mike Wallace as ""sad, funny, undeniably authentic""... telling ""the tale of what befell too much of mainstream television news over the past couple of decades as the bad drove out the good."
145,Mike Wallace,[X] works for [Y] .,CBS,The release of the film led Mike Wallace of [MASK]'s 60 Minutes news program to interview Consolo for the program.
146,Andrew Neil,[X] works for [Y] .,BBC,"Following changes to sitting hours in the United Kingdom parliament, and extensive changes to the [MASK]'s line-up of political programmes, Despatch Box was discontinued, and the programme's then regular presenter, Andrew Neil, moved on to present The Daily Politics and This Week."
147,Andrew Neil,[X] works for [Y] .,BBC,Daily Politics is a British television show launched by the [MASK] in 2003 and presented by Andrew Neil and Jo Coburn.
148,Chris Cuomo,[X] works for [Y] .,CNN,"He was the father of five, including Andrew Cuomo, the current Governor of New York, and journalist Chris Cuomo, currently at [MASK]."
149,Chris Cuomo,[X] works for [Y] .,CNN,He co-hosted FOCUS ON FAITH with Chris Cuomo (now of [MASK]) for ABC News.
150,Shigeru Miyamoto,[X] works for [Y] .,Nintendo,"The game was a collaboration between Retro's staff in Austin, Texas, and Japanese [MASK] employees, including producer Shigeru Miyamoto, who suggested the project after visiting Retro's headquarters in 2000."
151,Shigeru Miyamoto,[X] works for [Y] .,Nintendo,"While visiting [MASK] for other business, Itoi approached Shigeru Miyamoto about making Mother."
152,Gavyn Davies,[X] works for [Y] .,BBC,"The Hutton report cleared the government of wrongdoing, while the [MASK] was strongly criticised, leading to the resignation of the BBC's chairman Gavyn Davies and director-general Greg Dyke."
153,Gavyn Davies,[X] works for [Y] .,BBC,"The Hutton report cleared the government of wrongdoing, while the BBC was strongly criticised, leading to the resignation of the [MASK]'s chairman Gavyn Davies and director-general Greg Dyke."
154,Triple H,[X] works for [Y] .,WWE,"In 1995, Levesque moved to the [MASK] (WWF, now WWE), where he became Hunter Hearst Helmsley and, later, Triple H. In 1997, Triple H co-founded the influential D-Generation X stable, which became a major element of the WWF's ""Attitude Era""."
155,Triple H,[X] works for [Y] .,WWE,"In 1995, Levesque moved to the World Wrestling Federation ([MASK], now WWE), where he became Hunter Hearst Helmsley and, later, Triple H. In 1997, Triple H co-founded the influential D-Generation X stable, which became a major element of the WWF's ""Attitude Era""."
156,Nathan Myhrvold,[X] works for [Y] .,Microsoft,"The Road Ahead is a book written by Bill Gates, co-founder and then-CEO of the [MASK] software company, together with Microsoft executive Nathan Myhrvold and journalist Peter Rinearson."
157,Nathan Myhrvold,[X] works for [Y] .,Microsoft,"The Road Ahead is a book written by Bill Gates, co-founder and then-CEO of the Microsoft software company, together with [MASK] executive Nathan Myhrvold and journalist Peter Rinearson."
158,Brandon Tartikoff,[X] works for [Y] .,NBC,"Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of [MASK] from 1980 to 1991."
159,Brandon Tartikoff,[X] works for [Y] .,NBC,"Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of [MASK] from 1980 to 1991."
160,William Glock,[X] works for [Y] .,BBC,He wrote in a tonal idiom and suffered under the avant garde musical regime at the [MASK] headed by its Director of Music William Glock and almost ceased composition in the 1960s.
161,William Glock,[X] works for [Y] .,BBC,"1 by Peter Maxwell Davies was composed between 1973 and 1976, and is dedicated to Sir William Glock, ""as a mark of friendship and of appreciation of his work for contemporary music in his years as music controller at the [MASK]"""
162,Ted Lowe,[X] works for [Y] .,BBC,The [MASK] televised the final again shown on Grandstand and with Ted Lowe commentating the match.
163,Ted Lowe,[X] works for [Y] .,BBC,"Edwin Charles Ernest Lowe, MBE (1 November 1920 – 1 May 2011), known as Ted Lowe, was an English snooker commentator for the [MASK]."
164,John Inverdale,[X] works for [Y] .,BBC,The in-game commentators are John Inverdale from [MASK] & Dewi Morris from Sky Sport.
165,John Inverdale,[X] works for [Y] .,BBC,"The game's commentators are [MASK]'s John Inverdale, and Channel 7's Gordon Bray."
166,Paul Mayhew-Archer,[X] works for [Y] .,BBC,"Paul Mayhew-Archer (born 6 January 1953) is a British writer, producer and script editor for the [MASK]."
167,Paul Mayhew-Archer,[X] works for [Y] .,BBC,"Paul Mayhew-Archer (born 6 January 1953) is a British writer, producer and script editor for the [MASK]."
168,Tim Cook,[X] works for [Y] .,Apple,"Tim Cook revealed at the Apple Watch conference on March 9, 2015, that [MASK] had sold a total of 700 million iPhones to date."
169,Tim Cook,[X] works for [Y] .,Apple,"Singer Jimmy Buffett is another famous Mobilian, as is Tim Cook, the CEO of [MASK]."
170,Robert Peston,[X] works for [Y] .,BBC,"The Editors' Committee comprises Martin Dickson, Deputy Editor of the Financial Times; Robert Peston, Business Editor at the [MASK]; Hugo Dixon, Editor-in-Chief and Chairman of breakingviews; Jesse Lewis, Managing Editor of The Wall Street Journal Europe; and Rik Kirkland, former Managing Editor of Fortune."
171,Robert Peston,[X] works for [Y] .,BBC,"Originally coined in a policy report by G. Ing and R. McGowan of the Liberal Democrat Policy Research Unit, it was later popularised by the [MASK]'s Business Editor, Robert Peston, during the late-2000s recession, in reference to the British Conservative Party's proposal for a cap on inwards migration, referred to as the ""immigrant cap""."
172,Bob Wallace,[X] works for [Y] .,Microsoft,"Bob Wallace (May 29, 1949 – September 20, 2002) was the ninth [MASK] employee, first popular user of the term shareware, creator of the word processing program PC-Write, founder of the software company Quicksoft and an ""online drug guru"" who devoted much time and money into the research of psychedelic drugs."
173,Bob Wallace,[X] works for [Y] .,Microsoft,"Bob Wallace (May 29, 1949 – September 20, 2002) was the ninth [MASK] employee, first popular user of the term shareware, creator of the word processing program PC-Write, founder of the software company Quicksoft and an ""online drug guru"" who devoted much time and money into the research of psychedelic drugs."
174,Armando Iannucci,[X] works for [Y] .,BBC,"""Window"" appears in the 2009 [MASK] documentary, Armando Iannucci in Milton's Heaven and Hell."
175,Armando Iannucci,[X] works for [Y] .,BBC,"It is written by a variety of sketch writers- some, like Carrie Quinlan, are known writers and performers, who have worked on Armando Iannucci's Charm Offensive and other established comedy programmes; others are complete novices, who have submitted their work in answer to an invitation to new writers in the [MASK] writersroom."
176,Spencer Kelly,[X] works for [Y] .,BBC,"Graham-Smith is also a co-presenter of the Open University's 2010 introduction to computing module, entitled ""Inside the Box"", alongside the [MASK]'s Spencer Kelly."
177,Spencer Kelly,[X] works for [Y] .,BBC,"Click (previously Click Online) is a weekly [MASK] television programme covering news and recent developments in the world of consumer technology, presented by Spencer Kelly."
178,Chris Bangle,[X] works for [Y] .,BMW,"It was designed by Chris Bangle, who was promoted to Director of [MASK] Design."
179,Chris Bangle,[X] works for [Y] .,BMW,"It was designed by a team led by [MASK]’s head of design, Chris Bangle, who says GINA allowed his team to ""challenge existing principles and conventional processes."""
180,Ned Sherrin,[X] works for [Y] .,BBC,"Not So Much a Programme, More a Way of Life is a BBC-TV satire programme produced by Ned Sherrin, which aired during the winter of 1964–1965, in an attempt to continue and improve on the successful formula of his That Was the Week That Was (known informally as TW3), which had been taken off by the [MASK] because of the coming General Election."
181,Ned Sherrin,[X] works for [Y] .,BBC,"From there, he graduated to writing and performing for the British satire show That Was the Week That Was (popularly known as TW3) on [MASK] television, for producer Ned Sherrin and David Frost."
182,"Margaret Jay, Baroness Jay of Paddington",[X] works for [Y] .,BBC,"Margaret Ann Jay, Baroness Jay of Paddington, PC (née Callaghan; born 18 November 1939) is a British politician for the Labour Party and former [MASK] television producer and presenter."
183,"Margaret Jay, Baroness Jay of Paddington",[X] works for [Y] .,BBC,"Margaret Ann Jay, Baroness Jay of Paddington, PC (née Callaghan; born 18 November 1939) is a British politician for the Labour Party and former [MASK] television producer and presenter."
184,Peter Simon Pallas,[X] works for [Y] .,Russia,The spectacled cormorant or Pallas's cormorant (Phalacrocorax perspicillatus) is an extinct marine bird of the cormorant family of seabirds that inhabited Bering Island and possibly other places in the Komandorski Islands and the nearby coast of Kamchatka in the far northeast of [MASK].
185,Peter Simon Pallas,[X] works for [Y] .,Russia,"The Pallas' Sailer (Neptis sappho) is a nymphalid butterfly found in Central Europe, [MASK], India and other parts of temperate Asia and Japan."
186,Jonathan Pearce,[X] works for [Y] .,BBC,"On 3 February 2016, [MASK] Press Office confirmed via Twitter that Dara Ó Briain will host the new series, with Angela Scanlon serving as pit reporter and Jonathan Pearce returning as commentator."
187,Jonathan Pearce,[X] works for [Y] .,BBC,"Prior to his television career, Crocker commentated for Capital Gold in London, alongside Jonathan Pearce and Steve Wilson (who are both now [MASK] commentators)."
188,George Entwistle,[X] works for [Y] .,BBC,"The broadcasting of false allegations on Newsnight on 2 November led to the resignation of the Director-General of the [MASK], George Entwistle, eight days later."
189,George Entwistle,[X] works for [Y] .,BBC,"Following criticism of his actions, the Director-General of the [MASK], George Entwistle, resigned his post on 10 November 2012."
190,Hairy Bikers,[X] works for [Y] .,BBC,"The Hairy Bikers' Cookbook (renamed The Hairy Bikers Ride Again for the third series and The Hairy Bakers for the fourth series) is a [MASK] television cookery and travel programme, that has so far run for four series and a Christmas special."
191,Hairy Bikers,[X] works for [Y] .,BBC,Together they have presented a number of television cookery series for the [MASK] and have since launched an online weight loss programme called The Hairy Bikers Diet Club.
192,Heinrich Daniel Ruhmkorff,[X] works for [Y] .,Paris,He bought the Ruhmkorff workshops in [MASK] when Heinrich Daniel Ruhmkorff died and made it a successful business for building electrical and magnetical devices.
193,Heinrich Daniel Ruhmkorff,[X] works for [Y] .,Paris,He bought the Ruhmkorff workshops in [MASK] when Heinrich Daniel Ruhmkorff died and made it a successful business for building electrical and magnetical devices.
194,UNESCO Goodwill Ambassador,[X] works for [Y] .,UNESCO,"This category of advocate is intended to heighten public awareness in addition to the categories UNESCO Goodwill Ambassador, UNESCO Special Envoy and [MASK] Champion for Sport."
195,UNESCO Goodwill Ambassador,[X] works for [Y] .,UNESCO,"In July 2001, she was nominated UNESCO Goodwill Ambassador with focus her Ambassadorship on [MASK] projects for women and children."
196,Sarah Montague,[X] works for [Y] .,BBC,"Sarah, Lady Brooke - the spouse of Sir Christopher, the current holder - is better known as Sarah Montague, the well-known [MASK] radio, and occasionally television, journalist."
197,Sarah Montague,[X] works for [Y] .,BBC,"Robinson became a reporter on the BBC Radio 4 Today programme in 1995, and briefly was a presenter, but was reportedly 'passed over' because of her Liverpool accent, an accusation the [MASK] has denied, and Sarah Montague was appointed."
198,"Paul Wilson, Baron Wilson of High Wray",[X] works for [Y] .,BBC,"Paul Norman Wilson, Baron Wilson of High Wray OBE DSC KStJ (24 October 1908 – 24 February 1980) was a British engineer, Lord Lieutenant of Westmorland (1965 to 1974) and of Cumbria (1974 to 1980) and Governor of the [MASK]."
199,"Paul Wilson, Baron Wilson of High Wray",[X] works for [Y] .,BBC,"Paul Norman Wilson, Baron Wilson of High Wray OBE DSC KStJ (24 October 1908 – 24 February 1980) was a British engineer, Lord Lieutenant of Westmorland (1965 to 1974) and of Cumbria (1974 to 1980) and Governor of the [MASK]."
200,Hugh Greene,[X] works for [Y] .,BBC,"The Rivals of Sherlock Holmes took its inspiration – and title – from a series of published anthologies by Hugh Greene, elder brother of author Graham Greene and the former director-general of the [MASK]."
201,Hugh Greene,[X] works for [Y] .,BBC,"The Rivals of Sherlock Holmes is the first in a series of published anthologies by Hugh Greene, elder brother of author Graham Greene and the former director-general of the [MASK]."
202,Sean Fletcher,[X] works for [Y] .,BBC,"Sean Fletcher (born 20 April 1974) is an American-British journalist and radio broadcast personality, best known for his work with ITV and [MASK]."
203,Sean Fletcher,[X] works for [Y] .,BBC,"Sean Fletcher (born 20 April 1974) is an American-British journalist and radio broadcast personality, best known for his work with ITV and [MASK]."
204,Stephen Fry,[X] works for [Y] .,BBC,In 2016 she will take over from Stephen Fry as host of the popular [MASK] television quiz show QI.
205,Stephen Fry,[X] works for [Y] .,BBC,"In 2009, the [MASK] broadcast a television follow-up series of the same name, with Stephen Fry replacing the late Adams."
206,Jim Allchin,[X] works for [Y] .,Microsoft,"James Allchin, who later worked as Group Vice President for Platforms at [MASK] until his retirement on January 30, 2007, was the chief architect of Banyan VINES."
207,Jim Allchin,[X] works for [Y] .,Microsoft,"Following the purchase of DR-DOS by Novell and its renaming to ""Novell DOS"", [MASK] Co-President Jim Allchin stated in a memo, ""If you're going to kill someone there isn't much reason to get all worked up about it and angry."
208,Selina Scott,[X] works for [Y] .,BBC,"He is best known as the former host of [MASK] sports and current affairs shows including Grandstand, Nationwide and Breakfast Time, which he launched alongside Selina Scott and Nick Ross."
209,Selina Scott,[X] works for [Y] .,BBC,"Their coverage was presented by David Frost, Michael Wilson, Selina Scott, Adam Boulton and political scientist Michael Thrasher, with former [MASK] political journalist Donald MacCormick presenting analysis of the Scottish vote."
210,Nick Ross,[X] works for [Y] .,BBC,"He is best known as the former host of [MASK] sports and current affairs shows including Grandstand, Nationwide and Breakfast Time, which he launched alongside Selina Scott and Nick Ross."
211,Nick Ross,[X] works for [Y] .,BBC,"Scott first came to public notice as a newsreader on ITV’s News at Ten during the Falklands War, and then became a presenter on the [MASK]'s Breakfast Time programme with Frank Bough and Nick Ross in 1983."
212,"John Reith, 1st Baron Reith",[X] works for [Y] .,BBC,"It was the world's first broadcast listings magazine when it was founded in 1923 by John Reith, the then general manager of the [MASK]."
213,"John Reith, 1st Baron Reith",[X] works for [Y] .,BBC,"It was the world's first broadcast listings magazine when it was founded in 1923 by John Reith, the then general manager of the [MASK]."
214,Griff Rhys Jones,[X] works for [Y] .,BBC,"The series was set in the late 1940s and early 1950s, and starred Martin Clunes and Griff Rhys Jones as two ex-army friends who decide to try to form an entertainment act, with the aim of getting work on [MASK] radio."
215,Griff Rhys Jones,[X] works for [Y] .,BBC,"The church of St Gwyndaf is a Grade II* listed building The community came to a degree of national prominence in the summer of 2007 following the purchase of a semi-derelict farmhouse (Trehilyn) by the broadcaster Griff Rhys Jones and the ensuing [MASK] television documentary, A Pembrokeshire Farmhouse, which recorded its restoration."
216,Gilles Peterson,[X] works for [Y] .,BBC,The most recent was presented in January 2012 by the [MASK] radio personality Gilles Peterson at the Worldwide Awards Show in London.
217,Gilles Peterson,[X] works for [Y] .,BBC,"In December 2012, [MASK]'s Giles Peterson announced the launch of Towards Other Worlds on BBC6 Music."
218,Peter M. Bowers,[X] works for [Y] .,Boeing,It was designed by famed aircraft designer and [MASK] historian Peter Bowers.
219,Peter M. Bowers,[X] works for [Y] .,Boeing,"The Bowers Fly Baby is a homebuilt, single-seat, open-cockpit, wood and fabric low-wing monoplane that was designed by famed United States aircraft designer and [MASK] historian, Peter M. Bowers."
220,Carl Kasell,[X] works for [Y] .,NPR,"Carl Kasell (/ˈkæsəl/; born April 2, 1934) is an American radio personality, most widely known as a newscaster for [MASK] and as the former official judge and scorekeeper of the weekly news quiz show Wait Wait... Don't Tell Me!"
221,Carl Kasell,[X] works for [Y] .,NPR,"Carl Kasell (/ˈkæsəl/; born April 2, 1934) is an American radio personality, most widely known as a newscaster for [MASK] and as the former official judge and scorekeeper of the weekly news quiz show Wait Wait... Don't Tell Me!"
222,Rageh Omaar,[X] works for [Y] .,BBC,"Upon praying in the tunnel at its re-opening, Rageh Omaar of the [MASK] prayed on the same prayer mat as Ahmadinejad at the same time."
223,Rageh Omaar,[X] works for [Y] .,BBC,"It is also the longest street in the Middle East, and was reported as one of the longest in the world by former [MASK] (now Al Jazeera) journalist Rageh Omaar during the television documentary Welcome to Tehran."
224,"John Birt, Baron Birt",[X] works for [Y] .,BBC,"Birt (now Lord Birt), later Director-General of the [MASK], had the creative idea of combining Directors who had no real current affairs background, but were known for their creative and innovative film/video skills, with strong reporters and presenters recruited from national newspapers."
225,"John Birt, Baron Birt",[X] works for [Y] .,BBC,"It was future [MASK] controller John Birt, during his tenure at London Weekend Television, who suggested that Askwith take the part."
226,Leslie Moonves,[X] works for [Y] .,CBS,Edelstein began his career in episodic television working for Leslie Moonves at [MASK] as Director of Current Programmes.
227,Leslie Moonves,[X] works for [Y] .,CBS,Edelstein began his career in episodic television working for Leslie Moonves at [MASK] as Director of Current Programmes.
228,Thomas J. Watson,[X] works for [Y] .,IBM,"president, and Thomas Watson, founder of [MASK]."
229,Thomas J. Watson,[X] works for [Y] .,IBM,"After a feasibility study by [MASK]’ engineers, Thomas Watson Sr."
230,Dan Le Batard,[X] works for [Y] .,ESPN,"The station lineup includes Mike and Mike in the Morning, The Herd with Colin Cowherd, Scott Van Pelt, Three and Out,Dan Le Batard, The Paul Finebaum Show, [MASK] Game Night, and Sports Overnight America, in addition to the Atlanta Braves programming."
231,Dan Le Batard,[X] works for [Y] .,ESPN,"He is the co-host of Highly Questionable with Dan Le Batard, which airs daily on [MASK], and is also a regular panelist on Around the Horn."
232,Simon Brotherton,[X] works for [Y] .,BBC,"Simon Brotherton is a sports commentator for the [MASK], appearing on Match of the Day and BBC Radio Five Live."
233,Simon Brotherton,[X] works for [Y] .,BBC,"Simon Brotherton is a sports commentator for the [MASK], appearing on Match of the Day and BBC Radio Five Live."
234,Carlos Ghosn,[X] works for [Y] .,Renault,"He is also Senior Advisor to RNBV, the [MASK] and Nissan Alliance, working closely with the CEO, Carlos Ghosn."
235,Carlos Ghosn,[X] works for [Y] .,Renault,"Carlos Ghosn, KBE (born March 9, 1954) is a French-Lebanese-Brazilian businessman born in Porto Velho, Brazil, who is currently the Chairman and CEO of France-based [MASK], Chairman and CEO of Japan-based Nissan, and Chairman of Russia-based automobile manufacturer AvtoVAZ."
236,Ptolemy,[X] works for [Y] .,Alexandria,"Formerly assumed to be identical with the [MASK] grammarian and lexicographer Didymus Chalcenterus, because Ptolemy and Porphyry referred to him as Didymus ho mousikos (the musician), classical scholars now believe that this Didymus was a younger grammarian and musician working in Rome at the time of Nero (Richter 2001)."
237,Ptolemy,[X] works for [Y] .,Alexandria,A prominent foreign geographer and cartographer was Hellenistic geographer Ptolemy (90–168) who researched at the library in [MASK] to produce a detailed eight-volume record of world geography.
238,Aled Jones,[X] works for [Y] .,BBC,"Aled Jones MBE (born 29 December 1970) is a Welsh singer best known for his television work with [MASK] and ITV as well as his radio work, mainly for BBC Radio Wales and Classic FM."
239,Aled Jones,[X] works for [Y] .,BBC,"Aled Jones MBE (born 29 December 1970) is a Welsh singer best known for his television work with [MASK] and ITV as well as his radio work, mainly for BBC Radio Wales and Classic FM."
240,Helen Fospero,[X] works for [Y] .,BBC,"Helen Fospero (born 30 August 1966) is a British television presenter and journalist, best known for her presenting roles on shows such as GMTV, Daybreak and Lorraine She is currently working as a reporter for Watchdog and The One Show for the [MASK]."
241,Helen Fospero,[X] works for [Y] .,BBC,"Helen Fospero (born 30 August 1966) is a British television presenter and journalist, best known for her presenting roles on shows such as GMTV, Daybreak and Lorraine She is currently working as a reporter for Watchdog and The One Show for the [MASK]."
242,Ian Messiter,[X] works for [Y] .,BBC,The [MASK] received requests from school teachers and lecturers for transcripts of Ian Messiter's pieces as a fun way of teaching educational subjects to students.
243,Ian Messiter,[X] works for [Y] .,BBC,"He is the son of Ian Messiter, the creator of the [MASK] panel show, Just a Minute, and his wife Edith (née Senior)."
244,Leonard Miall,[X] works for [Y] .,BBC,"Rowland Leonard Miall (6 November 1914 – 24 February 2005) was a broadcaster and administrator at the [MASK] for 35 years, from 1939 to 1974."
245,Leonard Miall,[X] works for [Y] .,BBC,"Rowland Leonard Miall (6 November 1914 – 24 February 2005) was a broadcaster and administrator at the [MASK] for 35 years, from 1939 to 1974."
246,Sundar Pichai,[X] works for [Y] .,Google,"He was replaced by Sundar Pichai, who now serves as [MASK]'s CEO."
247,Sundar Pichai,[X] works for [Y] .,Google,"Pichai Sundararajan (born 1972), better known as Sundar Pichai is the Chief Executive Officer of [MASK]"
248,Michael Checkland,[X] works for [Y] .,BBC,"The forced departure of Director-General Alasdair Milne following pressure from the Thatcher government required someone at the top, preferably from outside the [MASK], with editorial and production experience (Milne had been summarily replaced by Michael Checkland, an accountant)."
249,Michael Checkland,[X] works for [Y] .,BBC,"Sir Michael Checkland (born 13 March 1936) was Director-General of the [MASK] from 1987 to 1992, being appointed after the forced resignation of Alasdair Milne."
250,David M. Thompson,[X] works for [Y] .,BBC,David Thompson's two-part [MASK] documentary on the films of Jean Renoir in 1993 led to him editing (with Lorraine LoBianco) an anthology of the director's letters for Faber (1994).
251,David M. Thompson,[X] works for [Y] .,BBC,David Thompson's two-part [MASK] documentary on the films of Jean Renoir in 1993 led to him editing (with Lorraine LoBianco) an anthology of the director's letters for Faber (1994).
252,Jane Tranter,[X] works for [Y] .,BBC,"A recent re-structure of the division has seen it re-integrated into the main [MASK] Fiction department of BBC Vision, under the ultimate control of Jane Tranter."
253,Jane Tranter,[X] works for [Y] .,BBC,"The single drama was greenlit in April 2002 by [MASK] controller of drama commissioning Jane Tranter, under the working title of The Young Offenders."
254,Angela Ahrendts,[X] works for [Y] .,Apple,"Angela Ahrendts, DBE (born June 7, 1960) is an American businesswoman and the senior vice president of retail and online stores at [MASK]"
255,Angela Ahrendts,[X] works for [Y] .,Apple,"Angela Ahrendts, DBE (born June 7, 1960) is an American businesswoman and the senior vice president of retail and online stores at [MASK]"
256,Ian Hickson,[X] works for [Y] .,Google,"Since then, the editor of the WHATWG specifications, Ian Hickson, has moved to [MASK]."
257,Ian Hickson,[X] works for [Y] .,Google,"The main developer was Ian Hickson, a [MASK] employee who also wrote the Acid2 test."
258,Mark Kermode,[X] works for [Y] .,BBC,"The band includes film critic and [MASK] television presenter Mark Kermode, along with Mike and Alex Hammond and Aly Hirji."
259,Mark Kermode,[X] works for [Y] .,BBC,"[MASK] TV film critic Mark Kermode nominated it as the best overall film of 2008 on his ""Kermode Awards"" section of The Culture Show, and Duane Byrge from The Hollywood Reporter lauded the film as ""poetically composed"" and a ""masterwork""."
260,Douglas Adams,[X] works for [Y] .,BBC,"Last Chance to See is a 1989 [MASK] radio documentary series and its accompanying book, written and presented by Douglas Adams and Mark Carwardine."
261,Douglas Adams,[X] works for [Y] .,BBC,The sketch can be heard in the Douglas Adams at the [MASK] CD collection.
262,Ray Ozzie,[X] works for [Y] .,Microsoft,"Groove was initially developed by Lotus Notes creator Ray Ozzie, and developed by Groove Networks of Beverly, Massachusetts, until [MASK]'s acquisition of Groove Networks in March 2005."
263,Ray Ozzie,[X] works for [Y] .,Microsoft,[MASK]'s Future Social Experiences (FUSE) Labs was started by Ray Ozzie and is run by Lili Cheng.
264,Mike Harrington,[X] works for [Y] .,Microsoft,"by former [MASK] employees Gabe Newell and Mike Harrington, the company has developed the critically acclaimed Half-Life, Counter-Strike, Portal, Day of Defeat, Team Fortress, Left 4 Dead video game series, alongside Dota 2."
265,Mike Harrington,[X] works for [Y] .,Microsoft,"Valve Corporation is an American video game developer and publisher founded in 1996 by former [MASK] employees Gabe Newell and Mike Harrington and currently based in Bellevue, Washington."
266,Paddy Lowe,[X] works for [Y] .,Mercedes,Paddy Lowe (born 8 April 1962) is a British motor racing engineer and Executive Director (Technical) of [MASK].
267,Paddy Lowe,[X] works for [Y] .,Mercedes,Paddy Lowe (born 8 April 1962) is a British motor racing engineer and Executive Director (Technical) of [MASK].
268,Nina Tassler,[X] works for [Y] .,CBS,"Nina Tassler is an American television executive, a graduate of Boston University (bachelor of fine arts in theater), and has held the position of President of [MASK] since September 2004."
269,Nina Tassler,[X] works for [Y] .,CBS,"Nina Tassler is an American television executive, a graduate of Boston University (bachelor of fine arts in theater), and has held the position of President of [MASK] since September 2004."
270,Wynford Vaughan-Thomas,[X] works for [Y] .,BBC,"It was adapted from the book Anzio by Wynford Vaughan-Thomas, who had been the [MASK] war correspondent at the battle."
271,Wynford Vaughan-Thomas,[X] works for [Y] .,BBC,"There is memorial nearby unveiled in 1990 to the [MASK] broadcaster Lewis John Wynford Vaughan-Thomas CBE, constructed after his death in 1987."
272,Lena Yada,[X] works for [Y] .,WWE,"Lena Yada (born November 12, 1978) is an American model, actress and professional tandem surfer who is known for her time in [MASK] as a backstage interviewer, valet, professional wrestler and WWE Diva on its ECW Brand."
273,Lena Yada,[X] works for [Y] .,WWE,"Lena Yada (born November 12, 1978) is an American model, actress and professional tandem surfer who is known for her time in World Wrestling Entertainment (WWE) as a backstage interviewer, valet, professional wrestler and [MASK] Diva on its ECW Brand."
274,Paul Otellini,[X] works for [Y] .,Intel,"He was one of four executive vice presidents reporting to the then CEO, Paul Otellini, and many industry insiders believed he could have eventually taken the helm as [MASK] CEO."
275,Paul Otellini,[X] works for [Y] .,Intel,"In May 2011, Maloney was appointed Chairman of [MASK] China by CEO Paul Otellini."
276,David Hatch,[X] works for [Y] .,BBC,"Most editions are now thought lost though parts of one were broadcast on BBC 7, picked by late [MASK] producer David Hatch as one of his favourite programmes."
277,David Hatch,[X] works for [Y] .,BBC,"Moving to radio comedy she was a regular performer in the [MASK]'s I'm Sorry, I'll Read That Again (with John Cleese, Tim Brooke-Taylor, Bill Oddie, Graeme Garden and David Hatch), and a member of the panel in the very first edition of I'm Sorry I Haven't A Clue."
278,"Jack Pease, 1st Baron Gainford",[X] works for [Y] .,BBC,"In the 1930s, he designed the 'Galleon Wing' extension to Said House, Chiswick Mall for Sir Nigel Playfair incorporating a huge curved plate-glass window for the first floor Drawing Room (the location for Series One of the [MASK] reality programme The Apprentice) and, presumably through his step-daughter Veronica Pease's father-in-law Lord Gainford, a cousin of Beaumont Pease and first chairman of the BBC, Studio 3A at Broadcasting House."
279,"Jack Pease, 1st Baron Gainford",[X] works for [Y] .,BBC,"In the 1930s, he designed the 'Galleon Wing' extension to Said House, Chiswick Mall for Sir Nigel Playfair incorporating a huge curved plate-glass window for the first floor Drawing Room (the location for Series One of the BBC reality programme The Apprentice) and, presumably through his step-daughter Veronica Pease's father-in-law Lord Gainford, a cousin of Beaumont Pease and first chairman of the [MASK], Studio 3A at Broadcasting House."
280,Jim Blinn,[X] works for [Y] .,Microsoft,"Many of the original CGL team now forms the elite of the CG and computer world with members going on to Silicon Graphics, [MASK], Cisco, NVIDIA and others, including Pixar President Ed Catmull, Pixar co-founder and Microsoft Graphics Fellow Alvy Ray Smith, Pixar co-founder Ralph Guggenheim, Walt Disney Animation Studios Chief Scientist Lance Williams, DreamWorks Animator Hank Grebe, Netscape and Silicon Graphics founder Jim Clark (James H. Clark), Microsoft Graphics Fellow Jim Blinn, Thad Beier, Oscar- and Bafta nominee Jacques Stroweis, Andrew Glassner and Tom Brigham."
281,Jim Blinn,[X] works for [Y] .,Microsoft,"Many of the original CGL team now forms the elite of the CG and computer world with members going on to Silicon Graphics, Microsoft, Cisco, NVIDIA and others, including Pixar President Ed Catmull, Pixar co-founder and [MASK] Graphics Fellow Alvy Ray Smith, Pixar co-founder Ralph Guggenheim, Walt Disney Animation Studios Chief Scientist Lance Williams, DreamWorks Animator Hank Grebe, Netscape and Silicon Graphics founder Jim Clark (James H. Clark), Microsoft Graphics Fellow Jim Blinn, Thad Beier, Oscar- and Bafta nominee Jacques Stroweis, Andrew Glassner and Tom Brigham."
282,Mark Byford,[X] works for [Y] .,BBC,Mark Byford (born 13 June 1958) was Deputy Director General of the [MASK] and head of BBC Journalism from 2004–2011.
283,Mark Byford,[X] works for [Y] .,BBC,Mark Byford (born 13 June 1958) was Deputy Director General of the British Broadcasting Corporation and head of [MASK] Journalism from 2004–2011.
284,Ian Jacob,[X] works for [Y] .,BBC,"Lieutenant General Sir Edward Ian Claud Jacob GBE, CB (27 September 1899 – 24 April 1993), known as Ian Jacob, was a British Army officer, who served as the Military Assistant Secretary to Winston Churchill's war cabinet and was later a distinguished broadcasting executive, serving as the Director-General of the [MASK] from 1952 to 1959."
