,answers,original,parrot_0,parrot_1,parrot_2
138,iraq,"[{'token': 'egypt', 'score': 0.209}, {'token': 'iraq', 'score': 0.171}, {'token': 'syria', 'score': 0.124}, {'token': 'lebanon', 'score': 0.121}, {'token': 'yemen', 'score': 0.085}, {'token': 'jordan', 'score': 0.068}, {'token': 'morocco', 'score': 0.038}, {'token': 'kuwait', 'score': 0.027}, {'token': 'libya', 'score': 0.021}, {'token': 'qatar', 'score': 0.018}, {'token': 'sudan', 'score': 0.014}, {'token': 'bahrain', 'score': 0.014}, {'token': 'afghanistan', 'score': 0.013}, {'token': 'iran', 'score': 0.012}, {'token': 'pakistan', 'score': 0.012}]",,,
139,germany,"[{'token': 'berlin', 'score': 0.458}, {'token': 'germany', 'score': 0.141}, {'token': 'vienna', 'score': 0.139}, {'token': 'munich', 'score': 0.119}, {'token': 'weimar', 'score': 0.021}, {'token': 'dresden', 'score': 0.015}, {'token': 'hamburg', 'score': 0.015}, {'token': 'leipzig', 'score': 0.011}, {'token': 'heidelberg', 'score': 0.006}, {'token': 'prague', 'score': 0.005}, {'token': 'zurich', 'score': 0.004}, {'token': 'austria', 'score': 0.004}, {'token': 'switzerland', 'score': 0.004}, {'token': 'stuttgart', 'score': 0.003}, {'token': 'cologne', 'score': 0.003}]","[{'token': 'berlin', 'score': 0.551}, {'token': 'germany', 'score': 0.148}, {'token': 'munich', 'score': 0.099}, {'token': 'vienna', 'score': 0.058}, {'token': 'hamburg', 'score': 0.018}, {'token': 'weimar', 'score': 0.016}, {'token': 'dresden', 'score': 0.013}, {'token': 'leipzig', 'score': 0.012}, {'token': 'heidelberg', 'score': 0.007}, {'token': 'kiel', 'score': 0.005}, {'token': 'school', 'score': 0.004}, {'token': 'stuttgart', 'score': 0.004}, {'token': 'switzerland', 'score': 0.003}, {'token': 'cologne', 'score': 0.003}, {'token': 'zurich', 'score': 0.003}]","[{'token': 'berlin', 'score': 0.549}, {'token': 'germany', 'score': 0.133}, {'token': 'munich', 'score': 0.093}, {'token': 'vienna', 'score': 0.085}, {'token': 'weimar', 'score': 0.02}, {'token': 'hamburg', 'score': 0.018}, {'token': 'dresden', 'score': 0.014}, {'token': 'leipzig', 'score': 0.011}, {'token': 'heidelberg', 'score': 0.007}, {'token': 'switzerland', 'score': 0.004}, {'token': 'prague', 'score': 0.003}, {'token': 'kiel', 'score': 0.003}, {'token': 'cologne', 'score': 0.003}, {'token': 'austria', 'score': 0.003}, {'token': 'zurich', 'score': 0.003}]","[{'token': 'berlin', 'score': 0.548}, {'token': 'germany', 'score': 0.159}, {'token': 'munich', 'score': 0.098}, {'token': 'vienna', 'score': 0.053}, {'token': 'hamburg', 'score': 0.016}, {'token': 'weimar', 'score': 0.016}, {'token': 'leipzig', 'score': 0.011}, {'token': 'dresden', 'score': 0.01}, {'token': 'heidelberg', 'score': 0.008}, {'token': 'school', 'score': 0.005}, {'token': 'kiel', 'score': 0.005}, {'token': 'switzerland', 'score': 0.004}, {'token': 'stuttgart', 'score': 0.003}, {'token': 'austria', 'score': 0.003}, {'token': 'zurich', 'score': 0.003}]"
140,spain,"[{'token': 'spain', 'score': 0.96}, {'token': 'europe', 'score': 0.039}, {'token': 'italy', 'score': 0.0}, {'token': 'mexico', 'score': 0.0}, {'token': 'espana', 'score': 0.0}, {'token': 'france', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': 'madrid', 'score': 0.0}, {'token': 'asia', 'score': 0.0}, {'token': 'spanish', 'score': 0.0}, {'token': 'zone', 'score': 0.0}, {'token': 'european', 'score': 0.0}, {'token': 'philippines', 'score': 0.0}, {'token': 'aragon', 'score': 0.0}, {'token': 'portugal', 'score': 0.0}]",,,
141,chile,"[{'token': 'chile', 'score': 0.669}, {'token': 'santiago', 'score': 0.262}, {'token': 'peru', 'score': 0.019}, {'token': 'concepcion', 'score': 0.006}, {'token': '1814', 'score': 0.004}, {'token': '1810', 'score': 0.002}, {'token': 'chilean', 'score': 0.002}, {'token': '1789', 'score': 0.002}, {'token': '1812', 'score': 0.001}, {'token': 'nitrate', 'score': 0.001}, {'token': '1817', 'score': 0.001}, {'token': 'congress', 'score': 0.001}, {'token': '1818', 'score': 0.001}, {'token': '1811', 'score': 0.001}, {'token': '1820', 'score': 0.001}]",,,
142,belgium,"[{'token': 'dutch', 'score': 0.65}, {'token': 'belgian', 'score': 0.338}, {'token': 'flemish', 'score': 0.006}, {'token': 'catholic', 'score': 0.002}, {'token': 'french', 'score': 0.001}, {'token': 'portuguese', 'score': 0.001}, {'token': 'brazilian', 'score': 0.001}, {'token': 'german', 'score': 0.0}, {'token': 'netherlands', 'score': 0.0}, {'token': 'polish', 'score': 0.0}, {'token': 'belgium', 'score': 0.0}, {'token': 'canadian', 'score': 0.0}, {'token': 'dominican', 'score': 0.0}, {'token': 'jesuit', 'score': 0.0}, {'token': 'suriname', 'score': 0.0}]",,,
143,germany,"[{'token': 'germany', 'score': 0.753}, {'token': 'westphalia', 'score': 0.123}, {'token': 'brandenburg', 'score': 0.034}, {'token': 'hesse', 'score': 0.027}, {'token': 'prussia', 'score': 0.013}, {'token': 'mecklenburg', 'score': 0.008}, {'token': 'saxony', 'score': 0.006}, {'token': 'bavaria', 'score': 0.005}, {'token': 'pomerania', 'score': 0.004}, {'token': 'holstein', 'score': 0.003}, {'token': 'hamburg', 'score': 0.003}, {'token': 'oder', 'score': 0.003}, {'token': 'wurttemberg', 'score': 0.002}, {'token': 'berlin', 'score': 0.002}, {'token': 'wilhelm', 'score': 0.001}]",,,
144,spain,"[{'token': 'portugal', 'score': 0.97}, {'token': 'lisbon', 'score': 0.011}, {'token': 'brazil', 'score': 0.01}, {'token': 'mozambique', 'score': 0.002}, {'token': 'spain', 'score': 0.002}, {'token': 'angola', 'score': 0.001}, {'token': 'porto', 'score': 0.001}, {'token': 'azores', 'score': 0.001}, {'token': 'galicia', 'score': 0.0}, {'token': 'portuguese', 'score': 0.0}, {'token': 'madeira', 'score': 0.0}, {'token': 'rio', 'score': 0.0}, {'token': 'fatima', 'score': 0.0}, {'token': 'romania', 'score': 0.0}, {'token': 'bahia', 'score': 0.0}]",,,
145,spain,"[{'token': 'spain', 'score': 0.231}, {'token': 'mexico', 'score': 0.136}, {'token': 'argentina', 'score': 0.111}, {'token': 'barcelona', 'score': 0.061}, {'token': 'chile', 'score': 0.049}, {'token': 'madrid', 'score': 0.047}, {'token': 'colombia', 'score': 0.045}, {'token': 'ecuador', 'score': 0.034}, {'token': 'uruguay', 'score': 0.025}, {'token': 'valencia', 'score': 0.022}, {'token': 'peru', 'score': 0.015}, {'token': 'venezuela', 'score': 0.014}, {'token': 'nacional', 'score': 0.013}, {'token': 'sevilla', 'score': 0.012}, {'token': 'puebla', 'score': 0.009}]",,,
146,brazil,"[{'token': 'brazil', 'score': 0.467}, {'token': 'portuguese', 'score': 0.194}, {'token': 'portugal', 'score': 0.103}, {'token': 'english', 'score': 0.031}, {'token': 'brazilian', 'score': 0.023}, {'token': 'comics', 'score': 0.018}, {'token': 'italy', 'score': 0.016}, {'token': 'mozambique', 'score': 0.015}, {'token': 'print', 'score': 0.009}, {'token': 'angola', 'score': 0.007}, {'token': 'italian', 'score': 0.006}, {'token': 'spanish', 'score': 0.005}, {'token': 'weekly', 'score': 0.005}, {'token': 'monthly', 'score': 0.003}, {'token': 'argentina', 'score': 0.003}]",,,
147,canada,"[{'token': 'canada', 'score': 0.699}, {'token': 'australia', 'score': 0.136}, {'token': 'america', 'score': 0.052}, {'token': 'britain', 'score': 0.021}, {'token': 'india', 'score': 0.02}, {'token': 'england', 'score': 0.014}, {'token': 'ireland', 'score': 0.012}, {'token': 'singapore', 'score': 0.007}, {'token': 'china', 'score': 0.003}, {'token': 'jamaica', 'score': 0.002}, {'token': 'ceylon', 'score': 0.002}, {'token': 'scotland', 'score': 0.002}, {'token': 'malaya', 'score': 0.002}, {'token': 'london', 'score': 0.002}, {'token': 'alberta', 'score': 0.002}]",,,
148,japan,"[{'token': 'japan', 'score': 0.999}, {'token': 'prefecture', 'score': 0.0}, {'token': 'osaka', 'score': 0.0}, {'token': 'japanese', 'score': 0.0}, {'token': 'jp', 'score': 0.0}, {'token': 'tokyo', 'score': 0.0}, {'token': 'nippon', 'score': 0.0}, {'token': 'nara', 'score': 0.0}, {'token': 'chiba', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'kyoto', 'score': 0.0}, {'token': 'abe', 'score': 0.0}, {'token': 'california', 'score': 0.0}, {'token': 'judo', 'score': 0.0}, {'token': 'nagasaki', 'score': 0.0}]","[{'token': ',', 'score': 0.63}, {'token': ')', 'score': 0.293}, {'token': 'prefecture', 'score': 0.039}, {'token': '.', 'score': 0.013}, {'token': 'japan', 'score': 0.008}, {'token': ';', 'score': 0.003}, {'token': 'district', 'score': 0.001}, {'token': 'city', 'score': 0.001}, {'token': 'and', 'score': 0.001}, {'token': '-', 'score': 0.001}, {'token': 'area', 'score': 0.001}, {'token': ']', 'score': 0.001}, {'token': 'tokyo', 'score': 0.001}, {'token': '[unk]', 'score': 0.0}, {'token': 'station', 'score': 0.0}]","[{'token': ',', 'score': 0.665}, {'token': ')', 'score': 0.234}, {'token': 'prefecture', 'score': 0.048}, {'token': '.', 'score': 0.017}, {'token': 'japan', 'score': 0.013}, {'token': ';', 'score': 0.004}, {'token': 'city', 'score': 0.002}, {'token': 'district', 'score': 0.002}, {'token': 'and', 'score': 0.001}, {'token': '-', 'score': 0.001}, {'token': 'area', 'score': 0.001}, {'token': ']', 'score': 0.001}, {'token': 'tokyo', 'score': 0.001}, {'token': '[unk]', 'score': 0.001}, {'token': 'station', 'score': 0.0}]",
149,belgium,"[{'token': 'belgium', 'score': 0.997}, {'token': 'congo', 'score': 0.001}, {'token': 'belgian', 'score': 0.001}, {'token': 'leopold', 'score': 0.0}, {'token': 'rwanda', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'germany', 'score': 0.0}, {'token': 'france', 'score': 0.0}, {'token': 'brussels', 'score': 0.0}, {'token': 'austria', 'score': 0.0}, {'token': 'hungary', 'score': 0.0}, {'token': 'liege', 'score': 0.0}, {'token': 'africa', 'score': 0.0}, {'token': 'flanders', 'score': 0.0}, {'token': 'luxembourg', 'score': 0.0}]",,,
150,fiji,"[{'token': 'fiji', 'score': 0.999}, {'token': 'vanuatu', 'score': 0.0}, {'token': 'australia', 'score': 0.0}, {'token': 'nigeria', 'score': 0.0}, {'token': 'samoa', 'score': 0.0}, {'token': 'labour', 'score': 0.0}, {'token': 'tonga', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': 'zimbabwe', 'score': 0.0}, {'token': 'patriots', 'score': 0.0}, {'token': 'kosovo', 'score': 0.0}, {'token': 'nepal', 'score': 0.0}, {'token': 'mali', 'score': 0.0}, {'token': 'zambia', 'score': 0.0}, {'token': 'malawi', 'score': 0.0}]","[{'token': 'fiji', 'score': 0.987}, {'token': '.', 'score': 0.012}, {'token': 'australia', 'score': 0.0}, {'token': 'samoa', 'score': 0.0}, {'token': 'vanuatu', 'score': 0.0}, {'token': 'constitution', 'score': 0.0}, {'token': ';', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': 'tonga', 'score': 0.0}, {'token': 'nigeria', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': 'development', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': 'queensland', 'score': 0.0}]","[{'token': 'fiji', 'score': 0.995}, {'token': '.', 'score': 0.004}, {'token': 'australia', 'score': 0.0}, {'token': 'vanuatu', 'score': 0.0}, {'token': 'samoa', 'score': 0.0}, {'token': 'constitution', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': ';', 'score': 0.0}, {'token': 'tonga', 'score': 0.0}, {'token': 'nigeria', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'development', 'score': 0.0}, {'token': '-', 'score': 0.0}, {'token': '##ilis', 'score': 0.0}]","[{'token': 'fiji', 'score': 0.997}, {'token': '.', 'score': 0.002}, {'token': 'australia', 'score': 0.0}, {'token': 'vanuatu', 'score': 0.0}, {'token': 'samoa', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': 'constitution', 'score': 0.0}, {'token': ';', 'score': 0.0}, {'token': 'tonga', 'score': 0.0}, {'token': 'nigeria', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'development', 'score': 0.0}, {'token': '##ilis', 'score': 0.0}, {'token': '-', 'score': 0.0}]"
151,finland,"[{'token': 'finnish', 'score': 0.915}, {'token': 'contemporary', 'score': 0.027}, {'token': 'classical', 'score': 0.01}, {'token': 'estonian', 'score': 0.007}, {'token': 'jazz', 'score': 0.004}, {'token': 'modern', 'score': 0.003}, {'token': 'helsinki', 'score': 0.002}, {'token': 'renowned', 'score': 0.002}, {'token': 'famous', 'score': 0.002}, {'token': 'sami', 'score': 0.001}, {'token': 'finland', 'score': 0.001}, {'token': 'swedish', 'score': 0.001}, {'token': 'modernist', 'score': 0.001}, {'token': 'music', 'score': 0.001}, {'token': 'noted', 'score': 0.001}]",,,
152,australia,"[{'token': 'scotland', 'score': 0.698}, {'token': 'glasgow', 'score': 0.106}, {'token': 'edinburgh', 'score': 0.021}, {'token': 'britain', 'score': 0.02}, {'token': 'ireland', 'score': 0.018}, {'token': 'england', 'score': 0.016}, {'token': 'aberdeen', 'score': 0.016}, {'token': 'canada', 'score': 0.014}, {'token': 'australia', 'score': 0.01}, {'token': 'wales', 'score': 0.007}, {'token': 'london', 'score': 0.005}, {'token': 'india', 'score': 0.003}, {'token': 'manchester', 'score': 0.003}, {'token': 'america', 'score': 0.002}, {'token': 'ontario', 'score': 0.002}]","[{'token': 'scotland', 'score': 0.727}, {'token': 'glasgow', 'score': 0.129}, {'token': 'edinburgh', 'score': 0.029}, {'token': 'britain', 'score': 0.018}, {'token': 'aberdeen', 'score': 0.015}, {'token': 'england', 'score': 0.012}, {'token': 'wales', 'score': 0.009}, {'token': 'ireland', 'score': 0.006}, {'token': 'australia', 'score': 0.005}, {'token': 'india', 'score': 0.005}, {'token': 'london', 'score': 0.005}, {'token': 'paisley', 'score': 0.002}, {'token': 'manchester', 'score': 0.002}, {'token': 'canada', 'score': 0.001}, {'token': 'america', 'score': 0.001}]","[{'token': 'scotland', 'score': 0.676}, {'token': 'glasgow', 'score': 0.125}, {'token': 'edinburgh', 'score': 0.031}, {'token': 'aberdeen', 'score': 0.02}, {'token': 'ireland', 'score': 0.018}, {'token': 'britain', 'score': 0.016}, {'token': 'england', 'score': 0.015}, {'token': 'australia', 'score': 0.009}, {'token': 'canada', 'score': 0.008}, {'token': 'wales', 'score': 0.008}, {'token': 'london', 'score': 0.005}, {'token': 'india', 'score': 0.004}, {'token': 'manchester', 'score': 0.003}, {'token': 'paisley', 'score': 0.003}, {'token': 'liverpool', 'score': 0.002}]",
153,canada,"[{'token': 'canadian', 'score': 0.682}, {'token': 'professional', 'score': 0.225}, {'token': 'retired', 'score': 0.054}, {'token': 'former', 'score': 0.025}, {'token': 'french', 'score': 0.007}, {'token': 'female', 'score': 0.003}, {'token': 'quebec', 'score': 0.001}, {'token': 'swiss', 'score': 0.0}, {'token': 'romanian', 'score': 0.0}, {'token': 'male', 'score': 0.0}, {'token': 'junior', 'score': 0.0}, {'token': 'czech', 'score': 0.0}, {'token': 'career', 'score': 0.0}, {'token': 'belgian', 'score': 0.0}, {'token': 'veteran', 'score': 0.0}]",,,
154,japan,"[{'token': 'japan', 'score': 0.916}, {'token': 'kyoto', 'score': 0.028}, {'token': 'kyushu', 'score': 0.022}, {'token': 'asia', 'score': 0.016}, {'token': 'china', 'score': 0.002}, {'token': 'europe', 'score': 0.002}, {'token': 'tokyo', 'score': 0.002}, {'token': 'provinces', 'score': 0.002}, {'token': 'edo', 'score': 0.001}, {'token': 'okinawa', 'score': 0.001}, {'token': 'hokkaido', 'score': 0.001}, {'token': 'osaka', 'score': 0.001}, {'token': 'india', 'score': 0.001}, {'token': 'korea', 'score': 0.001}, {'token': 'nippon', 'score': 0.0}]","[{'token': '.', 'score': 0.976}, {'token': ';', 'score': 0.02}, {'token': 'japan', 'score': 0.003}, {'token': 'kyoto', 'score': 0.0}, {'token': 'kyushu', 'score': 0.0}, {'token': 'china', 'score': 0.0}, {'token': 'asia', 'score': 0.0}, {'token': '?', 'score': 0.0}, {'token': 'europe', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'india', 'score': 0.0}, {'token': 'tokyo', 'score': 0.0}, {'token': 'hokkaido', 'score': 0.0}, {'token': 'japanese', 'score': 0.0}]","[{'token': '.', 'score': 0.967}, {'token': ';', 'score': 0.029}, {'token': 'japan', 'score': 0.003}, {'token': 'kyoto', 'score': 0.0}, {'token': '?', 'score': 0.0}, {'token': 'china', 'score': 0.0}, {'token': 'kyushu', 'score': 0.0}, {'token': 'asia', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': 'europe', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'india', 'score': 0.0}, {'token': 'tokyo', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': 'taiwan', 'score': 0.0}]",
155,netherlands,"[{'token': 'netherlands', 'score': 0.999}, {'token': 'belgium', 'score': 0.001}, {'token': 'holland', 'score': 0.0}, {'token': 'germany', 'score': 0.0}, {'token': 'nl', 'score': 0.0}, {'token': 'dutch', 'score': 0.0}, {'token': 'suriname', 'score': 0.0}, {'token': '##bant', 'score': 0.0}, {'token': 'indonesia', 'score': 0.0}, {'token': 'switzerland', 'score': 0.0}, {'token': 'europe', 'score': 0.0}, {'token': 'groningen', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'spain', 'score': 0.0}, {'token': 'utrecht', 'score': 0.0}]",,,
156,france,"[{'token': 'france', 'score': 0.615}, {'token': 'brazil', 'score': 0.106}, {'token': 'portugal', 'score': 0.056}, {'token': 'romania', 'score': 0.033}, {'token': 'belgium', 'score': 0.033}, {'token': 'spain', 'score': 0.028}, {'token': 'luxembourg', 'score': 0.013}, {'token': 'cuba', 'score': 0.011}, {'token': 'switzerland', 'score': 0.011}, {'token': 'algeria', 'score': 0.008}, {'token': 'italy', 'score': 0.007}, {'token': 'canada', 'score': 0.007}, {'token': 'morocco', 'score': 0.005}, {'token': 'tunisia', 'score': 0.005}, {'token': 'mexico', 'score': 0.004}]",,,
157,mali,"[{'token': 'guinea', 'score': 0.244}, {'token': 'senegal', 'score': 0.23}, {'token': 'mali', 'score': 0.133}, {'token': 'benin', 'score': 0.119}, {'token': 'togo', 'score': 0.073}, {'token': 'cameroon', 'score': 0.069}, {'token': 'congo', 'score': 0.031}, {'token': 'france', 'score': 0.017}, {'token': 'niger', 'score': 0.013}, {'token': 'chad', 'score': 0.01}, {'token': 'gabon', 'score': 0.009}, {'token': 'madagascar', 'score': 0.009}, {'token': 'ghana', 'score': 0.008}, {'token': 'algeria', 'score': 0.004}, {'token': 'morocco', 'score': 0.004}]",,,
158,india,"[{'token': 'india', 'score': 0.983}, {'token': 'bangladesh', 'score': 0.014}, {'token': 'nepal', 'score': 0.001}, {'token': 'pakistan', 'score': 0.001}, {'token': 'australia', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': 'arts', 'score': 0.0}, {'token': 'asia', 'score': 0.0}, {'token': 'odisha', 'score': 0.0}, {'token': 'ireland', 'score': 0.0}, {'token': 'kerala', 'score': 0.0}, {'token': 'karnataka', 'score': 0.0}, {'token': 'south', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'critics', 'score': 0.0}]",,,
159,australia,"[{'token': 'australia', 'score': 0.994}, {'token': 'canada', 'score': 0.002}, {'token': 'victoria', 'score': 0.002}, {'token': 'queensland', 'score': 0.002}, {'token': 'tasmania', 'score': 0.0}, {'token': 'wa', 'score': 0.0}, {'token': 'nsw', 'score': 0.0}, {'token': 'australian', 'score': 0.0}, {'token': 'aus', 'score': 0.0}, {'token': 'ontario', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': 'zealand', 'score': 0.0}, {'token': 'vic', 'score': 0.0}]","[{'token': 'canada', 'score': 0.921}, {'token': 'australia', 'score': 0.075}, {'token': 'ontario', 'score': 0.002}, {'token': 'manitoba', 'score': 0.001}, {'token': 'victoria', 'score': 0.0}, {'token': 'alberta', 'score': 0.0}, {'token': 'canadian', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'queensland', 'score': 0.0}, {'token': 'tasmania', 'score': 0.0}, {'token': 'bc', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'aus', 'score': 0.0}, {'token': 'jamaica', 'score': 0.0}, {'token': 'sweden', 'score': 0.0}]","[{'token': 'australia', 'score': 0.79}, {'token': 'canada', 'score': 0.194}, {'token': 'victoria', 'score': 0.007}, {'token': 'tasmania', 'score': 0.003}, {'token': 'queensland', 'score': 0.002}, {'token': '.', 'score': 0.002}, {'token': 'ontario', 'score': 0.001}, {'token': 'scotland', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': 'manitoba', 'score': 0.0}, {'token': 'nsw', 'score': 0.0}, {'token': 'alberta', 'score': 0.0}, {'token': 'aus', 'score': 0.0}, {'token': 'australian', 'score': 0.0}]",
160,canada,"[{'token': 'canada', 'score': 1.0}, {'token': 'ontario', 'score': 0.0}, {'token': 'canadian', 'score': 0.0}, {'token': 'quebec', 'score': 0.0}, {'token': 'canadians', 'score': 0.0}, {'token': 'australia', 'score': 0.0}, {'token': 'britain', 'score': 0.0}, {'token': 'parliament', 'score': 0.0}, {'token': 'bc', 'score': 0.0}, {'token': 'toronto', 'score': 0.0}, {'token': 'province', 'score': 0.0}, {'token': 'alberta', 'score': 0.0}, {'token': 'government', 'score': 0.0}, {'token': 'saskatchewan', 'score': 0.0}, {'token': 'manitoba', 'score': 0.0}]","[{'token': 'canada', 'score': 0.996}, {'token': 'ontario', 'score': 0.003}, {'token': 'quebec', 'score': 0.0}, {'token': 'canadian', 'score': 0.0}, {'token': 'ottawa', 'score': 0.0}, {'token': 'toronto', 'score': 0.0}, {'token': 'pei', 'score': 0.0}, {'token': 'bc', 'score': 0.0}, {'token': 'parliament', 'score': 0.0}, {'token': 'crown', 'score': 0.0}, {'token': 'jamaica', 'score': 0.0}, {'token': 'manitoba', 'score': 0.0}, {'token': 'saskatchewan', 'score': 0.0}, {'token': 'alberta', 'score': 0.0}, {'token': 'juno', 'score': 0.0}]","[{'token': '.', 'score': 0.624}, {'token': 'canada', 'score': 0.295}, {'token': ';', 'score': 0.058}, {'token': '!', 'score': 0.01}, {'token': '|', 'score': 0.003}, {'token': '?', 'score': 0.002}, {'token': 'australia', 'score': 0.001}, {'token': 'canadian', 'score': 0.001}, {'token': 'toronto', 'score': 0.001}, {'token': 'america', 'score': 0.001}, {'token': 'general', 'score': 0.001}, {'token': 'quebec', 'score': 0.001}, {'token': 'asia', 'score': 0.0}, {'token': 'ontario', 'score': 0.0}, {'token': 'china', 'score': 0.0}]",
161,denmark,"[{'token': 'denmark', 'score': 0.643}, {'token': 'copenhagen', 'score': 0.195}, {'token': 'norway', 'score': 0.14}, {'token': 'zealand', 'score': 0.005}, {'token': 'oslo', 'score': 0.003}, {'token': 'bergen', 'score': 0.003}, {'token': 'trondheim', 'score': 0.003}, {'token': 'aarhus', 'score': 0.002}, {'token': 'sweden', 'score': 0.001}, {'token': 'schleswig', 'score': 0.001}, {'token': 'hamburg', 'score': 0.001}, {'token': 'germany', 'score': 0.001}, {'token': 'danish', 'score': 0.001}, {'token': 'finland', 'score': 0.0}, {'token': 'greenland', 'score': 0.0}]","[{'token': '.', 'score': 0.603}, {'token': 'sweden', 'score': 0.111}, {'token': 'norway', 'score': 0.05}, {'token': 'denmark', 'score': 0.047}, {'token': ';', 'score': 0.045}, {'token': 'finland', 'score': 0.024}, {'token': 'stockholm', 'score': 0.023}, {'token': 'germany', 'score': 0.018}, {'token': 'copenhagen', 'score': 0.016}, {'token': '?', 'score': 0.005}, {'token': 'gothenburg', 'score': 0.005}, {'token': 'hamburg', 'score': 0.004}, {'token': 'scandinavia', 'score': 0.003}, {'token': 'bergen', 'score': 0.002}, {'token': 'berlin', 'score': 0.002}]","[{'token': '.', 'score': 0.715}, {'token': 'sweden', 'score': 0.075}, {'token': 'denmark', 'score': 0.038}, {'token': ';', 'score': 0.037}, {'token': 'norway', 'score': 0.033}, {'token': 'copenhagen', 'score': 0.016}, {'token': 'germany', 'score': 0.014}, {'token': 'finland', 'score': 0.013}, {'token': 'stockholm', 'score': 0.013}, {'token': '?', 'score': 0.006}, {'token': 'gothenburg', 'score': 0.003}, {'token': 'hamburg', 'score': 0.003}, {'token': 'scandinavia', 'score': 0.003}, {'token': 'bergen', 'score': 0.001}, {'token': 'london', 'score': 0.001}]",
162,angola,"[{'token': 'brazil', 'score': 0.807}, {'token': 'peru', 'score': 0.019}, {'token': 'argentina', 'score': 0.018}, {'token': 'uruguay', 'score': 0.018}, {'token': 'paraguay', 'score': 0.016}, {'token': 'colombia', 'score': 0.013}, {'token': 'venezuela', 'score': 0.013}, {'token': 'mexico', 'score': 0.012}, {'token': 'chile', 'score': 0.011}, {'token': 'portugal', 'score': 0.011}, {'token': 'ecuador', 'score': 0.007}, {'token': 'bahia', 'score': 0.004}, {'token': 'cuba', 'score': 0.003}, {'token': 'brasil', 'score': 0.003}, {'token': 'salvador', 'score': 0.003}]",,,
163,hungary,"[{'token': 'hungary', 'score': 0.998}, {'token': 'hungarian', 'score': 0.001}, {'token': 'austria', 'score': 0.001}, {'token': 'romania', 'score': 0.0}, {'token': 'budapest', 'score': 0.0}, {'token': 'czechoslovakia', 'score': 0.0}, {'token': 'and', 'score': 0.0}, {'token': 'belgium', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'germany', 'score': 0.0}, {'token': 'slovakia', 'score': 0.0}, {'token': 'hungarians', 'score': 0.0}, {'token': 'transylvania', 'score': 0.0}, {'token': 'ukraine', 'score': 0.0}, {'token': 'yugoslavia', 'score': 0.0}]",,,
164,argentina,"[{'token': 'argentina', 'score': 0.762}, {'token': 'mexico', 'score': 0.08}, {'token': 'colombia', 'score': 0.048}, {'token': 'chile', 'score': 0.02}, {'token': 'spain', 'score': 0.018}, {'token': 'venezuela', 'score': 0.011}, {'token': 'uruguay', 'score': 0.01}, {'token': 'italy', 'score': 0.01}, {'token': 'france', 'score': 0.006}, {'token': 'bolivia', 'score': 0.005}, {'token': 'germany', 'score': 0.005}, {'token': 'cuba', 'score': 0.004}, {'token': 'peru', 'score': 0.003}, {'token': 'argentine', 'score': 0.002}, {'token': 'paraguay', 'score': 0.002}]",,,
165,indonesia,"[{'token': 'japan', 'score': 0.492}, {'token': 'africa', 'score': 0.072}, {'token': 'malawi', 'score': 0.055}, {'token': 'uganda', 'score': 0.053}, {'token': 'kenya', 'score': 0.041}, {'token': 'fiji', 'score': 0.039}, {'token': 'asia', 'score': 0.023}, {'token': 'today', 'score': 0.021}, {'token': 'zambia', 'score': 0.019}, {'token': 'australia', 'score': 0.017}, {'token': 'zimbabwe', 'score': 0.016}, {'token': 'rwanda', 'score': 0.016}, {'token': 'tanzania', 'score': 0.01}, {'token': 'america', 'score': 0.009}, {'token': 'india', 'score': 0.009}]",,,
