,answers,original,parrot_0,parrot_1,parrot_2
161,kabul,"[{'token': 'bengal', 'score': 0.261}, {'token': 'delhi', 'score': 0.251}, {'token': 'india', 'score': 0.139}, {'token': 'gujarat', 'score': 0.083}, {'token': 'kashmir', 'score': 0.047}, {'token': 'nepal', 'score': 0.043}, {'token': 'sindh', 'score': 0.035}, {'token': 'maharashtra', 'score': 0.014}, {'token': 'hyderabad', 'score': 0.011}, {'token': 'mysore', 'score': 0.01}, {'token': 'bihar', 'score': 0.009}, {'token': 'persia', 'score': 0.009}, {'token': 'lahore', 'score': 0.007}, {'token': 'punjab', 'score': 0.006}, {'token': 'kabul', 'score': 0.006}]","[{'token': '.', 'score': 0.929}, {'token': ';', 'score': 0.017}, {'token': 'nepal', 'score': 0.008}, {'token': 'bengal', 'score': 0.005}, {'token': 'india', 'score': 0.003}, {'token': 'kashmir', 'score': 0.003}, {'token': '।', 'score': 0.003}, {'token': '|', 'score': 0.003}, {'token': 'gujarat', 'score': 0.003}, {'token': '?', 'score': 0.003}, {'token': 'bihar', 'score': 0.003}, {'token': 'sindh', 'score': 0.003}, {'token': 'delhi', 'score': 0.002}, {'token': 'maharashtra', 'score': 0.002}, {'token': 'rajasthan', 'score': 0.001}]",,
162,wexford,"[{'token': 'wexford', 'score': 0.995}, {'token': 'trim', 'score': 0.002}, {'token': 'waterford', 'score': 0.001}, {'token': 'ferns', 'score': 0.0}, {'token': 'kilkenny', 'score': 0.0}, {'token': 'thornton', 'score': 0.0}, {'token': 'lucknow', 'score': 0.0}, {'token': 'ross', 'score': 0.0}, {'token': 'dublin', 'score': 0.0}, {'token': 'bray', 'score': 0.0}, {'token': 'hurting', 'score': 0.0}, {'token': 'rugby', 'score': 0.0}, {'token': 'mayfield', 'score': 0.0}, {'token': 'newport', 'score': 0.0}, {'token': 'swords', 'score': 0.0}]","[{'token': 'wexford', 'score': 0.995}, {'token': 'dublin', 'score': 0.002}, {'token': 'waterford', 'score': 0.002}, {'token': 'kilkenny', 'score': 0.001}, {'token': 'south', 'score': 0.0}, {'token': 'cork', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'ross', 'score': 0.0}, {'token': 'gloucester', 'score': 0.0}, {'token': 'galway', 'score': 0.0}, {'token': 'carlisle', 'score': 0.0}, {'token': 'western', 'score': 0.0}, {'token': 'limerick', 'score': 0.0}, {'token': 'kildare', 'score': 0.0}, {'token': 'leinster', 'score': 0.0}]","[{'token': 'wexford', 'score': 0.996}, {'token': 'waterford', 'score': 0.002}, {'token': 'dublin', 'score': 0.001}, {'token': 'kilkenny', 'score': 0.001}, {'token': 'south', 'score': 0.0}, {'token': 'cork', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'limerick', 'score': 0.0}, {'token': 'ross', 'score': 0.0}, {'token': 'galway', 'score': 0.0}, {'token': 'gloucester', 'score': 0.0}, {'token': 'western', 'score': 0.0}, {'token': 'kildare', 'score': 0.0}, {'token': 'leinster', 'score': 0.0}, {'token': 'carlisle', 'score': 0.0}]",
163,cairo,"[{'token': 'cairo', 'score': 0.711}, {'token': 'egypt', 'score': 0.238}, {'token': 'alexandria', 'score': 0.047}, {'token': 'sudan', 'score': 0.001}, {'token': 'libya', 'score': 0.0}, {'token': 'nile', 'score': 0.0}, {'token': 'nasser', 'score': 0.0}, {'token': 'suez', 'score': 0.0}, {'token': 'capital', 'score': 0.0}, {'token': 'tunisia', 'score': 0.0}, {'token': 'egyptian', 'score': 0.0}, {'token': 'dubai', 'score': 0.0}, {'token': 'sinai', 'score': 0.0}, {'token': 'coptic', 'score': 0.0}, {'token': 'pharaoh', 'score': 0.0}]",,,
164,helsinki,"[{'token': 'helsinki', 'score': 0.541}, {'token': 'finland', 'score': 0.453}, {'token': 'leningrad', 'score': 0.003}, {'token': 'finnish', 'score': 0.001}, {'token': 'sweden', 'score': 0.0}, {'token': 'riga', 'score': 0.0}, {'token': 'stockholm', 'score': 0.0}, {'token': 'russia', 'score': 0.0}, {'token': 'moscow', 'score': 0.0}, {'token': 'latvia', 'score': 0.0}, {'token': 'finn', 'score': 0.0}, {'token': 'estonia', 'score': 0.0}, {'token': 'vilnius', 'score': 0.0}, {'token': 'siberia', 'score': 0.0}, {'token': 'danzig', 'score': 0.0}]",,,
165,norwich,"[{'token': 'preston', 'score': 0.212}, {'token': 'richmond', 'score': 0.137}, {'token': 'auburn', 'score': 0.113}, {'token': 'rochester', 'score': 0.064}, {'token': 'office', 'score': 0.037}, {'token': 'albany', 'score': 0.034}, {'token': 'norwich', 'score': 0.031}, {'token': 'rome', 'score': 0.025}, {'token': 'brooklyn', 'score': 0.015}, {'token': 'geneva', 'score': 0.014}, {'token': 'washington', 'score': 0.012}, {'token': 'lafayette', 'score': 0.011}, {'token': 'virginia', 'score': 0.01}, {'token': 'berlin', 'score': 0.008}, {'token': 'buffalo', 'score': 0.008}]",,,
166,rome,"[{'token': 'it', 'score': 0.499}, {'token': 'rome', 'score': 0.496}, {'token': 'florence', 'score': 0.001}, {'token': 'venice', 'score': 0.001}, {'token': 'naples', 'score': 0.001}, {'token': 'bologna', 'score': 0.001}, {'token': 'italy', 'score': 0.001}, {'token': 'milan', 'score': 0.0}, {'token': 'he', 'score': 0.0}, {'token': 'marco', 'score': 0.0}, {'token': 'trieste', 'score': 0.0}, {'token': '##zio', 'score': 0.0}, {'token': 'ferrara', 'score': 0.0}, {'token': 'this', 'score': 0.0}, {'token': 'padua', 'score': 0.0}]","[{'token': 'it', 'score': 0.832}, {'token': 'rome', 'score': 0.166}, {'token': 'florence', 'score': 0.0}, {'token': 'venice', 'score': 0.0}, {'token': 'bologna', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'marco', 'score': 0.0}, {'token': 'he', 'score': 0.0}, {'token': 'this', 'score': 0.0}, {'token': 'naples', 'score': 0.0}, {'token': 'milan', 'score': 0.0}, {'token': 'which', 'score': 0.0}, {'token': 'its', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'padua', 'score': 0.0}]","[{'token': 'it', 'score': 0.815}, {'token': 'rome', 'score': 0.181}, {'token': 'florence', 'score': 0.001}, {'token': 'italy', 'score': 0.0}, {'token': 'naples', 'score': 0.0}, {'token': 'venice', 'score': 0.0}, {'token': 'he', 'score': 0.0}, {'token': 'bologna', 'score': 0.0}, {'token': 'milan', 'score': 0.0}, {'token': 'marco', 'score': 0.0}, {'token': 'this', 'score': 0.0}, {'token': 'which', 'score': 0.0}, {'token': '##zio', 'score': 0.0}, {'token': 'ferrara', 'score': 0.0}, {'token': 'its', 'score': 0.0}]",
167,warsaw,"[{'token': 'warsaw', 'score': 0.895}, {'token': 'krakow', 'score': 0.044}, {'token': 'gdansk', 'score': 0.031}, {'token': 'łodz', 'score': 0.014}, {'token': 'poznan', 'score': 0.008}, {'token': 'wrocław', 'score': 0.004}, {'token': 'vilnius', 'score': 0.001}, {'token': 'lublin', 'score': 0.001}, {'token': 'poland', 'score': 0.0}, {'token': 'lviv', 'score': 0.0}, {'token': 'prague', 'score': 0.0}, {'token': 'minsk', 'score': 0.0}, {'token': 'kiev', 'score': 0.0}, {'token': 'belgrade', 'score': 0.0}, {'token': 'moscow', 'score': 0.0}]","[{'token': '.', 'score': 0.764}, {'token': 'warsaw', 'score': 0.168}, {'token': ';', 'score': 0.033}, {'token': 'krakow', 'score': 0.011}, {'token': 'gdansk', 'score': 0.006}, {'token': '?', 'score': 0.005}, {'token': '|', 'score': 0.003}, {'token': 'vilnius', 'score': 0.001}, {'token': 'poland', 'score': 0.001}, {'token': 'poznan', 'score': 0.001}, {'token': '!', 'score': 0.001}, {'token': 'wrocław', 'score': 0.001}, {'token': 'łodz', 'score': 0.001}, {'token': 'london', 'score': 0.0}, {'token': 'berlin', 'score': 0.0}]",,
168,mansfield,"[{'token': '##6', 'score': 0.176}, {'token': '##65', 'score': 0.073}, {'token': '##11', 'score': 0.037}, {'token': '##1', 'score': 0.036}, {'token': 'nottingham', 'score': 0.035}, {'token': '##17', 'score': 0.029}, {'token': 'leicester', 'score': 0.026}, {'token': 'mansfield', 'score': 0.026}, {'token': '##7', 'score': 0.024}, {'token': '##0', 'score': 0.022}, {'token': '##19', 'score': 0.021}, {'token': 'morton', 'score': 0.02}, {'token': '##2', 'score': 0.02}, {'token': '##64', 'score': 0.018}, {'token': '##53', 'score': 0.017}]","[{'token': 'the', 'score': 0.787}, {'token': 'a', 'score': 0.141}, {'token': 'its', 'score': 0.062}, {'token': 'nottinghamshire', 'score': 0.003}, {'token': 'mansfield', 'score': 0.003}, {'token': 'their', 'score': 0.001}, {'token': 'uk', 'score': 0.0}, {'token': 'one', 'score': 0.0}, {'token': 'is', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'local', 'score': 0.0}, {'token': 'this', 'score': 0.0}, {'token': 'in', 'score': 0.0}, {'token': 'there', 'score': 0.0}, {'token': 'an', 'score': 0.0}]",,
169,lahore,"[{'token': 'lahore', 'score': 1.0}, {'token': 'punjab', 'score': 0.0}, {'token': 'islamabad', 'score': 0.0}, {'token': 'karachi', 'score': 0.0}, {'token': 'pakistan', 'score': 0.0}, {'token': '##tock', 'score': 0.0}, {'token': 'wrocław', 'score': 0.0}, {'token': 'capital', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'iqbal', 'score': 0.0}, {'token': 'vienna', 'score': 0.0}, {'token': 'punjabi', 'score': 0.0}, {'token': '##rocity', 'score': 0.0}, {'token': 'peshawar', 'score': 0.0}, {'token': 'delhi', 'score': 0.0}]",,,
170,butler,"[{'token': 'washington', 'score': 0.028}, {'token': 'springfield', 'score': 0.023}, {'token': 'hannibal', 'score': 0.023}, {'token': 'carthage', 'score': 0.019}, {'token': 'columbia', 'score': 0.018}, {'token': 'liberty', 'score': 0.017}, {'token': 'clinton', 'score': 0.014}, {'token': 'independence', 'score': 0.011}, {'token': 'paris', 'score': 0.011}, {'token': 'salem', 'score': 0.01}, {'token': 'camden', 'score': 0.009}, {'token': 'columbus', 'score': 0.009}, {'token': 'newton', 'score': 0.008}, {'token': 'lexington', 'score': 0.007}, {'token': 'marion', 'score': 0.007}]","[{'token': '.', 'score': 0.915}, {'token': ';', 'score': 0.08}, {'token': '?', 'score': 0.004}, {'token': '!', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'ft', 'score': 0.0}, {'token': '॥', 'score': 0.0}, {'token': 'washington', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': 'boston', 'score': 0.0}, {'token': '-', 'score': 0.0}]",,
171,basel,"[{'token': 'basel', 'score': 0.907}, {'token': 'freiburg', 'score': 0.022}, {'token': 'baden', 'score': 0.009}, {'token': 'zurich', 'score': 0.007}, {'token': 'bern', 'score': 0.006}, {'token': 'constance', 'score': 0.005}, {'token': 'geneva', 'score': 0.003}, {'token': 'lausanne', 'score': 0.003}, {'token': 'buren', 'score': 0.002}, {'token': 'brig', 'score': 0.002}, {'token': 'heidelberg', 'score': 0.001}, {'token': 'switzerland', 'score': 0.001}, {'token': 'stuttgart', 'score': 0.001}, {'token': 'strasbourg', 'score': 0.001}, {'token': 'luz', 'score': 0.001}]",,,
172,sacramento,"[{'token': 'california', 'score': 0.996}, {'token': 'sacramento', 'score': 0.002}, {'token': 'ca', 'score': 0.001}, {'token': 'arizona', 'score': 0.0}, {'token': 'anaheim', 'score': 0.0}, {'token': 'pasadena', 'score': 0.0}, {'token': 'berkeley', 'score': 0.0}, {'token': 'nevada', 'score': 0.0}, {'token': 'oakland', 'score': 0.0}, {'token': 'fresno', 'score': 0.0}, {'token': 'phoenix', 'score': 0.0}, {'token': 'la', 'score': 0.0}, {'token': 'oregon', 'score': 0.0}, {'token': 'virginia', 'score': 0.0}, {'token': 'hawaii', 'score': 0.0}]",,,
173,salzburg,"[{'token': 'salzburg', 'score': 1.0}, {'token': 'vienna', 'score': 0.0}, {'token': 'graz', 'score': 0.0}, {'token': 'innsbruck', 'score': 0.0}, {'token': 'zagreb', 'score': 0.0}, {'token': 'austria', 'score': 0.0}, {'token': 'venice', 'score': 0.0}, {'token': 'ljubljana', 'score': 0.0}, {'token': 'munich', 'score': 0.0}, {'token': 'spielberg', 'score': 0.0}, {'token': 'tyrol', 'score': 0.0}, {'token': 'wien', 'score': 0.0}, {'token': 'habsburg', 'score': 0.0}, {'token': 'milan', 'score': 0.0}, {'token': 'krakow', 'score': 0.0}]",,,
174,kyoto,"[{'token': 'kyoto', 'score': 0.998}, {'token': 'osaka', 'score': 0.002}, {'token': 'tokyo', 'score': 0.0}, {'token': 'nara', 'score': 0.0}, {'token': 'kobe', 'score': 0.0}, {'token': 'beijing', 'score': 0.0}, {'token': 'seoul', 'score': 0.0}, {'token': 'hiroshima', 'score': 0.0}, {'token': 'kenji', 'score': 0.0}, {'token': 'edo', 'score': 0.0}, {'token': 'fukuoka', 'score': 0.0}, {'token': 'chiba', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': 'yokohama', 'score': 0.0}, {'token': 'meiji', 'score': 0.0}]",,,
175,florence,"[{'token': 'como', 'score': 0.115}, {'token': 'bari', 'score': 0.114}, {'token': 'parma', 'score': 0.109}, {'token': 'verona', 'score': 0.091}, {'token': 'milan', 'score': 0.068}, {'token': 'siena', 'score': 0.053}, {'token': 'rome', 'score': 0.05}, {'token': 'naples', 'score': 0.047}, {'token': 'padua', 'score': 0.034}, {'token': 'florence', 'score': 0.033}, {'token': 'pisa', 'score': 0.029}, {'token': 'tuscany', 'score': 0.025}, {'token': 'turin', 'score': 0.022}, {'token': 'genoa', 'score': 0.019}, {'token': 'bologna', 'score': 0.018}]",,,
176,burlington,"[{'token': 'philadelphia', 'score': 0.139}, {'token': 'trenton', 'score': 0.036}, {'token': 'salem', 'score': 0.021}, {'token': 'baltimore', 'score': 0.014}, {'token': 'wilmington', 'score': 0.012}, {'token': 'stratford', 'score': 0.01}, {'token': 'newark', 'score': 0.01}, {'token': '1817', 'score': 0.007}, {'token': 'tobacco', 'score': 0.007}, {'token': '1774', 'score': 0.006}, {'token': '1765', 'score': 0.006}, {'token': 'georgetown', 'score': 0.006}, {'token': 'manhattan', 'score': 0.006}, {'token': 'milford', 'score': 0.006}, {'token': 'camden', 'score': 0.005}]","[{'token': 'philadelphia', 'score': 0.096}, {'token': 'trenton', 'score': 0.03}, {'token': '1817', 'score': 0.016}, {'token': '1843', 'score': 0.014}, {'token': '1823', 'score': 0.014}, {'token': '1816', 'score': 0.011}, {'token': 'salem', 'score': 0.011}, {'token': 'wilmington', 'score': 0.011}, {'token': '1847', 'score': 0.01}, {'token': '1824', 'score': 0.01}, {'token': 'baltimore', 'score': 0.009}, {'token': '1846', 'score': 0.009}, {'token': 'newark', 'score': 0.009}, {'token': '1825', 'score': 0.009}, {'token': '1851', 'score': 0.009}]","[{'token': 'philadelphia', 'score': 0.07}, {'token': 'salem', 'score': 0.022}, {'token': 'trenton', 'score': 0.012}, {'token': '1765', 'score': 0.012}, {'token': 'baltimore', 'score': 0.012}, {'token': '1774', 'score': 0.011}, {'token': '1817', 'score': 0.008}, {'token': 'tobacco', 'score': 0.008}, {'token': 'wilmington', 'score': 0.007}, {'token': 'stratford', 'score': 0.006}, {'token': '1740', 'score': 0.005}, {'token': '1775', 'score': 0.005}, {'token': '1816', 'score': 0.005}, {'token': 'newark', 'score': 0.005}, {'token': 'tavern', 'score': 0.005}]","[{'token': 'philadelphia', 'score': 0.085}, {'token': 'salem', 'score': 0.028}, {'token': 'trenton', 'score': 0.02}, {'token': 'baltimore', 'score': 0.012}, {'token': '1774', 'score': 0.01}, {'token': 'newark', 'score': 0.009}, {'token': 'wilmington', 'score': 0.009}, {'token': '1765', 'score': 0.009}, {'token': 'tobacco', 'score': 0.008}, {'token': 'stratford', 'score': 0.008}, {'token': '1817', 'score': 0.008}, {'token': 'milford', 'score': 0.006}, {'token': 'elizabeth', 'score': 0.005}, {'token': 'quakers', 'score': 0.005}, {'token': '1816', 'score': 0.005}]"
177,baghdad,"[{'token': 'baghdad', 'score': 0.996}, {'token': 'iraq', 'score': 0.001}, {'token': 'babylon', 'score': 0.001}, {'token': 'aleppo', 'score': 0.0}, {'token': 'mesopotamia', 'score': 0.0}, {'token': 'iraqi', 'score': 0.0}, {'token': 'kurdistan', 'score': 0.0}, {'token': 'damascus', 'score': 0.0}, {'token': 'saddam', 'score': 0.0}, {'token': 'constantinople', 'score': 0.0}, {'token': 'medina', 'score': 0.0}, {'token': 'hussein', 'score': 0.0}, {'token': 'babylonian', 'score': 0.0}, {'token': 'cairo', 'score': 0.0}, {'token': 'amman', 'score': 0.0}]",,,
178,naples,"[{'token': 'naples', 'score': 0.975}, {'token': 'palermo', 'score': 0.012}, {'token': 'florence', 'score': 0.004}, {'token': 'rome', 'score': 0.004}, {'token': 'messina', 'score': 0.002}, {'token': 'syracuse', 'score': 0.002}, {'token': 'napoli', 'score': 0.001}, {'token': 'sicily', 'score': 0.0}, {'token': 'bari', 'score': 0.0}, {'token': 'pisa', 'score': 0.0}, {'token': 'nice', 'score': 0.0}, {'token': 'calabria', 'score': 0.0}, {'token': 'sicilian', 'score': 0.0}, {'token': 'siena', 'score': 0.0}, {'token': 'italy', 'score': 0.0}]","[{'token': '.', 'score': 0.947}, {'token': ';', 'score': 0.037}, {'token': '?', 'score': 0.004}, {'token': '!', 'score': 0.002}, {'token': 'rome', 'score': 0.001}, {'token': 'naples', 'score': 0.001}, {'token': 'palermo', 'score': 0.001}, {'token': '...', 'score': 0.001}, {'token': 'italy', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': 'florence', 'score': 0.0}, {'token': 'sicily', 'score': 0.0}, {'token': 'milan', 'score': 0.0}, {'token': 'it', 'score': 0.0}, {'token': 'messina', 'score': 0.0}]","[{'token': '.', 'score': 0.932}, {'token': ';', 'score': 0.053}, {'token': '?', 'score': 0.003}, {'token': 'naples', 'score': 0.002}, {'token': '!', 'score': 0.001}, {'token': 'rome', 'score': 0.001}, {'token': '...', 'score': 0.001}, {'token': 'palermo', 'score': 0.001}, {'token': 'florence', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': 'messina', 'score': 0.0}, {'token': 'sicily', 'score': 0.0}, {'token': 'turin', 'score': 0.0}, {'token': 'nice', 'score': 0.0}]",
179,vale,"[{'token': 'bend', 'score': 0.303}, {'token': 'portland', 'score': 0.114}, {'token': 'ashland', 'score': 0.077}, {'token': 'pendleton', 'score': 0.054}, {'token': 'eugene', 'score': 0.05}, {'token': 'salem', 'score': 0.032}, {'token': 'astoria', 'score': 0.019}, {'token': 'burns', 'score': 0.011}, {'token': 'albany', 'score': 0.007}, {'token': 'butte', 'score': 0.006}, {'token': 'cascade', 'score': 0.005}, {'token': 'auburn', 'score': 0.005}, {'token': 'oregon', 'score': 0.004}, {'token': 'charleston', 'score': 0.004}, {'token': 'mccall', 'score': 0.003}]",,,
180,toulouse,"[{'token': 'toulouse', 'score': 0.522}, {'token': 'algiers', 'score': 0.067}, {'token': 'montpellier', 'score': 0.041}, {'token': 'constantine', 'score': 0.027}, {'token': 'barcelona', 'score': 0.025}, {'token': 'vic', 'score': 0.022}, {'token': 'carthage', 'score': 0.018}, {'token': 'pau', 'score': 0.017}, {'token': 'bordeaux', 'score': 0.016}, {'token': 'aix', 'score': 0.015}, {'token': 'lyon', 'score': 0.014}, {'token': 'zaragoza', 'score': 0.013}, {'token': 'orleans', 'score': 0.01}, {'token': 'toulon', 'score': 0.009}, {'token': 'marseille', 'score': 0.009}]",,,
181,tokyo,"[{'token': 'tokyo', 'score': 0.797}, {'token': 'osaka', 'score': 0.071}, {'token': 'kobe', 'score': 0.042}, {'token': 'kyoto', 'score': 0.025}, {'token': 'yokohama', 'score': 0.016}, {'token': 'nagoya', 'score': 0.012}, {'token': 'fukuoka', 'score': 0.009}, {'token': 'chiba', 'score': 0.008}, {'token': 'okinawa', 'score': 0.006}, {'token': 'hiroshima', 'score': 0.004}, {'token': 'hokkaido', 'score': 0.002}, {'token': 'nara', 'score': 0.002}, {'token': 'nagasaki', 'score': 0.001}, {'token': 'kawasaki', 'score': 0.001}, {'token': '##kushima', 'score': 0.0}]","[{'token': 'osaka', 'score': 0.202}, {'token': 'tokyo', 'score': 0.164}, {'token': 'vancouver', 'score': 0.105}, {'token': 'beijing', 'score': 0.089}, {'token': 'yokohama', 'score': 0.03}, {'token': 'shanghai', 'score': 0.026}, {'token': 'seattle', 'score': 0.023}, {'token': 'london', 'score': 0.016}, {'token': 'seoul', 'score': 0.016}, {'token': 'kyoto', 'score': 0.015}, {'token': 'toronto', 'score': 0.013}, {'token': 'bangkok', 'score': 0.012}, {'token': 'geneva', 'score': 0.012}, {'token': 'moscow', 'score': 0.012}, {'token': 'stockholm', 'score': 0.011}]","[{'token': 'osaka', 'score': 0.281}, {'token': 'tokyo', 'score': 0.205}, {'token': 'beijing', 'score': 0.079}, {'token': 'yokohama', 'score': 0.06}, {'token': 'vancouver', 'score': 0.045}, {'token': 'kyoto', 'score': 0.027}, {'token': 'seattle', 'score': 0.019}, {'token': 'seoul', 'score': 0.017}, {'token': 'shanghai', 'score': 0.014}, {'token': 'nagoya', 'score': 0.012}, {'token': 'london', 'score': 0.012}, {'token': 'fukuoka', 'score': 0.011}, {'token': 'moscow', 'score': 0.01}, {'token': 'bangkok', 'score': 0.009}, {'token': 'stockholm', 'score': 0.008}]",
182,dhaka,"[{'token': 'dhaka', 'score': 0.986}, {'token': 'kolkata', 'score': 0.005}, {'token': 'calcutta', 'score': 0.004}, {'token': 'karachi', 'score': 0.003}, {'token': 'islamabad', 'score': 0.002}, {'token': 'patna', 'score': 0.0}, {'token': 'lahore', 'score': 0.0}, {'token': 'bangladesh', 'score': 0.0}, {'token': 'bengali', 'score': 0.0}, {'token': 'delhi', 'score': 0.0}, {'token': 'nadia', 'score': 0.0}, {'token': 'peshawar', 'score': 0.0}, {'token': 'victoria', 'score': 0.0}, {'token': 'hyderabad', 'score': 0.0}, {'token': 'pakistan', 'score': 0.0}]","[{'token': 'dhaka', 'score': 0.983}, {'token': 'kolkata', 'score': 0.006}, {'token': 'calcutta', 'score': 0.005}, {'token': 'karachi', 'score': 0.003}, {'token': 'islamabad', 'score': 0.002}, {'token': 'bangladesh', 'score': 0.0}, {'token': 'bengali', 'score': 0.0}, {'token': 'lahore', 'score': 0.0}, {'token': 'patna', 'score': 0.0}, {'token': 'nadia', 'score': 0.0}, {'token': 'delhi', 'score': 0.0}, {'token': 'bengal', 'score': 0.0}, {'token': 'peshawar', 'score': 0.0}, {'token': 'victoria', 'score': 0.0}, {'token': 'pakistan', 'score': 0.0}]","[{'token': 'dhaka', 'score': 0.984}, {'token': 'kolkata', 'score': 0.006}, {'token': 'calcutta', 'score': 0.005}, {'token': 'karachi', 'score': 0.002}, {'token': 'islamabad', 'score': 0.001}, {'token': 'bengali', 'score': 0.0}, {'token': 'bangladesh', 'score': 0.0}, {'token': 'lahore', 'score': 0.0}, {'token': 'patna', 'score': 0.0}, {'token': 'nadia', 'score': 0.0}, {'token': 'delhi', 'score': 0.0}, {'token': 'bengal', 'score': 0.0}, {'token': 'victoria', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'peshawar', 'score': 0.0}]",
183,madrid,"[{'token': 'madrid', 'score': 0.885}, {'token': 'barcelona', 'score': 0.059}, {'token': 'seville', 'score': 0.008}, {'token': 'valencia', 'score': 0.008}, {'token': 'bilbao', 'score': 0.005}, {'token': 'salamanca', 'score': 0.004}, {'token': 'toledo', 'score': 0.004}, {'token': 'zaragoza', 'score': 0.004}, {'token': 'cadiz', 'score': 0.003}, {'token': 'cordoba', 'score': 0.003}, {'token': 'granada', 'score': 0.003}, {'token': 'malaga', 'score': 0.002}, {'token': 'sevilla', 'score': 0.002}, {'token': 'leon', 'score': 0.002}, {'token': 'avila', 'score': 0.001}]",,,
184,miami,"[{'token': 'italy', 'score': 0.778}, {'token': 'venice', 'score': 0.085}, {'token': 'rome', 'score': 0.02}, {'token': 'milan', 'score': 0.014}, {'token': 'naples', 'score': 0.014}, {'token': 'mussolini', 'score': 0.011}, {'token': 'florence', 'score': 0.01}, {'token': 'sicily', 'score': 0.009}, {'token': 'genoa', 'score': 0.005}, {'token': 'venetian', 'score': 0.003}, {'token': 'como', 'score': 0.002}, {'token': 'tuscany', 'score': 0.002}, {'token': 'monaco', 'score': 0.002}, {'token': 'miami', 'score': 0.001}, {'token': 'italian', 'score': 0.001}]","[{'token': 'italy', 'score': 0.564}, {'token': 'rome', 'score': 0.157}, {'token': 'milan', 'score': 0.051}, {'token': 'venice', 'score': 0.051}, {'token': 'naples', 'score': 0.048}, {'token': 'sicily', 'score': 0.023}, {'token': 'florence', 'score': 0.014}, {'token': 'genoa', 'score': 0.01}, {'token': 'mussolini', 'score': 0.004}, {'token': 'como', 'score': 0.004}, {'token': 'parma', 'score': 0.003}, {'token': 'tuscany', 'score': 0.003}, {'token': 'syracuse', 'score': 0.003}, {'token': 'trieste', 'score': 0.002}, {'token': 'miami', 'score': 0.002}]",,
185,kerman,"[{'token': 'kerman', 'score': 0.998}, {'token': 'iran', 'score': 0.001}, {'token': 'tehran', 'score': 0.0}, {'token': 'persian', 'score': 0.0}, {'token': '##fahan', 'score': 0.0}, {'token': 'karim', 'score': 0.0}, {'token': 'kurdistan', 'score': 0.0}, {'token': 'akbar', 'score': 0.0}, {'token': 'kan', 'score': 0.0}, {'token': 'kazan', 'score': 0.0}, {'token': '##egan', 'score': 0.0}, {'token': 'karen', 'score': 0.0}, {'token': 'mirza', 'score': 0.0}, {'token': 'kamal', 'score': 0.0}, {'token': 'persia', 'score': 0.0}]",,,
186,globe,"[{'token': 'tucson', 'score': 0.531}, {'token': 'phoenix', 'score': 0.264}, {'token': 'prescott', 'score': 0.046}, {'token': 'chandler', 'score': 0.041}, {'token': 'mesa', 'score': 0.032}, {'token': 'arizona', 'score': 0.008}, {'token': 'glendale', 'score': 0.008}, {'token': 'globe', 'score': 0.008}, {'token': 'gilbert', 'score': 0.003}, {'token': 'tombstone', 'score': 0.002}, {'token': 'douglas', 'score': 0.002}, {'token': 'miami', 'score': 0.001}, {'token': 'aurora', 'score': 0.001}, {'token': 'ada', 'score': 0.001}, {'token': 'defiance', 'score': 0.001}]",,,
187,monaco,"[{'token': 'monaco', 'score': 0.906}, {'token': 'paris', 'score': 0.033}, {'token': 'france', 'score': 0.011}, {'token': 'nice', 'score': 0.006}, {'token': 'marseille', 'score': 0.005}, {'token': 'montreal', 'score': 0.003}, {'token': 'it', 'score': 0.003}, {'token': 'milan', 'score': 0.002}, {'token': 'malta', 'score': 0.002}, {'token': 'palermo', 'score': 0.002}, {'token': 'corsica', 'score': 0.002}, {'token': 'mauritius', 'score': 0.002}, {'token': 'cannes', 'score': 0.001}, {'token': 'lyon', 'score': 0.001}, {'token': 'algiers', 'score': 0.001}]","[{'token': 'monaco', 'score': 0.958}, {'token': 'paris', 'score': 0.014}, {'token': 'france', 'score': 0.006}, {'token': 'nice', 'score': 0.002}, {'token': 'marseille', 'score': 0.002}, {'token': 'it', 'score': 0.002}, {'token': 'montreal', 'score': 0.001}, {'token': 'palermo', 'score': 0.001}, {'token': 'milan', 'score': 0.001}, {'token': 'mauritius', 'score': 0.001}, {'token': 'malta', 'score': 0.001}, {'token': 'corsica', 'score': 0.001}, {'token': 'cannes', 'score': 0.0}, {'token': 'lyon', 'score': 0.0}, {'token': 'arrondissement', 'score': 0.0}]",,
