,answers,original,parrot_0,parrot_1,parrot_2
242,jakarta,"[{'token': 'jakarta', 'score': 0.965}, {'token': 'bali', 'score': 0.01}, {'token': 'batavia', 'score': 0.01}, {'token': 'java', 'score': 0.007}, {'token': 'sumatra', 'score': 0.003}, {'token': 'sulawesi', 'score': 0.002}, {'token': 'indonesia', 'score': 0.001}, {'token': 'papua', 'score': 0.001}, {'token': 'solo', 'score': 0.0}, {'token': 'flores', 'score': 0.0}, {'token': 'amsterdam', 'score': 0.0}, {'token': 'indonesian', 'score': 0.0}, {'token': 'kota', 'score': 0.0}, {'token': 'rotterdam', 'score': 0.0}, {'token': 'borneo', 'score': 0.0}]",,,
243,spain,"[{'token': 'italy', 'score': 0.291}, {'token': 'gaul', 'score': 0.155}, {'token': 'france', 'score': 0.09}, {'token': 'germany', 'score': 0.061}, {'token': 'spain', 'score': 0.046}, {'token': 'rome', 'score': 0.038}, {'token': 'england', 'score': 0.019}, {'token': 'ireland', 'score': 0.016}, {'token': 'britain', 'score': 0.012}, {'token': 'bavaria', 'score': 0.012}, {'token': 'africa', 'score': 0.011}, {'token': 'milan', 'score': 0.01}, {'token': 'belgium', 'score': 0.008}, {'token': 'provence', 'score': 0.008}, {'token': 'paris', 'score': 0.008}]",,,
244,frankfurt,"[{'token': 'vienna', 'score': 0.231}, {'token': 'berlin', 'score': 0.129}, {'token': 'stuttgart', 'score': 0.093}, {'token': 'leipzig', 'score': 0.082}, {'token': 'hamburg', 'score': 0.045}, {'token': 'weimar', 'score': 0.037}, {'token': 'graz', 'score': 0.036}, {'token': 'munich', 'score': 0.035}, {'token': 'dresden', 'score': 0.029}, {'token': 'zurich', 'score': 0.028}, {'token': 'nuremberg', 'score': 0.018}, {'token': 'wien', 'score': 0.015}, {'token': 'halle', 'score': 0.015}, {'token': 'frankfurt', 'score': 0.014}, {'token': 'cologne', 'score': 0.013}]","[{'token': 'berlin', 'score': 0.378}, {'token': 'vienna', 'score': 0.156}, {'token': 'munich', 'score': 0.139}, {'token': 'leipzig', 'score': 0.053}, {'token': 'dresden', 'score': 0.038}, {'token': 'cologne', 'score': 0.035}, {'token': 'hamburg', 'score': 0.027}, {'token': 'stuttgart', 'score': 0.025}, {'token': 'weimar', 'score': 0.013}, {'token': 'graz', 'score': 0.011}, {'token': 'frankfurt', 'score': 0.009}, {'token': 'heidelberg', 'score': 0.008}, {'token': 'prague', 'score': 0.007}, {'token': 'karlsruhe', 'score': 0.007}, {'token': 'dusseldorf', 'score': 0.007}]","[{'token': 'berlin', 'score': 0.377}, {'token': 'vienna', 'score': 0.134}, {'token': 'munich', 'score': 0.106}, {'token': 'dresden', 'score': 0.05}, {'token': 'leipzig', 'score': 0.045}, {'token': 'cologne', 'score': 0.039}, {'token': 'hamburg', 'score': 0.033}, {'token': 'stuttgart', 'score': 0.024}, {'token': 'weimar', 'score': 0.014}, {'token': 'graz', 'score': 0.011}, {'token': 'frankfurt', 'score': 0.01}, {'token': 'heidelberg', 'score': 0.01}, {'token': 'dusseldorf', 'score': 0.009}, {'token': 'prague', 'score': 0.008}, {'token': 'darmstadt', 'score': 0.008}]",
245,ponce,"[{'token': 'ponce', 'score': 0.998}, {'token': 'mexico', 'score': 0.001}, {'token': 'cuba', 'score': 0.0}, {'token': 'haiti', 'score': 0.0}, {'token': 'spain', 'score': 0.0}, {'token': 'argentina', 'score': 0.0}, {'token': 'venezuela', 'score': 0.0}, {'token': 'colombia', 'score': 0.0}, {'token': 'nicaragua', 'score': 0.0}, {'token': 'rico', 'score': 0.0}, {'token': 'puerto', 'score': 0.0}, {'token': 'texas', 'score': 0.0}, {'token': 'florida', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': 'brazil', 'score': 0.0}]","[{'token': '.', 'score': 0.969}, {'token': ';', 'score': 0.015}, {'token': 'ponce', 'score': 0.013}, {'token': '?', 'score': 0.001}, {'token': 'mexico', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'spain', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': 'philippines', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': 'argentina', 'score': 0.0}, {'token': 'venezuela', 'score': 0.0}, {'token': 'cuba', 'score': 0.0}, {'token': 'china', 'score': 0.0}, {'token': 'colombia', 'score': 0.0}]","[{'token': '.', 'score': 0.979}, {'token': ';', 'score': 0.017}, {'token': 'ponce', 'score': 0.003}, {'token': '?', 'score': 0.001}, {'token': '!', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': 'mexico', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': 'spain', 'score': 0.0}, {'token': 'philippines', 'score': 0.0}, {'token': 'venezuela', 'score': 0.0}, {'token': 'china', 'score': 0.0}, {'token': 'canada', 'score': 0.0}, {'token': 'brazil', 'score': 0.0}, {'token': 'cuba', 'score': 0.0}]",
246,madagascar,"[{'token': 'madagascar', 'score': 0.49}, {'token': 'sweden', 'score': 0.087}, {'token': 'navarre', 'score': 0.056}, {'token': 'france', 'score': 0.055}, {'token': 'naples', 'score': 0.047}, {'token': 'denmark', 'score': 0.042}, {'token': 'portugal', 'score': 0.023}, {'token': 'georgia', 'score': 0.023}, {'token': 'cyprus', 'score': 0.018}, {'token': 'scotland', 'score': 0.016}, {'token': 'sicily', 'score': 0.015}, {'token': 'hawaii', 'score': 0.009}, {'token': 'ireland', 'score': 0.008}, {'token': 'scots', 'score': 0.007}, {'token': 'england', 'score': 0.006}]","[{'token': '.', 'score': 0.983}, {'token': '?', 'score': 0.006}, {'token': 'madagascar', 'score': 0.006}, {'token': ';', 'score': 0.003}, {'token': '|', 'score': 0.0}, {'token': 'france', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'hawaii', 'score': 0.0}, {'token': 'ava', 'score': 0.0}, {'token': 'siam', 'score': 0.0}, {'token': 'sweden', 'score': 0.0}, {'token': 'lanka', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'ireland', 'score': 0.0}, {'token': 'portugal', 'score': 0.0}]","[{'token': '.', 'score': 0.98}, {'token': ';', 'score': 0.009}, {'token': '?', 'score': 0.005}, {'token': '|', 'score': 0.002}, {'token': 'france', 'score': 0.0}, {'token': 'madagascar', 'score': 0.0}, {'token': 'sweden', 'score': 0.0}, {'token': 'ireland', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'portugal', 'score': 0.0}, {'token': 'denmark', 'score': 0.0}, {'token': 'cyprus', 'score': 0.0}, {'token': 'lithuania', 'score': 0.0}, {'token': 'hawaii', 'score': 0.0}]","[{'token': '.', 'score': 0.934}, {'token': ';', 'score': 0.015}, {'token': '?', 'score': 0.012}, {'token': 'france', 'score': 0.008}, {'token': '|', 'score': 0.005}, {'token': 'madagascar', 'score': 0.004}, {'token': 'sweden', 'score': 0.003}, {'token': 'ireland', 'score': 0.003}, {'token': 'denmark', 'score': 0.001}, {'token': 'portugal', 'score': 0.001}, {'token': 'brittany', 'score': 0.001}, {'token': 'siam', 'score': 0.001}, {'token': 'cyprus', 'score': 0.001}, {'token': 'hawaii', 'score': 0.001}, {'token': 'scotland', 'score': 0.0}]"
247,milwaukee,"[{'token': 'philadelphia', 'score': 0.157}, {'token': 'chicago', 'score': 0.132}, {'token': 'baltimore', 'score': 0.039}, {'token': 'brooklyn', 'score': 0.039}, {'token': 'milwaukee', 'score': 0.037}, {'token': 'boston', 'score': 0.029}, {'token': 'ohio', 'score': 0.024}, {'token': 'cleveland', 'score': 0.022}, {'token': 'indianapolis', 'score': 0.02}, {'token': 'pittsburgh', 'score': 0.02}, {'token': 'berlin', 'score': 0.018}, {'token': 'germany', 'score': 0.018}, {'token': 'pennsylvania', 'score': 0.016}, {'token': 'cincinnati', 'score': 0.015}, {'token': 'detroit', 'score': 0.014}]",,,
248,sudan,"[{'token': 'syria', 'score': 0.243}, {'token': 'qatar', 'score': 0.143}, {'token': 'lebanon', 'score': 0.141}, {'token': 'iraq', 'score': 0.055}, {'token': 'jordan', 'score': 0.053}, {'token': 'yemen', 'score': 0.048}, {'token': 'egypt', 'score': 0.041}, {'token': 'kuwait', 'score': 0.031}, {'token': 'morocco', 'score': 0.027}, {'token': 'sudan', 'score': 0.021}, {'token': 'pakistan', 'score': 0.019}, {'token': 'libya', 'score': 0.016}, {'token': 'bahrain', 'score': 0.014}, {'token': 'afghanistan', 'score': 0.014}, {'token': 'israel', 'score': 0.013}]","[{'token': 'syria', 'score': 0.211}, {'token': 'qatar', 'score': 0.132}, {'token': 'lebanon', 'score': 0.125}, {'token': 'egypt', 'score': 0.068}, {'token': 'iraq', 'score': 0.063}, {'token': 'jordan', 'score': 0.06}, {'token': 'yemen', 'score': 0.055}, {'token': 'kuwait', 'score': 0.042}, {'token': 'morocco', 'score': 0.024}, {'token': 'sudan', 'score': 0.016}, {'token': 'bahrain', 'score': 0.016}, {'token': 'pakistan', 'score': 0.015}, {'token': 'afghanistan', 'score': 0.015}, {'token': 'libya', 'score': 0.014}, {'token': 'israel', 'score': 0.013}]","[{'token': 'syria', 'score': 0.232}, {'token': 'lebanon', 'score': 0.177}, {'token': 'qatar', 'score': 0.135}, {'token': 'jordan', 'score': 0.063}, {'token': 'egypt', 'score': 0.059}, {'token': 'iraq', 'score': 0.052}, {'token': 'yemen', 'score': 0.038}, {'token': 'kuwait', 'score': 0.034}, {'token': 'morocco', 'score': 0.022}, {'token': 'israel', 'score': 0.014}, {'token': 'bahrain', 'score': 0.014}, {'token': 'pakistan', 'score': 0.014}, {'token': 'sudan', 'score': 0.013}, {'token': 'libya', 'score': 0.011}, {'token': 'afghanistan', 'score': 0.011}]","[{'token': 'syria', 'score': 0.239}, {'token': 'lebanon', 'score': 0.178}, {'token': 'qatar', 'score': 0.137}, {'token': 'jordan', 'score': 0.066}, {'token': 'iraq', 'score': 0.055}, {'token': 'egypt', 'score': 0.044}, {'token': 'yemen', 'score': 0.04}, {'token': 'kuwait', 'score': 0.032}, {'token': 'morocco', 'score': 0.021}, {'token': 'pakistan', 'score': 0.016}, {'token': 'israel', 'score': 0.015}, {'token': 'sudan', 'score': 0.014}, {'token': 'libya', 'score': 0.013}, {'token': 'bahrain', 'score': 0.013}, {'token': 'afghanistan', 'score': 0.011}]"
249,london,"[{'token': 'london', 'score': 0.527}, {'token': 'liverpool', 'score': 0.02}, {'token': 'birmingham', 'score': 0.019}, {'token': 'manchester', 'score': 0.019}, {'token': 'bristol', 'score': 0.018}, {'token': 'england', 'score': 0.016}, {'token': 'leicester', 'score': 0.015}, {'token': 'paris', 'score': 0.015}, {'token': 'oxford', 'score': 0.014}, {'token': 'cambridge', 'score': 0.011}, {'token': 'leeds', 'score': 0.008}, {'token': 'edinburgh', 'score': 0.007}, {'token': 'hampstead', 'score': 0.007}, {'token': 'bath', 'score': 0.007}, {'token': 'nottingham', 'score': 0.006}]",,,
250,warsaw,"[{'token': 'warsaw', 'score': 0.406}, {'token': 'poznan', 'score': 0.193}, {'token': 'krakow', 'score': 0.12}, {'token': 'łodz', 'score': 0.07}, {'token': 'poland', 'score': 0.037}, {'token': 'silesia', 'score': 0.024}, {'token': 'gdansk', 'score': 0.021}, {'token': 'wrocław', 'score': 0.021}, {'token': 'parliament', 'score': 0.014}, {'token': 'lublin', 'score': 0.012}, {'token': 'slovakia', 'score': 0.009}, {'token': 'silesian', 'score': 0.006}, {'token': 'gmina', 'score': 0.004}, {'token': 'masovian', 'score': 0.004}, {'token': 'galicia', 'score': 0.004}]",,,
251,boston,"[{'token': 'london', 'score': 0.385}, {'token': 'cambridge', 'score': 0.043}, {'token': 'oxford', 'score': 0.029}, {'token': 'september', 'score': 0.02}, {'token': 'december', 'score': 0.02}, {'token': 'march', 'score': 0.02}, {'token': 'october', 'score': 0.019}, {'token': 'july', 'score': 0.019}, {'token': 'england', 'score': 0.019}, {'token': 'bristol', 'score': 0.015}, {'token': 'june', 'score': 0.015}, {'token': 'november', 'score': 0.015}, {'token': 'august', 'score': 0.014}, {'token': 'may', 'score': 0.014}, {'token': 'january', 'score': 0.013}]","[{'token': 'london', 'score': 0.294}, {'token': 'england', 'score': 0.042}, {'token': 'bristol', 'score': 0.019}, {'token': 'manchester', 'score': 0.018}, {'token': 'birmingham', 'score': 0.017}, {'token': 'cambridge', 'score': 0.015}, {'token': 'oxford', 'score': 0.014}, {'token': 'edinburgh', 'score': 0.012}, {'token': 'liverpool', 'score': 0.011}, {'token': 'leeds', 'score': 0.01}, {'token': 'november', 'score': 0.01}, {'token': 'bath', 'score': 0.01}, {'token': 'september', 'score': 0.01}, {'token': 'sheffield', 'score': 0.009}, {'token': 'may', 'score': 0.009}]",,
252,iowa,"[{'token': 'texas', 'score': 0.094}, {'token': 'georgia', 'score': 0.043}, {'token': 'chicago', 'score': 0.039}, {'token': 'minnesota', 'score': 0.034}, {'token': 'alabama', 'score': 0.033}, {'token': 'california', 'score': 0.033}, {'token': 'tennessee', 'score': 0.032}, {'token': 'nashville', 'score': 0.026}, {'token': 'seattle', 'score': 0.024}, {'token': 'michigan', 'score': 0.022}, {'token': 'oklahoma', 'score': 0.022}, {'token': 'kentucky', 'score': 0.022}, {'token': 'boston', 'score': 0.021}, {'token': 'louisiana', 'score': 0.021}, {'token': 'mississippi', 'score': 0.02}]","[{'token': 'texas', 'score': 0.067}, {'token': 'chicago', 'score': 0.043}, {'token': 'georgia', 'score': 0.035}, {'token': 'minnesota', 'score': 0.034}, {'token': 'boston', 'score': 0.03}, {'token': 'tennessee', 'score': 0.03}, {'token': 'california', 'score': 0.029}, {'token': 'alabama', 'score': 0.025}, {'token': 'seattle', 'score': 0.024}, {'token': 'michigan', 'score': 0.024}, {'token': 'ohio', 'score': 0.023}, {'token': 'kentucky', 'score': 0.022}, {'token': 'nashville', 'score': 0.021}, {'token': 'virginia', 'score': 0.02}, {'token': 'dallas', 'score': 0.02}]",,
253,leiden,"[{'token': 'yerevan', 'score': 0.736}, {'token': 'amsterdam', 'score': 0.064}, {'token': 'utrecht', 'score': 0.046}, {'token': 'rotterdam', 'score': 0.034}, {'token': 'armenia', 'score': 0.031}, {'token': 'van', 'score': 0.025}, {'token': 'groningen', 'score': 0.015}, {'token': 'budapest', 'score': 0.004}, {'token': 'hague', 'score': 0.004}, {'token': 'vilnius', 'score': 0.003}, {'token': 'baku', 'score': 0.002}, {'token': 'tbilisi', 'score': 0.002}, {'token': 'leiden', 'score': 0.002}, {'token': 'netherlands', 'score': 0.001}, {'token': 'antwerp', 'score': 0.001}]",,,
254,houston,"[{'token': 'florida', 'score': 0.066}, {'token': 'chicago', 'score': 0.055}, {'token': 'california', 'score': 0.055}, {'token': 'philadelphia', 'score': 0.054}, {'token': 'texas', 'score': 0.029}, {'token': 'houston', 'score': 0.028}, {'token': 'atlanta', 'score': 0.025}, {'token': 'georgia', 'score': 0.025}, {'token': 'alabama', 'score': 0.024}, {'token': 'miami', 'score': 0.024}, {'token': 'detroit', 'score': 0.023}, {'token': 'ohio', 'score': 0.02}, {'token': 'virginia', 'score': 0.019}, {'token': 'dallas', 'score': 0.019}, {'token': 'connecticut', 'score': 0.017}]",,,
255,nairobi,"[{'token': 'nairobi', 'score': 0.999}, {'token': 'moi', 'score': 0.0}, {'token': 'kenya', 'score': 0.0}, {'token': 'kenyan', 'score': 0.0}, {'token': 'aba', 'score': 0.0}, {'token': 'uganda', 'score': 0.0}, {'token': 'livingstone', 'score': 0.0}, {'token': 'victoria', 'score': 0.0}, {'token': 'town', 'score': 0.0}, {'token': 'mara', 'score': 0.0}, {'token': 'alexandria', 'score': 0.0}, {'token': 'tanzania', 'score': 0.0}, {'token': 'punt', 'score': 0.0}, {'token': 'aden', 'score': 0.0}, {'token': 'chelsea', 'score': 0.0}]",,,
256,gothenburg,"[{'token': 'stockholm', 'score': 0.57}, {'token': 'gothenburg', 'score': 0.315}, {'token': 'malmo', 'score': 0.044}, {'token': 'uppsala', 'score': 0.034}, {'token': 'lund', 'score': 0.033}, {'token': 'volvo', 'score': 0.001}, {'token': 'sweden', 'score': 0.0}, {'token': 'nilsson', 'score': 0.0}, {'token': 'andersson', 'score': 0.0}, {'token': 'copenhagen', 'score': 0.0}, {'token': 'helsinki', 'score': 0.0}, {'token': 'johansson', 'score': 0.0}, {'token': 'bergman', 'score': 0.0}, {'token': 'oslo', 'score': 0.0}, {'token': 'swedish', 'score': 0.0}]","[{'token': 'stockholm', 'score': 0.867}, {'token': 'gothenburg', 'score': 0.068}, {'token': 'malmo', 'score': 0.041}, {'token': 'uppsala', 'score': 0.005}, {'token': 'southern', 'score': 0.004}, {'token': 'lund', 'score': 0.003}, {'token': 'northern', 'score': 0.002}, {'token': 'copenhagen', 'score': 0.001}, {'token': 'southeastern', 'score': 0.001}, {'token': 'volvo', 'score': 0.001}, {'token': 'swedish', 'score': 0.001}, {'token': 'helsinki', 'score': 0.001}, {'token': 'the', 'score': 0.001}, {'token': 'sweden', 'score': 0.001}, {'token': 'central', 'score': 0.0}]","[{'token': 'stockholm', 'score': 0.859}, {'token': 'gothenburg', 'score': 0.073}, {'token': 'malmo', 'score': 0.049}, {'token': 'uppsala', 'score': 0.007}, {'token': 'lund', 'score': 0.003}, {'token': 'copenhagen', 'score': 0.001}, {'token': 'southern', 'score': 0.001}, {'token': 'northern', 'score': 0.001}, {'token': 'volvo', 'score': 0.001}, {'token': 'helsinki', 'score': 0.001}, {'token': 'southeastern', 'score': 0.0}, {'token': 'swedish', 'score': 0.0}, {'token': 'sweden', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'nilsson', 'score': 0.0}]",
257,munich,"[{'token': 'england', 'score': 0.468}, {'token': 'london', 'score': 0.094}, {'token': 'america', 'score': 0.055}, {'token': 'philadelphia', 'score': 0.039}, {'token': 'canada', 'score': 0.031}, {'token': 'boston', 'score': 0.028}, {'token': 'europe', 'score': 0.025}, {'token': 'holland', 'score': 0.022}, {'token': 'germany', 'score': 0.021}, {'token': 'ireland', 'score': 0.013}, {'token': 'britain', 'score': 0.012}, {'token': 'france', 'score': 0.011}, {'token': 'brooklyn', 'score': 0.011}, {'token': 'chicago', 'score': 0.011}, {'token': 'india', 'score': 0.007}]",,,
258,sussex,"[{'token': 'kent', 'score': 0.369}, {'token': 'sussex', 'score': 0.272}, {'token': 'essex', 'score': 0.119}, {'token': 'hampshire', 'score': 0.051}, {'token': 'suffolk', 'score': 0.03}, {'token': 'norfolk', 'score': 0.021}, {'token': 'cornwall', 'score': 0.02}, {'token': 'devon', 'score': 0.018}, {'token': 'dorset', 'score': 0.017}, {'token': 'surrey', 'score': 0.013}, {'token': 'somerset', 'score': 0.008}, {'token': 'england', 'score': 0.006}, {'token': 'berkshire', 'score': 0.005}, {'token': 'london', 'score': 0.005}, {'token': 'jersey', 'score': 0.005}]","[{'token': 'kent', 'score': 0.311}, {'token': 'sussex', 'score': 0.287}, {'token': 'essex', 'score': 0.119}, {'token': 'hampshire', 'score': 0.054}, {'token': 'cornwall', 'score': 0.031}, {'token': 'devon', 'score': 0.03}, {'token': 'norfolk', 'score': 0.028}, {'token': 'dorset', 'score': 0.026}, {'token': 'suffolk', 'score': 0.024}, {'token': 'england', 'score': 0.013}, {'token': 'surrey', 'score': 0.011}, {'token': 'somerset', 'score': 0.007}, {'token': 'jersey', 'score': 0.006}, {'token': 'london', 'score': 0.005}, {'token': 'berkshire', 'score': 0.003}]",,
259,lamar,"[{'token': 'chicago', 'score': 0.067}, {'token': 'oklahoma', 'score': 0.05}, {'token': 'alabama', 'score': 0.047}, {'token': 'texas', 'score': 0.04}, {'token': 'ohio', 'score': 0.038}, {'token': 'missouri', 'score': 0.036}, {'token': 'arkansas', 'score': 0.034}, {'token': 'kansas', 'score': 0.031}, {'token': 'tennessee', 'score': 0.029}, {'token': 'georgia', 'score': 0.028}, {'token': 'indiana', 'score': 0.024}, {'token': 'indianapolis', 'score': 0.023}, {'token': 'illinois', 'score': 0.022}, {'token': 'virginia', 'score': 0.021}, {'token': 'kentucky', 'score': 0.021}]",,,
260,london,"[{'token': 'britain', 'score': 0.261}, {'token': 'england', 'score': 0.233}, {'token': 'london', 'score': 0.225}, {'token': 'australia', 'score': 0.085}, {'token': 'india', 'score': 0.033}, {'token': 'canada', 'score': 0.026}, {'token': 'scotland', 'score': 0.01}, {'token': 'nigeria', 'score': 0.01}, {'token': 'ceylon', 'score': 0.009}, {'token': 'washington', 'score': 0.009}, {'token': 'jamaica', 'score': 0.007}, {'token': 'burma', 'score': 0.007}, {'token': 'whitehall', 'score': 0.007}, {'token': 'ottawa', 'score': 0.003}, {'token': 'africa', 'score': 0.003}]","[{'token': 'london', 'score': 0.324}, {'token': 'england', 'score': 0.232}, {'token': 'britain', 'score': 0.199}, {'token': 'australia', 'score': 0.037}, {'token': 'india', 'score': 0.032}, {'token': 'nigeria', 'score': 0.015}, {'token': 'canada', 'score': 0.013}, {'token': 'scotland', 'score': 0.012}, {'token': 'ceylon', 'score': 0.011}, {'token': 'jamaica', 'score': 0.006}, {'token': 'washington', 'score': 0.006}, {'token': 'burma', 'score': 0.006}, {'token': 'kenya', 'score': 0.004}, {'token': 'barbados', 'score': 0.004}, {'token': 'uganda', 'score': 0.004}]","[{'token': 'london', 'score': 0.364}, {'token': 'britain', 'score': 0.2}, {'token': 'england', 'score': 0.179}, {'token': 'australia', 'score': 0.042}, {'token': 'india', 'score': 0.03}, {'token': 'nigeria', 'score': 0.019}, {'token': 'canada', 'score': 0.015}, {'token': 'ceylon', 'score': 0.013}, {'token': 'scotland', 'score': 0.009}, {'token': 'jamaica', 'score': 0.008}, {'token': 'washington', 'score': 0.007}, {'token': 'burma', 'score': 0.006}, {'token': 'kenya', 'score': 0.005}, {'token': 'whitehall', 'score': 0.004}, {'token': 'ottawa', 'score': 0.004}]","[{'token': 'london', 'score': 0.365}, {'token': 'britain', 'score': 0.181}, {'token': 'england', 'score': 0.174}, {'token': 'australia', 'score': 0.046}, {'token': 'india', 'score': 0.028}, {'token': 'canada', 'score': 0.016}, {'token': 'nigeria', 'score': 0.014}, {'token': 'scotland', 'score': 0.014}, {'token': 'washington', 'score': 0.014}, {'token': 'whitehall', 'score': 0.008}, {'token': 'ceylon', 'score': 0.008}, {'token': 'burma', 'score': 0.007}, {'token': 'ottawa', 'score': 0.006}, {'token': 'jamaica', 'score': 0.006}, {'token': 'government', 'score': 0.004}]"
261,utrecht,"[{'token': 'copenhagen', 'score': 0.104}, {'token': 'berlin', 'score': 0.08}, {'token': 'stockholm', 'score': 0.068}, {'token': 'vienna', 'score': 0.068}, {'token': 'paris', 'score': 0.044}, {'token': 'warsaw', 'score': 0.04}, {'token': 'budapest', 'score': 0.039}, {'token': 'oslo', 'score': 0.038}, {'token': 'amsterdam', 'score': 0.035}, {'token': 'moscow', 'score': 0.024}, {'token': 'leipzig', 'score': 0.023}, {'token': 'prague', 'score': 0.023}, {'token': 'munich', 'score': 0.022}, {'token': 'hamburg', 'score': 0.019}, {'token': 'rome', 'score': 0.018}]",,,
262,dublin,"[{'token': 'dublin', 'score': 0.562}, {'token': 'cork', 'score': 0.203}, {'token': 'limerick', 'score': 0.07}, {'token': 'waterford', 'score': 0.027}, {'token': 'kilkenny', 'score': 0.026}, {'token': 'galway', 'score': 0.021}, {'token': 'bray', 'score': 0.01}, {'token': 'belfast', 'score': 0.009}, {'token': 'tipperary', 'score': 0.008}, {'token': 'shannon', 'score': 0.008}, {'token': 'wexford', 'score': 0.007}, {'token': 'derry', 'score': 0.005}, {'token': 'meath', 'score': 0.003}, {'token': 'kerry', 'score': 0.003}, {'token': 'donegal', 'score': 0.002}]","[{'token': ')', 'score': 0.919}, {'token': ',', 'score': 0.071}, {'token': 'ireland', 'score': 0.003}, {'token': '-', 'score': 0.002}, {'token': '.', 'score': 0.001}, {'token': ']', 'score': 0.0}, {'token': 'and', 'score': 0.0}, {'token': ';', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': '}', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'irish', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'wales', 'score': 0.0}, {'token': 'uk', 'score': 0.0}]","[{'token': ')', 'score': 0.911}, {'token': ',', 'score': 0.078}, {'token': 'ireland', 'score': 0.004}, {'token': '-', 'score': 0.002}, {'token': '.', 'score': 0.001}, {'token': ']', 'score': 0.001}, {'token': 'and', 'score': 0.0}, {'token': ';', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': '}', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'irish', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'wales', 'score': 0.0}, {'token': 'uk', 'score': 0.0}]","[{'token': ')', 'score': 0.914}, {'token': ',', 'score': 0.075}, {'token': 'ireland', 'score': 0.004}, {'token': '-', 'score': 0.002}, {'token': '.', 'score': 0.001}, {'token': ']', 'score': 0.001}, {'token': 'and', 'score': 0.001}, {'token': ';', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': '}', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'irish', 'score': 0.0}, {'token': 'scotland', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'wales', 'score': 0.0}]"
263,suffolk,"[{'token': 'london', 'score': 0.506}, {'token': 'bristol', 'score': 0.149}, {'token': 'bath', 'score': 0.045}, {'token': 'rome', 'score': 0.021}, {'token': 'england', 'score': 0.019}, {'token': 'dublin', 'score': 0.018}, {'token': 'oxford', 'score': 0.012}, {'token': 'liverpool', 'score': 0.008}, {'token': 'gloucester', 'score': 0.007}, {'token': 'norwich', 'score': 0.005}, {'token': 'paris', 'score': 0.005}, {'token': 'brighton', 'score': 0.005}, {'token': 'york', 'score': 0.004}, {'token': 'malta', 'score': 0.004}, {'token': 'kensington', 'score': 0.004}]",,,
264,bergen,"[{'token': 'oslo', 'score': 0.785}, {'token': 'bergen', 'score': 0.115}, {'token': 'trondheim', 'score': 0.053}, {'token': 'norway', 'score': 0.006}, {'token': 'voss', 'score': 0.004}, {'token': 'mandal', 'score': 0.004}, {'token': 'copenhagen', 'score': 0.004}, {'token': 'moss', 'score': 0.002}, {'token': 'hagen', 'score': 0.002}, {'token': 'lund', 'score': 0.002}, {'token': 'stockholm', 'score': 0.001}, {'token': 'rana', 'score': 0.001}, {'token': 'nes', 'score': 0.001}, {'token': 'budapest', 'score': 0.0}, {'token': 'sweden', 'score': 0.0}]",,,
265,berlin,"[{'token': 'berlin', 'score': 0.409}, {'token': 'hamburg', 'score': 0.073}, {'token': 'munich', 'score': 0.069}, {'token': 'stuttgart', 'score': 0.064}, {'token': 'leipzig', 'score': 0.051}, {'token': 'dresden', 'score': 0.046}, {'token': 'karlsruhe', 'score': 0.022}, {'token': 'kiel', 'score': 0.019}, {'token': 'vienna', 'score': 0.019}, {'token': 'cologne', 'score': 0.018}, {'token': 'frankfurt', 'score': 0.017}, {'token': 'hanover', 'score': 0.012}, {'token': 'bremen', 'score': 0.012}, {'token': 'mannheim', 'score': 0.01}, {'token': 'hannover', 'score': 0.009}]",,,
266,edinburgh,"[{'token': 'edinburgh', 'score': 0.397}, {'token': 'glasgow', 'score': 0.275}, {'token': 'aberdeen', 'score': 0.07}, {'token': 'perth', 'score': 0.058}, {'token': 'stirling', 'score': 0.046}, {'token': 'dundee', 'score': 0.029}, {'token': 'fife', 'score': 0.018}, {'token': 'paisley', 'score': 0.017}, {'token': 'inverness', 'score': 0.011}, {'token': 'leith', 'score': 0.009}, {'token': 'elgin', 'score': 0.004}, {'token': 'montrose', 'score': 0.004}, {'token': 'irvine', 'score': 0.003}, {'token': 'dunbar', 'score': 0.003}, {'token': 'hamilton', 'score': 0.002}]",,,
