obj_label,masked_sentence,masked_sentence_roberta
1870,"Sir Percy Winn Everett (b. 22 April [MASK] Rushmere, Ipswich - 23 February 1952 Elstree) was an editor-in-chief for the house of Pearson and an active Scouter who became the Deputy Chief Scout of Great Britain .","Sir Percy Winn Everett (b. 22 April <mask> Rushmere, Ipswich - 23 February 1952 Elstree) was an editor-in-chief for the house of Pearson and an active Scouter who became the Deputy Chief Scout of Great Britain ."
1918,"Dorothy Taubman (born c [MASK]), is an American music teacher, lecturer and founder of the Taubman Institute of New York, who developed the ``Taubman Approach'' to piano playing .","Dorothy Taubman (born c <mask>), is an American music teacher, lecturer and founder of the Taubman Institute of New York, who developed the ``Taubman Approach'' to piano playing ."
1975,"Sasha Lilley born [MASK] is an English-born writer, journalist, and radio broadcaster based in the San Francisco Bay Area, whose work focuses on social movements, intellectual history, and political economy .","Sasha Lilley born <mask> is an English-born writer, journalist, and radio broadcaster based in the San Francisco Bay Area, whose work focuses on social movements, intellectual history, and political economy ."
1944,Gao Yu (born [MASK]) is a Chinese journalist .,Gao Yu (born <mask>) is a Chinese journalist .
1994,Awa Sissoko (born March 6 [MASK] in Paris) is a French basketball player who plays for club USO Mondeville of the League feminine de basket the top league of basketball for women in France .,Awa Sissoko (born March 6 <mask> in Paris) is a French basketball player who plays for club USO Mondeville of the League feminine de basket the top league of basketball for women in France .
1993,"Steven Kekacs (born November 28th, [MASK]) is a swimmer and student currently residing in Aiken, South Carolina .","Steven Kekacs (born November 28th, <mask>) is a swimmer and student currently residing in Aiken, South Carolina ."
1950,"Robert Grady was born in [MASK], and grew up in Jacksonville, the eldest of three brothers .","Robert Grady was born in <mask>, and grew up in Jacksonville, the eldest of three brothers ."
1986,"Marcos Rogério Ricci Lopes born [MASK] in Pará, Brazil is a Brazilian footballer, currently playing for Santos FC .","Marcos Rogério Ricci Lopes born <mask> in Pará, Brazil is a Brazilian footballer, currently playing for Santos FC ."
1984,"Paul McDonald (born William Paul McDonald; August 29, [MASK]) is an American singer-songwriter from Huntsville, Alabama, who as of 2011 resides in Nashville, Tennessee .","Paul McDonald (born William Paul McDonald; August 29, <mask>) is an American singer-songwriter from Huntsville, Alabama, who as of 2011 resides in Nashville, Tennessee ."
1946,Vikram Bhagvandas Mehta (born [MASK] August 15) is an Indian mathematician who works on algebraic geometry and vector bundles .,Vikram Bhagvandas Mehta (born <mask> August 15) is an Indian mathematician who works on algebraic geometry and vector bundles .
2003,"Alana Mansour was born on August 23, [MASK] in Sydney, Australia .","Alana Mansour was born on August 23, <mask> in Sydney, Australia ."
1951,"However, he is not to be confused with the famous tabla virtuoso Zakir Hussain (born [MASK]), who starred in the film Heat and Dust .","However, he is not to be confused with the famous tabla virtuoso Zakir Hussain (born <mask>), who starred in the film Heat and Dust ."
1921,"John Richardson, Jr (born February 4, [MASK]) was United States Assistant Secretary of State for Educational and Cultural Affairs from 1969 to 1977 .","John Richardson, Jr (born February 4, <mask>) was United States Assistant Secretary of State for Educational and Cultural Affairs from 1969 to 1977 ."
1945,Atanas Gerov (born [MASK]) is a Bulgarian footballer .,Atanas Gerov (born <mask>) is a Bulgarian footballer .
1962,"Bradley Dale Peveto (born December 28, [MASK]) is the head football coach at Northwestern State University .","Bradley Dale Peveto (born December 28, <mask>) is the head football coach at Northwestern State University ."
1949,"Fausto Vallejo Figueroa (born May 17, [MASK] in Morelia, Michoacán) is a Mexican lawyer, politician and a member of the Institutional Revolutionary Party (PRI) .","Fausto Vallejo Figueroa (born May 17, <mask> in Morelia, Michoacán) is a Mexican lawyer, politician and a member of the Institutional Revolutionary Party (PRI) ."
1975,"Robert Szczepański (born [MASK] in Więcbork, Poland), is a boxer, powerlifter and Strongman competitor .","Robert Szczepański (born <mask> in Więcbork, Poland), is a boxer, powerlifter and Strongman competitor ."
1895,Randolph (Robert?) Osborne Douglas was born in [MASK] and raised in Endcliffe near Sheffield .,Randolph (Robert?) Osborne Douglas was born in <mask> and raised in Endcliffe near Sheffield .
1971,"Merciless ,born Leonard Bartley July 1, [MASK] in the Turner district of Chapleton, Clarendon, Jamaica, is a ragga and dancehall artist .","Merciless ,born Leonard Bartley July 1, <mask> in the Turner district of Chapleton, Clarendon, Jamaica, is a ragga and dancehall artist ."
1889,"Gettelman was born on December 23, [MASK] in Chicago, Illinois .","Gettelman was born on December 23, <mask> in Chicago, Illinois ."
1982,"Sass Henno (born September 13, [MASK] in Tartu, Estonia) is an Estonian writer .","Sass Henno (born September 13, <mask> in Tartu, Estonia) is an Estonian writer ."
1976,Henrik Gustavsson (born 21 October [MASK]) is a Swedish footballer .,Henrik Gustavsson (born 21 October <mask>) is a Swedish footballer .
1926,"Walter Laws Smith (born November 12, [MASK]) is a British-born American mathematician, known for his contributions to applied probability theory .","Walter Laws Smith (born November 12, <mask>) is a British-born American mathematician, known for his contributions to applied probability theory ."
1964,"Helene Diamantides was born in [MASK] in North Yorkshire, but she spent most of her childhood outside of England .","Helene Diamantides was born in <mask> in North Yorkshire, but she spent most of her childhood outside of England ."
1921,"Dr Nermin Abadan Unat (born [MASK] in Vienna) is a Turkish lawyer, sociologist, and writer, and a professor at Boğaziçi University .","Dr Nermin Abadan Unat (born <mask> in Vienna) is a Turkish lawyer, sociologist, and writer, and a professor at Boğaziçi University ."
1975,Michael Glatze (born c [MASK]) was co-founder of Young Gay America and a former advocate for gay rights .,Michael Glatze (born c <mask>) was co-founder of Young Gay America and a former advocate for gay rights .
1938,"Michael J O'Connor (January 16, [MASK] - May 5, 1992) was an American animator, best known for being a layout artist for The Simpsons in the first season .","Michael J O'Connor (January 16, <mask> - May 5, 1992) was an American animator, best known for being a layout artist for The Simpsons in the first season ."
1809,"George Wilkins Kendall was born on August 22, [MASK], Mont Vernon, New Hampshire to Puritan parents, Captain Thaddeus Kendall and his wife Abigail Wilkins Kendall .","George Wilkins Kendall was born on August 22, <mask>, Mont Vernon, New Hampshire to Puritan parents, Captain Thaddeus Kendall and his wife Abigail Wilkins Kendall ."
1885,"Maharshi Mehi was born in [MASK] in a small village of Bihar, India .","Maharshi Mehi was born in <mask> in a small village of Bihar, India ."
1962,Darko Vujović (born 21 December [MASK] in Nikšić) is a former Montenegro football player .,Darko Vujović (born 21 December <mask> in Nikšić) is a former Montenegro football player .
1886,"Preston Delano (c. [MASK] -- August 31, 1961) was a United States Comptroller of the Currency from 1938 to 1953 .","Preston Delano (c. <mask> -- August 31, 1961) was a United States Comptroller of the Currency from 1938 to 1953 ."
1989,"Nat Thewphaigam or Natthew was born on June 5, [MASK] .","Nat Thewphaigam or Natthew was born on June 5, <mask> ."
1927,"He was born on December 27, [MASK] in,narnol , Haryana, Swami has spent almost all his life in Dehradun where his father served in Forest Research Institute of India .","He was born on December 27, <mask> in,narnol , Haryana, Swami has spent almost all his life in Dehradun where his father served in Forest Research Institute of India ."
1931,Rudy Feldman (born c [MASK]) is a former American football player and coach in the United States .,Rudy Feldman (born c <mask>) is a former American football player and coach in the United States .
1813,"William Harrison Rice was born on October 12, [MASK] in Oswego, New York on the shore of Lake Ontario .","William Harrison Rice was born on October 12, <mask> in Oswego, New York on the shore of Lake Ontario ."
1947,"Ghosh was born on December 7, [MASK] in New Delhi, India .","Ghosh was born on December 7, <mask> in New Delhi, India ."
1975,"Isaac Hayes III, also known as Ike Dirty, (born June 10 [MASK]) is a record producer and voice-over actor who currently resides in Atlanta, Georgia .","Isaac Hayes III, also known as Ike Dirty, (born June 10 <mask>) is a record producer and voice-over actor who currently resides in Atlanta, Georgia ."
1933,"Louise Firouz, Iranian horse breeder, was born on December 24, [MASK] .","Louise Firouz, Iranian horse breeder, was born on December 24, <mask> ."
1937,"Moosa Raza was born on 27 February [MASK] in Minambur, a small village located between Gingee and Villupuram in the Villupuram District in the State of Tamilnadu, India to Ghulam Ali Mehkari and Aasiya Begum .","Moosa Raza was born on 27 February <mask> in Minambur, a small village located between Gingee and Villupuram in the Villupuram District in the State of Tamilnadu, India to Ghulam Ali Mehkari and Aasiya Begum ."
1928,"Valentin Vdovichenko (, 28 October [MASK] -- 31 December 2003) was a Soviet Olympic fencer .","Valentin Vdovichenko (, 28 October <mask> -- 31 December 2003) was a Soviet Olympic fencer ."
1747,Micaela was born in Pampamarca (in Abancay) in [MASK] .,Micaela was born in Pampamarca (in Abancay) in <mask> .
1956,"Maurizio Gasparri (Rome, 18 July [MASK]) is an Italian politician .","Maurizio Gasparri (Rome, 18 July <mask>) is an Italian politician ."
1941,"Michael Aldrich was born on 22 August [MASK] in Welwyn Garden City, Hertfordshire, England .","Michael Aldrich was born on 22 August <mask> in Welwyn Garden City, Hertfordshire, England ."
1957,Germain Belzile is an economist born in Chicago (USA) in [MASK] .,Germain Belzile is an economist born in Chicago (USA) in <mask> .
1922,Anatoli Granovsky (born [MASK]) was an NKVD agent who defected to the West in 1946 and authored an autobiographical book about his career in Soviet intelligence .,Anatoli Granovsky (born <mask>) was an NKVD agent who defected to the West in 1946 and authored an autobiographical book about his career in Soviet intelligence .
1937,"Arthur Nakane (born circa [MASK] in Japan) is a Los Angeles-based musician/songwriter and screenwriter, best known for being the subject of the 2000 documentary film ``Secret Asian Man'' and also being a star on the 2010 TV show ``America's Got Talent'' .","Arthur Nakane (born circa <mask> in Japan) is a Los Angeles-based musician/songwriter and screenwriter, best known for being the subject of the 2000 documentary film ``Secret Asian Man'' and also being a star on the 2010 TV show ``America's Got Talent'' ."
1967,"Zak Willis (born December 30, [MASK]) is an American football coach .","Zak Willis (born December 30, <mask>) is an American football coach ."
1842,"He was born on May 16, [MASK] in Hope, New Jersey to Nathan Hopkins (1811-1889) and Ann Wilson and he had a brother, John Robertson Hopkins (1844-1885) .","He was born on May 16, <mask> in Hope, New Jersey to Nathan Hopkins (1811-1889) and Ann Wilson and he had a brother, John Robertson Hopkins (1844-1885) ."
1720,Chambré Brabazon Ponsonby (c. [MASK] -- 20 February 1762) was an Irish Member of Parliament .,Chambré Brabazon Ponsonby (c. <mask> -- 20 February 1762) was an Irish Member of Parliament .
1964,"Johnny Jolin (born October 17, [MASK] in Williamsport, Pennsylvania) is a notable American country music artist best known as the frontman of the critically acclaimed Johnny Jolin Band,being the lead vocalist for Country/Folk group The Front Porch Country Bandand in 2011 by his Top-Ten hit single ``Thank God.'' His career began after winning a talent search competition while serving ten years in the US Army .","Johnny Jolin (born October 17, <mask> in Williamsport, Pennsylvania) is a notable American country music artist best known as the frontman of the critically acclaimed Johnny Jolin Band,being the lead vocalist for Country/Folk group The Front Porch Country Bandand in 2011 by his Top-Ten hit single ``Thank God.'' His career began after winning a talent search competition while serving ten years in the US Army ."
1935,Norman Sartorius (born [MASK]) is a Croatian psychiatrist and university professor .,Norman Sartorius (born <mask>) is a Croatian psychiatrist and university professor .
1968,"Tomislav Bralić (born December 10, [MASK] in Bibinje) is a famous Croatian singer .","Tomislav Bralić (born December 10, <mask> in Bibinje) is a famous Croatian singer ."
1945,"Pieter Toerien (born [MASK]) for 40 years, South Africa's foremost theatre impresario .","Pieter Toerien (born <mask>) for 40 years, South Africa's foremost theatre impresario ."
1992,"Tatsuya Uchida (born February 8, [MASK]) is a Japanese football player. - 2011 Gamba Osaka J League 1 5 0 5 0 5 0 ) .","Tatsuya Uchida (born February 8, <mask>) is a Japanese football player. - 2011 Gamba Osaka J League 1 5 0 5 0 5 0 ) ."
1928,Dominic Tomasi (born [MASK]) was an American football player who played guard for the University of Michigan Wolverines .,Dominic Tomasi (born <mask>) was an American football player who played guard for the University of Michigan Wolverines .
1858,"Alexandru Djuvara (; December 20, [MASK] -- February 1, 1913) was a Romanian writer, journalist and politician .","Alexandru Djuvara (; December 20, <mask> -- February 1, 1913) was a Romanian writer, journalist and politician ."
1932,"Joe was born in West Paris, Maine in [MASK] and is one of thirteen children in the Perham family .","Joe was born in West Paris, Maine in <mask> and is one of thirteen children in the Perham family ."
1957,"Brian R McClure was born in [MASK] to Margaret Reed McClure and David Brian McClure in Houston, Texas .","Brian R McClure was born in <mask> to Margaret Reed McClure and David Brian McClure in Houston, Texas ."
1925,"Almarin Phillips (c. [MASK] in Port Jervis, New York -- August 26, 2006 in Bryn Mawr, Pennsylvania) was an American economist specializing in industrial economics .","Almarin Phillips (c. <mask> in Port Jervis, New York -- August 26, 2006 in Bryn Mawr, Pennsylvania) was an American economist specializing in industrial economics ."
1981,"Harout Chitilian (in Armenian Հարութ Շիթիլյան, in Western Armenian Յարութ Շիթիլեան) (born in [MASK]) is a city councillor from Montreal, Quebec, Canada and Chairman of the City Council of Montreal .","Harout Chitilian (in Armenian Հարութ Շիթիլյան, in Western Armenian Յարութ Շիթիլեան) (born in <mask>) is a city councillor from Montreal, Quebec, Canada and Chairman of the City Council of Montreal ."
1777,Denis Zubrytsky was born in [MASK] into a family of Ukrainian nobles .,Denis Zubrytsky was born in <mask> into a family of Ukrainian nobles .
1950,"Masood Khalili, also Massoud Khalili and Masud Khalili (born 5.11.[MASK]) is a diplomat, linguist and urbane poet .","Masood Khalili, also Massoud Khalili and Masud Khalili (born 5.11.<mask>) is a diplomat, linguist and urbane poet ."
1957,"Potts was born in [MASK] in Norwich, England, to an English father then serving in the Royal Navy, and an Irish mother .","Potts was born in <mask> in Norwich, England, to an English father then serving in the Royal Navy, and an Irish mother ."
1975,"Zak Carr (born March 6, [MASK] Norwich, Norfolk, died 17 October 2005) was a British cyclist who specialised in the time trial discipline .","Zak Carr (born March 6, <mask> Norwich, Norfolk, died 17 October 2005) was a British cyclist who specialised in the time trial discipline ."
1949,He was born in Tiden valley in the Aïr mountains (not far from Agadez) in [MASK] .,He was born in Tiden valley in the Aïr mountains (not far from Agadez) in <mask> .
1970,Liam Bond (born 29 July [MASK]) is a Welsh professional golfer .,Liam Bond (born 29 July <mask>) is a Welsh professional golfer .
1925,"Born as John Walker Vaughan in Terre Haute, Indiana on August 23, [MASK], Stuart Vaughan was the Founding Artistic Director of the New York Shakespeare Festival, Seattle Repertory Theatre, Repertory Theatre New Orleans, The New Globe Theatre and Artistic Director of New York's Phoenix Theatre .","Born as John Walker Vaughan in Terre Haute, Indiana on August 23, <mask>, Stuart Vaughan was the Founding Artistic Director of the New York Shakespeare Festival, Seattle Repertory Theatre, Repertory Theatre New Orleans, The New Globe Theatre and Artistic Director of New York's Phoenix Theatre ."
1989,"Safira de Wit (born c [MASK]) is a beauty pageant titleholder who was crowned Miss Universe Curaçao, the official representative of the Dutch constituent country to the 2010 Miss Universe pageant .","Safira de Wit (born c <mask>) is a beauty pageant titleholder who was crowned Miss Universe Curaçao, the official representative of the Dutch constituent country to the 2010 Miss Universe pageant ."
1937,Ignatius Sserulyo (born c [MASK] in Uganda) is a well known Ugandan painter .,Ignatius Sserulyo (born c <mask> in Uganda) is a well known Ugandan painter .
1943,"Martin Pickford is an English paleontologist born in Wiltshire in [MASK], 4th child of Austin Joseph Pickford and Eleanor Margery Pickford née Holman .","Martin Pickford is an English paleontologist born in Wiltshire in <mask>, 4th child of Austin Joseph Pickford and Eleanor Margery Pickford née Holman ."
1958,"Pazmino was born in Riobamba, Ecuador, in [MASK] .","Pazmino was born in Riobamba, Ecuador, in <mask> ."
1749,"Griffith was born 6 April [MASK] at Trygain House in the parish of Bryn Groer in Lleyn, Caernarvonshire .","Griffith was born 6 April <mask> at Trygain House in the parish of Bryn Groer in Lleyn, Caernarvonshire ."
1930,Hayden Buckley (born c [MASK]) is a former American football player and coach in the United States .,Hayden Buckley (born c <mask>) is a former American football player and coach in the United States .
1949,Craig A Blaising (born [MASK]) is Executive Vice President and Provost of Southwestern Baptist Theological Seminary .,Craig A Blaising (born <mask>) is Executive Vice President and Provost of Southwestern Baptist Theological Seminary .
1949,Rifai was born in Jordan in [MASK] .,Rifai was born in Jordan in <mask> .
1977,"Thomas was born in [MASK] in Gorseinon near Swansea, the daughter of M Wynn Thomas OBE, a Professor of Literature at Swansea University, and Karen Thomas .","Thomas was born in <mask> in Gorseinon near Swansea, the daughter of M Wynn Thomas OBE, a Professor of Literature at Swansea University, and Karen Thomas ."
1903,"Sufi Abdul Hamid (born Eugene Brown) (January 6, [MASK] in Lowell, Massachusetts - July 30, 1938) was an African-American religious and labor leader, and among the first African converts to Islam, accused of Anti-Semitism .","Sufi Abdul Hamid (born Eugene Brown) (January 6, <mask> in Lowell, Massachusetts - July 30, 1938) was an African-American religious and labor leader, and among the first African converts to Islam, accused of Anti-Semitism ."
1972,Ye Lin (; born 27 November [MASK]) is a Chinese fencer .,Ye Lin (; born 27 November <mask>) is a Chinese fencer .
1986,Denzil Franco (born [MASK]) is an Indian football player who currently plays for Churchill Brothers SC in the I-League .,Denzil Franco (born <mask>) is an Indian football player who currently plays for Churchill Brothers SC in the I-League .
1838,John Fergus O'Hea (b. c [MASK]; d 2 September 1922) was an Irish political cartoonist who sometimes published under the pseudonym Spex .,John Fergus O'Hea (b. c <mask>; d 2 September 1922) was an Irish political cartoonist who sometimes published under the pseudonym Spex .
1980,"Corneliu Rus (born 25 May, [MASK]) is a Romanian heavyweight kickboxer .","Corneliu Rus (born 25 May, <mask>) is a Romanian heavyweight kickboxer ."
1985,"Eva Vertes is an Alzheimer's and cancer researcher, born in [MASK] .","Eva Vertes is an Alzheimer's and cancer researcher, born in <mask> ."
1951,"Bret Gilliam was born February 3, [MASK] at the United States Naval Academy in Annapolis, Maryland to Commander Gill Gilliam (retired as Captain) and Jeanne Gilliam .","Bret Gilliam was born February 3, <mask> at the United States Naval Academy in Annapolis, Maryland to Commander Gill Gilliam (retired as Captain) and Jeanne Gilliam ."
1959,"Zulfugarov was born on November 1, [MASK] in a Russian town of Rostov .","Zulfugarov was born on November 1, <mask> in a Russian town of Rostov ."
1906,"Jean Daujat (Paris, 27 October [MASK] -- 31 May 1998) was a French philosopher of neo-Thomism, a disciple of Jacques Maritain, and the founder of the Centre d'études religieuses, the Center for Religious Studies, specializing in teaching Christian doctrine .","Jean Daujat (Paris, 27 October <mask> -- 31 May 1998) was a French philosopher of neo-Thomism, a disciple of Jacques Maritain, and the founder of the Centre d'études religieuses, the Center for Religious Studies, specializing in teaching Christian doctrine ."
1951,"Melanmai Ponnusamy (, born [MASK]) is a Tamil writer from Tamil Nadu, India .","Melanmai Ponnusamy (, born <mask>) is a Tamil writer from Tamil Nadu, India ."
1942,Traoré was born in [MASK] at Dakar .,Traoré was born in <mask> at Dakar .
1972,"Dehghanpisheh, born on January 2, [MASK], has won numerous awards for his reportage .","Dehghanpisheh, born on January 2, <mask>, has won numerous awards for his reportage ."
1971,"Laure Watrin was born in Nancy, France in [MASK] .","Laure Watrin was born in Nancy, France in <mask> ."
1901,Zhao Shiyan (; 13 April [MASK] in Youyang - 19 July 1927 in Shanghai) was a Chinese Communist martyr and former Chinese premier Li Peng's uncle .,Zhao Shiyan (; 13 April <mask> in Youyang - 19 July 1927 in Shanghai) was a Chinese Communist martyr and former Chinese premier Li Peng's uncle .
1949,"Luisa Lebrón Burgos (born May 17, [MASK] in Patillas, Puerto Rico) is a Puerto Rican judge, politician, and former senator .","Luisa Lebrón Burgos (born May 17, <mask> in Patillas, Puerto Rico) is a Puerto Rican judge, politician, and former senator ."
1872,"Baker was born on September 28, [MASK], in San Francisco, California, the son of Conrad Baker of Philadelphia and Angelia Ingargiola of New Orleans .","Baker was born on September 28, <mask>, in San Francisco, California, the son of Conrad Baker of Philadelphia and Angelia Ingargiola of New Orleans ."
1953,He was born in Arpacay Town of Kars Province in Turkey in [MASK] .,He was born in Arpacay Town of Kars Province in Turkey in <mask> .
1808,"Harding was born in [MASK] near Nashville, Tennessee to John Harding, a Virginian, who one year earlier (1807) purchased near Richland Creek known as ``McSpadden's Bend'' .","Harding was born in <mask> near Nashville, Tennessee to John Harding, a Virginian, who one year earlier (1807) purchased near Richland Creek known as ``McSpadden's Bend'' ."
1968,Josh Hadar was born in New Jersey in [MASK] .,Josh Hadar was born in New Jersey in <mask> .
1943,"Susan Sackett was born in New York City on December 18, [MASK], raised in Connecticut and moved to Florida after graduating from Hillhouse High School in New Haven .","Susan Sackett was born in New York City on December 18, <mask>, raised in Connecticut and moved to Florida after graduating from Hillhouse High School in New Haven ."
1969,"Linda Ravenswood (born December 10, [MASK]) is an artist, writer and vocalist who currently resides in Los Angeles, California .","Linda Ravenswood (born December 10, <mask>) is an artist, writer and vocalist who currently resides in Los Angeles, California ."
1975,"He was born in [MASK] in Albany, New York .","He was born in <mask> in Albany, New York ."
1988,"Cole Hernandez was born on June 10, [MASK] in Aurora, Colorado a suburb of Denver .","Cole Hernandez was born on June 10, <mask> in Aurora, Colorado a suburb of Denver ."
1966,"Tim Beck (March 14, [MASK]) is the offensive coordinator and quarterbacks coach for the University of Nebraska Cornhuskers football team .","Tim Beck (March 14, <mask>) is the offensive coordinator and quarterbacks coach for the University of Nebraska Cornhuskers football team ."
1950,Sultana Kamal was born in [MASK] .,Sultana Kamal was born in <mask> .
1964,"Michael Vincent (born Michael Vincent Louis on 14 February [MASK]) is a British magician who has won the Magic Circle's Close-up Magician of the Year award three times (1983, 1991 and 2003) .","Michael Vincent (born Michael Vincent Louis on 14 February <mask>) is a British magician who has won the Magic Circle's Close-up Magician of the Year award three times (1983, 1991 and 2003) ."
1939,"Kandula Varaha Narasimha Sarma, who became famous as Kavana Sarma was born on 23rd Sept [MASK] .","Kandula Varaha Narasimha Sarma, who became famous as Kavana Sarma was born on 23rd Sept <mask> ."
1966,Alek Popov was born in Sofia in [MASK] .,Alek Popov was born in Sofia in <mask> .
1969,Pierrot was born in Budapest in [MASK] as the only child of his parents .,Pierrot was born in Budapest in <mask> as the only child of his parents .
1933,"Julian Wolpert (born [MASK]) is Bryant Professor Emeritus of Geography, Public Affairs, and Urban Planning at Princeton University .","Julian Wolpert (born <mask>) is Bryant Professor Emeritus of Geography, Public Affairs, and Urban Planning at Princeton University ."
1928,"Niculae Nedeff (born September 26, [MASK]) is a former Romanian handball player and a former coach of Romania women's national handball team and Romania national handball team .","Niculae Nedeff (born September 26, <mask>) is a former Romanian handball player and a former coach of Romania women's national handball team and Romania national handball team ."
1932,"Pablo Eisenberg was born on July 1, [MASK] in Paris, France .","Pablo Eisenberg was born on July 1, <mask> in Paris, France ."
1855,"He was born on March 12, [MASK] in Saugatuck, Michigan .","He was born on March 12, <mask> in Saugatuck, Michigan ."
1994,Madeleine Budd is a French actress born in England on 29 April [MASK] .,Madeleine Budd is a French actress born in England on 29 April <mask> .
1965,Nicolae Popa (born circa [MASK]) is a controversial Romanian businessman .,Nicolae Popa (born circa <mask>) is a controversial Romanian businessman .
1949,Laghari was born in Hyderabad in [MASK] .,Laghari was born in Hyderabad in <mask> .
1866,"Master McGrath was born in [MASK] at Colligan Lodge, the home of James Galwey, a well known trainer and owner of greyhounds .","Master McGrath was born in <mask> at Colligan Lodge, the home of James Galwey, a well known trainer and owner of greyhounds ."
1821,"Blasius Kozenn (; 24 January [MASK] in Hotunje, Lower Styria -- 29 May 1871 in Hernals) was a Slovenian cartographer .","Blasius Kozenn (; 24 January <mask> in Hotunje, Lower Styria -- 29 May 1871 in Hernals) was a Slovenian cartographer ."
1898,"Frances Bemis (Fulton County, Georgia June 25, [MASK] - November 3, 1974 St Augustine, Florida) was a public relations specialist specializing in department store promotions, a newspaper writer, radio producer, and a fashion director .","Frances Bemis (Fulton County, Georgia June 25, <mask> - November 3, 1974 St Augustine, Florida) was a public relations specialist specializing in department store promotions, a newspaper writer, radio producer, and a fashion director ."
1945,Vedat Okyar was born in Bursa circa [MASK] .,Vedat Okyar was born in Bursa circa <mask> .
1978,"Nikoletta Lakos (born December 14, [MASK] in Budapest, Hungary) is a Hungarian chess woman grandmaster .","Nikoletta Lakos (born December 14, <mask> in Budapest, Hungary) is a Hungarian chess woman grandmaster ."
1917,"Ed Walker was born on August 28, [MASK], in San Juan Bautista, California to Brayden Richards and Helga Martha Smith .","Ed Walker was born on August 28, <mask>, in San Juan Bautista, California to Brayden Richards and Helga Martha Smith ."
1976,"Gai Toms, born Gareth J Thomas in Bangor, Wales on 14 September [MASK], is a Welsh singer songwriter and performer .","Gai Toms, born Gareth J Thomas in Bangor, Wales on 14 September <mask>, is a Welsh singer songwriter and performer ."
1849,"Jacob Bickler was born on November 20, [MASK], in Bad Sobernheim in Rhineland-Palatinate, Germany to Peter Bickler and his wife Katherine Schöffling Bickler .","Jacob Bickler was born on November 20, <mask>, in Bad Sobernheim in Rhineland-Palatinate, Germany to Peter Bickler and his wife Katherine Schöffling Bickler ."
1983,"Anousheh Khalili , born [MASK], is an Iranian-American singer-songwriter .","Anousheh Khalili , born <mask>, is an Iranian-American singer-songwriter ."
1965,"DJ Hurricane (born Wendell T Fite on January 12, [MASK] in Hollis, Queens, New York) is a hip hop DJ, producer and rapper .","DJ Hurricane (born Wendell T Fite on January 12, <mask> in Hollis, Queens, New York) is a hip hop DJ, producer and rapper ."
1970,"He was born as Ercüment Ergün in [MASK], in Berlin, Germany .","He was born as Ercüment Ergün in <mask>, in Berlin, Germany ."
1950,René Gutman (born in Rouen in [MASK]) is Chief Rabbi of Strasbourg since year 1987 .,René Gutman (born in Rouen in <mask>) is Chief Rabbi of Strasbourg since year 1987 .
1949,"Paul F van der Heijden (born [MASK]) is professor of international labour law at the Leiden University, the Netherlands .","Paul F van der Heijden (born <mask>) is professor of international labour law at the Leiden University, the Netherlands ."
1962,"McDonald was born in Belfast in [MASK], and educated first at Methodist College in Belfast, then at University College, Oxford .","McDonald was born in Belfast in <mask>, and educated first at Methodist College in Belfast, then at University College, Oxford ."
1978,"Jason Hewlett was born in Salt Lake City, Utah in [MASK] to John and Marsha Hewlett .","Jason Hewlett was born in Salt Lake City, Utah in <mask> to John and Marsha Hewlett ."
1879,"Melcher was born in [MASK] in Malden, Massachusetts, a suburb on the north side of Boston .","Melcher was born in <mask> in Malden, Massachusetts, a suburb on the north side of Boston ."
1816,"The eldest son of Samuel Woodward the geologist, he was born at Norwich on 2 May [MASK]; Samuel Pickworth Woodward was his younger brother .","The eldest son of Samuel Woodward the geologist, he was born at Norwich on 2 May <mask>; Samuel Pickworth Woodward was his younger brother ."
1904,"Sardessai was born in [MASK], in Savoi-Verem, and died in 1986 .","Sardessai was born in <mask>, in Savoi-Verem, and died in 1986 ."
1970,He was born in [MASK] in Cambridgeshire and started DJing in 1991 .,He was born in <mask> in Cambridgeshire and started DJing in 1991 .
1984,"Alketa Vejsiu (Born 19 January [MASK] in Tirana) is an Albanian singer, TV personality, producer and Radio presenter .","Alketa Vejsiu (Born 19 January <mask> in Tirana) is an Albanian singer, TV personality, producer and Radio presenter ."
155,Marcus Ulpius Leurus (b. c [MASK]) was a Roman politician .,Marcus Ulpius Leurus (b. c <mask>) was a Roman politician .
1959,"He was born in Tehran, Iran in [MASK] .","He was born in Tehran, Iran in <mask> ."
1974,"Sašo Filipovski (born 6 September, [MASK] in Ljubljana, SFR Yugoslavia) is a Slovenia-born Macedonian professional basketball coach .","Sašo Filipovski (born 6 September, <mask> in Ljubljana, SFR Yugoslavia) is a Slovenia-born Macedonian professional basketball coach ."
1953,"Kristoffer Stensrud was born in [MASK] in Trondheim, Norway .","Kristoffer Stensrud was born in <mask> in Trondheim, Norway ."
1961,"Chris Eakin (born c.[MASK]) is a newsreader on the BBC's 24 hour rolling news channel, BBC News .","Chris Eakin (born c.<mask>) is a newsreader on the BBC's 24 hour rolling news channel, BBC News ."
1963,"Chris Gregory (born May 18, [MASK]) is an American professional ring announcer and host for Muay Thai boxing, MMA and boxing shows and events .","Chris Gregory (born May 18, <mask>) is an American professional ring announcer and host for Muay Thai boxing, MMA and boxing shows and events ."
1872,"Cowling was born on July 2, [MASK] in Oshkosh, Wisconsin .","Cowling was born on July 2, <mask> in Oshkosh, Wisconsin ."
