obj_label,masked_sentence,masked_sentence_roberta
japan,"Yasuyuki Kase (加瀬 康之 Kase Yasuyuki, born March 14, 1971 in Ota, Tokyo, [MASK]) is a Japanese voice actor who works for Ōsawa Office.","Yasuyuki Kase (加瀬 康之 Kase Yasuyuki, born March 14, 1971 in Ota, Tokyo, <mask>) is a Japanese voice actor who works for Ōsawa Office."
norway,"Hilde Marie Kjersem, also known as Marie Munroe, (born 27 April 1981 in Ålesund, [MASK]) is a Norwegian artist, musician and songwriter signed to Warner Music Norway.","Hilde Marie Kjersem, also known as Marie Munroe, (born 27 April 1981 in Ålesund, <mask>) is a Norwegian artist, musician and songwriter signed to Warner Music Norway."
norway,"Hilde Marie Kjersem, also known as Marie Munroe, (born 27 April 1981 in Ålesund, Norway) is a [MASK] artist, musician and songwriter signed to Warner Music Norway.","Hilde Marie Kjersem, also known as Marie Munroe, (born 27 April 1981 in Ålesund, Norway) is a <mask> artist, musician and songwriter signed to Warner Music Norway."
norway,"Hilde Marie Kjersem, also known as Marie Munroe, (born 27 April 1981 in Ålesund, [MASK]) is a Norwegian artist, musician and songwriter signed to Warner Music Norway.","Hilde Marie Kjersem, also known as Marie Munroe, (born 27 April 1981 in Ålesund, <mask>) is a Norwegian artist, musician and songwriter signed to Warner Music Norway."
norway,"Hilde Marie Kjersem, also known as Marie Munroe, (born 27 April 1981 in Ålesund, Norway) is a [MASK] artist, musician and songwriter signed to Warner Music Norway.","Hilde Marie Kjersem, also known as Marie Munroe, (born 27 April 1981 in Ålesund, Norway) is a <mask> artist, musician and songwriter signed to Warner Music Norway."
norway,"Hedvig Mollestad Thomassen (born February 4 1982 in Ålesund, [MASK]) is a Norwegian jazz musician (guitar, vocals and composing), known for a series of album releases and collaborations with musicians like Jon Eberson, Jarle Bernhoft and Hilde Marie Kjersem.","Hedvig Mollestad Thomassen (born February 4 1982 in Ålesund, <mask>) is a Norwegian jazz musician (guitar, vocals and composing), known for a series of album releases and collaborations with musicians like Jon Eberson, Jarle Bernhoft and Hilde Marie Kjersem."
norway,"Hedvig Mollestad Thomassen (born February 4 1982 in Ålesund, Norway) is a [MASK] jazz musician (guitar, vocals and composing), known for a series of album releases and collaborations with musicians like Jon Eberson, Jarle Bernhoft and Hilde Marie Kjersem.","Hedvig Mollestad Thomassen (born February 4 1982 in Ålesund, Norway) is a <mask> jazz musician (guitar, vocals and composing), known for a series of album releases and collaborations with musicians like Jon Eberson, Jarle Bernhoft and Hilde Marie Kjersem."
nigeria,"Obinna Julius Nwosu (born May 1, 1971), is a [MASK] former professional basketball player.","Obinna Julius Nwosu (born May 1, 1971), is a <mask> former professional basketball player."
nigeria,"Obinna Julius Nwosu (born May 1, 1971), is a [MASK] former professional basketball player.","Obinna Julius Nwosu (born May 1, 1971), is a <mask> former professional basketball player."
greece,"Queen Sofía (/sɒˈfiːə/, [soˈfi.a]; Greek: Σοφία [soˈfi.a]; formerly Princess Sophia of [MASK] and Denmark, born 2 November 1938) is the wife of King Juan Carlos I. Born a Greek princess, she became Queen consort of Spain upon her husband's accession in 1975.","Queen Sofía (/sɒˈfiːə/, [soˈfi.a]; Greek: Σοφία [soˈfi.a]; formerly Princess Sophia of <mask> and Denmark, born 2 November 1938) is the wife of King Juan Carlos I. Born a Greek princess, she became Queen consort of Spain upon her husband's accession in 1975."
poland,"Karol Szajnocha (1818-1868) was a [MASK] writer, historian, and independence activist.","Karol Szajnocha (1818-1868) was a <mask> writer, historian, and independence activist."
poland,"Karol Szajnocha (1818-1868) was a [MASK] writer, historian, and independence activist.","Karol Szajnocha (1818-1868) was a <mask> writer, historian, and independence activist."
poland,"Władysław Szajnocha (1857-1928) was [MASK] geologist, and paleontologist; son of historian Karol Szajnocha.","Władysław Szajnocha (1857-1928) was <mask> geologist, and paleontologist; son of historian Karol Szajnocha."
poland,Dariusz Jan Kubicki (born 6 June 1963 in Kożuchów) is a former [MASK] football player and the current manager .,Dariusz Jan Kubicki (born 6 June 1963 in Kożuchów) is a former <mask> football player and the current manager .
poland,"Kubicki is a [MASK] locational surname, which originally meant a person from Kubice in Poland.","Kubicki is a <mask> locational surname, which originally meant a person from Kubice in Poland."
poland,"Kubicki is a Polish locational surname, which originally meant a person from Kubice in [MASK].","Kubicki is a Polish locational surname, which originally meant a person from Kubice in <mask>."
poland,"Janusz Kubicki (born 31 December 1969 in Szprotawa, [MASK]) is a Polish politician who has been the Mayor of Zielona Góra since 2006.","Janusz Kubicki (born 31 December 1969 in Szprotawa, <mask>) is a Polish politician who has been the Mayor of Zielona Góra since 2006."
poland,"Janusz Kubicki (born 31 December 1969 in Szprotawa, Poland) is a [MASK] politician who has been the Mayor of Zielona Góra since 2006.","Janusz Kubicki (born 31 December 1969 in Szprotawa, Poland) is a <mask> politician who has been the Mayor of Zielona Góra since 2006."
poland,"The best-known architects and artists who worked in [MASK] were Dominik Merlini, Jan Chrystian Kamsetzer, Szymon Bogumił Zug, Stanisław Zawadzki, Efraim Szreger, Antonio Corazzi, Jakub Kubicki, Christian Piotr Aigner, Wawrzyniec Gucewicz, Bonifacy Witkowski and Danish Bertel Thorvaldsen.","The best-known architects and artists who worked in <mask> were Dominik Merlini, Jan Chrystian Kamsetzer, Szymon Bogumił Zug, Stanisław Zawadzki, Efraim Szreger, Antonio Corazzi, Jakub Kubicki, Christian Piotr Aigner, Wawrzyniec Gucewicz, Bonifacy Witkowski and Danish Bertel Thorvaldsen."
switzerland,"He lived from 1865 to 1947 and was, like Ferdinand de Saussure, from [MASK].","He lived from 1865 to 1947 and was, like Ferdinand de Saussure, from <mask>."
switzerland,A classic model is the one by the [MASK] linguist Ferdinand de Saussure.,A classic model is the one by the <mask> linguist Ferdinand de Saussure.
switzerland,Structural linguistics is an approach to linguistics originating from the work of [MASK] linguist Ferdinand de Saussure and is part of the overall approach of structuralism.,Structural linguistics is an approach to linguistics originating from the work of <mask> linguist Ferdinand de Saussure and is part of the overall approach of structuralism.
switzerland,"After his return, since de Saussure had gone back to Geneva, he continued the series of lectures on comparative grammar that the [MASK] linguist had formerly given.","After his return, since de Saussure had gone back to Geneva, he continued the series of lectures on comparative grammar that the <mask> linguist had formerly given."
switzerland,"He was baptised in Lausanne, Pays de Vaud, [MASK], the eldest son of a minister of the Reform Church, François-Louis de Saussure, and his wife, Jeanne-Emilie.","He was baptised in Lausanne, Pays de Vaud, <mask>, the eldest son of a minister of the Reform Church, François-Louis de Saussure, and his wife, Jeanne-Emilie."
switzerland,"After returning to [MASK], Saussure wrote down his travelling experiences.","After returning to <mask>, Saussure wrote down his travelling experiences."
switzerland,"He was the younger brother of Ferdinand de Saussure, the pioneering linguist and semiotician, and René de Saussure, a [MASK] Esperantist and mathematician.","He was the younger brother of Ferdinand de Saussure, the pioneering linguist and semiotician, and René de Saussure, a <mask> Esperantist and mathematician."
albania,"On February 19 1987, he was a elected President of the People's Assembly of the People's Socialist Republic of [MASK], position previously held by Pali Miska.","On February 19 1987, he was a elected President of the People's Assembly of the People's Socialist Republic of <mask>, position previously held by Pali Miska."
albania,"Pali Miska ( born in 1931 in Bradvicë, [MASK]) is a former Albanian politician of the Communist Era.","Pali Miska ( born in 1931 in Bradvicë, <mask>) is a former Albanian politician of the Communist Era."
albania,"Pali Miska ( born in 1931 in Bradvicë, Albania) is a former [MASK] politician of the Communist Era.","Pali Miska ( born in 1931 in Bradvicë, Albania) is a former <mask> politician of the Communist Era."
albania,"Pali Miska ( born in 1931 in Bradvicë, [MASK]) is a former Albanian politician of the Communist Era.","Pali Miska ( born in 1931 in Bradvicë, <mask>) is a former Albanian politician of the Communist Era."
albania,"Pali Miska ( born in 1931 in Bradvicë, Albania) is a former [MASK] politician of the Communist Era.","Pali Miska ( born in 1931 in Bradvicë, Albania) is a former <mask> politician of the Communist Era."
albania,"Together with Hekuran Isai , Pali Miska, and Qirjako Mihali he was one of the new generation of leaders within the Party of Labour of [MASK].","Together with Hekuran Isai , Pali Miska, and Qirjako Mihali he was one of the new generation of leaders within the Party of Labour of <mask>."
finland,"When PK-35 was coached by Pasi Rautiainen in the mid-1990s they were promoted to [MASK]'s top division, the Veikkausliiga.","When PK-35 was coached by Pasi Rautiainen in the mid-1990s they were promoted to <mask>'s top division, the Veikkausliiga."
australia,"Australian Muslim, Irfan Yusuf says that Western Muslim organisations, including those in [MASK], are predominantly Sunni.","Australian Muslim, Irfan Yusuf says that Western Muslim organisations, including those in <mask>, are predominantly Sunni."
india,"Another version of the song titled as ""Heartbeat ([MASK] Mix)"" featuring Indian singer Sunidhi Chauhan was included on a Special Indian Edition of Euphoria.","Another version of the song titled as ""Heartbeat (<mask> Mix)"" featuring Indian singer Sunidhi Chauhan was included on a Special Indian Edition of Euphoria."
italy,"His son, Mario Aldo Montano, and grandson Aldo Montano, also competed at the Olympic Games for [MASK] as fencers.","His son, Mario Aldo Montano, and grandson Aldo Montano, also competed at the Olympic Games for <mask> as fencers."
japan,"Starring Yū Aoi, Yasuko Matsuyuki, Etsushi Toyokawa, Shizuyo Yamazaki, Ittoku Kishibe, Eri Tokunaga, Yoko Ikezu and Sumiko Fuji, it is based on the real-life event of how a group of enthusiastic girls take on hula dancing to save their small mining village, Iwaki, helping the formation of Joban Hawaiian Center (now known as Spa Resort Hawaiians), which was later to become one of [MASK]'s most popular theme parks.","Starring Yū Aoi, Yasuko Matsuyuki, Etsushi Toyokawa, Shizuyo Yamazaki, Ittoku Kishibe, Eri Tokunaga, Yoko Ikezu and Sumiko Fuji, it is based on the real-life event of how a group of enthusiastic girls take on hula dancing to save their small mining village, Iwaki, helping the formation of Joban Hawaiian Center (now known as Spa Resort Hawaiians), which was later to become one of <mask>'s most popular theme parks."
canada,"Oscar Drouin (September 29, 1890 – July 16, 1953) was a politician in Quebec, [MASK].","Oscar Drouin (September 29, 1890 – July 16, 1953) was a politician in Quebec, <mask>."
canada,"Oscar Drouin (September 29, 1890 – July 16, 1953) was a politician in Quebec, [MASK].","Oscar Drouin (September 29, 1890 – July 16, 1953) was a politician in Quebec, <mask>."
india,"Devesh Kapur is director at the Center for the Advanced Study of [MASK], Madan Lal Sobti Associate Professor for the Study of Contemporary India, and Professor of Political Science at the University of Pennsylvania.","Devesh Kapur is director at the Center for the Advanced Study of <mask>, Madan Lal Sobti Associate Professor for the Study of Contemporary India, and Professor of Political Science at the University of Pennsylvania."
india,"Devesh Kapur is director at the Center for the Advanced Study of India, Madan Lal Sobti Associate Professor for the Study of Contemporary [MASK], and Professor of Political Science at the University of Pennsylvania.","Devesh Kapur is director at the Center for the Advanced Study of India, Madan Lal Sobti Associate Professor for the Study of Contemporary <mask>, and Professor of Political Science at the University of Pennsylvania."
england,"By her first husband William Bonville, 6th Baron Harington of Aldingham, she was the mother of Cecily Bonville, who became the wealthiest heiress in [MASK] following the deaths in the Battle of Wakefield of Katherine's husband, her father-in-law; and less than two months later, of William Bonville's grandfather, William Bonville, 1st Baron Bonville who was executed following the Yorkist defeat at the Second Battle of St Albans.","By her first husband William Bonville, 6th Baron Harington of Aldingham, she was the mother of Cecily Bonville, who became the wealthiest heiress in <mask> following the deaths in the Battle of Wakefield of Katherine's husband, her father-in-law; and less than two months later, of William Bonville's grandfather, William Bonville, 1st Baron Bonville who was executed following the Yorkist defeat at the Second Battle of St Albans."
england,"Margaret was the great-grandmother of Cecily Bonville who succeeded to the estates and baronies of Bonville and Harington, thus becoming the wealthiest heiress in [MASK].","Margaret was the great-grandmother of Cecily Bonville who succeeded to the estates and baronies of Bonville and Harington, thus becoming the wealthiest heiress in <mask>."
finland,"Petri Lindroos (born 10 January 1980 in Espoo, [MASK]) is a melodic death/folk metal guitarist and vocalist.","Petri Lindroos (born 10 January 1980 in Espoo, <mask>) is a melodic death/folk metal guitarist and vocalist."
finland,"Petri Lindroos (born 10 January 1980 in Espoo, [MASK]) is a melodic death/folk metal guitarist and vocalist.","Petri Lindroos (born 10 January 1980 in Espoo, <mask>) is a melodic death/folk metal guitarist and vocalist."
taiwan,Hsieh Cheng-peng is a professional tour tennis player from [MASK].,Hsieh Cheng-peng is a professional tour tennis player from <mask>.
taiwan,Hsieh Cheng-peng is a professional tour tennis player from [MASK].,Hsieh Cheng-peng is a professional tour tennis player from <mask>.
austria,"Nathaniel Meyer von Rothschild (26 October 1836 – 16 June 1905) was a member of the Rothschild banking family of [MASK], known as art collector and patron.","Nathaniel Meyer von Rothschild (26 October 1836 – 16 June 1905) was a member of the Rothschild banking family of <mask>, known as art collector and patron."
austria,"Nathaniel Meyer von Rothschild (26 October 1836 – 16 June 1905) was a member of the Rothschild banking family of [MASK], known as art collector and patron.","Nathaniel Meyer von Rothschild (26 October 1836 – 16 June 1905) was a member of the Rothschild banking family of <mask>, known as art collector and patron."
poland,Magda Linette (born 12 February 1992) is a professional [MASK] tennis player.,Magda Linette (born 12 February 1992) is a professional <mask> tennis player.
poland,Magda Linette (born 12 February 1992) is a professional [MASK] tennis player.,Magda Linette (born 12 February 1992) is a professional <mask> tennis player.
india,"Its the only academic institution which had chosen to keep its deposit with a non State Bank of [MASK] under the decision of its former Chairman, Professor Irfan habib.","Its the only academic institution which had chosen to keep its deposit with a non State Bank of <mask> under the decision of its former Chairman, Professor Irfan habib."
india,"She has also edited and co-edited several volumes including Chains of Servitude - Bondage and Slavery in [MASK] (1985), Agrarian Relations and Accumulation - the Mode of Production Debate in India (1991), The Making of History - Essays presented to Irfan Habib (2000) and The Agrarian Question in Marx and his Successors in two volumes (2007, 2011).","She has also edited and co-edited several volumes including Chains of Servitude - Bondage and Slavery in <mask> (1985), Agrarian Relations and Accumulation - the Mode of Production Debate in India (1991), The Making of History - Essays presented to Irfan Habib (2000) and The Agrarian Question in Marx and his Successors in two volumes (2007, 2011)."
india,"She has also edited and co-edited several volumes including Chains of Servitude - Bondage and Slavery in India (1985), Agrarian Relations and Accumulation - the Mode of Production Debate in [MASK] (1991), The Making of History - Essays presented to Irfan Habib (2000) and The Agrarian Question in Marx and his Successors in two volumes (2007, 2011).","She has also edited and co-edited several volumes including Chains of Servitude - Bondage and Slavery in India (1985), Agrarian Relations and Accumulation - the Mode of Production Debate in <mask> (1991), The Making of History - Essays presented to Irfan Habib (2000) and The Agrarian Question in Marx and his Successors in two volumes (2007, 2011)."
italy,"Giovanni Ferrari detto Torretto (5 June 1744, in Crespano del Grappa – 2 November 1826, in Venice) was an [MASK] sculptor.","Giovanni Ferrari detto Torretto (5 June 1744, in Crespano del Grappa – 2 November 1826, in Venice) was an <mask> sculptor."
canada,"Joe Peschisolido (born April 27, 1963) is a [MASK] lawyer and politician.","Joe Peschisolido (born April 27, 1963) is a <mask> lawyer and politician."
canada,"Joe Peschisolido (born April 27, 1963) is a [MASK] lawyer and politician.","Joe Peschisolido (born April 27, 1963) is a <mask> lawyer and politician."
australia,"Vardos have toured to New Caledonia, New Zealand, Switzerland, Hungary, Amsterdam, London and the Edinburgh Fringe and have made cameo appearances on television including Spicks and Specks and Seachange on ABC television, and Painted Lady, a film about artist Vali Myers, shown on SBS in [MASK], and the BBC news in Scotland.","Vardos have toured to New Caledonia, New Zealand, Switzerland, Hungary, Amsterdam, London and the Edinburgh Fringe and have made cameo appearances on television including Spicks and Specks and Seachange on ABC television, and Painted Lady, a film about artist Vali Myers, shown on SBS in <mask>, and the BBC news in Scotland."
australia,Tightrope was followed by a sequel in 2002 called Painted Lady which looked at Vali Myers' return to [MASK] after a 40-year absence.,Tightrope was followed by a sequel in 2002 called Painted Lady which looked at Vali Myers' return to <mask> after a 40-year absence.
italy,"Ermete Zacconi (14 September 1857, Montecchio Emilia, Province of Reggio Emilia – 14 October 1948 in Viareggio) was an [MASK] stage and film actor and a representative of naturalism and verism in acting.","Ermete Zacconi (14 September 1857, Montecchio Emilia, Province of Reggio Emilia – 14 October 1948 in Viareggio) was an <mask> stage and film actor and a representative of naturalism and verism in acting."
italy,"Ermete Zacconi (14 September 1857, Montecchio Emilia, Province of Reggio Emilia – 14 October 1948 in Viareggio) was an [MASK] stage and film actor and a representative of naturalism and verism in acting.","Ermete Zacconi (14 September 1857, Montecchio Emilia, Province of Reggio Emilia – 14 October 1948 in Viareggio) was an <mask> stage and film actor and a representative of naturalism and verism in acting."
tunisia,"Tarak Ben Ammar (Arabic: طارق بن عمّار) (born on June 12, 1949 in Tunis, [MASK]) is an international movie producer and distributor, (the owner of French production and distribution company Quinta Communications.)","Tarak Ben Ammar (Arabic: طارق بن عمّار) (born on June 12, 1949 in Tunis, <mask>) is an international movie producer and distributor, (the owner of French production and distribution company Quinta Communications.)"
tunisia,"Tarak Ben Ammar (Arabic: طارق بن عمّار) (born on June 12, 1949 in Tunis, [MASK]) is an international movie producer and distributor, (the owner of French production and distribution company Quinta Communications.)","Tarak Ben Ammar (Arabic: طارق بن عمّار) (born on June 12, 1949 in Tunis, <mask>) is an international movie producer and distributor, (the owner of French production and distribution company Quinta Communications.)"
germany,for Reuchlin Grammar School) is a general educating grammar school of the town Pforzheim in [MASK] with one lingual and one scientific orientation.,for Reuchlin Grammar School) is a general educating grammar school of the town Pforzheim in <mask> with one lingual and one scientific orientation.
egypt,"Despite Andil's great admiration for Taha Hussein, an intellectual pillars of the Egyptian enlightenment movement in the first half of the 20th century, Andil criticised Hussein’s publication, Mustaqbal al-Thaqafa fi Misr or (The Future of Culture in [MASK]), as Andil perceived it fell short of adequately defining Egyptian culture.","Despite Andil's great admiration for Taha Hussein, an intellectual pillars of the Egyptian enlightenment movement in the first half of the 20th century, Andil criticised Hussein’s publication, Mustaqbal al-Thaqafa fi Misr or (The Future of Culture in <mask>), as Andil perceived it fell short of adequately defining Egyptian culture."
egypt,"Taha Hussein's children, his daughter Amina and her younger brother Moenis, were both important figures in [MASK].","Taha Hussein's children, his daughter Amina and her younger brother Moenis, were both important figures in <mask>."
egypt,"Taha Hussein's children, his daughter Amina and her younger brother Moenis, were both important figures in [MASK].","Taha Hussein's children, his daughter Amina and her younger brother Moenis, were both important figures in <mask>."
egypt,The Future of Culture in [MASK] (Arabic: مستقبل الثقافه في مصر ) is a 1938 book by the Egyptian writer Taha Hussein.,The Future of Culture in <mask> (Arabic: مستقبل الثقافه في مصر ) is a 1938 book by the Egyptian writer Taha Hussein.
philippines,"Margarita Moran of the [MASK] was crowned by Kerry Anne Wells of Australia at the end of the event, thus making her the second Filipino to win the title after Gloria Díaz.","Margarita Moran of the <mask> was crowned by Kerry Anne Wells of Australia at the end of the event, thus making her the second Filipino to win the title after Gloria Díaz."
philippines,Amparo Muñoz of Spain crowned by Margarita Moran of the [MASK].,Amparo Muñoz of Spain crowned by Margarita Moran of the <mask>.
philippines,"Jones was the third woman from Illinois to win the Miss USA title, and went on to place as 1st runner-up to Margarita Moran of the [MASK] at Miss Universe 1973.","Jones was the third woman from Illinois to win the Miss USA title, and went on to place as 1st runner-up to Margarita Moran of the <mask> at Miss Universe 1973."
philippines,"In July Jones competed in the Miss Universe 1973 pageant in Athens, Greece where she placed 1st runner-up to Margarita Moran of the [MASK].","In July Jones competed in the Miss Universe 1973 pageant in Athens, Greece where she placed 1st runner-up to Margarita Moran of the <mask>."
philippines,"Maria Margarita Roxas Moran-Floirendo or locally known as Margie Moran (born 15 September 1953 in Manila, [MASK]) is a Filipino multi-awarded peace advocate for her efforts in Mindanao and currently the President of Ballet Philippines.","Maria Margarita Roxas Moran-Floirendo or locally known as Margie Moran (born 15 September 1953 in Manila, <mask>) is a Filipino multi-awarded peace advocate for her efforts in Mindanao and currently the President of Ballet Philippines."
philippines,"Maria Margarita Roxas Moran-Floirendo or locally known as Margie Moran (born 15 September 1953 in Manila, [MASK]) is a Filipino multi-awarded peace advocate for her efforts in Mindanao and currently the President of Ballet Philippines.","Maria Margarita Roxas Moran-Floirendo or locally known as Margie Moran (born 15 September 1953 in Manila, <mask>) is a Filipino multi-awarded peace advocate for her efforts in Mindanao and currently the President of Ballet Philippines."
mozambique,"In 2004, Ntawulikura joined three other track and field athletes - Nigerian Mary Onyali, [MASK] Maria Mutola, and Angolan João N'Tyamba in becoming the second African to compete at five Olympics.","In 2004, Ntawulikura joined three other track and field athletes - Nigerian Mary Onyali, <mask> Maria Mutola, and Angolan João N'Tyamba in becoming the second African to compete at five Olympics."
mozambique,Maria de Lurdes Mutola of [MASK] won her third 800 metres title in a row.,Maria de Lurdes Mutola of <mask> won her third 800 metres title in a row.
mozambique,He therefore joined João N'Tyamba of Angola and Maria Mutola of [MASK] as only third ever African athlete to compete in so many Summer Olympics.,He therefore joined João N'Tyamba of Angola and Maria Mutola of <mask> as only third ever African athlete to compete in so many Summer Olympics.
mozambique,"Maria de Lurdes Mutola (born October 27, 1972) is a retired female track and field athlete from [MASK] who has specialized in the 800 metres.","Maria de Lurdes Mutola (born October 27, 1972) is a retired female track and field athlete from <mask> who has specialized in the 800 metres."
mozambique,"Maria de Lurdes Mutola (born October 27, 1972) is a retired female track and field athlete from [MASK] who has specialized in the 800 metres.","Maria de Lurdes Mutola (born October 27, 1972) is a retired female track and field athlete from <mask> who has specialized in the 800 metres."
mozambique,"Using her self-created training plan, focusing on low mileage and strength training, Jennings coached many athletes, most notably Maria Mutola ([MASK]), who won Gold in the 800m at the 2000 Sydney Olympics and Dame Kelly Holmes (England) who won double gold in the 800/1500m events at the 2004 Athens Olympics.","Using her self-created training plan, focusing on low mileage and strength training, Jennings coached many athletes, most notably Maria Mutola (<mask>), who won Gold in the 800m at the 2000 Sydney Olympics and Dame Kelly Holmes (England) who won double gold in the 800/1500m events at the 2004 Athens Olympics."
mozambique,"[MASK], however, failed to win a single Olympic medal since the 2000 Summer Olympics in Sydney, where middle-distance runner Maria Mutola became the nation's champion.","<mask>, however, failed to win a single Olympic medal since the 2000 Summer Olympics in Sydney, where middle-distance runner Maria Mutola became the nation's champion."
mozambique,"She ran in the fourth heat, against six other athletes, including former Olympic champion Maria Mutola of [MASK].","She ran in the fourth heat, against six other athletes, including former Olympic champion Maria Mutola of <mask>."
ireland,"The delegates were Arthur Griffith, Robert Barton, and Michael Collins; Secretary to the delegation was Robert Erskine Childers who was also Robert Barton's cousin and father of the Fourth President of [MASK] Erskine Hamilton Childers.","The delegates were Arthur Griffith, Robert Barton, and Michael Collins; Secretary to the delegation was Robert Erskine Childers who was also Robert Barton's cousin and father of the Fourth President of <mask> Erskine Hamilton Childers."
ireland,"Robert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, /ˈɜːrskᵻn ˈtʃɪldərz/ was the author of the influential novel The Riddle of the Sands and an Irish nationalist who smuggled guns to [MASK] in his sailing yacht Asgard.","Robert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, /ˈɜːrskᵻn ˈtʃɪldərz/ was the author of the influential novel The Riddle of the Sands and an Irish nationalist who smuggled guns to <mask> in his sailing yacht Asgard."
ireland,"Robert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, /ˈɜːrskᵻn ˈtʃɪldərz/ was the author of the influential novel The Riddle of the Sands and an Irish nationalist who smuggled guns to [MASK] in his sailing yacht Asgard.","Robert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, /ˈɜːrskᵻn ˈtʃɪldərz/ was the author of the influential novel The Riddle of the Sands and an Irish nationalist who smuggled guns to <mask> in his sailing yacht Asgard."
ireland,"He was the father of Irish nationalist Robert Erskine Childers and grandfather to the fourth President of [MASK], Erskine Hamilton Childers.","He was the father of Irish nationalist Robert Erskine Childers and grandfather to the fourth President of <mask>, Erskine Hamilton Childers."
ireland,"His other cousin, Erskine Childers, used his yacht, The Asgard to transport guns from Germany to [MASK] on behalf of the Irish Volunteers.","His other cousin, Erskine Childers, used his yacht, The Asgard to transport guns from Germany to <mask> on behalf of the Irish Volunteers."
canada,"Never Cry Wolf is ""a fictionalized account of the author’s actual experience observing wolves in subarctic [MASK]"" by Farley Mowat, first published in 1963 by McClelland and Stewart.","Never Cry Wolf is ""a fictionalized account of the author’s actual experience observing wolves in subarctic <mask>"" by Farley Mowat, first published in 1963 by McClelland and Stewart."
canada,Finding Farley is a 2009 documentary directed by Leanne Allison as she and her husband Karsten Heuer travel across [MASK] in the literary footsteps of Canadian writer Farley Mowat.,Finding Farley is a 2009 documentary directed by Leanne Allison as she and her husband Karsten Heuer travel across <mask> in the literary footsteps of Canadian writer Farley Mowat.
canada,Finding Farley is a 2009 documentary directed by Leanne Allison as she and her husband Karsten Heuer travel across Canada in the literary footsteps of [MASK] writer Farley Mowat.,Finding Farley is a 2009 documentary directed by Leanne Allison as she and her husband Karsten Heuer travel across Canada in the literary footsteps of <mask> writer Farley Mowat.
canada,"The Grey Seas Under is a non-fiction book by [MASK] author Farley Mowat about the Atlantic Salvage Tug Foundation Franklin, operated by the firm Foundation Maritime in Canada's Maritime provinces from 1930 to 1948.","The Grey Seas Under is a non-fiction book by <mask> author Farley Mowat about the Atlantic Salvage Tug Foundation Franklin, operated by the firm Foundation Maritime in Canada's Maritime provinces from 1930 to 1948."
canada,"The Grey Seas Under is a non-fiction book by Canadian author Farley Mowat about the Atlantic Salvage Tug Foundation Franklin, operated by the firm Foundation Maritime in [MASK]'s Maritime provinces from 1930 to 1948.","The Grey Seas Under is a non-fiction book by Canadian author Farley Mowat about the Atlantic Salvage Tug Foundation Franklin, operated by the firm Foundation Maritime in <mask>'s Maritime provinces from 1930 to 1948."
austria,"He painted portraits of Franz Joseph I of [MASK] and his wife Elizabeth, Franz Grillparzer, Friedrich Halm, Nikolaus Lenau, and Maximilian I of Mexico.","He painted portraits of Franz Joseph I of <mask> and his wife Elizabeth, Franz Grillparzer, Friedrich Halm, Nikolaus Lenau, and Maximilian I of Mexico."
morocco,"Ahmed Soultan (أحمد سلطان; born June 17, 1978) is a [MASK] singer artist,considered as one of the leaders of the ""Nayda"".","Ahmed Soultan (أحمد سلطان; born June 17, 1978) is a <mask> singer artist,considered as one of the leaders of the ""Nayda""."
morocco,"Ahmed Soultan (أحمد سلطان; born June 17, 1978) is a [MASK] singer artist,considered as one of the leaders of the ""Nayda"".","Ahmed Soultan (أحمد سلطان; born June 17, 1978) is a <mask> singer artist,considered as one of the leaders of the ""Nayda""."
japan,"Takahiro Fujimoto (藤本 隆宏 Fujimoto Takahiro, born July 21, 1970 in Fukuoka) is an actor and a retired male medley swimmer from [MASK], who represented his native country in two consecutive Summer Olympics, starting in 1988.","Takahiro Fujimoto (藤本 隆宏 Fujimoto Takahiro, born July 21, 1970 in Fukuoka) is an actor and a retired male medley swimmer from <mask>, who represented his native country in two consecutive Summer Olympics, starting in 1988."
japan,"Takahiro Fujimoto (藤本 隆宏 Fujimoto Takahiro, born July 21, 1970 in Fukuoka) is an actor and a retired male medley swimmer from [MASK], who represented his native country in two consecutive Summer Olympics, starting in 1988.","Takahiro Fujimoto (藤本 隆宏 Fujimoto Takahiro, born July 21, 1970 in Fukuoka) is an actor and a retired male medley swimmer from <mask>, who represented his native country in two consecutive Summer Olympics, starting in 1988."
japan,"Takahiro Fujimoto (藤本 隆宏 Fujimoto Takahiro, born July 21, 1970 in Fukuoka) is an actor and a retired male medley swimmer from [MASK], who represented his native country in two consecutive Summer Olympics, starting in 1988.","Takahiro Fujimoto (藤本 隆宏 Fujimoto Takahiro, born July 21, 1970 in Fukuoka) is an actor and a retired male medley swimmer from <mask>, who represented his native country in two consecutive Summer Olympics, starting in 1988."
sweden,Anna Ulrica Arfvidsson (1734–1801) was a professional Swedish fortune-teller during the reign of Gustav III of [MASK].,Anna Ulrica Arfvidsson (1734–1801) was a professional Swedish fortune-teller during the reign of Gustav III of <mask>.
sweden,Anna Ulrica Arfvidsson (1734–1801) was a professional Swedish fortune-teller during the reign of Gustav III of [MASK].,Anna Ulrica Arfvidsson (1734–1801) was a professional Swedish fortune-teller during the reign of Gustav III of <mask>.
